,HEK293,HepG2,N2a,ARPE19,B16,PC3
RF,0.07811464573024282,0.06543896000100691,0.05774597015563535,0.0892433279142852,0.05130024425915028,0.05944508315682832
MLR,0.14375040835114544,0.12549936002037904,0.12968377208984633,0.17832184196950593,0.09999383079011263,0.11506763934818237
lasso,0.14746761759128268,0.1251203361502912,0.1265611520317686,0.1828987883701905,0.10140089203581927,0.11338491243160619
PLS,0.14410655073246023,0.12552408360010556,0.12845790968407306,0.17832184773722892,0.09988168164608931,0.1150186909253052
kNN,0.10455960260435736,0.08151627484301839,0.08246100158277711,0.10066874373072955,0.06580440164417165,0.07541730179882028
LGBM,0.07696122453513485,0.06508416904308674,0.0545521317727973,0.09273786679077084,0.05007450577922231,0.06335597194285124
XGB,0.07677116369830853,0.06689492826677589,0.05683220519493805,0.08921575443231422,0.04942586285455647,0.06203353461519471
DT,0.09626093996147457,0.06980619325714477,0.06945121429793055,0.11067366517658474,0.056667133915129314,0.07389899475549212
