,HEK293,HepG2,N2a,ARPE19,B16,PC3
RF,0.8462825824031812,0.8870994141342674,0.8882740561811945,0.8640267512127103,0.9288449978097906,0.9039413830595644
MLR,0.41803455162024966,0.48735751830473684,0.4964765099230273,0.3835123795543409,0.6754060290983048,0.6452350375308573
lasso,0.33818287518621015,0.49577740767731127,0.4654484386720423,0.47358493601578516,0.6757966546296447,0.6441436547685583
PLS,[0.36769609018908456],[0.4870300727468679],[0.5116860757898746],[0.38351237995079807],[0.675814019721812],[0.6450887651486571]
kNN,0.7039547468534255,0.826406289369372,0.7987592571166899,0.8180031587424801,0.8706627130690632,0.8302410937206947
LGBM,0.8364062932024369,0.8949064735025876,0.927226421199832,0.8646139060483902,0.927473128246632,0.8906061766830862
XGB,0.8423614403515558,0.8896104644119691,0.9169140314246074,0.8345706429255682,0.9277690885389234,0.9000158250034228
DT,0.7934703962532663,0.8534034545103424,0.8782558623185083,0.7996283031432696,0.8917432818103238,0.854618546480252
