,HEK293,HepG2,N2a,ARPE19,B16,PC3
RF,0.8508408508447624,0.8033641934486374,0.877950901113319,0.8603760805208489,0.9136287064515216,0.75375676891885
MLR,0.4456725303403791,0.3777533175731313,0.5609702921052835,0.3523307817250376,0.6651165580796584,0.591585185588079
lasso,0.3555515333783823,0.3769276638257609,0.5303314686439939,0.48586426001393285,0.6664550856586616,0.5792200584743376
PLS,0.38359967527611805,0.37819601614534654,0.5974436499952892,0.3523307817250376,0.6652208047758424,0.5937016796953527
kNN,0.7133557615797521,0.7168780556629393,0.8160948995038276,0.8282071153762993,0.8520257987705132,0.6581903026826362
LGBM,0.8483050955942626,0.7974032520687142,0.9033213161760397,0.8682926774924299,0.9024952207218284,0.7294603025924205
XGB,0.8438390941540186,0.7886705982020483,0.8893004066836399,0.8372128174383678,0.9028377455807188,0.7387543850393861
DT,0.8134675468501823,0.7125215657331828,0.8290129783673467,0.8045974449304635,0.8758680472788563,0.6838456286439655
