P_charged_centers,cLogP,Double_bonds,Zeta,NP_ratio,PEG_(Chol+PEG),(IL+HL),HL_(IL+HL)
1,12.73,0,1.906666667,12,0.199600798,40,0.99009901
1,12.73,0,-10.13333333,4,0.199600798,60,0.99009901
1,12.73,0,0.829333333,8,0.199600798,60,0.99009901
1,12.73,0,4.373333333,12,0.199600798,60,0.99009901
1,12.73,0,-19.76666667,4,0.199600798,80,0.99009901
1,12.73,0,6.47,8,0.199600798,80,0.99009901
1,12.73,0,-3.599,12,0.199600798,80,0.99009901
1,12.73,0,10.9,4,0.199600798,20,1.960784314
1,12.73,0,10.6,8,0.199600798,20,1.960784314
1,12.73,0,9.493333333,12,0.199600798,20,1.960784314
1,12.73,0,8.536666667,4,0.199600798,40,1.960784314
1,12.73,0,9.536666667,8,0.199600798,40,1.960784314
1,12.73,0,-2.658333333,12,0.199600798,40,1.960784314
1,12.73,0,-5.226666667,4,0.199600798,60,1.960784314
1,12.73,0,-1.371333333,8,0.199600798,60,1.960784314
1,12.73,0,2.146666667,12,0.199600798,60,1.960784314
1,12.73,0,-12.03,4,0.199600798,80,1.960784314
1,12.73,0,6.88,8,0.199600798,80,1.960784314
1,12.73,0,-5.71,12,0.199600798,80,1.960784314
1,12.73,0,9.616666667,4,0.199600798,20,9.090909091
1,12.73,0,10.49333333,8,0.199600798,20,9.090909091
1,12.73,0,9.68,12,0.199600798,20,9.090909091
1,12.73,0,8.14,4,0.199600798,40,9.090909091
1,12.73,0,13.96666667,8,0.199600798,40,9.090909091
1,12.73,0,5.79,12,0.199600798,40,9.090909091
1,12.73,0,-0.544333333,4,0.199600798,60,9.090909091
1,12.73,0,2.826666667,8,0.199600798,60,9.090909091
1,12.73,0,1.908666667,12,0.199600798,60,9.090909091
1,12.73,0,-5.39,4,0.199600798,80,9.090909091
1,12.73,0,10.8,8,0.199600798,80,9.090909091
1,12.73,0,32.86666667,12,0.199600798,80,9.090909091
1,12.73,0,14.7,4,0.199600798,20,50.0
1,12.73,0,14.16666667,8,0.199600798,20,50.0
1,12.73,0,17.73333333,12,0.199600798,20,50.0
1,12.73,0,19.6,4,0.199600798,40,50.0
1,12.73,0,21.26666667,8,0.199600798,40,50.0
1,12.73,0,14.2,12,0.199600798,40,50.0
1,12.73,0,14.26666667,4,0.199600798,60,50.0
1,12.73,0,15.46666667,8,0.199600798,60,50.0
1,12.73,0,15.53333333,12,0.199600798,60,50.0
1,12.73,0,-0.805,4,0.199600798,80,50.0
1,12.73,0,22.93333333,8,0.199600798,80,50.0
1,12.73,0,38.2,12,0.199600798,80,50.0
1,12.73,0,1.65,4,0.99009901,20,0.497512438
1,12.73,0,-1.823333333,8,0.99009901,20,0.497512438
1,12.73,0,-0.158466667,12,0.99009901,20,0.497512438
1,12.73,0,4.643333333,4,0.99009901,40,0.497512438
1,12.73,0,1.453333333,8,0.99009901,40,0.497512438
1,12.73,0,2.91,12,0.99009901,40,0.497512438
1,12.73,0,7.4,4,0.99009901,60,0.497512438
1,12.73,0,6.18,8,0.99009901,60,0.497512438
1,12.73,0,8.59,12,0.99009901,60,0.497512438
1,12.73,0,8.573333333,4,0.99009901,80,0.497512438
1,12.73,0,1.683333333,8,0.99009901,80,0.497512438
1,12.73,0,2.076666667,12,0.99009901,80,0.497512438
1,12.73,0,-0.481,4,0.99009901,20,0.99009901
1,12.73,0,1.207666667,8,0.99009901,20,0.99009901
1,12.73,0,-0.237733333,12,0.99009901,20,0.99009901
1,12.73,0,-0.117666667,4,0.99009901,40,0.99009901
1,12.73,0,6.66,8,0.99009901,40,0.99009901
1,12.73,0,10.83333333,12,0.99009901,40,0.99009901
1,12.73,0,7.173333333,4,0.99009901,60,0.99009901
1,12.73,0,4.58,8,0.99009901,60,0.99009901
1,12.73,0,6.5,12,0.99009901,60,0.99009901
1,12.73,0,8.523333333,4,0.99009901,80,0.99009901
1,12.73,0,4.36,8,0.99009901,80,0.99009901
1,12.73,0,1.221,12,0.99009901,80,0.99009901
1,12.73,0,-0.675,4,0.99009901,20,1.960784314
1,12.73,0,-0.180233333,8,0.99009901,20,1.960784314
1,12.73,0,3.94,12,0.99009901,20,1.960784314
1,12.73,0,5.51,4,0.99009901,40,1.960784314
1,12.73,0,2.436666667,8,0.99009901,40,1.960784314
1,12.73,0,7.05,12,0.99009901,40,1.960784314
1,12.73,0,7.98,4,0.99009901,60,1.960784314
1,12.73,0,8.23,8,0.99009901,60,1.960784314
1,12.73,0,7.35,12,0.99009901,60,1.960784314
1,12.73,0,8.526666667,4,0.99009901,80,1.960784314
1,12.73,0,4.426666667,8,0.99009901,80,1.960784314
1,12.73,0,4.913333333,12,0.99009901,80,1.960784314
1,12.73,0,4.576666667,4,0.99009901,20,9.090909091
1,12.73,0,1.78,8,0.99009901,20,9.090909091
1,12.73,0,6.03,12,0.99009901,20,9.090909091
1,12.73,0,5.266666667,4,0.99009901,40,9.090909091
1,12.73,0,4.823333333,8,0.99009901,40,9.090909091
1,12.73,0,4.396666667,12,0.99009901,40,9.090909091
1,12.73,0,5.976666667,4,0.99009901,60,9.090909091
1,12.73,0,7.0,8,0.99009901,60,9.090909091
1,12.73,0,5.493333333,12,0.99009901,60,9.090909091
1,12.73,0,8.37,4,0.99009901,80,9.090909091
1,12.73,0,2.646666667,8,0.99009901,80,9.090909091
1,12.73,0,5.016666667,12,0.99009901,80,9.090909091
1,12.73,0,3.523333333,4,0.99009901,20,50.0
1,12.73,0,8.636666667,8,0.99009901,20,50.0
1,12.73,0,7.9,12,0.99009901,20,50.0
1,12.73,0,5.51,4,0.99009901,40,50.0
1,12.73,0,7.95,8,0.99009901,40,50.0
1,12.73,0,10.19,12,0.99009901,40,50.0
1,12.73,0,8.826666667,4,0.99009901,60,50.0
1,12.73,0,10.71,8,0.99009901,60,50.0
1,12.73,0,14.23333333,12,0.99009901,60,50.0
1,12.73,0,13.56666667,4,0.99009901,80,50.0
1,12.73,0,18.53333333,8,0.99009901,80,50.0
1,12.73,0,18.13333333,12,0.99009901,80,50.0
1,12.73,0,-2.143333333,4,9.090909091,20,0.497512438
1,12.73,0,-1.52,8,9.090909091,20,0.497512438
1,12.73,0,-0.768,12,9.090909091,20,0.497512438
1,12.73,0,-1.302666667,4,9.090909091,40,0.497512438
1,12.73,0,-1.417333333,8,9.090909091,40,0.497512438
1,12.73,0,-1.53,12,9.090909091,40,0.497512438
1,12.73,0,-0.445353333,4,9.090909091,60,0.497512438
1,12.73,0,-0.4119,8,9.090909091,60,0.497512438
1,12.73,0,-1.150666667,12,9.090909091,60,0.497512438
1,12.73,0,-0.866333333,4,9.090909091,80,0.497512438
1,12.73,0,-1.256666667,8,9.090909091,80,0.497512438
1,12.73,0,0.426333333,12,9.090909091,80,0.497512438
1,12.73,0,-1.87,4,9.090909091,20,0.99009901
1,12.73,0,-2.006666667,8,9.090909091,20,0.99009901
1,12.73,0,-0.638,12,9.090909091,20,0.99009901
1,12.73,0,-1.143666667,4,9.090909091,40,0.99009901
1,12.73,0,-1.095,8,9.090909091,40,0.99009901
1,12.73,0,-1.493333333,12,9.090909091,40,0.99009901
1,12.73,0,-1.693333333,4,9.090909091,60,0.99009901
1,12.73,0,-0.698333333,8,9.090909091,60,0.99009901
1,12.73,0,-0.727,12,9.090909091,60,0.99009901
1,12.73,0,-0.57,4,9.090909091,80,0.99009901
1,12.73,0,-0.411666667,8,9.090909091,80,0.99009901
1,12.73,0,-0.533333333,12,9.090909091,80,0.99009901
1,12.73,0,-1.993333333,4,9.090909091,20,1.960784314
1,12.73,0,-1.546666667,8,9.090909091,20,1.960784314
1,12.73,0,-1.140333333,12,9.090909091,20,1.960784314
1,12.73,0,-1.966666667,4,9.090909091,40,1.960784314
1,12.73,0,-1.000666667,8,9.090909091,40,1.960784314
1,12.73,0,-1.209,12,9.090909091,40,1.960784314
1,12.73,0,-1.506666667,4,9.090909091,60,1.960784314
1,12.73,0,-0.898333333,8,9.090909091,60,1.960784314
1,12.73,0,-0.789,12,9.090909091,60,1.960784314
1,12.73,0,-1.065666667,4,9.090909091,80,1.960784314
1,12.73,0,0.4569,8,9.090909091,80,1.960784314
1,12.73,0,0.340333333,12,9.090909091,80,1.960784314
1,12.73,0,-1.64,4,9.090909091,20,9.090909091
1,12.73,0,-1.626666667,8,9.090909091,20,9.090909091
1,12.73,0,-1.343333333,12,9.090909091,20,9.090909091
1,12.73,0,-1.109,4,9.090909091,40,9.090909091
1,12.73,0,-1.138666667,8,9.090909091,40,9.090909091
1,12.73,0,-0.974333333,12,9.090909091,40,9.090909091
1,12.73,0,-1.029666667,4,9.090909091,60,9.090909091
1,12.73,0,-1.553333333,8,9.090909091,60,9.090909091
1,12.73,0,-0.7077,12,9.090909091,60,9.090909091
1,12.73,0,-1.222,4,9.090909091,80,9.090909091
1,12.73,0,-2.506666667,8,9.090909091,80,9.090909091
1,12.73,0,0.1946,12,9.090909091,80,9.090909091
1,12.73,0,-1.523333333,4,9.090909091,20,50.0
1,12.73,0,-0.928,8,9.090909091,20,50.0
1,12.73,0,-1.003,12,9.090909091,20,50.0
1,12.73,0,-1.225,4,9.090909091,40,50.0
1,12.73,0,-1.238333333,8,9.090909091,40,50.0
1,12.73,0,-0.524533333,12,9.090909091,40,50.0
1,12.73,0,-0.473333333,4,9.090909091,60,50.0
1,12.73,0,-0.883,8,9.090909091,60,50.0
1,12.73,0,-0.294,12,9.090909091,60,50.0
1,12.73,0,1.176666667,4,9.090909091,80,50.0
1,12.73,0,1.081666667,8,9.090909091,80,50.0
1,12.73,0,2.193333333,12,9.090909091,80,50.0
