P_charged_centers,cLogP,Double_bonds,Zeta,NP_ratio,PEG_(Chol+PEG),(IL+HL),HL_(IL+HL)
1,12.515,2,-30.76666667,4,0.99009901,20,9.090909091
1,12.515,2,3.026666667,8,0.99009901,20,9.090909091
1,12.515,2,1.253333333,12,0.99009901,20,9.090909091
1,12.515,2,-2.246666667,4,0.99009901,40,9.090909091
1,12.515,2,-2.403333333,8,0.99009901,40,9.090909091
1,12.515,2,-2.746666667,12,0.99009901,40,9.090909091
1,12.515,2,-1.385333333,4,0.99009901,60,9.090909091
1,12.515,2,-0.514,8,0.99009901,60,9.090909091
1,12.515,2,2.373333333,12,0.99009901,60,9.090909091
1,12.515,2,-0.684,4,0.99009901,80,9.090909091
1,12.515,2,2.273333333,8,0.99009901,80,9.090909091
1,12.515,2,4.91,12,0.99009901,80,9.090909091
1,12.515,2,-28.23333333,4,0.99009901,20,50.0
1,12.515,2,4.226666667,8,0.99009901,20,50.0
1,12.515,2,6.786666667,12,0.99009901,20,50.0
1,12.515,2,-3.153333333,4,0.99009901,40,50.0
1,12.515,2,-1.426666667,8,0.99009901,40,50.0
1,12.515,2,-1.543333333,12,0.99009901,40,50.0
1,12.515,2,-2.55,4,0.99009901,60,50.0
1,12.515,2,0.63,8,0.99009901,60,50.0
1,12.515,2,6.336666667,12,0.99009901,60,50.0
1,12.515,2,6.34,4,0.99009901,80,50.0
1,12.515,2,12.86666667,8,0.99009901,80,50.0
1,12.515,2,6.843333333,12,0.99009901,80,50.0
1,12.515,2,-2.183333333,4,9.090909091,20,0.497512438
1,12.515,2,-2.966666667,8,9.090909091,20,0.497512438
1,12.515,2,-2.463333333,12,9.090909091,20,0.497512438
1,12.515,2,-1.186666667,4,9.090909091,40,0.497512438
1,12.515,2,-3.813333333,8,9.090909091,40,0.497512438
1,12.515,2,-5.33,12,9.090909091,40,0.497512438
1,12.515,2,-20.13333333,4,9.090909091,60,0.497512438
1,12.515,2,-9.57,8,9.090909091,60,0.497512438
1,12.515,2,-1.092,12,9.090909091,60,0.497512438
1,12.515,2,-1.492333333,4,9.090909091,80,0.497512438
1,12.515,2,-1.123,8,9.090909091,80,0.497512438
1,12.515,2,-0.810666667,12,9.090909091,80,0.497512438
1,12.515,2,-1.883333333,4,9.090909091,20,0.99009901
1,12.515,2,-1.316666667,8,9.090909091,20,0.99009901
1,12.515,2,-2.92,12,9.090909091,20,0.99009901
1,12.515,2,-1.833333333,4,9.090909091,40,0.99009901
1,12.515,2,-6.416666667,8,9.090909091,40,0.99009901
1,12.515,2,-4.216666667,12,9.090909091,40,0.99009901
1,12.515,2,-20.63333333,4,9.090909091,60,0.99009901
1,12.515,2,-9.726666667,8,9.090909091,60,0.99009901
1,12.515,2,-1.077,12,9.090909091,60,0.99009901
1,12.515,2,-2.533333333,4,9.090909091,80,0.99009901
1,12.515,2,-0.168,8,9.090909091,80,0.99009901
1,12.515,2,-0.043,12,9.090909091,80,0.99009901
1,12.515,2,-1.640333333,4,9.090909091,20,1.960784314
1,12.515,2,-1.149,8,9.090909091,20,1.960784314
1,12.515,2,-2.276666667,12,9.090909091,20,1.960784314
1,12.515,2,-0.863666667,4,9.090909091,40,1.960784314
1,12.515,2,-7.106666667,8,9.090909091,40,1.960784314
1,12.515,2,-2.183333333,12,9.090909091,40,1.960784314
1,12.515,2,-22.2,4,9.090909091,60,1.960784314
1,12.515,2,-14.66666667,8,9.090909091,60,1.960784314
1,12.515,2,-1.203333333,12,9.090909091,60,1.960784314
1,12.515,2,-2.56,4,9.090909091,80,1.960784314
1,12.515,2,-0.0463,8,9.090909091,80,1.960784314
1,12.515,2,-0.131666667,12,9.090909091,80,1.960784314
1,12.515,2,-1.79,4,9.090909091,20,9.090909091
1,12.515,2,-3.726666667,8,9.090909091,20,9.090909091
1,12.515,2,-1.776666667,12,9.090909091,20,9.090909091
1,12.515,2,-0.88,4,9.090909091,40,9.090909091
1,12.515,2,-13.16666667,8,9.090909091,40,9.090909091
1,12.515,2,-6.36,12,9.090909091,40,9.090909091
1,12.515,2,-19.56666667,4,9.090909091,60,9.090909091
1,12.515,2,-9.383333333,8,9.090909091,60,9.090909091
1,12.515,2,-1.427,12,9.090909091,60,9.090909091
1,12.515,2,-2.843333333,4,9.090909091,80,9.090909091
1,12.515,2,0.044333333,8,9.090909091,80,9.090909091
1,12.515,2,-0.3501,12,9.090909091,80,9.090909091
1,12.515,2,-2.13,4,9.090909091,20,50.0
1,12.515,2,-0.929,8,9.090909091,20,50.0
1,12.515,2,-0.883333333,12,9.090909091,20,50.0
1,12.515,2,-1.0292,4,9.090909091,40,50.0
1,12.515,2,-6.423333333,8,9.090909091,40,50.0
1,12.515,2,-11.56666667,12,9.090909091,40,50.0
1,12.515,2,-20.7,4,9.090909091,60,50.0
1,12.515,2,-4.423333333,8,9.090909091,60,50.0
1,12.515,2,-1.237,12,9.090909091,60,50.0
1,12.515,2,-0.065666667,4,9.090909091,80,50.0
1,12.515,2,2.526666667,8,9.090909091,80,50.0
1,12.515,2,1.341666667,12,9.090909091,80,50.0
1,6.12,0,-20.0,4,0.199600798,20,0.497512438
1,6.12,0,-2.833333333,8,0.199600798,20,0.497512438
1,6.12,0,-0.537666667,12,0.199600798,20,0.497512438
1,6.12,0,-0.144176667,4,0.199600798,40,0.497512438
1,6.12,0,-1.186333333,8,0.199600798,40,0.497512438
1,6.12,0,-1.356666667,12,0.199600798,40,0.497512438
1,6.12,0,-2.03,4,0.199600798,60,0.497512438
1,6.12,0,0.105433333,8,0.199600798,60,0.497512438
1,6.12,0,0.3688,12,0.199600798,60,0.497512438
1,6.12,0,-2.123333333,4,0.199600798,80,0.497512438
1,6.12,0,1.007666667,8,0.199600798,80,0.497512438
1,6.12,0,-0.358366667,12,0.199600798,80,0.497512438
1,6.12,0,-7.156666667,4,0.199600798,20,0.99009901
1,6.12,0,-7.346666667,8,0.199600798,20,0.99009901
1,6.12,0,-1.173666667,12,0.199600798,20,0.99009901
1,6.12,0,-0.223666667,4,0.199600798,40,0.99009901
1,6.12,0,-1.3988,8,0.199600798,40,0.99009901
1,6.12,0,-1.876666667,12,0.199600798,40,0.99009901
1,6.12,0,1.45,4,0.199600798,60,0.99009901
1,6.12,0,2.546666667,8,0.199600798,60,0.99009901
1,6.12,0,2.25,12,0.199600798,60,0.99009901
1,6.12,0,-5.656666667,4,0.199600798,80,0.99009901
1,6.12,0,-0.2858,8,0.199600798,80,0.99009901
1,6.12,0,3.186666667,12,0.199600798,80,0.99009901
1,6.12,0,3.713333333,4,0.199600798,20,1.960784314
1,6.12,0,-4.73,8,0.199600798,20,1.960784314
1,6.12,0,-2.64,12,0.199600798,20,1.960784314
1,6.12,0,1.836666667,4,0.199600798,40,1.960784314
1,6.12,0,5.443333333,8,0.199600798,40,1.960784314
1,6.12,0,-1.491333333,12,0.199600798,40,1.960784314
1,6.12,0,-1.055666667,4,0.199600798,60,1.960784314
1,6.12,0,4.203333333,8,0.199600798,60,1.960784314
1,6.12,0,0.894,12,0.199600798,60,1.960784314
1,6.12,0,-0.884,4,0.199600798,80,1.960784314
1,6.12,0,-0.851,8,0.199600798,80,1.960784314
1,6.12,0,2.053333333,12,0.199600798,80,1.960784314
1,6.12,0,-15.63333333,4,0.199600798,20,9.090909091
1,6.12,0,-3.236666667,8,0.199600798,20,9.090909091
1,6.12,0,-2.386666667,12,0.199600798,20,9.090909091
1,6.12,0,-1.123333333,4,0.199600798,40,9.090909091
1,6.12,0,0.326666667,8,0.199600798,40,9.090909091
1,6.12,0,6.206666667,12,0.199600798,40,9.090909091
1,6.12,0,-2.076666667,4,0.199600798,60,9.090909091
1,6.12,0,1.556666667,8,0.199600798,60,9.090909091
1,6.12,0,-0.4172,12,0.199600798,60,9.090909091
1,6.12,0,-2.526666667,4,0.199600798,80,9.090909091
1,6.12,0,-0.499666667,8,0.199600798,80,9.090909091
1,6.12,0,-0.839666667,12,0.199600798,80,9.090909091
1,6.12,0,-2.03,4,0.199600798,20,50.0
1,6.12,0,-1.383333333,8,0.199600798,20,50.0
1,6.12,0,0.513666667,12,0.199600798,20,50.0
1,6.12,0,0.588,4,0.199600798,40,50.0
1,6.12,0,1.082333333,8,0.199600798,40,50.0
1,6.12,0,1.406666667,12,0.199600798,40,50.0
1,6.12,0,0.446333333,4,0.199600798,60,50.0
1,6.12,0,5.146666667,8,0.199600798,60,50.0
1,6.12,0,2.226666667,12,0.199600798,60,50.0
1,6.12,0,-8.26,4,0.199600798,80,50.0
1,6.12,0,-1.306,8,0.199600798,80,50.0
1,6.12,0,1.663666667,12,0.199600798,80,50.0
1,6.12,0,-4.956666667,4,0.99009901,20,0.497512438
1,6.12,0,-3.503333333,8,0.99009901,20,0.497512438
1,6.12,0,-2.953333333,12,0.99009901,20,0.497512438
1,6.12,0,-3.166666667,4,0.99009901,40,0.497512438
1,6.12,0,2.283333333,8,0.99009901,40,0.497512438
1,6.12,0,2.306666667,12,0.99009901,40,0.497512438
1,6.12,0,-1.85,4,0.99009901,60,0.497512438
1,6.12,0,0.132760333,8,0.99009901,60,0.497512438
1,6.12,0,-0.077333333,12,0.99009901,60,0.497512438
1,6.12,0,-4.35,4,0.99009901,80,0.497512438
1,6.12,0,-1.425333333,8,0.99009901,80,0.497512438
1,6.12,0,-0.192333333,12,0.99009901,80,0.497512438
1,6.12,0,-4.316666667,4,0.99009901,20,0.99009901
1,6.12,0,-3.67,8,0.99009901,20,0.99009901
1,6.12,0,2.13,12,0.99009901,20,0.99009901
1,6.12,0,-2.493333333,4,0.99009901,40,0.99009901
1,6.12,0,-0.763333333,8,0.99009901,40,0.99009901
1,6.12,0,3.32,12,0.99009901,40,0.99009901
1,6.12,0,0.096,4,0.99009901,60,0.99009901
1,6.12,0,-1.543333333,8,0.99009901,60,0.99009901
1,6.12,0,-0.458,12,0.99009901,60,0.99009901
1,6.12,0,-3.533333333,4,0.99009901,80,0.99009901
1,6.12,0,-2.693333333,8,0.99009901,80,0.99009901
1,6.12,0,-1.073,12,0.99009901,80,0.99009901
1,6.12,0,-4.583333333,4,0.99009901,20,1.960784314
1,6.12,0,-2.473333333,8,0.99009901,20,1.960784314
1,6.12,0,-0.988333333,12,0.99009901,20,1.960784314
1,6.12,0,-0.591633333,4,0.99009901,40,1.960784314
1,6.12,0,-1.048,8,0.99009901,40,1.960784314
1,6.12,0,1.671666667,12,0.99009901,40,1.960784314
1,6.12,0,0.497666667,4,0.99009901,60,1.960784314
1,6.12,0,1.216666667,8,0.99009901,60,1.960784314
1,6.12,0,-0.367833333,12,0.99009901,60,1.960784314
1,6.12,0,-2.813333333,4,0.99009901,80,1.960784314
1,6.12,0,0.119166667,8,0.99009901,80,1.960784314
1,6.12,0,-1.521333333,12,0.99009901,80,1.960784314
1,6.12,0,-3.486666667,4,0.99009901,20,9.090909091
1,6.12,0,1.181,8,0.99009901,20,9.090909091
1,6.12,0,-1.583333333,12,0.99009901,20,9.090909091
1,6.12,0,-1.696666667,4,0.99009901,40,9.090909091
1,6.12,0,1.110333333,8,0.99009901,40,9.090909091
1,6.12,0,-0.2816,12,0.99009901,40,9.090909091
1,6.12,0,-0.997666667,4,0.99009901,60,9.090909091
1,6.12,0,1.956666667,8,0.99009901,60,9.090909091
1,6.12,0,0.975666667,12,0.99009901,60,9.090909091
1,6.12,0,-4.646666667,4,0.99009901,80,9.090909091
1,6.12,0,-1.383,8,0.99009901,80,9.090909091
1,6.12,0,0.969,12,0.99009901,80,9.090909091
1,6.12,0,-7.95,4,0.99009901,20,50.0
1,6.12,0,-4.996666667,8,0.99009901,20,50.0
1,6.12,0,1.496666667,12,0.99009901,20,50.0
1,6.12,0,-12.68333333,4,0.99009901,40,50.0
1,6.12,0,-0.225866667,8,0.99009901,40,50.0
1,6.12,0,1.199666667,12,0.99009901,40,50.0
1,6.12,0,1.106666667,4,0.99009901,60,50.0
1,6.12,0,1.159666667,8,0.99009901,60,50.0
1,6.12,0,0.740633333,12,0.99009901,60,50.0
1,6.12,0,-5.563333333,4,0.99009901,80,50.0
1,6.12,0,-1.49,8,0.99009901,80,50.0
1,6.12,0,-0.068,12,0.99009901,80,50.0
1,6.12,0,-4.106666667,4,9.090909091,20,0.497512438
1,6.12,0,-4.78,8,9.090909091,20,0.497512438
1,6.12,0,-3.8,12,9.090909091,20,0.497512438
1,6.12,0,-8.67,4,9.090909091,40,0.497512438
1,6.12,0,-3.373333333,8,9.090909091,40,0.497512438
1,6.12,0,-1.295666667,12,9.090909091,40,0.497512438
1,6.12,0,-0.760666667,4,9.090909091,60,0.497512438
1,6.12,0,0.013,8,9.090909091,60,0.497512438
1,6.12,0,-1.82,12,9.090909091,60,0.497512438
1,6.12,0,-4.656666667,4,9.090909091,80,0.497512438
1,6.12,0,-2.406666667,8,9.090909091,80,0.497512438
1,6.12,0,-2.843333333,12,9.090909091,80,0.497512438
1,6.12,0,-9.143333333,4,9.090909091,20,0.99009901
1,6.12,0,-2.086666667,8,9.090909091,20,0.99009901
1,6.12,0,-2.69,12,9.090909091,20,0.99009901
1,6.12,0,-9.543333333,4,9.090909091,40,0.99009901
1,6.12,0,-1.101,8,9.090909091,40,0.99009901
1,6.12,0,-0.806,12,9.090909091,40,0.99009901
1,6.12,0,-0.956333333,4,9.090909091,60,0.99009901
1,6.12,0,-1.070666667,8,9.090909091,60,0.99009901
1,6.12,0,-1.873333333,12,9.090909091,60,0.99009901
1,6.12,0,-7.5,4,9.090909091,80,0.99009901
1,6.12,0,-3.133333333,8,9.090909091,80,0.99009901
1,6.12,0,-1.543333333,12,9.090909091,80,0.99009901
1,6.12,0,-8.303333333,4,9.090909091,20,1.960784314
1,6.12,0,-1.67,8,9.090909091,20,1.960784314
1,6.12,0,-4.006666667,12,9.090909091,20,1.960784314
1,6.12,0,-5.433333333,4,9.090909091,40,1.960784314
1,6.12,0,-0.782666667,8,9.090909091,40,1.960784314
1,6.12,0,-0.808,12,9.090909091,40,1.960784314
1,6.12,0,-2.59,4,9.090909091,60,1.960784314
1,6.12,0,-0.939333333,8,9.090909091,60,1.960784314
1,6.12,0,-1.427333333,12,9.090909091,60,1.960784314
1,6.12,0,-4.286666667,4,9.090909091,80,1.960784314
1,6.12,0,-3.123333333,8,9.090909091,80,1.960784314
1,6.12,0,-2.5,12,9.090909091,80,1.960784314
1,6.12,0,-5.833333333,4,9.090909091,20,9.090909091
1,6.12,0,-1.171666667,8,9.090909091,20,9.090909091
1,6.12,0,-3.613333333,12,9.090909091,20,9.090909091
1,6.12,0,-8.426666667,4,9.090909091,40,9.090909091
1,6.12,0,-0.833,8,9.090909091,40,9.090909091
1,6.12,0,-0.889,12,9.090909091,40,9.090909091
1,6.12,0,-3.496666667,4,9.090909091,60,9.090909091
1,6.12,0,-1.372,8,9.090909091,60,9.090909091
1,6.12,0,-2.23,12,9.090909091,60,9.090909091
1,6.12,0,-7.86,4,9.090909091,80,9.090909091
1,6.12,0,-1.491,8,9.090909091,80,9.090909091
1,6.12,0,-2.646666667,12,9.090909091,80,9.090909091
1,6.12,0,-16.8,4,9.090909091,20,50.0
1,6.12,0,-9.796666667,8,9.090909091,20,50.0
1,6.12,0,-6.03,12,9.090909091,20,50.0
1,6.12,0,-7.93,4,9.090909091,40,50.0
1,6.12,0,-1.069666667,8,9.090909091,40,50.0
1,6.12,0,-1.002,12,9.090909091,40,50.0
1,6.12,0,-6.88,4,9.090909091,60,50.0
1,6.12,0,-0.741333333,8,9.090909091,60,50.0
1,6.12,0,-1.561,12,9.090909091,60,50.0
1,6.12,0,-13.63333333,4,9.090909091,80,50.0
1,6.12,0,-3.446666667,8,9.090909091,80,50.0
1,6.12,0,-1.356666667,12,9.090909091,80,50.0
0,11.8502,0,-5.068333333,4,0.199600798,20,0.497512438
0,11.8502,0,-4.021666667,8,0.199600798,20,0.497512438
0,11.8502,0,-2.968333333,12,0.199600798,20,0.497512438
0,11.8502,0,-3.041666667,4,0.199600798,40,0.497512438
0,11.8502,0,-1.898333333,8,0.199600798,40,0.497512438
0,11.8502,0,-3.103333333,12,0.199600798,40,0.497512438
0,11.8502,0,-1.049666667,4,0.199600798,60,0.497512438
0,11.8502,0,-1.217666667,8,0.199600798,60,0.497512438
0,11.8502,0,2.996666667,12,0.199600798,60,0.497512438
0,11.8502,0,-6.603333333,4,0.199600798,80,0.497512438
0,11.8502,0,0.623,8,0.199600798,80,0.497512438
0,11.8502,0,0.325333333,12,0.199600798,80,0.497512438
0,11.8502,0,-4.816666667,4,0.199600798,20,0.99009901
0,11.8502,0,-3.873333333,8,0.199600798,20,0.99009901
0,11.8502,0,-3.5,12,0.199600798,20,0.99009901
0,11.8502,0,-2.638333333,4,0.199600798,40,0.99009901
0,11.8502,0,0.246333333,8,0.199600798,40,0.99009901
0,11.8502,0,-3.133333333,12,0.199600798,40,0.99009901
0,11.8502,0,-9.153333333,4,0.199600798,60,0.99009901
0,11.8502,0,-0.320666667,8,0.199600798,60,0.99009901
0,11.8502,0,2.133333333,12,0.199600798,60,0.99009901
0,11.8502,0,-9.556666667,4,0.199600798,80,0.99009901
0,11.8502,0,0.087033333,8,0.199600798,80,0.99009901
0,11.8502,0,3.74,12,0.199600798,80,0.99009901
0,11.8502,0,-4.85,4,0.199600798,20,1.960784314
0,11.8502,0,-2.693333333,8,0.199600798,20,1.960784314
0,11.8502,0,-2.901666667,12,0.199600798,20,1.960784314
0,11.8502,0,-1.799333333,4,0.199600798,40,1.960784314
0,11.8502,0,-0.851333333,8,0.199600798,40,1.960784314
0,11.8502,0,-1.121333333,12,0.199600798,40,1.960784314
0,11.8502,0,-2.73,4,0.199600798,60,1.960784314
0,11.8502,0,1.443333333,8,0.199600798,60,1.960784314
0,11.8502,0,0.187266667,12,0.199600798,60,1.960784314
0,11.8502,0,-5.206666667,4,0.199600798,80,1.960784314
0,11.8502,0,0.386,8,0.199600798,80,1.960784314
0,11.8502,0,0.998,12,0.199600798,80,1.960784314
0,11.8502,0,-3.636666667,4,0.199600798,20,9.090909091
0,11.8502,0,-2.656666667,8,0.199600798,20,9.090909091
0,11.8502,0,-1.633,12,0.199600798,20,9.090909091
0,11.8502,0,-1.138333333,4,0.199600798,40,9.090909091
0,11.8502,0,-0.238,8,0.199600798,40,9.090909091
0,11.8502,0,-0.738666667,12,0.199600798,40,9.090909091
0,11.8502,0,-3.896666667,4,0.199600798,60,9.090909091
0,11.8502,0,-0.527,8,0.199600798,60,9.090909091
0,11.8502,0,-0.284666667,12,0.199600798,60,9.090909091
0,11.8502,0,-1.926666667,4,0.199600798,80,9.090909091
0,11.8502,0,-0.139,8,0.199600798,80,9.090909091
0,11.8502,0,-0.031,12,0.199600798,80,9.090909091
0,11.8502,0,-11.87166667,4,0.199600798,20,50.0
0,11.8502,0,-8.006666667,8,0.199600798,20,50.0
0,11.8502,0,-8.283333333,12,0.199600798,20,50.0
0,11.8502,0,-15.03333333,4,0.199600798,40,50.0
0,11.8502,0,-7.436666667,8,0.199600798,40,50.0
0,11.8502,0,-8.44,12,0.199600798,40,50.0
0,11.8502,0,-15.4,4,0.199600798,60,50.0
0,11.8502,0,-3.776666667,8,0.199600798,60,50.0
0,11.8502,0,-5.566666667,12,0.199600798,60,50.0
0,11.8502,0,-6.826666667,4,0.199600798,80,50.0
0,11.8502,0,-13.4,8,0.199600798,80,50.0
0,11.8502,0,-4.993333333,12,0.199600798,80,50.0
0,11.8502,0,-4.593333333,4,0.99009901,20,0.497512438
0,11.8502,0,-3.04,8,0.99009901,20,0.497512438
0,11.8502,0,-1.816666667,12,0.99009901,20,0.497512438
0,11.8502,0,-13.76666667,4,0.99009901,40,0.497512438
0,11.8502,0,-3.333333333,8,0.99009901,40,0.497512438
0,11.8502,0,-2.323333333,12,0.99009901,40,0.497512438
0,11.8502,0,-4.963333333,4,0.99009901,60,0.497512438
0,11.8502,0,-2.55,8,0.99009901,60,0.497512438
0,11.8502,0,-1.646666667,12,0.99009901,60,0.497512438
0,11.8502,0,-6.486666667,4,0.99009901,80,0.497512438
0,11.8502,0,-3.843333333,8,0.99009901,80,0.497512438
0,11.8502,0,-4.066666667,12,0.99009901,80,0.497512438
0,11.8502,0,-2.46,4,0.99009901,20,0.99009901
0,11.8502,0,-3.883333333,8,0.99009901,20,0.99009901
0,11.8502,0,-2.693333333,12,0.99009901,20,0.99009901
0,11.8502,0,-5.593333333,4,0.99009901,40,0.99009901
0,11.8502,0,-1.499,8,0.99009901,40,0.99009901
0,11.8502,0,-1.446,12,0.99009901,40,0.99009901
0,11.8502,0,-2.78,4,0.99009901,60,0.99009901
0,11.8502,0,-1.616666667,8,0.99009901,60,0.99009901
0,11.8502,0,-0.117666667,12,0.99009901,60,0.99009901
0,11.8502,0,-4.66,4,0.99009901,80,0.99009901
0,11.8502,0,-5.24,8,0.99009901,80,0.99009901
0,11.8502,0,-2.843333333,12,0.99009901,80,0.99009901
0,11.8502,0,-5.36,4,0.99009901,20,1.960784314
0,11.8502,0,-4.023333333,8,0.99009901,20,1.960784314
0,11.8502,0,-2.783333333,12,0.99009901,20,1.960784314
0,11.8502,0,-1.955666667,4,0.99009901,40,1.960784314
0,11.8502,0,-2.006,8,0.99009901,40,1.960784314
0,11.8502,0,-2.606666667,12,0.99009901,40,1.960784314
0,11.8502,0,-4.78,4,0.99009901,60,1.960784314
0,11.8502,0,-2.276666667,8,0.99009901,60,1.960784314
0,11.8502,0,-0.321666667,12,0.99009901,60,1.960784314
0,11.8502,0,-5.69,4,0.99009901,80,1.960784314
0,11.8502,0,-3.793333333,8,0.99009901,80,1.960784314
0,11.8502,0,-2.906666667,12,0.99009901,80,1.960784314
0,11.8502,0,-5.61,4,0.99009901,20,9.090909091
0,11.8502,0,-2.116666667,8,0.99009901,20,9.090909091
0,11.8502,0,-2.88,12,0.99009901,20,9.090909091
0,11.8502,0,-3.836666667,4,0.99009901,40,9.090909091
0,11.8502,0,-2.166666667,8,0.99009901,40,9.090909091
0,11.8502,0,-2.34,12,0.99009901,40,9.090909091
0,11.8502,0,-3.42,4,0.99009901,60,9.090909091
0,11.8502,0,-2.623333333,8,0.99009901,60,9.090909091
0,11.8502,0,-1.114333333,12,0.99009901,60,9.090909091
0,11.8502,0,-5.173333333,4,0.99009901,80,9.090909091
0,11.8502,0,-3.976666667,8,0.99009901,80,9.090909091
0,11.8502,0,-1.926666667,12,0.99009901,80,9.090909091
0,11.8502,0,-12.6,4,0.99009901,20,50.0
0,11.8502,0,-5.433333333,8,0.99009901,20,50.0
0,11.8502,0,-2.986666667,12,0.99009901,20,50.0
0,11.8502,0,-17.43333333,4,0.99009901,40,50.0
0,11.8502,0,-6.126666667,8,0.99009901,40,50.0
0,11.8502,0,-6.946666667,12,0.99009901,40,50.0
0,11.8502,0,-13.76666667,4,0.99009901,60,50.0
0,11.8502,0,-5.553333333,8,0.99009901,60,50.0
0,11.8502,0,-5.703333333,12,0.99009901,60,50.0
0,11.8502,0,-24.16666667,4,0.99009901,80,50.0
0,11.8502,0,-5.65,8,0.99009901,80,50.0
0,11.8502,0,-6.5,12,0.99009901,80,50.0
0,11.8502,0,-5.783333333,4,9.090909091,20,0.497512438
0,11.8502,0,-4.143333333,8,9.090909091,20,0.497512438
0,11.8502,0,-2.656666667,12,9.090909091,20,0.497512438
0,11.8502,0,-2.87,4,9.090909091,40,0.497512438
0,11.8502,0,-1.001333333,8,9.090909091,40,0.497512438
0,11.8502,0,-1.304,12,9.090909091,40,0.497512438
0,11.8502,0,-2.766666667,4,9.090909091,60,0.497512438
0,11.8502,0,-2.24,8,9.090909091,60,0.497512438
0,11.8502,0,-0.799666667,12,9.090909091,60,0.497512438
0,11.8502,0,-4.306666667,4,9.090909091,80,0.497512438
0,11.8502,0,-1.380333333,8,9.090909091,80,0.497512438
0,11.8502,0,-2.326666667,12,9.090909091,80,0.497512438
0,11.8502,0,-4.35,4,9.090909091,20,0.99009901
0,11.8502,0,-1.746666667,8,9.090909091,20,0.99009901
0,11.8502,0,-3.026666667,12,9.090909091,20,0.99009901
0,11.8502,0,-10.29333333,4,9.090909091,40,0.99009901
0,11.8502,0,-2.353333333,8,9.090909091,40,0.99009901
0,11.8502,0,-1.74,12,9.090909091,40,0.99009901
0,11.8502,0,-2.136666667,4,9.090909091,60,0.99009901
0,11.8502,0,-1.166666667,8,9.090909091,60,0.99009901
0,11.8502,0,-2.483333333,12,9.090909091,60,0.99009901
0,11.8502,0,-4.096666667,4,9.090909091,80,0.99009901
0,11.8502,0,-2.266666667,8,9.090909091,80,0.99009901
0,11.8502,0,-0.218,12,9.090909091,80,0.99009901
0,11.8502,0,-8.39,4,9.090909091,20,1.960784314
0,11.8502,0,-2.456666667,8,9.090909091,20,1.960784314
0,11.8502,0,-1.91,12,9.090909091,20,1.960784314
0,11.8502,0,-1.44,4,9.090909091,40,1.960784314
0,11.8502,0,-2.203333333,8,9.090909091,40,1.960784314
0,11.8502,0,-2.22,12,9.090909091,40,1.960784314
0,11.8502,0,-3.596666667,4,9.090909091,60,1.960784314
0,11.8502,0,-2.566666667,8,9.090909091,60,1.960784314
0,11.8502,0,-2.226666667,12,9.090909091,60,1.960784314
0,11.8502,0,-1.386666667,4,9.090909091,80,1.960784314
0,11.8502,0,-2.66,8,9.090909091,80,1.960784314
0,11.8502,0,-1.334666667,12,9.090909091,80,1.960784314
0,11.8502,0,-5.396666667,4,9.090909091,20,9.090909091
0,11.8502,0,-4.446666667,8,9.090909091,20,9.090909091
0,11.8502,0,-3.206666667,12,9.090909091,20,9.090909091
0,11.8502,0,-2.336666667,4,9.090909091,40,9.090909091
0,11.8502,0,-2.018333333,8,9.090909091,40,9.090909091
0,11.8502,0,-1.347333333,12,9.090909091,40,9.090909091
0,11.8502,0,-2.683333333,4,9.090909091,60,9.090909091
0,11.8502,0,-2.823333333,8,9.090909091,60,9.090909091
0,11.8502,0,-2.566666667,12,9.090909091,60,9.090909091
0,11.8502,0,-4.26,4,9.090909091,80,9.090909091
0,11.8502,0,-0.256,8,9.090909091,80,9.090909091
0,11.8502,0,-1.372,12,9.090909091,80,9.090909091
0,11.8502,0,-7.543333333,4,9.090909091,20,50.0
0,11.8502,0,-4.23,8,9.090909091,20,50.0
0,11.8502,0,-2.313333333,12,9.090909091,20,50.0
0,11.8502,0,-5.043333333,4,9.090909091,40,50.0
0,11.8502,0,-4.753333333,8,9.090909091,40,50.0
0,11.8502,0,-5.64,12,9.090909091,40,50.0
0,11.8502,0,-6.043333333,4,9.090909091,60,50.0
0,11.8502,0,-6.406666667,8,9.090909091,60,50.0
0,11.8502,0,-4.306666667,12,9.090909091,60,50.0
0,11.8502,0,-8.64,4,9.090909091,80,50.0
0,11.8502,0,-5.786666667,8,9.090909091,80,50.0
0,11.8502,0,-3.573333333,12,9.090909091,80,50.0
1,12.73,0,12.13333333,4,0.199600798,20,0.497512438
1,12.73,0,11.56666667,8,0.199600798,20,0.497512438
1,12.73,0,12.93333333,12,0.199600798,20,0.497512438
1,12.73,0,7.903333333,4,0.199600798,40,0.497512438
1,12.73,0,6.54,8,0.199600798,40,0.497512438
1,12.73,0,2.443333333,12,0.199600798,40,0.497512438
1,12.73,0,-5.43,4,0.199600798,60,0.497512438
1,12.73,0,5.633333333,8,0.199600798,60,0.497512438
1,12.73,0,0.464333333,12,0.199600798,60,0.497512438
1,12.73,0,-21.8,4,0.199600798,80,0.497512438
1,12.73,0,2.466666667,8,0.199600798,80,0.497512438
1,12.73,0,-11.91333333,12,0.199600798,80,0.497512438
1,12.73,0,10.82,4,0.199600798,20,0.99009901
1,12.73,0,11.0,8,0.199600798,20,0.99009901
1,12.73,0,12.23333333,12,0.199600798,20,0.99009901
1,12.73,0,5.666666667,4,0.199600798,40,0.99009901
1,12.73,0,8.876666667,8,0.199600798,40,0.99009901
