,0,1,2,3,4,Train_size,Score_Type,Mean_MAE,sd,Percent_Error,Percent_SD
4,0.1303295784317237,0.1625443572134858,0.1577759048970901,0.13024529697937984,0.15654276082327892,4,Train,0.14748757966899168,0.015860688908170453,14.748757966899168,1.5860688908170453
21,0.13012941273693598,0.14681463353614158,0.1356233476467218,0.125668181199798,0.15093042995738065,21,Train,0.1378332010153956,0.010775238384227715,13.783320101539559,1.0775238384227714
39,0.08909498615021462,0.09154648973842436,0.0966695887209401,0.08925131246275053,0.09282324600429674,39,Train,0.09187712461532528,0.0031067411063587427,9.187712461532529,0.31067411063587425
56,0.07069363900309725,0.08009168337638532,0.07246690955472238,0.08021290407677781,0.0781214031281571,56,Train,0.07631730782782797,0.004447683629734474,7.631730782782798,0.44476836297344735
74,0.06275838566178774,0.06643685051791443,0.06541016530590846,0.07065018369577794,0.06521082633321929,74,Train,0.06609328230292158,0.002883153759327052,6.609328230292158,0.2883153759327052
92,0.056800758414705096,0.05807627319484652,0.05625945695149855,0.06725741084460996,0.060780394234779545,92,Train,0.059834858728087935,0.004501949660156542,5.983485872808793,0.45019496601565423
109,0.054944167282907255,0.05587611435720234,0.05560843996666308,0.06084000981463428,0.055195598429548035,109,Train,0.056492865970191,0.002456706240483475,5.6492865970191,0.2456706240483475
127,0.05435435278845564,0.05048860919975255,0.05466497234503311,0.05926451731886247,0.052647570220585506,127,Train,0.05428400437453786,0.0032418565651287823,5.428400437453786,0.32418565651287823
144,0.05019305095481219,0.0504883516385652,0.05438573088725046,0.05751238607295876,0.05159465637502032,144,Train,0.052834835185721386,0.003094665257422182,5.2834835185721385,0.3094665257422182
162,0.05032034816677765,0.047363918938355266,0.05255757434985346,0.05462821297198188,0.05079237499945501,162,Train,0.05113248588528465,0.0027031613399169326,5.113248588528465,0.27031613399169324
179,0.04807017978415201,0.0475504918624642,0.05262419078708104,0.0521449756501039,0.048226880240996126,179,Train,0.04972334366495945,0.002448104064836142,4.972334366495945,0.2448104064836142
197,0.04800979916816418,0.04689096088123279,0.049795990941477,0.04930710584984184,0.048394657427132025,197,Train,0.04847970285356957,0.0011368105934353569,4.847970285356957,0.11368105934353569
214,0.045875323656888005,0.046542074489730655,0.048725597329280265,0.047742723652241005,0.04853230044243373,214,Train,0.04748360391411473,0.001243231488226928,4.748360391411473,0.12432314882269281
232,0.0452094800275581,0.04415892950644656,0.047060375267267716,0.046958803312661654,0.04724773660742966,232,Train,0.04612706494427273,0.0013724322415033475,4.6127064944272735,0.13724322415033474
249,0.0451634328034601,0.04432630995967764,0.046885702013853336,0.04638791764223851,0.04601022920296649,249,Train,0.04575471832443921,0.0010167743499258381,4.575471832443921,0.1016774349925838
267,0.04515313893495328,0.044100528776451944,0.04584868357784244,0.04678970761980175,0.04508947246440699,267,Train,0.04539630627469128,0.0009973125387954136,4.539630627469128,0.09973125387954136
285,0.04398493033683461,0.043974957125930594,0.04490003080921271,0.04480735390822731,0.0449464900563773,285,Train,0.0445227524473165,0.0004980519179502525,4.45227524473165,0.04980519179502525
302,0.04310890477249074,0.04209812758218577,0.04455745650851552,0.04393162766457696,0.0440428482975744,302,Train,0.04354779296506868,0.0009625463492305136,4.354779296506868,0.09625463492305136
320,0.042578610744601564,0.043620516106219025,0.045386580240608786,0.04373237719956756,0.04419734369712752,320,Train,0.04390308559762489,0.001018646736584456,4.390308559762489,0.10186467365844559
337,0.04186349769439887,0.04264232844605731,0.0453353965121366,0.042641779391239025,0.043747810977395794,337,Train,0.043246162604245526,0.0013470529336152958,4.324616260424553,0.1347052933615296
355,0.0421437656084252,0.04173523571931777,0.044487761070823084,0.04303419680404324,0.042451342161400084,355,Train,0.042770460272801875,0.0010706249852673344,4.277046027280187,0.10706249852673344
372,0.04131810771478746,0.041356470886435695,0.04373842116610703,0.04220215959843171,0.04188178010043796,372,Train,0.04209938789323997,0.0009882648481914277,4.2099387893239975,0.09882648481914277
390,0.04098384747693214,0.041863885925962144,0.044079258998309674,0.04204202033646086,0.04172513657878656,390,Train,0.042138829863290275,0.0011570823142317444,4.213882986329027,0.11570823142317443
407,0.04047672607391668,0.04062776414021463,0.0431979480026265,0.0418449181382737,0.0420997531965633,407,Train,0.041649421910318965,0.0011244943558108766,4.164942191031897,0.11244943558108766
425,0.041523414681408084,0.040423605761121244,0.04244058462175576,0.04140418978601741,0.04162553961449614,425,Train,0.041483466892959724,0.0007189306832458625,4.148346689295972,0.07189306832458625
442,0.041342589845516205,0.03937653572063678,0.042053153798671424,0.04088685714749002,0.041654602683789156,442,Train,0.04106274783922072,0.0010348618886521685,4.106274783922072,0.10348618886521685
460,0.041110694371080295,0.03941199283618803,0.0413219645113857,0.040574186246722745,0.04168642715332354,460,Train,0.04082105302374006,0.0008846002812620912,4.082105302374006,0.08846002812620912
478,0.040717024312356055,0.03982857470413416,0.040880916872570325,0.04067937163821515,0.04080515371440675,478,Train,0.04058220824833649,0.00042851812605488584,4.058220824833649,0.042851812605488586
495,0.04055450598305596,0.039114708932288425,0.04074608134133022,0.04081757380707357,0.04094828734996584,495,Train,0.0404362314827428,0.0007523364977079641,4.04362314827428,0.07523364977079641
513,0.040308915310160454,0.0403576948167508,0.04024920957023506,0.04053858626187054,0.04082496555024022,513,Train,0.040455874301851415,0.00023292492663673687,4.045587430185141,0.023292492663673687
530,0.04005292512232046,0.03892763094484051,0.040144085609507205,0.04015862346450217,0.04062481473502934,530,Train,0.039981615975239936,0.0006299607362113765,3.9981615975239935,0.06299607362113765
548,0.0395480930601461,0.0386025482392328,0.039758819456427154,0.04025945321632508,0.040812156197472124,548,Train,0.039796214033920654,0.000826820630677673,3.9796214033920654,0.08268206306776729
565,0.04004720213862598,0.038676998488697586,0.03994400208756696,0.04044613161301279,0.041077574950722236,565,Train,0.040038381855725114,0.000881551496412022,4.003838185572511,0.0881551496412022
583,0.0393906826655101,0.038613603790878324,0.04016057811225164,0.03995832730122361,0.040649546004988456,583,Train,0.03975454757497043,0.0007812745283455757,3.9754547574970425,0.07812745283455758
600,0.039291058146424404,0.03814057787703383,0.03954289176048177,0.039941128311385396,0.040670948244239793,600,Train,0.03951732086791304,0.0009297498084391255,3.951732086791304,0.09297498084391255
618,0.039059456406133966,0.03874011648576917,0.03971460831528399,0.039387642669932374,0.040724761193455035,618,Train,0.03952531701411491,0.0007627282833486773,3.9525317014114907,0.07627282833486773
635,0.039245922361905154,0.038738064017831655,0.039424757875957867,0.03886418430987338,0.040742706525301244,635,Train,0.039403127018173854,0.000798815136801236,3.9403127018173856,0.0798815136801236
653,0.038902825557564344,0.038782506319396635,0.03895167977845228,0.038938626173994184,0.041041738262900654,653,Train,0.039323475218461613,0.0009628553906341168,3.9323475218461614,0.09628553906341168
671,0.03862049268284151,0.03858725009850909,0.03882930750175387,0.03924736042558643,0.0405802394596103,671,Train,0.039172930033660236,0.0008295095178872543,3.917293003366024,0.08295095178872543
688,0.03892436738076735,0.038498511098963115,0.03907878815419365,0.038709362551490475,0.040255038512259915,688,Train,0.0390932135395349,0.0006854864984383357,3.90932135395349,0.06854864984383356
706,0.03828785192824475,0.0383972201335378,0.038267135509309914,0.03861874676360194,0.03999396540672764,706,Train,0.03871298394828441,0.0007295579133205503,3.871298394828441,0.07295579133205503
723,0.03902519951399228,0.03828757201864237,0.03787403185728905,0.03851828276911502,0.039898090807366435,723,Train,0.038720635393281036,0.0007785224103868287,3.8720635393281038,0.07785224103868287
741,0.038442142009533956,0.03812498925312009,0.03823739176163725,0.038865515607375986,0.039607755221024,741,Train,0.03865555877053826,0.0006026347002282308,3.8655558770538256,0.060263470022823076
758,0.0383320891156079,0.03784405320512922,0.037766115069885656,0.03862033988924814,0.03900471941841051,758,Train,0.03831346333965628,0.0005225636577134602,3.831346333965628,0.052256365771346014
776,0.03825515434508119,0.037761789062866945,0.03821439487679111,0.03851470985893587,0.03840661898284044,776,Train,0.038230533425303116,0.00028824914950435884,3.8230533425303115,0.028824914950435883
793,0.03827649909771299,0.03801052248090284,0.037609124230779126,0.038461382752767344,0.038735925827433716,793,Train,0.0382186908779192,0.00043147384283820427,3.8218690877919204,0.04314738428382043
811,0.037988159323412464,0.037699568379719724,0.03789557171902981,0.038074431187453496,0.037948991305905275,811,Train,0.03792134438310415,0.00014010084238266348,3.792134438310415,0.014010084238266348
828,0.03844898836410651,0.03802283071806139,0.0377656642616467,0.03801893396736775,0.03832335576991867,828,Train,0.03811595461622021,0.00027143835165923427,3.8115954616220207,0.027143835165923426
846,0.038021978669035554,0.03731739451838857,0.03765516973831684,0.03766434756472324,0.037808658143764065,846,Train,0.03769350972684565,0.0002573587186957758,3.769350972684565,0.02573587186957758
864,0.038267754655228095,0.037747431430796154,0.0375602175219432,0.03743929004883615,0.037472043642077124,864,Train,0.03769734745977614,0.0003405997762173983,3.769734745977614,0.03405997762173983
