,0,1,2,3,4,5,6,7,8,9
4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
21,0.0002214865337091711,0.0005296947451743557,0.0002648473725871779,0.0002214865337091711,0.00026484737258717793,0.0002648473725871779,0.000486333906296349,0.00026484737258717793,0.0005296947451743557,-0.0
39,0.012648214949290054,0.01253841037945944,0.011291026964912083,0.011898382405645894,0.01290927165324073,0.012663094506799866,0.012732761628630166,0.012301883103022045,0.011138674202496925,0.011868807663026542
56,0.012858328645242587,0.01469650509300896,0.012760860503924543,0.014561082835429154,0.01378125930438372,0.014554338089057858,0.015095580548156611,0.014064235168914007,0.01299177386539839,0.014476520119879216
74,0.012649891676025172,0.012312437239561833,0.012234024376954988,0.011842884331944041,0.012754726894576953,0.012812084750828508,0.012361759072100863,0.012215895842906752,0.012849759012877614,0.012305637978063135
92,0.013818153641149564,0.012552880983476126,0.011586531132071112,0.011854122749737728,0.012195805253211695,0.013449896342996162,0.01313827451537813,0.012981204759040873,0.012754602472983698,0.014024173426432512
109,0.012724828868219809,0.012259047923032906,0.012521688378584497,0.012227946407212451,0.012335946070323716,0.012792890456746378,0.012773075327799546,0.01241373374261636,0.012462392141090793,0.012433541257748103
127,0.011192663573149162,0.011047633768474495,0.01116192868531243,0.011103398228029804,0.010846711039509543,0.011154736755486363,0.01119861595109665,0.01118425112166768,0.01105908835037409,0.011154006143077213
144,0.010213479678439342,0.009942959077637032,0.009990162510388161,0.00989886012277794,0.00970256141719004,0.00996219552147674,0.009999954467385858,0.009958137701914302,0.009931380797547908,0.010142934017931574
162,0.00899219826613113,0.00900981500879812,0.008847112878175967,0.009103994811947718,0.0089120373906421,0.008945280821660965,0.009022976497372142,0.00903918915666232,0.008897030032325455,0.009109690213428627
179,0.00926516454254968,0.009245128664356197,0.009421110269222635,0.009203751163852995,0.009145395919566746,0.009087277418998979,0.009139784466145419,0.009127287653832427,0.009194221483927765,0.01086604129514783
197,0.01616047571321822,0.015525534581333395,0.014702307517647981,0.01577396544831844,0.016145821199066733,0.014865629067666027,0.014296156497030154,0.015575263000903197,0.016272836559051613,0.01497678943807108
214,0.01601513014677826,0.01603646794683538,0.01501115629482674,0.01626440935207675,0.01573643910876126,0.015783196414948818,0.01551569083409921,0.015893292949754837,0.016090180683511323,0.01599979366120896
232,0.017712730976134603,0.017853599150701994,0.01742744814676437,0.017534490276460334,0.01698411668261205,0.01757271162423687,0.017972866634542693,0.0170032214755044,0.016835871483121007,0.01728066095373748
249,0.01910608774117972,0.01918950297733818,0.018429477147677047,0.018910476890971813,0.018277137921489064,0.018970783364057393,0.018886153413864244,0.018775576737794362,0.018911868938976346,0.018137057243907163
267,0.018085280753932752,0.018255814979619867,0.01788369996834973,0.017745808953920358,0.017398970201192347,0.0179183125711832,0.017868560828261777,0.01784861423095941,0.018138835229098652,0.018191987591087547
285,0.0184606860106381,0.019135866149559068,0.01818948983463064,0.01937863956776259,0.01843855923868645,0.019306144046647756,0.019227577778131565,0.018276761691087932,0.018834148545916203,0.018986051120954417
302,0.01841452098835738,0.0185104425038366,0.018402519313274593,0.018494092428392422,0.01800393787274206,0.018713527960721864,0.018619138120055334,0.01741399028504407,0.018297410404968985,0.01846612588442828
320,0.017251302261103735,0.017407815370810074,0.017822764286307448,0.017917321939522658,0.016996623262436877,0.017416018528431,0.01720007658940766,0.017321692556075213,0.017757749814080504,0.01806303561834444
337,0.01992713919385323,0.020106437919503527,0.01895869907631039,0.019136486694770683,0.018912963720131716,0.020122518270419717,0.01967979920051016,0.019049776281406326,0.019492212111256756,0.01879173972279319
355,0.01947969679027667,0.019106395884175,0.019525318400354024,0.018757493457375533,0.01885068740828972,0.019663959703179586,0.0191706465009141,0.018507348496150614,0.019282177900701736,0.019553516272608144
372,0.021847123947007004,0.021252069789102875,0.02163363207346346,0.0211900575502389,0.02070767867812718,0.021890867141549204,0.021132605688029927,0.0208137877462378,0.021102321269216823,0.02088523805812327
390,0.023653902910724528,0.02339357634057011,0.02324960768189583,0.023280514961774926,0.022443126319706387,0.02366502654507854,0.02336541615975763,0.023095226100242377,0.02410640332906585,0.022672431754800965
407,0.02282219880408893,0.022800128079157236,0.022662709899504384,0.022524002708849945,0.02215536060967561,0.02276659290637742,0.022492109009867818,0.022413630705247066,0.02284735553043319,0.02240786020756687
425,0.022328481990331113,0.022296537314742557,0.022562853208141477,0.022234018286022506,0.0223694478458911,0.023015576138281185,0.022062612952993103,0.02204716445059577,0.023000247843502075,0.022291420564814275
442,0.02196215098530828,0.0219585967493588,0.021948768455409225,0.022209419790695382,0.02217854876465081,0.02245459642621488,0.0222066497547697,0.02193167353569581,0.022350929017395715,0.022353750915951345
460,0.021236353169903584,0.021109835950134458,0.02121457317150585,0.02132508766603285,0.0212308696925951,0.021616668640797067,0.02115211212565248,0.021021529298413017,0.021667961233634438,0.021666044502782443
478,0.020472943738494103,0.0204360271558676,0.020639843666033646,0.020429152488151844,0.02044485614243847,0.02091148099401626,0.020678657197104957,0.020453799915780616,0.021015337188593313,0.02093796892334635
495,0.019840653696344305,0.01959967788517221,0.019722523621047934,0.019780129653391074,0.019884998207757805,0.02010400860784295,0.019880912924230595,0.019836066725418173,0.02010747754273582,0.020039878682306604
513,0.019535699423691974,0.019502345182255083,0.01944324634391787,0.01973459502144512,0.0193611926632193,0.019917102052262402,0.019949787216469395,0.01985674400928973,0.01954745239564105,0.01978219257061865
530,0.019958050873869593,0.019867144367083246,0.019863845234981074,0.019994825905245883,0.01997762625306206,0.020183940132181534,0.02008685132117765,0.019464054874902652,0.02008945700119198,0.01991128107537022
548,0.019365084445646115,0.019211293932452175,0.019455945852054162,0.019243672368350482,0.019344800579685413,0.019522351406319298,0.019520360250575373,0.019007781060165204,0.01949658034776306,0.01919938591353782
565,0.018931088908399868,0.01870828209826294,0.01894273026357547,0.018687156085222867,0.018863676105479333,0.019048091681903415,0.01915414793734289,0.01850930029498854,0.018977875419384137,0.018868232224677005
583,0.01843158028001053,0.018327888618005307,0.018524598071962724,0.018241065583749317,0.018233087720246052,0.018324879001141017,0.018458445056745227,0.018055202737843182,0.018528657606233304,0.01828940328824733
600,0.017933466884159092,0.01770746800897029,0.01791704218675704,0.017988585108266026,0.01788570871079386,0.017814830019685764,0.018000038508816523,0.01769056140133236,0.01772505032712601,0.017881538945853627
618,0.017380855705663095,0.017145621328337045,0.01731646983016346,0.01736324067183262,0.017236453372182537,0.017305023190412775,0.017299849659256954,0.0168652980268202,0.01703843764224899,0.017286207927447096
635,0.01673843386970348,0.016748826753095504,0.0167971303616364,0.01696130792941033,0.016781135588138547,0.016790029021810697,0.01684024636779291,0.016456671044563935,0.01676704132651647,0.016682834624620987
653,0.016216362055147954,0.01625696336058004,0.016301417776552175,0.01648403377799665,0.01629992732087553,0.016399588136034905,0.016494730225368813,0.016048368843506505,0.016278510390775873,0.01628677353700631
671,0.015854427355054806,0.015626271825897382,0.01582473682784591,0.016209890741499845,0.015923213653550837,0.01575178136576983,0.016050044746502228,0.015631374859790277,0.015890870945511715,0.015807781558214225
688,0.015460668326759311,0.015229789336198677,0.015549015177316916,0.015600473002077276,0.015607169033774265,0.015502749611353738,0.0156519921963477,0.015276173287014246,0.015474994015082452,0.015308524230579199
706,0.015045171465247528,0.014877336433179797,0.015124112089892316,0.015287823634433328,0.015079753728295214,0.015099163884188332,0.015156159476993331,0.014858407761497577,0.015106739712710291,0.01508914411431721
723,0.015019306666998364,0.015042617220676754,0.015138571152782379,0.01503879661249928,0.014885845941134143,0.014877648539979976,0.015130560603901725,0.014664553649743273,0.014843837018359757,0.015150687299736667
741,0.015909836412154568,0.015550678384824263,0.016044606253624298,0.015982425724660188,0.015911808319664298,0.016312277472374136,0.01590806542471427,0.015829098013214513,0.015893503686425347,0.015863833992469545
758,0.016392463724268724,0.016028366870442682,0.016537812064575032,0.0164181691406117,0.016214098400103495,0.016449341171560154,0.016422947303333317,0.016049831990070183,0.01620205388335389,0.01642057249105747
