,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,RLU_PC3,Exp_PC3
247,248,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,60,100,2.5650388426503046,13.001163359504929
248,249,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,60,100,2.833250342481756,17.000628984869827
249,250,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,80,100,2.7726789280592854,16.001443358210743
250,251,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,80,100,2.5650388426503046,13.001163359504929
251,252,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,80,100,2.890175541218196,17.99646844628277
252,253,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,20,100,2.5650388426503046,13.001163359504929
253,254,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,20,100,3.258349652044817,26.006581797544204
254,255,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,20,100,2.944332606715115,18.997979030914447
255,256,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,40,100,2.6389732352794555,13.998822728800372
256,257,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,40,100,2.5650388426503046,13.001163359504929
257,258,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,40,100,3.806391785748705,44.98781996769358
258,259,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,60,100,2.4848821211989405,11.999705660541164
259,260,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,60,100,2.833250342481756,17.000628984869827
260,261,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,60,100,2.707904251597284,14.997810917177775
261,262,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,80,100,2.5650388426503046,13.001163359504929
262,263,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,80,100,2.6389732352794555,13.998822728800372
263,264,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,80,100,2.7726789280592854,16.001443358210743
264,265,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,20,100,2.833250342481756,17.000628984869827
265,266,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,20,100,2.6389732352794555,13.998822728800372
266,267,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,20,100,2.6389732352794555,13.998822728800372
267,268,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,40,100,2.707904251597284,14.997810917177775
268,269,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,40,100,2.6389732352794555,13.998822728800372
269,270,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,40,100,2.707904251597284,14.997810917177775
270,271,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,60,100,2.6389732352794555,13.998822728800372
271,272,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,60,100,2.833250342481756,17.000628984869827
272,273,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,60,100,2.7726789280592854,16.001443358210743
273,274,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,80,100,2.833250342481756,17.000628984869827
274,275,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,80,100,3.1355228402877575,23.00065836967064
275,276,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,80,100,2.4848821211989405,11.999705660541164
276,277,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,20,100,4.204649003638895,66.9970778083385
277,278,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,20,100,2.7726789280592854,16.001443358210743
278,279,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,20,100,2.995939748575446,20.004149930917713
279,280,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,40,100,2.7726789280592854,16.001443358210743
280,281,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,40,100,3.178020388471803,23.99919740839273
281,282,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,40,100,2.7726789280592854,16.001443358210743
282,283,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,60,100,2.7726789280592854,16.001443358210743
283,284,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,60,100,2.7726789280592854,16.001443358210743
284,285,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,60,100,3.7135817413769767,41.00039666349822
285,286,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,80,100,2.995939748575446,20.004149930917713
286,287,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,80,100,2.707904251597284,14.997810917177775
287,288,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,80,100,4.5434584955371875,94.01539030687962
288,289,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,20,100,2.7726789280592854,16.001443358210743
289,290,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,20,100,2.7726789280592854,16.001443358210743
290,291,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,20,100,3.583449217486555,35.99749013259223
291,292,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,40,100,2.995939748575446,20.004149930917713
292,293,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,40,100,2.890175541218196,17.99646844628277
293,294,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,40,100,3.63743547207347,37.99427430059613
294,295,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,60,100,3.044577296196901,21.00115205954286
295,296,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,60,100,4.770564518952047,117.98582840045378
296,297,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,60,100,6.634233037674035,760.6954173065652
297,298,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,80,100,5.003504187439868,148.9341389029446
298,299,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,80,100,6.458790911085353,638.2888418624683
299,300,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,80,100,7.749319673228653,2319.9935238874896
300,301,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,20,10,2.4848821211989405,11.999705660541164
301,302,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,20,10,2.6389732352794555,13.998822728800372
302,303,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,20,10,2.6389732352794555,13.998822728800372
303,304,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,40,10,2.707904251597284,14.997810917177775
304,305,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,40,10,2.707904251597284,14.997810917177775
305,306,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,40,10,2.6389732352794555,13.998822728800372
306,307,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,60,10,2.5650388426503046,13.001163359504929
307,308,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,60,10,2.707904251597284,14.997810917177775
308,309,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,60,10,3.258349652044817,26.006581797544204
309,310,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,80,10,2.707904251597284,14.997810917177775
310,311,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,80,10,2.7726789280592854,16.001443358210743
311,312,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,80,10,2.833250342481756,17.000628984869827
312,313,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,20,10,2.5650388426503046,13.001163359504929
313,314,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,20,10,2.4848821211989405,11.999705660541164
314,315,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,20,10,2.6389732352794555,13.998822728800372
315,316,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,40,10,2.6389732352794555,13.998822728800372
316,317,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,40,10,2.4848821211989405,11.999705660541164
317,318,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,40,10,2.6389732352794555,13.998822728800372
318,319,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,60,10,2.6389732352794555,13.998822728800372
319,320,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,60,10,2.890175541218196,17.99646844628277
320,321,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,60,10,2.995939748575446,20.004149930917713
321,322,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,80,10,2.5650388426503046,13.001163359504929
322,323,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,80,10,2.5650388426503046,13.001163359504929
323,324,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,80,10,2.7726789280592854,16.001443358210743
324,325,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,20,10,2.6389732352794555,13.998822728800372
325,326,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,20,10,2.7726789280592854,16.001443358210743
326,327,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,20,10,2.5650388426503046,13.001163359504929
327,328,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,40,10,2.707904251597284,14.997810917177775
328,329,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,40,10,2.5650388426503046,13.001163359504929
329,330,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,40,10,3.0910933727360477,22.001120254831193
330,331,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,60,10,2.5650388426503046,13.001163359504929
331,332,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,60,10,2.707904251597284,14.997810917177775
332,333,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,60,10,3.218845704509294,24.999247002367667
333,334,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,80,10,2.707904251597284,14.997810917177775
334,335,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,80,10,2.6389732352794555,13.998822728800372
335,336,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,80,10,2.890175541218196,17.99646844628277
336,337,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,20,10,2.5650388426503046,13.001163359504929
337,338,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,20,10,2.4848821211989405,11.999705660541164
338,339,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,20,10,2.6389732352794555,13.998822728800372
339,340,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,40,10,2.5650388426503046,13.001163359504929
340,341,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,40,10,2.6389732352794555,13.998822728800372
341,342,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,40,10,2.833250342481756,17.000628984869827
342,343,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,60,10,2.4848821211989405,11.999705660541164
343,344,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,60,10,2.6389732352794555,13.998822728800372
344,345,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,60,10,3.218845704509294,24.999247002367667
345,346,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,80,10,2.5650388426503046,13.001163359504929
346,347,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,80,10,2.7726789280592854,16.001443358210743
347,348,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,80,10,2.944332606715115,18.997979030914447
348,349,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,20,10,2.5650388426503046,13.001163359504929
349,350,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,20,10,2.4848821211989405,11.999705660541164
350,351,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,20,10,2.707904251597284,14.997810917177775
351,352,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,40,10,2.4848821211989405,11.999705660541164
352,353,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,40,10,2.7726789280592854,16.001443358210743
353,354,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,40,10,3.5554367595855143,35.00310457104625
354,355,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,60,10,2.5650388426503046,13.001163359504929
355,356,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,60,10,2.4848821211989405,11.999705660541164
356,357,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,60,10,2.833250342481756,17.000628984869827
357,358,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,80,10,2.5650388426503046,13.001163359504929
358,359,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,80,10,2.6389732352794555,13.998822728800372
359,360,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,80,10,4.007609338438118,55.01519052366997
360,361,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,500,2.890175541218196,17.99646844628277
361,362,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,500,2.890175541218196,17.99646844628277
362,363,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,500,2.6389732352794555,13.998822728800372
363,364,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,40,500,3.33196553882205,27.993309601550315
364,365,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,40,500,3.526322527024296,33.998708106421155
365,366,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,40,500,2.7726789280592854,16.001443358210743
366,367,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,60,500,2.833250342481756,17.000628984869827
367,368,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,60,500,2.833250342481756,17.000628984869827
368,369,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,500,2.833250342481756,17.000628984869827
369,370,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,500,3.2957025435723697,26.99637353790015
370,371,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,500,2.833250342481756,17.000628984869827
371,372,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,500,2.6389732352794555,13.998822728800372
372,373,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,500,2.6389732352794555,13.998822728800372
373,374,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,500,2.707904251597284,14.997810917177775
374,375,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,500,2.6389732352794555,13.998822728800372
375,376,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,500,3.044577296196901,21.00115205954286
376,377,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,40,500,2.944332606715115,18.997979030914447
377,378,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,40,500,2.833250342481756,17.000628984869827
378,379,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,60,500,2.833250342481756,17.000628984869827
379,380,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,60,500,2.6389732352794555,13.998822728800372
380,381,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,500,2.833250342481756,17.000628984869827
381,382,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,500,2.833250342481756,17.000628984869827
382,383,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,500,3.0910933727360477,22.001120254831193
383,384,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,500,2.6389732352794555,13.998822728800372
384,385,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,500,2.7726789280592854,16.001443358210743
385,386,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,500,2.995939748575446,20.004149930917713
386,387,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,500,2.995939748575446,20.004149930917713
387,388,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,500,3.258349652044817,26.006581797544204
388,389,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,40,500,4.189356345717404,65.98030878164415
389,390,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,40,500,2.944332606715115,18.997979030914447
390,391,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,60,500,2.7726789280592854,16.001443358210743
391,392,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,60,500,3.1355228402877575,23.00065836967064
392,393,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,500,2.833250342481756,17.000628984869827
393,394,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,500,2.7726789280592854,16.001443358210743
394,395,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,500,2.890175541218196,17.99646844628277
395,396,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,500,2.5650388426503046,13.001163359504929
396,397,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,500,2.833250342481756,17.000628984869827
397,398,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,500,2.833250342481756,17.000628984869827
398,399,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,500,4.8523210043217055,128.0372201819104
399,400,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,40,500,3.33196553882205,27.993309601550315
400,401,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,40,500,5.093339151279902,162.93301269561476
401,402,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,40,500,5.896865112634986,363.89490835296095
402,403,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,60,500,4.042929562737194,56.993063231579285
403,404,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,60,500,5.420268912151301,225.9398723106141
404,405,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,500,7.230269615215285,1380.5946832449602
405,406,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,500,5.756143984586685,316.126985143694
406,407,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,500,5.644991777460515,282.87123029335834
407,408,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,500,4.962519920563382,142.95357405128274
408,409,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,500,8.403243906250767,4461.516038722292
409,410,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,500,7.701531593843364,2211.732875547393
410,411,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,500,5.666222235130949,288.9409191281872
411,412,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,500,10.452288862621272,34623.53259352795
412,413,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,40,500,6.15446850368524,470.8165386937114
413,414,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,40,500,4.700325652454673,109.98298284927229
414,415,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,60,500,10.583253399919023,39468.31195401432
415,416,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,60,500,6.946664931393256,1039.676547137503
416,417,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,500,4.976477916643472,144.96291000681063
417,418,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,500,9.497750485540742,13329.70770786991
418,419,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,500,7.071525609690407,1177.9437465173044
419,420,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,500,4.912393709944019,135.9644847303497
420,421,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,100,2.944332606715115,18.997979030914447
421,422,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,100,2.7726789280592854,16.001443358210743
422,423,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,100,2.7726789280592854,16.001443358210743
423,424,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,40,100,3.401375873923419,30.00535524575865
424,425,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,40,100,2.833250342481756,17.000628984869827
425,426,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,40,100,3.044577296196901,21.00115205954286
426,427,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,60,100,3.178020388471803,23.99919740839273
427,428,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,60,100,2.833250342481756,17.000628984869827
428,429,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,100,3.1355228402877575,23.00065836967064
429,430,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,100,2.995939748575446,20.004149930917713
430,431,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,100,3.1355228402877575,23.00065836967064
431,432,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,100,4.796221526312029,121.05215990569917
432,433,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,100,3.044577296196901,21.00115205954286
433,434,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,100,2.707904251597284,14.997810917177775
434,435,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,100,2.833250342481756,17.000628984869827
435,436,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,100,2.890175541218196,17.99646844628277
436,437,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,40,100,2.707904251597284,14.997810917177775
437,438,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,40,100,2.890175541218196,17.99646844628277
438,439,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,60,100,2.707904251597284,14.997810917177775
439,440,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,60,100,2.833250342481756,17.000628984869827
440,441,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,100,3.178020388471803,23.99919740839273
441,442,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,100,2.707904251597284,14.997810917177775
442,443,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,100,3.044577296196901,21.00115205954286
443,444,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,100,5.147874677160087,172.0654068926947
444,445,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,100,2.5650388426503046,13.001163359504929
445,446,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,100,2.707904251597284,14.997810917177775
446,447,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,100,2.7726789280592854,16.001443358210743
447,448,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,100,3.0910933727360477,22.001120254831193
448,449,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,40,100,2.7726789280592854,16.001443358210743
449,450,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,40,100,2.944332606715115,18.997979030914447
450,451,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,60,100,2.6389732352794555,13.998822728800372
451,452,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,60,100,3.218845704509294,24.999247002367667
452,453,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,100,3.63743547207347,37.99427430059613
453,454,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,100,2.995939748575446,20.004149930917713
454,455,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,100,3.1355228402877575,23.00065836967064
455,456,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,100,2.890175541218196,17.99646844628277
456,457,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,100,3.4343107393317647,31.01003120287951
457,458,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,100,3.9888295327515,53.991656898689
458,459,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,100,5.164837384325914,175.00899705168902
459,460,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,40,100,4.8975792494420975,133.96509077982392
460,461,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,40,100,5.863815062241827,352.06473405027407
461,462,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,40,100,7.22629864583918,1375.1232546643782
462,463,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,60,100,7.827992204583922,2509.8849755054775
463,464,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,60,100,8.438166811583212,4620.077743738433
464,465,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,100,8.093061207291539,3271.6875702267084
465,466,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,100,6.359454550746471,577.9310383530881
466,467,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,100,7.596037050987579,1990.2928167464067
467,468,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,100,7.3047461058198,1487.3422863564847
468,469,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,100,7.093340865936171,1203.9232354884318
469,470,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,100,9.075145415678907,8735.45591872021
470,471,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,100,8.329416045483903,4143.996939841889
471,472,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,100,10.150390684489633,25601.102206689702
472,473,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,40,100,9.0381885642083,8418.513638910825
473,474,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,40,100,6.458790911085353,638.2888418624683
474,475,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,60,100,9.771570669539745,17528.276738883753
475,476,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,60,100,8.083091925422497,3239.2332366446813
476,477,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,100,6.937751883712734,1030.4510352887055
477,478,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,100,9.892505649031904,19781.56354924953
478,479,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,100,8.711647923971853,6073.242488036094
479,480,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,100,6.73891001276613,844.6395875546385
480,481,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,10,2.7726789280592854,16.001443358210743
481,482,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,10,3.737870841523859,42.0084522264643
482,483,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,10,2.6389732352794555,13.998822728800372
483,484,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,40,10,2.890175541218196,17.99646844628277
484,485,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,40,10,3.044577296196901,21.00115205954286
485,486,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,40,10,2.6389732352794555,13.998822728800372
486,487,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,60,10,2.707904251597284,14.997810917177775
487,488,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,60,10,2.6389732352794555,13.998822728800372
488,489,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,10,3.218845704509294,24.999247002367667
489,490,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,10,2.833250342481756,17.000628984869827
490,491,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,10,3.218845704509294,24.999247002367667
491,492,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,10,2.5650388426503046,13.001163359504929
492,493,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,10,2.5650388426503046,13.001163359504929
493,494,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,10,2.6389732352794555,13.998822728800372
494,495,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,10,2.707904251597284,14.997810917177775
495,496,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,10,2.5650388426503046,13.001163359504929
496,497,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,40,10,2.7726789280592854,16.001443358210743
497,498,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,40,10,2.6389732352794555,13.998822728800372
498,499,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,60,10,2.7726789280592854,16.001443358210743
499,500,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,60,10,2.7726789280592854,16.001443358210743
500,501,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,10,3.044577296196901,21.00115205954286
501,502,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,10,2.833250342481756,17.000628984869827
502,503,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,10,2.890175541218196,17.99646844628277
