,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,RLU_PC3,Exp_PC3
503,504,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,10,4.605341484320912,100.01713130052181
504,505,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,10,2.6389732352794555,13.998822728800372
505,506,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,10,2.707904251597284,14.997810917177775
506,507,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,10,2.6389732352794555,13.998822728800372
507,508,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,10,2.5430404724093343,12.718281828459045
508,509,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,40,10,2.7726789280592854,16.001443358210743
509,510,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,40,10,2.890175541218196,17.99646844628277
510,511,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,60,10,2.6389732352794555,13.998822728800372
511,512,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,60,10,2.833250342481756,17.000628984869827
512,513,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,10,2.995939748575446,20.004149930917713
513,514,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,10,2.5650388426503046,13.001163359504929
514,515,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,10,2.707904251597284,14.997810917177775
515,516,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,10,4.262788248221214,71.00769477071093
516,517,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,10,2.6389732352794555,13.998822728800372
517,518,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,10,2.6389732352794555,13.998822728800372
518,519,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,10,2.6389732352794555,13.998822728800372
519,520,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,40,10,2.7726789280592854,16.001443358210743
520,521,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,40,10,3.401375873923419,30.00535524575865
521,522,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,40,10,5.198814889678499,181.0575415172371
522,523,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,60,10,5.147874677160087,172.0654068926947
523,524,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,60,10,6.3152506585468355,552.9406425204099
524,525,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,10,7.969464635921154,2891.309046796117
525,526,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,10,4.9560111871853945,142.02614880825772
526,527,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,10,5.746461849569521,313.0809707476484
527,528,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,10,5.808479727774028,333.1123191233258
528,529,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,10,5.7329120617141385,308.8674009670603
529,530,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,10,3.9121194432994737,50.00482212608044
530,531,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,10,3.7135817413769767,41.00039666349822
531,532,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,10,9.142071226989517,9340.090558899325
532,533,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,40,10,9.543716757272291,13956.725102336453
533,534,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,40,10,7.986406334278291,2940.710019122067
534,535,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,60,10,9.711605947083996,16508.091722194644
535,536,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,60,10,9.802553254996852,18079.848509231037
536,537,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,10,9.461777984525188,12858.726752429051
537,538,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,10,9.546714610989628,13998.628100713786
538,539,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,10,9.618664984106573,15042.95394455332
539,540,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,10,6.609565771493428,742.1606814133384
540,541,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,20,500,2.7726789280592854,16.001443358210743
541,542,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,20,500,2.707904251597284,14.997810917177775
542,543,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,20,500,2.707904251597284,14.997810917177775
543,544,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,500,2.6389732352794555,13.998822728800372
544,545,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,40,500,2.833250342481756,17.000628984869827
545,546,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,500,2.6389732352794555,13.998822728800372
546,547,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,500,4.248199910271204,69.97932982795868
547,548,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,500,2.707904251597284,14.997810917177775
548,549,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,60,500,2.6389732352794555,13.998822728800372
549,550,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,80,500,2.4848821211989405,11.999705660541164
550,551,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,80,500,2.707904251597284,14.997810917177775
551,552,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,80,500,2.6389732352794555,13.998822728800372
552,553,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,500,2.5650388426503046,13.001163359504929
553,554,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,20,500,2.4848821211989405,11.999705660541164
554,555,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,20,500,2.4848821211989405,11.999705660541164
555,556,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,500,2.5650388426503046,13.001163359504929
556,557,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,40,500,2.6389732352794555,13.998822728800372
557,558,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,40,500,2.6389732352794555,13.998822728800372
558,559,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,60,500,2.5650388426503046,13.001163359504929
559,560,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,60,500,2.5650388426503046,13.001163359504929
560,561,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,60,500,3.258349652044817,26.006581797544204
561,562,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,80,500,2.5650388426503046,13.001163359504929
562,563,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,80,500,2.707904251597284,14.997810917177775
563,564,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,80,500,3.1355228402877575,23.00065836967064
564,565,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,20,500,2.5430404724093343,12.718281828459045
565,566,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,20,500,2.5650388426503046,13.001163359504929
566,567,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,20,500,2.707904251597284,14.997810917177775
567,568,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,40,500,2.5650388426503046,13.001163359504929
568,569,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,40,500,2.4848821211989405,11.999705660541164
569,570,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,40,500,2.5650388426503046,13.001163359504929
570,571,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,60,500,2.4848821211989405,11.999705660541164
571,572,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,60,500,2.6389732352794555,13.998822728800372
572,573,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,60,500,4.4660803334224255,87.01498397499613
573,574,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,80,500,2.6389732352794555,13.998822728800372
574,575,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,80,500,3.526322527024296,33.998708106421155
575,576,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,80,500,3.178020388471803,23.99919740839273
576,577,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,20,500,2.4848821211989405,11.999705660541164
577,578,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,20,500,2.5650388426503046,13.001163359504929
578,579,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,20,500,2.707904251597284,14.997810917177775
579,580,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,40,500,2.5650388426503046,13.001163359504929
580,581,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,40,500,3.2957025435723697,26.99637353790015
581,582,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,500,3.1355228402877575,23.00065836967064
582,583,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,500,2.6389732352794555,13.998822728800372
583,584,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,500,4.948576563013163,140.9741532108186
584,585,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,60,500,4.418436532188717,82.96646849963281
585,586,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,80,500,2.5650388426503046,13.001163359504929
586,587,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,80,500,2.707904251597284,14.997810917177775
587,588,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,80,500,2.833250342481756,17.000628984869827
588,589,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,20,500,2.4848821211989405,11.999705660541164
589,590,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,20,500,2.5650388426503046,13.001163359504929
590,591,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,20,500,2.6389732352794555,13.998822728800372
591,592,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,40,500,2.5650388426503046,13.001163359504929
592,593,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,500,2.5650388426503046,13.001163359504929
593,594,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,500,2.4848821211989405,11.999705660541164
594,595,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,500,2.4848821211989405,11.999705660541164
595,596,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,500,2.890175541218196,17.99646844628277
596,597,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,60,500,2.7726789280592854,16.001443358210743
597,598,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,80,500,2.5650388426503046,13.001163359504929
598,599,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,80,500,2.4848821211989405,11.999705660541164
599,600,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,80,500,2.707904251597284,14.997810917177775
600,601,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,20,100,2.4848821211989405,11.999705660541164
601,602,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,20,100,2.707904251597284,14.997810917177775
602,603,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,20,100,2.707904251597284,14.997810917177775
603,604,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,100,2.6389732352794555,13.998822728800372
604,605,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,40,100,2.5650388426503046,13.001163359504929
605,606,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,100,2.833250342481756,17.000628984869827
606,607,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,100,2.707904251597284,14.997810917177775
607,608,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,100,2.833250342481756,17.000628984869827
608,609,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,60,100,3.178020388471803,23.99919740839273
609,610,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,80,100,2.707904251597284,14.997810917177775
610,611,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,80,100,2.4848821211989405,11.999705660541164
611,612,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,80,100,3.2957025435723697,26.99637353790015
612,613,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,100,2.4848821211989405,11.999705660541164
613,614,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,20,100,2.7726789280592854,16.001443358210743
614,615,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,20,100,2.6389732352794555,13.998822728800372
615,616,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,100,2.5650388426503046,13.001163359504929
616,617,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,40,100,2.7726789280592854,16.001443358210743
617,618,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,40,100,2.995939748575446,20.004149930917713
618,619,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,60,100,2.6389732352794555,13.998822728800372
619,620,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,60,100,2.4848821211989405,11.999705660541164
620,621,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,60,100,2.890175541218196,17.99646844628277
621,622,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,80,100,2.6389732352794555,13.998822728800372
622,623,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,80,100,2.707904251597284,14.997810917177775
623,624,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,80,100,3.63743547207347,37.99427430059613
624,625,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,20,100,2.833250342481756,17.000628984869827
625,626,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,20,100,2.4848821211989405,11.999705660541164
626,627,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,20,100,2.5650388426503046,13.001163359504929
627,628,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,40,100,2.5650388426503046,13.001163359504929
628,629,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,40,100,2.7726789280592854,16.001443358210743
629,630,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,40,100,2.6389732352794555,13.998822728800372
630,631,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,60,100,2.7726789280592854,16.001443358210743
631,632,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,60,100,2.995939748575446,20.004149930917713
632,633,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,60,100,4.625163510471169,102.01945296781778
633,634,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,80,100,2.6389732352794555,13.998822728800372
634,635,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,80,100,3.63743547207347,37.99427430059613
635,636,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,80,100,3.178020388471803,23.99919740839273
636,637,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,20,100,2.995939748575446,20.004149930917713
637,638,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,20,100,2.995939748575446,20.004149930917713
638,639,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,20,100,2.707904251597284,14.997810917177775
639,640,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,40,100,2.6389732352794555,13.998822728800372
640,641,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,40,100,2.707904251597284,14.997810917177775
641,642,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,100,2.6389732352794555,13.998822728800372
642,643,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,100,2.5650388426503046,13.001163359504929
643,644,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,100,2.833250342481756,17.000628984869827
644,645,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,60,100,2.7726789280592854,16.001443358210743
645,646,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,80,100,2.6389732352794555,13.998822728800372
646,647,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,80,100,2.707904251597284,14.997810917177775
647,648,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,80,100,2.4848821211989405,11.999705660541164
648,649,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,20,100,2.5650388426503046,13.001163359504929
649,650,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,20,100,2.6389732352794555,13.998822728800372
650,651,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,20,100,2.5650388426503046,13.001163359504929
651,652,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,40,100,2.6389732352794555,13.998822728800372
652,653,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,100,2.4848821211989405,11.999705660541164
653,654,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,100,2.6389732352794555,13.998822728800372
654,655,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,100,2.5650388426503046,13.001163359504929
655,656,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,100,2.944332606715115,18.997979030914447
656,657,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,60,100,2.707904251597284,14.997810917177775
657,658,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,80,100,2.4848821211989405,11.999705660541164
658,659,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,80,100,2.944332606715115,18.997979030914447
659,660,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,80,100,2.995939748575446,20.004149930917713
660,661,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,20,10,2.4848821211989405,11.999705660541164
661,662,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,20,10,2.6389732352794555,13.998822728800372
662,663,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,20,10,2.4848821211989405,11.999705660541164
663,664,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,10,2.5650388426503046,13.001163359504929
664,665,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,40,10,2.5650388426503046,13.001163359504929
665,666,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,10,2.5650388426503046,13.001163359504929
666,667,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,10,2.707904251597284,14.997810917177775
667,668,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,10,2.7726789280592854,16.001443358210743
668,669,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,60,10,3.0910933727360477,22.001120254831193
669,670,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,80,10,2.4848821211989405,11.999705660541164
670,671,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,80,10,2.7726789280592854,16.001443358210743
671,672,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,80,10,2.7726789280592854,16.001443358210743
672,673,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,10,2.6389732352794555,13.998822728800372
673,674,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,20,10,2.5650388426503046,13.001163359504929
674,675,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,20,10,2.5650388426503046,13.001163359504929
675,676,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,10,2.6389732352794555,13.998822728800372
676,677,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,40,10,2.5650388426503046,13.001163359504929
677,678,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,40,10,2.5650388426503046,13.001163359504929
678,679,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,60,10,2.5650388426503046,13.001163359504929
679,680,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,60,10,2.833250342481756,17.000628984869827
680,681,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,60,10,2.995939748575446,20.004149930917713
681,682,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,80,10,2.4848821211989405,11.999705660541164
682,683,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,80,10,2.707904251597284,14.997810917177775
683,684,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,80,10,2.890175541218196,17.99646844628277
684,685,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,20,10,2.5650388426503046,13.001163359504929
685,686,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,20,10,2.4848821211989405,11.999705660541164
686,687,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,20,10,2.6389732352794555,13.998822728800372
687,688,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,40,10,2.4848821211989405,11.999705660541164
688,689,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,40,10,2.4848821211989405,11.999705660541164
689,690,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,40,10,2.5650388426503046,13.001163359504929
690,691,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,60,10,2.4848821211989405,11.999705660541164
691,692,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,60,10,2.995939748575446,20.004149930917713
692,693,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,60,10,3.2957025435723697,26.99637353790015
693,694,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,80,10,2.707904251597284,14.997810917177775
694,695,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,80,10,2.5650388426503046,13.001163359504929
695,696,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,80,10,2.4848821211989405,11.999705660541164
696,697,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,20,10,2.6389732352794555,13.998822728800372
697,698,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,20,10,2.4848821211989405,11.999705660541164
698,699,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,20,10,2.4848821211989405,11.999705660541164
699,700,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,40,10,2.5650388426503046,13.001163359504929
700,701,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,40,10,2.5650388426503046,13.001163359504929
701,702,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,10,2.707904251597284,14.997810917177775
702,703,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,10,2.707904251597284,14.997810917177775
703,704,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,10,2.833250342481756,17.000628984869827
704,705,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,60,10,3.1355228402877575,23.00065836967064
705,706,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,80,10,2.707904251597284,14.997810917177775
706,707,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,80,10,2.5650388426503046,13.001163359504929
707,708,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,80,10,2.5650388426503046,13.001163359504929
708,709,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,20,10,2.5650388426503046,13.001163359504929
709,710,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,20,10,2.5650388426503046,13.001163359504929
710,711,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,20,10,2.7726789280592854,16.001443358210743
711,712,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,40,10,2.5650388426503046,13.001163359504929
712,713,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,10,2.4848821211989405,11.999705660541164
713,714,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,10,2.5650388426503046,13.001163359504929
714,715,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,10,3.829017899120732,46.01732238181185
715,716,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,10,2.4848821211989405,11.999705660541164
716,717,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,60,10,2.4848821211989405,11.999705660541164
717,718,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,80,10,2.4848821211989405,11.999705660541164
718,719,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,80,10,2.4848821211989405,11.999705660541164
719,720,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,80,10,3.044577296196901,21.00115205954286
720,721,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,20,500,2.890175541218196,17.99646844628277
721,722,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,20,500,4.673090848142047,107.02803913693336
722,723,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,20,500,3.258349652044817,26.006581797544204
723,724,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,40,500,2.6389732352794555,13.998822728800372
724,725,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,40,500,2.707904251597284,14.997810917177775
725,726,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,40,500,2.707904251597284,14.997810917177775
726,727,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,60,500,2.707904251597284,14.997810917177775
727,728,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,60,500,2.707904251597284,14.997810917177775
728,729,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,60,500,2.707904251597284,14.997810917177775
729,730,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,80,500,2.833250342481756,17.000628984869827
730,731,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,80,500,2.4848821211989405,11.999705660541164
731,732,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,80,500,2.6389732352794555,13.998822728800372
732,733,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,20,500,2.4848821211989405,11.999705660541164
733,734,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,20,500,2.707904251597284,14.997810917177775
734,735,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,20,500,3.401375873923419,30.00535524575865
735,736,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,40,500,2.4848821211989405,11.999705660541164
736,737,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,40,500,2.833250342481756,17.000628984869827
737,738,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,40,500,2.6389732352794555,13.998822728800372
738,739,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,60,500,2.4848821211989405,11.999705660541164
739,740,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,60,500,2.6389732352794555,13.998822728800372
740,741,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,60,500,2.4848821211989405,11.999705660541164
741,742,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,80,500,2.707904251597284,14.997810917177775
742,743,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,80,500,2.5650388426503046,13.001163359504929
743,744,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,80,500,2.4848821211989405,11.999705660541164
744,745,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,20,500,2.6389732352794555,13.998822728800372
745,746,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,20,500,2.707904251597284,14.997810917177775
746,747,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,20,500,2.707904251597284,14.997810917177775
747,748,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,40,500,3.806391785748705,44.98781996769358
748,749,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,40,500,2.707904251597284,14.997810917177775
749,750,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,40,500,2.4848821211989405,11.999705660541164
750,751,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,60,500,2.5650388426503046,13.001163359504929
751,752,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,60,500,2.4848821211989405,11.999705660541164
752,753,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,60,500,2.4848821211989405,11.999705660541164
753,754,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,80,500,2.5650388426503046,13.001163359504929
754,755,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,80,500,2.6389732352794555,13.998822728800372
755,756,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,80,500,2.4848821211989405,11.999705660541164
756,757,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,20,500,4.189356345717404,65.98030878164415
757,758,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,20,500,4.381593311295266,79.96534163939202
758,759,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,20,500,3.1355228402877575,23.00065836967064
759,760,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,40,500,2.707904251597284,14.997810917177775
