group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,0.006,1.0,-1.4929,1.505,False
DT,MLP,1.9249,0.0022,0.426,3.4239,True
DT,MLR,5.4937,0.0,3.9947,6.9926,True
DT,PLS,5.5126,0.0,4.0137,7.0116,True
DT,RF,-0.1712,1.0,-1.6701,1.3278,False
DT,XGB,0.4189,0.9946,-1.0801,1.9178,False
DT,kNN,2.4495,0.0,0.9505,3.9484,True
DT,lasso,5.379,0.0,3.88,6.8779,True
LGBM,MLP,1.9189,0.0023,0.4199,3.4178,True
LGBM,MLR,5.4876,0.0,3.9887,6.9866,True
LGBM,PLS,5.5066,0.0,4.0077,7.0056,True
LGBM,RF,-0.1772,1.0,-1.6762,1.3217,False
LGBM,XGB,0.4128,0.9951,-1.0861,1.9118,False
LGBM,kNN,2.4434,0.0,0.9445,3.9424,True
LGBM,lasso,5.373,0.0,3.874,6.8719,True
MLP,MLR,3.5688,0.0,2.0698,5.0677,True
MLP,PLS,3.5877,0.0,2.0888,5.0867,True
MLP,RF,-2.0961,0.0005,-3.5951,-0.5972,True
MLP,XGB,-1.506,0.0479,-3.005,-0.0071,True
MLP,kNN,0.5246,0.9764,-0.9744,2.0235,False
MLP,lasso,3.4541,0.0,1.9551,4.953,True
MLR,PLS,0.019,1.0,-1.48,1.5179,False
MLR,RF,-5.6649,0.0,-7.1638,-4.1659,True
MLR,XGB,-5.0748,0.0,-6.5738,-3.5759,True
MLR,kNN,-3.0442,0.0,-4.5432,-1.5453,True
MLR,lasso,-0.1147,1.0,-1.6136,1.3843,False
PLS,RF,-5.6838,0.0,-7.1828,-4.1849,True
PLS,XGB,-5.0938,0.0,-6.5927,-3.5948,True
PLS,kNN,-3.0632,0.0,-4.5621,-1.5642,True
PLS,lasso,-0.1337,1.0,-1.6326,1.3653,False
RF,XGB,0.5901,0.952,-0.9089,2.089,False
RF,kNN,2.6207,0.0,1.1217,4.1196,True
RF,lasso,5.5502,0.0,4.0512,7.0491,True
XGB,kNN,2.0306,0.0009,0.5316,3.5295,True
XGB,lasso,4.9601,0.0,3.4612,6.4591,True
kNN,lasso,2.9295,0.0,1.4306,4.4285,True
