RF,DT,LGBM,XGB,MLP,kNN,lasso,MLR,PLS
0.02518311390733623,0.023593149248514522,0.03534760700135597,0.00811139214783907,0.01935196982501,0.018061132692750424,0.07037358292766197,0.08235406323650307,0.09092158860034529
0.019008311002369053,0.5115926832109985,0.00041322090971885407,0.0427689328789711,0.023844497502270884,0.20260109200469748,0.06882495906941449,0.06727714096401144,0.07444074480906177
0.004766981241989979,0.0,0.03564706711604257,0.08272262662649155,0.004923383694337952,0.0,0.20029327609154282,0.17758146246659748,0.17360230421024425
0.00030641966678317636,0.0,0.02727358025103226,0.024060744792222977,0.29778470542879987,0.34923727998119813,0.0005450008790207905,0.022378380783763262,0.01562678822710048
0.0021680453609848535,0.43551205872072707,0.004433267439900815,0.011681348770738786,0.14052049683867296,0.031469877000037685,0.462695274431402,0.43026860099464026,0.43149526210517575
0.0412336401413647,0.0,0.022943842190440555,0.016477055847644806,0.08926989924416034,0.443865804723869,0.2101204751294402,0.2532941123447708,0.24863849137895924
0.0007757582818750244,0.0,0.04701941694810599,0.01890943944454193,0.011500706265441696,0.0,0.20624125633225787,0.2293425169036422,0.2196319155335155
0.007434269292011355,0.0,0.02436980928264225,0.0015502651622986419,0.035874295531797246,0.0,0.04415032790568582,0.030468928454394764,0.0353249078718722
0.13560254767175428,0.0446230921589188,0.30784779110288213,0.23381319642066956,0.01989508317773292,0.0,0.3681278550042167,0.3433320232370991,0.3472047119186109
0.043427511748029064,0.0,0.014151582612950644,0.019060314878939444,0.010858706584019523,0.0,0.0009378209107386293,0.06554990660922744,0.06911198978569352
0.0009520758087692734,0.0,0.06640970344115771,0.07773231714963913,0.0021711990386633073,0.05978107685231995,0.20457164369558312,0.20457379046839608,0.19885988651540415
0.0012899530078838018,0.058895491087032514,0.004340205862537123,0.005060273222625256,0.015069952223134508,0.0,0.02933447506052106,0.025713266635248283,0.018479665251391553
0.001863373334886792,0.0,0.009262109973252958,0.027160439640283585,0.03300572015090153,0.0,0.025216340548999933,0.0035282754077472804,0.002331470533029373
0.0034696493067691964,0.0,0.06065597955500323,0.04360298439860344,0.030520063677120707,0.0,0.10420337985379388,0.14353418653855143,0.1550697678270988
1.5340401568992996e-05,0.0,0.010666722818028461,0.024742737412452698,0.18078714698763843,0.13715248726688817,0.016837375016118677,0.010191167013015643,0.004972524446484647
0.09507476018486172,0.0,0.05349643429304629,0.045509276447853964,0.018957693569371298,0.07755822401370208,0.11406453549586275,0.11833788888745166,0.11590462945058902
0.0018474503864227738,0.0744494931842013,0.029980035479213653,0.05820330232381821,0.021803921665667025,0.0,0.06498675919635674,0.06776179226212592,0.07850818908282287
0.0008394500757310964,0.2865548176628219,0.0014120231962093707,0.006895037367939949,0.015365684904200566,0.0,0.26938200287092356,0.29967878602290654,0.28780477735626386
0.4296782399316476,0.017651170919258996,0.29966106035533213,0.515967723301181,0.012435985182734588,0.01555530154072278,0.04462142424414306,0.05875709184553299,0.053616452390151705
0.0004771059070255156,0.0,0.010706680728316093,0.01979689858853817,0.09378800251177724,0.09082170054314147,0.10457335838396824,0.10244770276530502,0.10271765100996698
0.22976542778360398,0.3358965396714435,0.12647730779668387,0.2526094856676655,0.00653704078569553,0.0,0.152668179425891,0.16870149462238376,0.16950017984085514
0.0,0.03722474659210065,0.011700891564718157,0.02223043702542782,0.014059051308112747,0.0,0.16658141370785545,0.15089297175752603,0.15218752995556215
0.012239892811371333,0.14330653617616212,0.07410182197126909,0.03692966035271972,0.011155764808384261,0.0779628312696074,0.026657243388816698,0.05884405408888954,0.05138953021466053
0.0011114994757077947,0.0,0.005725736606272832,0.004758588969707489,0.015495887008227793,0.0,0.005970345948229955,0.04648169143465667,0.0525465360509777
0.014350848576643753,0.0744494931842013,0.05114012555939647,0.004627187310764752,0.0022600220235557966,0.03137380019099756,0.008573336289262296,0.02045771202304802,0.012176077357134052
0.00041030719639597663,0.0,0.04389839898095247,0.02953110821545124,0.0006683966846388889,0.0,0.0326786271395636,0.0009483875862280345,0.000371517157692014
0.0029088508291584144,0.0734009087731563,0.0009711502363118515,0.008087350986897945,0.050545364003454996,0.07154433464745151,0.4292140849018774,0.400042808801538,0.39248252214993945
0.0004106955609926601,0.0,0.029931519303106287,0.028309063985943794,0.10932283115606212,0.05757284671367441,0.04309173457766011,0.012625280540291488,0.010195843482864578
0.0018878403044778442,0.014272398928113689,0.009451676539623371,0.025143960490822792,0.0590872052456875,0.037269501828520714,0.052168642459339,0.040812370991170396,0.04490760206668806
0.06289389879218643,0.0,0.13375435099484723,0.043059642388800445,0.059884444223090166,0.10345952954186614,0.057161798851367907,0.019328511940302353,0.014985444743710205
0.33471843566740483,0.0,0.4976578575424301,0.36394115057453247,0.13713578770540857,0.05540264485629243,0.002920107515802267,0.03142029492590579,0.02891868798078273
0.0011008194492990028,0.0,0.02586947503602587,0.025805233046412468,0.013306376799386621,0.013547512972641023,0.048710615958221265,0.007407579055545584,0.0012926139436866407
0.0006147811565497687,0.0,0.001660259224003132,0.023508181795477867,0.06563349692859202,0.05032071902679621,0.040271378197715146,0.021090936901463398,0.011652585026398307
0.0002374849508718785,0.0,0.0002053362266894899,0.0025225626304745674,0.10318492338574026,0.09130272316665794,0.04764381401948173,0.04717196352837343,0.056212859150091804
0.0025905860421763984,0.0,0.014392676583230506,0.005538484081625938,0.002619869179984413,0.0,0.024440674970332005,0.01991478862494618,0.008041919171064602
0.051411122762049004,0.0,0.03853992427262638,0.01415209999874617,0.2748091295620631,0.27309798438774324,0.1673347515767515,0.1397941969305377,0.1333837056106532
0.017605732261447054,0.022253291389956895,0.02021777788661997,0.037808526637208184,0.09903208743146014,0.015157033269026633,0.01816804853648238,0.04049432246636999,0.036876768365447454
7.65078255466232e-05,0.017651170919258996,0.012941378114490329,0.020495830103754997,0.31020807097358527,0.08004162120888461,0.0056061417776657185,0.003546511632789788,0.01111516628388362
0.0004442890986057713,0.0,0.01223855232410484,0.004823148250579834,0.06244877006580457,0.1868021248887064,0.0526761132223785,0.04576036753430842,0.04184330044863441
0.09378674899996087,0.0,0.07096557137836601,0.03987627556228723,0.04630155972327751,0.0,0.0015919349000425298,0.00039345578160767547,0.0019034598676370418
