,HepG2,HEK293,B16,PC3,N2a,ARPE19
RF,0.8416608270323397,0.7840629780107011,0.8959817717349139,0.8660872614700406,0.9054005053947137,0.7948837517288998
MLR,0.45025974036993976,0.34890446720750706,0.6546966020020865,0.6010878853413499,0.5718047529975125,0.504447900553082
lasso,0.2936660556413965,0.23810968999383209,0.2844893246981845,0.3055448577513978,0.5558344147843108,0.4732049763193875
PLS,[0.46234594726792866],[0.34543784036343567],[0.6549024481573116],[0.5978480686520506],[0.5674763698360544],[0.5039359438567242]
kNN,0.5620555200417874,0.6215404322079465,0.7222663073660149,0.7154527283365868,0.6746826849392675,0.674234504144442
LGBM,0.8614619645122464,0.7949079226615758,0.9023987865069165,0.8882250734209672,0.898091521960999,0.7956167036828414
XGB,0.8608769806685717,0.7819375542643516,0.8959193696900787,0.872239257092909,0.9078172604169716,0.8006019370554012
DT,0.8644932312623503,0.5762720048612939,0.8864537337847102,0.8252633492574271,0.8781063066242932,0.6421467513114331
