RF,LGBM,DT,XGB,MLP,kNN,lasso,PLS,MLR
0.030904306963377235,0.035323704130708324,0.0046021204706978985,0.015116691589355469,0.0247471389050732,0.03426536793459832,0.014221287017594328,0.003490876166901344,0.004581170551587333
0.003589265602547671,0.014600404011870531,0.0,0.006190687417984009,0.0014085493663141407,0.0,0.02604240667907609,0.005472972334991277,0.007359409822701143
0.2638879179773975,0.13174493093031803,0.36397530001165096,0.1626020073890686,0.27489973325367323,0.0,0.14497677042534596,0.17543595323688757,0.172548018164293
0.0021606664336479096,0.1288724358617086,0.0,0.05662313103675842,0.05828488125019811,0.0,0.17815089144327884,0.16685656534961796,0.16712017011272048
0.16050506815798715,0.13060501527223933,0.012349994174531087,0.25273892610872817,0.40766488777615706,0.4538466196864398,0.02206263005809972,0.014610248290683636,0.012533540408664556
0.011894442502621462,0.013725392920523034,0.0,0.01626819372177124,0.09110343291924923,0.06564614671206918,0.15467884880109822,0.1956458359535272,0.1924525481080798
0.00813021864926793,0.06088228325434571,0.0,0.0584716796875,0.06275040426758484,0.013550878396450592,0.16565959924914686,0.13817315079982934,0.13870706529691945
0.002557186686861626,0.006537511341702938,0.0,0.06047973036766052,0.06845120674127254,0.0,0.03938891819494851,0.0479306569581131,0.049740585384171615
0.24299642704571,0.06948520756555199,0.27810788768495853,0.08144906643427818,0.030783296150076467,0.0782295185664712,0.49369777338469695,0.47972804396990487,0.4779802948739291
0.00312983028467125,0.010815444027112207,0.0,0.0022982656955718994,0.02583494596600737,0.09865624134428311,0.12034979438150782,0.15117636073523985,0.14693613336596476
0.0,0.019457308225748246,0.0,0.001641601324081421,0.010985656505597338,0.0,0.01256517787466157,0.020101993468554222,0.017788806561172866
0.02332964386966486,0.00716552460338595,0.0,0.015169888734817505,0.05622785435341145,0.03411169303817865,0.04941679362022873,0.027657467434731506,0.038430074000548736
0.0068342459901355405,0.023789898730345673,0.0,0.0026753246784210205,0.01922695263648029,0.6743281587462088,0.17159516258709173,0.19627143235533745,0.19387175378106233
0.006833469260942176,0.0001604015200546958,0.0,0.016252607107162476,0.062413904715728066,0.06393029916586894,0.12445885965306554,0.1497508434571961,0.14903135273815715
0.003956658511010138,0.024894541973602264,0.0,0.04856044054031372,0.030124903941187733,0.29471357291314465,0.10278357716987203,0.11619218800807882,0.118341182234367
0.14252786515981225,0.05064199101164213,0.22602819526971915,0.055017334239460425,0.09800988782455983,0.3358965396714435,0.1327986377004366,0.11881090539420575,0.12059074499037051
0.012144160938288868,0.08027812749627969,0.0,0.08541572093963623,0.037077132371307706,0.012687698888321566,0.01665039071529551,0.03071403375672517,0.030309352229330802
0.33815060779059414,0.13070978640362338,0.5317488057788652,0.14254747411872237,0.0760648912838224,0.027745490574504122,0.3284534144332614,0.33165480988926155,0.3326480726365795
0.0033218765777311755,0.001291751891409683,0.0,0.040470778942108154,0.01224782698230796,0.005013558542549764,0.04095832440180926,0.059939414278277744,0.05981359461972553
0.014380364285991692,0.0034760390591264687,0.0,0.018033236265182495,0.04581697734048644,0.0,0.07684514766484794,0.058612640575354744,0.06870396708594798
0.0024523282457571175,0.018740935666166712,0.0,0.02927631139755249,0.04553845704030417,0.0,0.026266854503492268,0.03490562859174602,0.036903570228036794
0.003691211309177056,0.012018000775711734,0.04870092042409413,0.022286444902420044,0.04256159566039679,0.0,0.0028522238899866617,0.0008499456623225488,0.003332788262486551
0.006715212241252087,0.024283277491085605,0.0,0.009841561317443848,0.04777100023488108,0.0,0.20269769649136388,0.2036378896637907,0.20386899530877078
0.20302555439046197,0.4048137760223767,0.2602819526971921,0.28402456641197205,0.23028576952706892,0.0,0.2958589490399597,0.2986766911291764,0.30098185786532705
0.08356945900811684,0.0008024923249808437,0.0,0.0256253182888031,0.053385385125684956,0.17563895348190248,0.28473306225697104,0.2780992808753695,0.280424920624828
0.0006035185832459514,0.003133374822811002,0.0,0.003366321325302124,0.033796777928372504,0.0,0.005430919783035795,0.022849370350530765,0.024260455088549283
0.00048351392287079094,0.002730862793557765,0.0,0.0256575345993042,0.03095892170421273,0.01604468759349632,0.03649126268044145,0.034699551661615244,0.03665828777402725
0.005421375587401453,0.022783611280185485,0.04870092042409413,0.0030957162380218506,0.0551968811023857,0.0,0.16783692945085138,0.16684882366367,0.1686626588718987
0.002139112198531982,0.005062918395878505,0.0,0.0004779696464538574,0.021639316755552904,0.0,0.05292564707354704,0.029824288812829156,0.032954411296545624
