,RLU_ARPE19
0,0.30111277196478986
1,0.28699551569506726
2,0.08071748878923762
3,0.1436638432154127
4,0.16043846537120082
5,0.1436638432154127
6,0.08071748878923762
7,0.052981232353429664
8,0.15296462381664172
9,0.15296462381664172
10,0.5676797874107291
11,0.5676797874107291
12,0.18933731938216242
13,0.329015113768477
14,0.052981232353429664
15,0.03720312240491608
16,0.15296462381664172
17,0.15296462381664172
18,0.15296462381664172
19,0.5593755190167746
20,0.4778276033881416
21,0.46188340807174894
22,0.15296462381664172
23,0.06743065935891046
24,0.15296462381664172
25,0.15296462381664172
26,0.0
27,0.340142833416376
28,0.16043846537120082
29,0.06743065935891046
30,0.16043846537120082
31,0.03720312240491608
32,0.15296462381664172
33,0.15296462381664172
34,0.15296462381664172
35,0.15296462381664172
36,0.15296462381664172
37,0.019598073409732575
38,0.0
39,0.15296462381664172
40,0.15296462381664172
41,0.15296462381664172
42,0.27935558877262917
43,0.15296462381664172
44,0.15296462381664172
45,0.15296462381664172
46,0.15296462381664172
47,0.493439627968776
48,0.43082544427835906
49,0.13469523334994188
50,0.15296462381664172
51,0.15296462381664172
52,0.15296462381664172
53,0.19581464872944693
54,0.18933731938216242
55,0.10446769639594755
56,0.0
57,0.15296462381664172
58,0.2906493937884073
59,0.34545756518850684
60,0.41106128550074744
61,0.37618335824613863
62,0.43082544427835906
63,0.46055472512871626
64,0.35309749211094504
65,0.41787078558379004
66,0.4789902009632952
67,0.4512539445274872
68,0.15296462381664172
69,0.15296462381664172
70,0.15296462381664172
71,0.15296462381664172
72,0.15296462381664172
73,0.15296462381664172
74,0.15296462381664172
75,0.15296462381664172
76,0.15296462381664172
77,0.15296462381664172
78,0.15296462381664172
79,0.15296462381664172
80,0.15296462381664172
81,0.0
82,0.06743065935891046
83,0.15296462381664172
84,0.15296462381664172
85,0.12522836738083376
86,0.16043846537120082
87,0.15296462381664172
88,0.12522836738083376
89,0.340142833416376
90,0.15296462381664172
91,0.15296462381664172
92,0.15296462381664172
93,0.052981232353429664
94,0.31722305264906164
95,0.25892708852350105
96,0.15296462381664172
97,0.12522836738083376
98,0.26739744228533463
99,0.15296462381664172
100,0.15296462381664172
101,0.019598073409732575
102,0.15296462381664172
103,0.15296462381664172
104,0.15296462381664172
105,0.15296462381664172
106,0.15296462381664172
107,0.15296462381664172
108,0.15296462381664172
109,0.19581464872944693
110,0.15296462381664172
111,0.0
112,0.15296462381664172
113,0.06743065935891046
114,0.019598073409732575
115,0.0
116,0.22504567347616683
117,0.240325527321043
118,0.314067430659359
119,0.15296462381664172
120,0.15296462381664172
121,0.15296462381664172
122,0.15296462381664172
123,0.15296462381664172
124,0.15296462381664172
125,0.15296462381664172
126,0.7443946188340806
127,0.48131539611360247
128,0.6852682278691247
129,0.5563859823949511
130,0.19581464872944693
131,0.5105464208603221
132,0.15296462381664172
133,0.15296462381664172
134,0.052981232353429664
135,0.7342634113934563
136,0.7661518020262414
137,0.7566849360571333
138,0.515362896528816
139,0.5716658362398273
140,0.6841056302939712
141,0.3579139677794387
142,0.329015113768477
143,0.537950506560372
144,0.12522836738083376
145,0.0
146,0.240325527321043
147,0.6997176548746056
148,0.3506062115927588
149,0.3926258096661684
150,0.09300780601229025
151,0.1825278192991197
152,0.32320212589270897
153,0.052981232353429664
154,0.0
155,0.20810496595249955
156,0.38863976083707025
157,0.41787078558379004
158,0.3202125892708852
159,0.3906327852516193
160,0.5198472014615512
161,0.23036040524829765
162,0.22504567347616683
163,0.3044344793223717
164,0.340142833416376
165,0.4552399933565853
