,P_charged_centers,N_charged_centers,cLogP,Hbond_D,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,Size,Zeta,RLU_ARPE19
330,1.0,1.0,9.784,2.0,4.0,50.0,60.0,10.0,136.1666667,-2.57,0.20810496595249955
331,1.0,1.0,9.784,2.0,8.0,50.0,60.0,10.0,129.5,-1.666333333,0.27553562531141
333,1.0,1.0,9.784,2.0,4.0,50.0,80.0,10.0,143.0333333,-3.51,0.10446769639594755
334,1.0,1.0,9.784,2.0,8.0,50.0,80.0,10.0,134.7,-36.66666667,0.19581464872944693
335,1.0,1.0,9.784,2.0,12.0,50.0,80.0,10.0,135.2333333,-2.383333333,0.759508387311078
339,1.0,1.0,9.784,2.0,4.0,10.0,40.0,10.0,132.7666667,-5.483333333,0.6779604716824448
341,1.0,1.0,9.784,2.0,12.0,10.0,40.0,10.0,153.0,-1.983333333,0.2831755522338482
342,1.0,1.0,9.784,2.0,4.0,10.0,60.0,10.0,156.7333333,-3.656666667,0.21391795382826778
343,1.0,1.0,9.784,2.0,8.0,10.0,60.0,10.0,134.0666667,-1.370333333,0.4427835907656536
344,1.0,1.0,9.784,2.0,12.0,10.0,60.0,10.0,167.5,-2.37,0.8868958644743397
345,1.0,1.0,9.784,2.0,4.0,10.0,80.0,10.0,144.4333333,-4.92,0.8857332668991862
346,1.0,1.0,9.784,2.0,8.0,10.0,80.0,10.0,161.1333333,-31.9,0.8963627304434478
347,1.0,1.0,9.784,2.0,12.0,10.0,80.0,10.0,118.1666667,-2.056666667,0.8174721807008802
351,1.0,1.0,9.784,2.0,4.0,1.0,40.0,10.0,157.5,-3.126666667,0.20212589270885234
352,1.0,1.0,9.784,2.0,8.0,1.0,40.0,10.0,140.4666667,-1.383333333,0.6434147151635943
354,1.0,1.0,9.784,2.0,4.0,1.0,60.0,10.0,153.2,-2.37,0.5171898355754858
355,1.0,1.0,9.784,2.0,8.0,1.0,60.0,10.0,129.7666667,-1.059,0.5190167746221557
356,1.0,1.0,9.784,2.0,12.0,1.0,60.0,10.0,145.7333333,-1.533333333,0.5435974090682612
357,1.0,1.0,9.784,2.0,4.0,1.0,80.0,10.0,165.1666667,-3.313333333,0.11526324530808835
358,1.0,1.0,9.784,2.0,8.0,1.0,80.0,10.0,157.6666667,15.6,0.5216741405082213
359,1.0,1.0,9.784,2.0,12.0,1.0,80.0,10.0,140.5666667,-1.012333333,0.10446769639594755
360,1.0,0.0,12.515,0.0,4.0,200.0,20.0,500.0,157.3333333,5.9,0.4338149809001827
361,1.0,0.0,12.515,0.0,8.0,200.0,20.0,500.0,138.8333333,5.12,0.8545092177379174
363,1.0,0.0,12.515,0.0,4.0,200.0,40.0,500.0,175.8333333,12.9,0.7704700215910978
364,1.0,0.0,12.515,0.0,8.0,200.0,40.0,500.0,172.5333333,1.866666667,0.5371200797209765
365,1.0,0.0,12.515,0.0,12.0,200.0,40.0,500.0,173.3,6.673333333,0.5628633117422355
366,1.0,0.0,12.515,0.0,4.0,200.0,60.0,500.0,222.7333333,16.2,0.6317887394120578
367,1.0,0.0,12.515,0.0,8.0,200.0,60.0,500.0,163.4666667,13.33333333,0.09300780601229025
368,1.0,0.0,12.515,0.0,12.0,200.0,60.0,500.0,132.7666667,15.63333333,0.2632453080883575
369,1.0,0.0,12.515,0.0,4.0,200.0,80.0,500.0,172.6333333,-10.96666667,0.019598073409732575
370,1.0,0.0,12.515,0.0,8.0,200.0,80.0,500.0,156.5,5.703333333,0.09300780601229025
372,1.0,0.0,12.515,0.0,4.0,100.0,20.0,500.0,126.4666667,1.823,0.03720312240491608
373,1.0,0.0,12.515,0.0,8.0,100.0,20.0,500.0,173.0,7.926666667,0.15296462381664172
374,1.0,0.0,12.515,0.0,12.0,100.0,20.0,500.0,198.5333333,2.883333333,0.15296462381664172
375,1.0,0.0,12.515,0.0,4.0,100.0,40.0,500.0,185.6666667,12.1,0.15296462381664172
376,1.0,0.0,12.515,0.0,8.0,100.0,40.0,500.0,160.6,4.013333333,0.03720312240491608
377,1.0,0.0,12.515,0.0,12.0,100.0,40.0,500.0,183.8333333,2.956666667,0.09300780601229025
378,1.0,0.0,12.515,0.0,4.0,100.0,60.0,500.0,224.0,22.76666667,0.03720312240491608
379,1.0,0.0,12.515,0.0,8.0,100.0,60.0,500.0,147.6666667,9.33,0.15296462381664172
380,1.0,0.0,12.515,0.0,12.0,100.0,60.0,500.0,146.4333333,19.53333333,0.15296462381664172
381,1.0,0.0,12.515,0.0,4.0,100.0,80.0,500.0,170.8666667,7.633333333,0.0
382,1.0,0.0,12.515,0.0,8.0,100.0,80.0,500.0,136.8333333,7.98,0.15296462381664172
383,1.0,0.0,12.515,0.0,12.0,100.0,80.0,500.0,290.3,-25.13333333,0.15296462381664172
384,1.0,0.0,12.515,0.0,4.0,50.0,20.0,500.0,122.2,18.9,0.15296462381664172
386,1.0,0.0,12.515,0.0,12.0,50.0,20.0,500.0,186.9666667,2.883333333,0.06743065935891046
387,1.0,0.0,12.515,0.0,4.0,50.0,40.0,500.0,153.4666667,17.63333333,0.03720312240491608
388,1.0,0.0,12.515,0.0,8.0,50.0,40.0,500.0,204.5333333,0.663333333,0.06743065935891046
389,1.0,0.0,12.515,0.0,12.0,50.0,40.0,500.0,177.8333333,3.57,0.20810496595249955
390,1.0,0.0,12.515,0.0,4.0,50.0,60.0,500.0,193.0,24.03333333,0.15296462381664172
391,1.0,0.0,12.515,0.0,8.0,50.0,60.0,500.0,155.2333333,9.956666667,0.10446769639594755
392,1.0,0.0,12.515,0.0,12.0,50.0,60.0,500.0,133.8333333,18.63333333,0.2195648563361568
393,1.0,0.0,12.515,0.0,4.0,50.0,80.0,500.0,204.0333333,6.13,0.1753861484803188
394,1.0,0.0,12.515,0.0,8.0,50.0,80.0,500.0,118.1,9.33,0.24995847865803028
396,1.0,0.0,12.515,0.0,4.0,10.0,20.0,500.0,105.7,44.06666667,0.12522836738083376
397,1.0,0.0,12.515,0.0,8.0,10.0,20.0,500.0,131.2333333,25.86666667,0.15296462381664172
399,1.0,0.0,12.515,0.0,4.0,10.0,40.0,500.0,204.4333333,26.16666667,0.06743065935891046
400,1.0,0.0,12.515,0.0,8.0,10.0,40.0,500.0,135.9,27.06666667,0.7098488623152299
401,1.0,0.0,12.515,0.0,12.0,10.0,40.0,500.0,199.2666667,22.36666667,0.2195648563361568
402,1.0,0.0,12.515,0.0,4.0,10.0,60.0,500.0,157.6333333,30.7,0.329015113768477
403,1.0,0.0,12.515,0.0,8.0,10.0,60.0,500.0,133.6333333,15.33333333,0.15230028234512538
404,1.0,0.0,12.515,0.0,12.0,10.0,60.0,500.0,139.3666667,20.86666667,0.7737917289486798
405,1.0,0.0,12.515,0.0,4.0,10.0,80.0,500.0,138.7666667,15.56666667,0.22504567347616683
406,1.0,0.0,12.515,0.0,8.0,10.0,80.0,500.0,143.8333333,18.4,0.019598073409732575
408,1.0,0.0,12.515,0.0,4.0,1.0,20.0,500.0,137.3,19.9,0.6106958976914134
409,1.0,0.0,12.515,0.0,8.0,1.0,20.0,500.0,899.4,16.3,0.7937219730941703
410,1.0,0.0,12.515,0.0,12.0,1.0,20.0,500.0,158.2333333,12.23333333,0.6998837402424847
411,1.0,0.0,12.515,0.0,4.0,1.0,40.0,500.0,214.0333333,5.41,0.6464042517854178
412,1.0,0.0,12.515,0.0,8.0,1.0,40.0,500.0,173.5,22.13333333,0.29413718651386817
414,1.0,0.0,12.515,0.0,4.0,1.0,60.0,500.0,218.4,22.4,0.7131705696728119
415,1.0,0.0,12.515,0.0,8.0,1.0,60.0,500.0,152.1333333,23.5,0.23036040524829765
416,1.0,0.0,12.515,0.0,12.0,1.0,60.0,500.0,101.8666667,21.46666667,0.16043846537120082
417,1.0,0.0,12.515,0.0,4.0,1.0,80.0,500.0,200.6,12.93333333,0.3044344793223717
418,1.0,0.0,12.515,0.0,8.0,1.0,80.0,500.0,133.7333333,31.5,0.08071748878923762
420,1.0,0.0,12.515,0.0,4.0,200.0,20.0,100.0,2056.666667,-27.6,0.08071748878923762
421,1.0,0.0,12.515,0.0,8.0,200.0,20.0,100.0,576.1666667,-2.563333333,0.4338149809001827
422,1.0,0.0,12.515,0.0,12.0,200.0,20.0,100.0,453.7333333,1.926666667,0.46935724962630804
423,1.0,0.0,12.515,0.0,4.0,200.0,40.0,100.0,157.1,-3.873333333,0.3044344793223717
425,1.0,0.0,12.515,0.0,12.0,200.0,40.0,100.0,154.0333333,-2.93,0.06743065935891046
426,1.0,0.0,12.515,0.0,4.0,200.0,60.0,100.0,187.9,-3.706666667,0.052981232353429664
427,1.0,0.0,12.515,0.0,8.0,200.0,60.0,100.0,151.0666667,-1.271,0.20212589270885234
428,1.0,0.0,12.515,0.0,12.0,200.0,60.0,100.0,165.1666667,4.56,0.15296462381664172
429,1.0,0.0,12.515,0.0,4.0,200.0,80.0,100.0,152.2,1.253333333,0.0
430,1.0,0.0,12.515,0.0,8.0,200.0,80.0,100.0,143.4666667,4.306666667,0.15296462381664172
431,1.0,0.0,12.515,0.0,12.0,200.0,80.0,100.0,119.9666667,3.433333333,0.6042185683441288
433,1.0,0.0,12.515,0.0,8.0,100.0,20.0,100.0,115.6666667,3.27,0.5087194818136522
434,1.0,0.0,12.515,0.0,12.0,100.0,20.0,100.0,388.5666667,-0.77,0.33748546753031056
435,1.0,0.0,12.515,0.0,4.0,100.0,40.0,100.0,176.5,-3.76,0.4291645905995683
436,1.0,0.0,12.515,0.0,8.0,100.0,40.0,100.0,214.0333333,-3.076666667,0.5296462381664175
437,1.0,0.0,12.515,0.0,12.0,100.0,40.0,100.0,199.2,-2.876666667,0.20212589270885234
438,1.0,0.0,12.515,0.0,4.0,100.0,60.0,100.0,182.5333333,-2.633333333,0.09300780601229025
439,1.0,0.0,12.515,0.0,8.0,100.0,60.0,100.0,155.6333333,-2.463333333,0.21391795382826778
440,1.0,0.0,12.515,0.0,12.0,100.0,60.0,100.0,181.7,2.173333333,0.15296462381664172
441,1.0,0.0,12.515,0.0,4.0,100.0,80.0,100.0,175.7,-1.211333333,0.15296462381664172
442,1.0,0.0,12.515,0.0,8.0,100.0,80.0,100.0,162.9666667,2.933333333,0.0
443,1.0,0.0,12.515,0.0,12.0,100.0,80.0,100.0,128.4666667,3.573333333,0.6618501909981731
445,1.0,0.0,12.515,0.0,8.0,50.0,20.0,100.0,139.2,1.826666667,0.240325527321043
447,1.0,0.0,12.515,0.0,4.0,50.0,40.0,100.0,162.2333333,-3.646666667,0.2544427835907657
448,1.0,0.0,12.515,0.0,8.0,50.0,40.0,100.0,223.1333333,-2.73,0.09300780601229025
450,1.0,0.0,12.515,0.0,4.0,50.0,60.0,100.0,207.0333333,-5.89,0.27553562531141
451,1.0,0.0,12.515,0.0,8.0,50.0,60.0,100.0,154.4666667,-0.982333333,0.24514200298953664
452,1.0,0.0,12.515,0.0,12.0,50.0,60.0,100.0,170.7333333,3.386666667,0.24995847865803028
453,1.0,0.0,12.515,0.0,4.0,50.0,80.0,100.0,149.4333333,2.24,0.15296462381664172
454,1.0,0.0,12.515,0.0,8.0,50.0,80.0,100.0,171.1333333,1.28,0.18933731938216242
455,1.0,0.0,12.515,0.0,12.0,50.0,80.0,100.0,163.5333333,2.923333333,0.5945856170071417
460,1.0,0.0,12.515,0.0,8.0,10.0,40.0,100.0,146.1333333,-2.403333333,0.23036040524829765
461,1.0,0.0,12.515,0.0,12.0,10.0,40.0,100.0,231.5,-2.746666667,0.21391795382826778
462,1.0,0.0,12.515,0.0,4.0,10.0,60.0,100.0,161.8333333,-1.385333333,0.37402424846371046
463,1.0,0.0,12.515,0.0,8.0,10.0,60.0,100.0,137.9,-0.514,0.019598073409732575
464,1.0,0.0,12.515,0.0,12.0,10.0,60.0,100.0,150.0,2.373333333,0.15296462381664172
465,1.0,0.0,12.515,0.0,4.0,10.0,80.0,100.0,169.0,-0.684,0.24995847865803028
466,1.0,0.0,12.515,0.0,8.0,10.0,80.0,100.0,125.6,2.273333333,0.5115429330675967
467,1.0,0.0,12.515,0.0,12.0,10.0,80.0,100.0,136.8666667,4.91,0.4869622986214915
469,1.0,0.0,12.515,0.0,8.0,1.0,20.0,100.0,130.5333333,4.226666667,0.4338149809001827
471,1.0,0.0,12.515,0.0,4.0,1.0,40.0,100.0,161.9,-3.153333333,0.3926258096661684
473,1.0,0.0,12.515,0.0,12.0,1.0,40.0,100.0,354.4666667,-1.543333333,0.019598073409732575
474,1.0,0.0,12.515,0.0,4.0,1.0,60.0,100.0,202.1,-2.55,0.23036040524829765
475,1.0,0.0,12.515,0.0,8.0,1.0,60.0,100.0,139.7,0.63,0.13469523334994188
476,1.0,0.0,12.515,0.0,12.0,1.0,60.0,100.0,122.8,6.336666667,0.0
477,1.0,0.0,12.515,0.0,4.0,1.0,80.0,100.0,152.7666667,6.34,0.15296462381664172
478,1.0,0.0,12.515,0.0,8.0,1.0,80.0,100.0,134.0,12.86666667,0.22504567347616683
479,1.0,0.0,12.515,0.0,12.0,1.0,80.0,100.0,194.4666667,6.843333333,0.03720312240491608
481,1.0,0.0,12.515,0.0,8.0,200.0,20.0,10.0,151.5333333,-2.966666667,0.1680783922936389
483,1.0,0.0,12.515,0.0,4.0,200.0,40.0,10.0,99.71,-1.186666667,0.08071748878923762
484,1.0,0.0,12.515,0.0,8.0,200.0,40.0,10.0,247.2666667,-3.813333333,0.2544427835907657
487,1.0,0.0,12.515,0.0,8.0,200.0,60.0,10.0,297.0,-9.57,0.15296462381664172
488,1.0,0.0,12.515,0.0,12.0,200.0,60.0,10.0,134.1333333,-1.092,0.1436638432154127
489,1.0,0.0,12.515,0.0,4.0,200.0,80.0,10.0,165.4666667,-1.492333333,0.49858827437302783
490,1.0,0.0,12.515,0.0,8.0,200.0,80.0,10.0,110.9666667,-1.123,0.47417372529480156
491,1.0,0.0,12.515,0.0,12.0,200.0,80.0,10.0,128.5333333,-0.810666667,0.5387809333997675
495,1.0,0.0,12.515,0.0,4.0,100.0,40.0,10.0,116.2666667,-1.833333333,0.314067430659359
496,1.0,0.0,12.515,0.0,8.0,100.0,40.0,10.0,285.1333333,-6.416666667,0.11526324530808835
499,1.0,0.0,12.515,0.0,8.0,100.0,60.0,10.0,293.6333333,-9.726666667,0.8231190832087694
500,1.0,0.0,12.515,0.0,12.0,100.0,60.0,10.0,162.9333333,-1.077,0.7998671317056967
501,1.0,0.0,12.515,0.0,4.0,100.0,80.0,10.0,170.3,-2.533333333,0.8232851685766482
502,1.0,0.0,12.515,0.0,8.0,100.0,80.0,10.0,136.5,-0.168,0.7513702042850023
503,1.0,0.0,12.515,0.0,12.0,100.0,80.0,10.0,108.9333333,-0.043,0.7088523501079556
507,1.0,0.0,12.515,0.0,4.0,50.0,40.0,10.0,133.4,-0.863666667,0.3044344793223717
508,1.0,0.0,12.515,0.0,8.0,50.0,40.0,10.0,282.5,-7.106666667,0.297624979239329
510,1.0,0.0,12.515,0.0,4.0,50.0,60.0,10.0,4622.333333,-22.2,0.5419365553894702
511,1.0,0.0,12.515,0.0,8.0,50.0,60.0,10.0,296.5666667,-14.66666667,0.687593423019432
512,1.0,0.0,12.515,0.0,12.0,50.0,60.0,10.0,138.1666667,-1.203333333,0.40209267563527656
513,1.0,0.0,12.515,0.0,4.0,50.0,80.0,10.0,159.1333333,-2.56,0.5578807507058627
514,1.0,0.0,12.515,0.0,8.0,50.0,80.0,10.0,117.1333333,-0.0463,0.6693240325527321
515,1.0,0.0,12.515,0.0,12.0,50.0,80.0,10.0,118.5666667,-0.131666667,0.15296462381664172
516,1.0,0.0,12.515,0.0,4.0,10.0,20.0,10.0,122.3666667,-1.79,0.24514200298953664
519,1.0,0.0,12.515,0.0,4.0,10.0,40.0,10.0,119.1333333,-0.88,0.03720312240491608
520,1.0,0.0,12.515,0.0,8.0,10.0,40.0,10.0,393.5333333,-13.16666667,0.15296462381664172
523,1.0,0.0,12.515,0.0,8.0,10.0,60.0,10.0,309.2,-9.383333333,0.15296462381664172
524,1.0,0.0,12.515,0.0,12.0,10.0,60.0,10.0,135.1,-1.427,0.15296462381664172
525,1.0,0.0,12.515,0.0,4.0,10.0,80.0,10.0,178.8,-2.843333333,0.0
526,1.0,0.0,12.515,0.0,8.0,10.0,80.0,10.0,114.0333333,0.044333333,0.15296462381664172
527,1.0,0.0,12.515,0.0,12.0,10.0,80.0,10.0,99.51,-0.3501,0.15296462381664172
528,1.0,0.0,12.515,0.0,4.0,1.0,20.0,10.0,142.0666667,-2.13,0.15296462381664172
529,1.0,0.0,12.515,0.0,8.0,1.0,20.0,10.0,155.0333333,-0.929,0.019598073409732575
530,1.0,0.0,12.515,0.0,12.0,1.0,20.0,10.0,123.6666667,-0.883333333,0.06743065935891046
531,1.0,0.0,12.515,0.0,4.0,1.0,40.0,10.0,108.2666667,-1.0292,0.15296462381664172
532,1.0,0.0,12.515,0.0,8.0,1.0,40.0,10.0,247.7,-6.423333333,0.1825278192991197
536,1.0,0.0,12.515,0.0,12.0,1.0,60.0,10.0,117.0333333,-1.237,0.15296462381664172
537,1.0,0.0,12.515,0.0,4.0,1.0,80.0,10.0,137.2333333,-0.065666667,0.03720312240491608
538,1.0,0.0,12.515,0.0,8.0,1.0,80.0,10.0,104.4666667,2.526666667,0.15296462381664172
539,1.0,0.0,12.515,0.0,12.0,1.0,80.0,10.0,99.66666667,1.341666667,0.15296462381664172
540,1.0,1.0,6.12,0.0,4.0,200.0,20.0,500.0,445.6,-20.0,0.15296462381664172
541,1.0,1.0,6.12,0.0,8.0,200.0,20.0,500.0,388.5666667,-2.833333333,0.15296462381664172
542,1.0,1.0,6.12,0.0,12.0,200.0,20.0,500.0,168.4666667,-0.537666667,0.019598073409732575
543,1.0,1.0,6.12,0.0,4.0,200.0,40.0,500.0,206.4666667,-0.144176667,0.15296462381664172
544,1.0,1.0,6.12,0.0,8.0,200.0,40.0,500.0,266.9333333,-1.186333333,0.0
545,1.0,1.0,6.12,0.0,12.0,200.0,40.0,500.0,295.5333333,-1.356666667,0.12522836738083376
546,1.0,1.0,6.12,0.0,4.0,200.0,60.0,500.0,213.1,-2.03,0.15296462381664172
547,1.0,1.0,6.12,0.0,8.0,200.0,60.0,500.0,226.5333333,0.105433333,0.15296462381664172
548,1.0,1.0,6.12,0.0,12.0,200.0,60.0,500.0,191.9333333,0.3688,0.15296462381664172
549,1.0,1.0,6.12,0.0,4.0,200.0,80.0,500.0,204.2,-2.123333333,0.15296462381664172
550,1.0,1.0,6.12,0.0,8.0,200.0,80.0,500.0,153.2,1.007666667,0.15296462381664172
551,1.0,1.0,6.12,0.0,12.0,200.0,80.0,500.0,145.8666667,-0.358366667,0.15296462381664172
552,1.0,1.0,6.12,0.0,4.0,100.0,20.0,500.0,380.3333333,-7.156666667,0.06743065935891046
553,1.0,1.0,6.12,0.0,8.0,100.0,20.0,500.0,300.7,-7.346666667,0.12522836738083376
554,1.0,1.0,6.12,0.0,12.0,100.0,20.0,500.0,323.3666667,-1.173666667,0.11526324530808835
555,1.0,1.0,6.12,0.0,4.0,100.0,40.0,500.0,197.5333333,-0.223666667,0.10446769639594755
558,1.0,1.0,6.12,0.0,4.0,100.0,60.0,500.0,236.7333333,1.45,0.08071748878923762
559,1.0,1.0,6.12,0.0,8.0,100.0,60.0,500.0,169.5666667,2.546666667,0.09300780601229025
560,1.0,1.0,6.12,0.0,12.0,100.0,60.0,500.0,227.0666667,2.25,0.15296462381664172
561,1.0,1.0,6.12,0.0,4.0,100.0,80.0,500.0,198.8,-5.656666667,0.15296462381664172
562,1.0,1.0,6.12,0.0,8.0,100.0,80.0,500.0,148.5333333,-0.2858,0.15296462381664172
563,1.0,1.0,6.12,0.0,12.0,100.0,80.0,500.0,134.8333333,3.186666667,0.019598073409732575
564,1.0,1.0,6.12,0.0,4.0,50.0,20.0,500.0,160.3666667,3.713333333,0.019598073409732575
565,1.0,1.0,6.12,0.0,8.0,50.0,20.0,500.0,394.7333333,-4.73,0.15230028234512538
566,1.0,1.0,6.12,0.0,12.0,50.0,20.0,500.0,294.7666667,-2.64,0.3346620162763661
567,1.0,1.0,6.12,0.0,4.0,50.0,40.0,500.0,174.7,1.836666667,0.34545756518850684
568,1.0,1.0,6.12,0.0,8.0,50.0,40.0,500.0,308.0666667,5.443333333,0.2906493937884073
569,1.0,1.0,6.12,0.0,12.0,50.0,40.0,500.0,458.9333333,-1.491333333,0.3428001993024415
570,1.0,1.0,6.12,0.0,4.0,50.0,60.0,500.0,191.4333333,-1.055666667,0.4369706028898854
571,1.0,1.0,6.12,0.0,8.0,50.0,60.0,500.0,201.9333333,4.203333333,
572,1.0,1.0,6.12,0.0,12.0,50.0,60.0,500.0,211.8333333,0.894,
573,1.0,1.0,6.12,0.0,4.0,50.0,80.0,500.0,190.4333333,-0.884,
574,1.0,1.0,6.12,0.0,8.0,50.0,80.0,500.0,190.6333333,-0.851,
575,1.0,1.0,6.12,0.0,12.0,50.0,80.0,500.0,128.8,2.053333333,
576,1.0,1.0,6.12,0.0,4.0,10.0,20.0,500.0,595.8333333,-15.63333333,
577,1.0,1.0,6.12,0.0,8.0,10.0,20.0,500.0,377.5666667,-3.236666667,
578,1.0,1.0,6.12,0.0,12.0,10.0,20.0,500.0,288.2333333,-2.386666667,
579,1.0,1.0,6.12,0.0,4.0,10.0,40.0,500.0,217.5333333,-1.123333333,
580,1.0,1.0,6.12,0.0,8.0,10.0,40.0,500.0,218.9666667,0.326666667,
581,1.0,1.0,6.12,0.0,12.0,10.0,40.0,500.0,316.5666667,6.206666667,
582,1.0,1.0,6.12,0.0,4.0,10.0,60.0,500.0,273.8,-2.076666667,
583,1.0,1.0,6.12,0.0,8.0,10.0,60.0,500.0,146.0,1.556666667,
584,1.0,1.0,6.12,0.0,12.0,10.0,60.0,500.0,181.1666667,-0.4172,
585,1.0,1.0,6.12,0.0,4.0,10.0,80.0,500.0,275.1,-2.526666667,
586,1.0,1.0,6.12,0.0,8.0,10.0,80.0,500.0,160.8666667,-0.499666667,
587,1.0,1.0,6.12,0.0,12.0,10.0,80.0,500.0,155.4,-0.839666667,
588,1.0,1.0,6.12,0.0,4.0,1.0,20.0,500.0,720.4,-2.03,
590,1.0,1.0,6.12,0.0,12.0,1.0,20.0,500.0,343.4,0.513666667,
591,1.0,1.0,6.12,0.0,4.0,1.0,40.0,500.0,221.6333333,0.588,
592,1.0,1.0,6.12,0.0,8.0,1.0,40.0,500.0,288.5,1.082333333,
593,1.0,1.0,6.12,0.0,12.0,1.0,40.0,500.0,253.8,1.406666667,
594,1.0,1.0,6.12,0.0,4.0,1.0,60.0,500.0,289.6666667,0.446333333,
595,1.0,1.0,6.12,0.0,8.0,1.0,60.0,500.0,132.6,5.146666667,
596,1.0,1.0,6.12,0.0,12.0,1.0,60.0,500.0,241.5333333,2.226666667,
597,1.0,1.0,6.12,0.0,4.0,1.0,80.0,500.0,269.8333333,-8.26,
598,1.0,1.0,6.12,0.0,8.0,1.0,80.0,500.0,210.1666667,-1.306,
599,1.0,1.0,6.12,0.0,12.0,1.0,80.0,500.0,200.7333333,1.663666667,
600,1.0,1.0,6.12,0.0,4.0,200.0,20.0,100.0,665.4,-4.956666667,
601,1.0,1.0,6.12,0.0,8.0,200.0,20.0,100.0,461.8666667,-3.503333333,
602,1.0,1.0,6.12,0.0,12.0,200.0,20.0,100.0,426.1,-2.953333333,
603,1.0,1.0,6.12,0.0,4.0,200.0,40.0,100.0,278.2,-3.166666667,
604,1.0,1.0,6.12,0.0,8.0,200.0,40.0,100.0,185.7333333,2.283333333,
605,1.0,1.0,6.12,0.0,12.0,200.0,40.0,100.0,244.9,2.306666667,
606,1.0,1.0,6.12,0.0,4.0,200.0,60.0,100.0,217.0666667,-1.85,
607,1.0,1.0,6.12,0.0,8.0,200.0,60.0,100.0,222.0666667,0.132760333,
608,1.0,1.0,6.12,0.0,12.0,200.0,60.0,100.0,187.0666667,-0.077333333,
609,1.0,1.0,6.12,0.0,4.0,200.0,80.0,100.0,186.3666667,-4.35,
610,1.0,1.0,6.12,0.0,8.0,200.0,80.0,100.0,208.6666667,-1.425333333,
611,1.0,1.0,6.12,0.0,12.0,200.0,80.0,100.0,200.6333333,-0.192333333,
612,1.0,1.0,6.12,0.0,4.0,100.0,20.0,100.0,411.7333333,-4.316666667,
614,1.0,1.0,6.12,0.0,12.0,100.0,20.0,100.0,219.3333333,2.13,
615,1.0,1.0,6.12,0.0,4.0,100.0,40.0,100.0,265.8666667,-2.493333333,
616,1.0,1.0,6.12,0.0,8.0,100.0,40.0,100.0,174.9,-0.763333333,
617,1.0,1.0,6.12,0.0,12.0,100.0,40.0,100.0,221.6,3.32,
618,1.0,1.0,6.12,0.0,4.0,100.0,60.0,100.0,180.1666667,0.096,
619,1.0,1.0,6.12,0.0,8.0,100.0,60.0,100.0,213.7666667,-1.543333333,
620,1.0,1.0,6.12,0.0,12.0,100.0,60.0,100.0,176.4333333,-0.458,
621,1.0,1.0,6.12,0.0,4.0,100.0,80.0,100.0,180.8666667,-3.533333333,
622,1.0,1.0,6.12,0.0,8.0,100.0,80.0,100.0,171.9333333,-2.693333333,
623,1.0,1.0,6.12,0.0,12.0,100.0,80.0,100.0,192.2,-1.073,
626,1.0,1.0,6.12,0.0,12.0,50.0,20.0,100.0,237.1333333,-0.988333333,
627,1.0,1.0,6.12,0.0,4.0,50.0,40.0,100.0,194.0333333,-0.591633333,
628,1.0,1.0,6.12,0.0,8.0,50.0,40.0,100.0,170.3,-1.048,
629,1.0,1.0,6.12,0.0,12.0,50.0,40.0,100.0,198.4,1.671666667,
630,1.0,1.0,6.12,0.0,4.0,50.0,60.0,100.0,174.6333333,0.497666667,
631,1.0,1.0,6.12,0.0,8.0,50.0,60.0,100.0,223.9666667,1.216666667,
632,1.0,1.0,6.12,0.0,12.0,50.0,60.0,100.0,202.3,-0.367833333,
633,1.0,1.0,6.12,0.0,4.0,50.0,80.0,100.0,233.2666667,-2.813333333,
634,1.0,1.0,6.12,0.0,8.0,50.0,80.0,100.0,167.0333333,0.119166667,
635,1.0,1.0,6.12,0.0,12.0,50.0,80.0,100.0,190.2333333,-1.521333333,
637,1.0,1.0,6.12,0.0,8.0,10.0,20.0,100.0,216.4,1.181,
638,1.0,1.0,6.12,0.0,12.0,10.0,20.0,100.0,314.3333333,-1.583333333,
639,1.0,1.0,6.12,0.0,4.0,10.0,40.0,100.0,207.4,-1.696666667,
640,1.0,1.0,6.12,0.0,8.0,10.0,40.0,100.0,180.6333333,1.110333333,
641,1.0,1.0,6.12,0.0,12.0,10.0,40.0,100.0,212.9666667,-0.2816,
642,1.0,1.0,6.12,0.0,4.0,10.0,60.0,100.0,253.3,-0.997666667,
643,1.0,1.0,6.12,0.0,8.0,10.0,60.0,100.0,170.7666667,1.956666667,
644,1.0,1.0,6.12,0.0,12.0,10.0,60.0,100.0,158.8333333,0.975666667,
645,1.0,1.0,6.12,0.0,4.0,10.0,80.0,100.0,188.7333333,-4.646666667,
646,1.0,1.0,6.12,0.0,8.0,10.0,80.0,100.0,206.5333333,-1.383,
647,1.0,1.0,6.12,0.0,12.0,10.0,80.0,100.0,182.9,0.969,
652,1.0,1.0,6.12,0.0,8.0,1.0,40.0,100.0,161.8333333,-0.225866667,
653,1.0,1.0,6.12,0.0,12.0,1.0,40.0,100.0,234.1666667,1.199666667,
654,1.0,1.0,6.12,0.0,4.0,1.0,60.0,100.0,227.1333333,1.106666667,
655,1.0,1.0,6.12,0.0,8.0,1.0,60.0,100.0,191.0333333,1.159666667,
656,1.0,1.0,6.12,0.0,12.0,1.0,60.0,100.0,173.0666667,0.740633333,
657,1.0,1.0,6.12,0.0,4.0,1.0,80.0,100.0,385.4666667,-5.563333333,
