,RLU_PC3
856,0.0
857,0.0
858,0.0
859,0.009204240941395797
860,0.08248864033554704
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.02295234766398696
869,0.0
870,0.0
871,0.0
872,0.17779331236164508
873,0.0
874,0.0
875,0.0
876,0.0
877,0.0
878,0.0
879,0.0
880,0.0
881,0.056507048817429795
882,0.0
883,0.0744494931842013
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.009204240941395797
892,0.23383432366305484
893,0.009204240941395797
894,0.0
895,0.0
896,0.0
897,0.0
898,0.0
899,0.0
900,0.009204240941395797
901,0.18769660957707096
902,0.25865082139112194
903,0.0
904,0.0
905,0.6034020738669463
906,0.0
907,0.0
908,0.5865082139112199
909,0.2421064895724106
910,0.20785273214493766
911,0.6511709192590004
912,0.0
913,0.16322963998601886
914,0.40312245135733427
915,0.0
916,0.02295234766398696
917,0.4797856227426308
918,0.0658277991378306
919,0.4753582663404404
920,0.7928463241290924
921,0.0
922,0.13724804846790167
923,0.7329605033205173
924,0.0
925,0.0
926,0.2496795992077362
927,0.0
928,0.03530234183851799
929,0.4440172433880928
930,0.1509961551904928
931,0.16322963998601886
932,0.38017010369334736
933,0.0658277991378306
934,0.1938716066643365
935,0.6423162064546196
936,0.056507048817429795
937,0.16707444949318423
938,0.0
939,0.0
940,0.16707444949318423
941,0.6208784807176978
942,0.09006174997087268
943,0.364674356285681
944,0.7726902015612256
945,0.02295234766398696
946,0.40102528253524417
947,0.7378538972387277
948,0.6550157287661657
949,0.6028195269719213
950,0.5279039962716998
951,0.8688104392403591
952,0.7091925900034952
953,0.610858674123267
954,0.8251194221134803
955,0.6142374461144122
956,0.6197133869276477
957,0.7526505883723641
958,0.7397180473028079
959,0.6545496912501457
960,0.10369334731445884
961,0.17779331236164508
962,0.09705231271117326
963,0.6792496795992078
964,0.42467668647326107
965,0.4518233717814284
966,0.2804380752650588
967,0.3332168239543284
968,0.6355586624723291
969,0.5233601304905044
970,0.5810322730979844
971,0.6651520447396015
972,0.34999417453104975
973,0.0
974,0.21309565420016313
975,0.2602819526971921
976,0.0
977,0.3575672841663754
978,0.0
979,0.5503903064196668
980,0.4726785506233252
981,0.3854130257485727
982,0.11604334148898987
983,0.5787020855178842
984,0.2532913899568916
985,0.13724804846790167
986,0.3783059536292671
987,0.6791331702202027
988,0.09006174997087268
989,0.542118140510311
990,0.7738552953512756
991,0.3257602236980077
992,0.6515204473960153
993,0.611674239776302
994,0.682511942211348
995,0.17080274962134456
996,0.0
997,0.21798904811837355
998,0.4993591984154724
999,0.7137364557846906
1000,0.3589653967144356
1001,0.5126412676220437
1002,0.8930443900734009
1003,0.7839916113247116
1004,0.8448095071653268
1005,0.706629383665385
1006,0.7965746242572527
1007,0.5161365489921939
1008,0.7852732144937669
1009,0.5492252126296168
1010,0.4475125247582431
1011,0.7594081323546547
1012,0.6789001514621927
1013,0.6044506582779914
1014,0.7751368985203309
1015,0.623791215192823
1016,0.6504718629849703
1017,0.7425142723989281
1018,0.7914482115810322
1019,0.5841780263311197
1020,0.0
1021,0.0
1022,0.0
1023,0.0
1024,0.0
1025,0.0
1026,0.11604334148898987
1027,0.0
1028,0.3927531166258884
1029,0.0
1030,0.12175230106023532
1031,0.44366771525107773
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.0
1037,0.0
1038,0.0
1039,0.11604334148898987
1040,0.2899918443434697
1041,0.03530234183851799
1042,0.31981824536875225
1043,0.5644879412792729
1044,0.0
1045,0.0
1046,0.0
1047,0.0
1048,0.03530234183851799
1049,0.43271583362460686
1050,0.009204240941395797
1051,0.08248864033554704
1052,0.6377723406734243
1053,0.0
1054,0.2532913899568916
1055,0.5013398578585576
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.09006174997087268
1061,0.3304205988582082
1062,0.5583129441920075
1063,0.4726785506233252
1064,0.6022369800768962
1065,0.576138879179774
1066,0.29756495397879534
1067,0.5258068274496097
1068,0.15519049283467318
1069,0.08248864033554704
1070,0.009204240941395797
1071,0.3257602236980077
1072,0.3611790749155307
1073,0.3367121053244786
1074,0.7069789118024
1075,0.7700104858441104
1076,0.6051497145520215
1077,0.6982407083770245
1078,0.7049982523593149
1079,0.6195968775486427
