,0,1,2,3,4,Train_size,Score_Type,Mean_MAE,sd,Percent_Error,Percent_SD
4,0.1534997807046799,0.07729230268900612,0.10382959005464316,0.09229720895821564,0.10660161388281697,4,Train,0.10670409925787236,0.02859511048237684,10.670409925787236,2.859511048237684
21,0.11655456762726273,0.10400818258598166,0.12834481412464993,0.11253012442397556,0.10054694318063165,21,Train,0.1123969263885003,0.01098216702480444,11.23969263885003,1.0982167024804441
39,0.03165399747501314,0.0331530835913455,0.029801879032148555,0.026987012778856772,0.029370022158263516,39,Train,0.0301931990071255,0.002345486649575331,3.0193199007125497,0.2345486649575331
56,0.011190819276433889,0.013245606053316938,0.014202908719362028,0.01229862896793597,0.015942839685190564,56,Train,0.013376160540447879,0.0018183226877721112,1.337616054044788,0.18183226877721112
74,0.007584746140867053,0.007508690343876648,0.007386842878925831,0.007341614761062388,0.007719087141924831,74,Train,0.007508196253331351,0.00015232459695097174,0.7508196253331351,0.015232459695097175
92,0.0044500433401541166,0.005114692357533987,0.004820606597530809,0.004896460085299265,0.005331538849963108,92,Train,0.004922668246096257,0.0003311065461437482,0.4922668246096257,0.03311065461437482
109,0.003405092132925927,0.004423484426971727,0.0034706557534303684,0.0034065650725748076,0.004003951667058324,109,Train,0.003741949810592231,0.00045625949005591147,0.3741949810592231,0.045625949005591145
127,0.0027448538564348434,0.003388586286032786,0.0025803059483045466,0.0029907976643588556,0.0031982986877198264,127,Train,0.0029805684885701716,0.0003277808290793908,0.29805684885701716,0.032778082907939085
144,0.002270958163147243,0.0026406148408177907,0.002332148552055056,0.0021372195677286632,0.0029130389556839636,144,Train,0.0024587960158865435,0.0003138983850235928,0.24587960158865435,0.03138983850235928
162,0.0021974385355708233,0.0021725943676040266,0.0018222465747490626,0.00220972073670976,0.0023671514712238035,162,Train,0.0021538303371714954,0.00020051882598763274,0.21538303371714954,0.020051882598763275
179,0.0018594320096652049,0.0018029270889410413,0.0014477873180763815,0.0019232988882135447,0.002160971665794358,179,Train,0.001838883394138106,0.000257651932155037,0.1838883394138106,0.025765193215503697
197,0.0015474731660239684,0.001839927119861091,0.001799705493569246,0.0016862114931006267,0.0019335354823044903,197,Train,0.0017613705509718844,0.00014889798620867963,0.17613705509718844,0.014889798620867962
214,0.001410661663704031,0.0015929488580274241,0.0016737770183408614,0.001491214454958869,0.0015022518625788372,214,Train,0.0015341707715220043,0.0001013204436415382,0.15341707715220043,0.01013204436415382
232,0.001212692890690949,0.0014869234521269474,0.0013165259769871841,0.0014281903424880858,0.0014498200181526138,232,Train,0.001378830536089156,0.00011252061017018433,0.13788305360891562,0.011252061017018433
249,0.0010767183291744752,0.0015394191086732924,0.0013518186058776097,0.0012047833959366303,0.001362615135266109,249,Train,0.0013070709149856233,0.00017507016429115993,0.13070709149856233,0.017507016429115993
267,0.001045225119736684,0.001368739622565556,0.0013086457179280358,0.0011931385107583363,0.00118556417946494,267,Train,0.0012202626300907102,0.00012493480086264751,0.12202626300907102,0.012493480086264752
285,0.0009989714259255721,0.0012154572720992386,0.001145690210403167,0.0010353726965757917,0.0012283172382707732,285,Train,0.0011247617686549085,0.00010392428233757793,0.11247617686549086,0.010392428233757793
302,0.0010129909949100895,0.0011582855833487606,0.0011244254671805944,0.0010804584153869456,0.0012494765543069077,302,Train,0.0011251274030266596,8.822210825859619e-05,0.11251274030266596,0.008822210825859619
320,0.0010812494402329547,0.0011831435339886456,0.000980812109033584,0.001084527052565892,0.0010362805192030678,320,Train,0.0010732025310048287,7.446349223162038e-05,0.10732025310048288,0.007446349223162038
337,0.0010559080836454546,0.0012010657039020739,0.0010149998535547724,0.000961739584112618,0.0011237872425387092,337,Train,0.0010715000935507255,9.354671381134707e-05,0.10715000935507255,0.009354671381134707
355,0.0010027751073285172,0.000972060160638317,0.0010194010654167656,0.001040693373024792,0.000989185952690299,355,Train,0.001004823131819738,2.6558042134848374e-05,0.1004823131819738,0.0026558042134848373
372,0.0009736069127741053,0.0010778911699870783,0.0009007506332213379,0.0010777712699010036,0.000947267236746779,372,Train,0.0009954574445260609,7.959272409020965e-05,0.09954574445260608,0.007959272409020965
390,0.0008844613316787124,0.0010417493574676568,0.0009968172856730528,0.001070133273636565,0.00100159604722364,390,Train,0.0009989514591359256,7.074257672171138e-05,0.09989514591359255,0.007074257672171139
407,0.0009862188944614041,0.0010055346055281252,0.0009536092905329506,0.0011274763048393648,0.0009312006015502435,407,Train,0.0010008079393824178,7.640836070972987e-05,0.10008079393824178,0.007640836070972987
425,0.0009274573869846675,0.0009840613952964232,0.001014296568987514,0.000931696451849193,0.0008781221685702416,425,Train,0.0009471267943376079,5.3062611146470305e-05,0.09471267943376079,0.00530626111464703
442,0.0010650472222236448,0.001034090378965908,0.0010404223049285616,0.0009714542140389564,0.0009332284006171176,442,Train,0.0010088485041548378,5.456437950755974e-05,0.10088485041548378,0.005456437950755974
460,0.0011669498844377,0.0011256811441247407,0.0008889134247587812,0.0009578972580053113,0.0009017792072545199,460,Train,0.0010082441837162106,0.00012950711687623282,0.10082441837162105,0.012950711687623281
478,0.0010094598590660564,0.0010573424275776237,0.0009610028121814319,0.0010276485237819273,0.000955005245330497,478,Train,0.0010020917735875073,4.377646292010964e-05,0.10020917735875073,0.004377646292010964
495,0.001097693630709656,0.001181617458879514,0.0010333166371796448,0.0011764288958052988,0.0009121471228031924,495,Train,0.0010802407490754613,0.00011212865312881161,0.10802407490754613,0.011212865312881161
513,0.001051104526458418,0.0011964679549666822,0.0010957582179284117,0.0013082842191680947,0.0009624604096425746,513,Train,0.0011228150656328363,0.00013361478693846952,0.11228150656328363,0.013361478693846952
