,14PA,18PG,DDAB,DOPE,DOTAP,DSPC,aggregate
0,0.06636678893317394,0.2575125194890352,0.09895922385309508,0.0802909032388135,0.49594439958493874,0.17849911727153978,0.06636678893317394
1,0.18316538626628198,0.09825254713414489,0.23710840064807504,0.0077787944828896505,0.13993704154019337,0.1317606639405191,0.18316538626628198
2,0.03406593129514712,0.010834485313585995,0.3255157066711387,0.28279832447565045,0.26450819902338824,0.14881912413178144,0.03406593129514712
3,0.0018944105753415652,0.36820667248147865,0.0917335088537296,0.4491990570314731,0.28615737306132566,0.2014322359143969,0.0018944105753415652
4,0.08805593579605675,0.3959497020885909,0.17067347772583374,0.04351495330091748,0.18755226874706848,0.31338499212535753,0.08805593579605675
5,0.1496777072115263,0.11879331689933414,0.4628966929347401,0.03566738017659554,0.23861178182557258,0.535768607941987,0.1496777072115263
6,0.05721332698616266,0.32096260934116305,0.24689211498091956,0.3745268196227112,0.0968100535184293,0.018742967870237104,0.05721332698616266
7,0.029099875176688883,0.20659774165359934,0.19678692812611653,0.12447035126520267,0.23305339111852008,0.1511066438375085,0.029099875176688883
8,0.05948422681024701,0.14729357193005344,0.396602167314972,0.17629037108972945,0.3539540184737099,0.13485792831295018,0.05948422681024701
9,0.09742991185255978,0.009215958210235797,0.6275489278470816,0.3515360972152017,0.13474302766930557,0.04886649924444769,0.09742991185255978
10,0.4687549016254011,0.36761037816046993,0.2992601119896635,0.14569494887562495,0.06453786605296197,0.16331394206047734,0.4687549016254011
11,0.4485504367488593,0.34257193801249064,0.28828755289718044,0.04591909342830791,0.17260276245427858,0.002587496472894135,0.4485504367488593
12,0.08823853693082873,0.16514172944893984,0.062279477789522086,0.17394509137395942,0.270632109885693,0.21196148848601315,0.08823853693082873
13,0.07605206953709309,0.05670940854855688,0.15005949219970338,0.13896761353427067,0.07766673728199702,0.18624005870162563,0.07605206953709309
14,0.050638460791474715,0.0033765800291971626,0.2649861451917882,0.11274740529280325,0.26089187426462174,0.08848228490124199,0.050638460791474715
15,0.1383953589848207,0.4773747499654104,0.07419354033394004,0.46550100927576266,0.24334647432974338,0.31552992817186315,0.1383953589848207
16,0.08427181588241284,0.19735672061032128,0.2727601665017282,0.11898872302812069,0.20790862872128468,0.37133200736313193,0.08427181588241284
