,HEK293,B16,HepG2,PC3,N2a,ARPE19
HEK293,1.0,0.6297938670572502,0.6998454650694617,0.7830724274048271,,
B16,0.6297938670572503,1.0,0.615529955962493,0.6293520189464148,,
HepG2,0.6998454650694617,0.615529955962493,1.0,0.8360987098338301,,
PC3,0.7830724274048271,0.6293520189464147,0.83609870983383,1.0,,
N2a,,,,,1.0,
ARPE19,,,,,,1.0
