LGBM,XGB,RF,DT,MLP,MLR,PLS,lasso,kNN
0.0604349590981918,0.035515657528261135,0.04124835097138496,0.027243589743589758,0.03329925620470764,0.06755814685960268,0.061929404153396345,0.07156686182496111,0.06762470601468448
0.014691643067899614,0.013424873352050781,0.009405918594174651,0.00020678246484698293,0.03290590525281387,0.06459024638046557,0.049398688866593515,0.11193560340240657,0.021024913010030837
0.04788933300658199,0.028641513204456265,0.0455868806466084,0.05648115325534681,0.043223421407147494,0.2482236193918149,0.256695708596966,0.18595859833779663,0.0717670892174846
0.048617749666657314,0.04879222902707367,0.042360723086277516,0.0516439205955335,0.02910146465091134,0.02956276375417434,0.023086153838324228,0.09108982525886025,0.021333342071147024
0.013508868276250557,0.06847776340688924,0.057145314530899244,0.025206782464847005,0.2704671625513586,0.10292298066612374,0.08297484443044775,0.033621425481897366,0.241310284757461
0.009534477440725886,0.03583975270624695,0.002271520454232012,0.010607940446650144,0.002782066727317678,0.0034368772324566144,0.005831546252161868,0.0629123891526484,0.23676205911392878
0.011561115425669259,0.0033259689807891846,0.019234583628736826,0.008219602977667488,0.0018156718672186142,0.04110311860248768,0.03953104166056426,0.11297714941244198,0.05720111552462968
0.04868494609477381,0.014636070053867273,0.04406661051948324,0.008705541770057917,0.021689813248610662,0.009095361604102459,0.006439259424315585,0.001298135046031379,0.007666661519326712
0.00023378943036095334,0.016167752722061057,0.003259595075623456,0.04709470636890001,0.11882988149711449,0.05019024625772994,0.06824812664157909,0.11747949847147549,0.03980070152993692
0.03806893929212012,0.028296709060668945,0.031504593217042826,0.0,0.028161630600176187,0.16943826271396245,0.15722884411417715,0.21949027616595726,0.09629523495872623
0.039430219502210234,0.038544619448230316,0.06787180685446217,0.10791459884201818,0.004369562410669964,0.044297392296858196,0.04621330312501029,0.05402235168393135,0.06615159982951715
0.012297516509719515,0.011658698320388794,0.025166896014678256,0.0,0.0718298835810722,0.02051611123096029,0.04256679008141184,0.0056285710419804735,0.021631462160647704
0.03205900910991283,0.06518390774726868,0.04685287304541337,0.03688482216708022,0.06256156142502886,0.15001670144313883,0.14369321346741798,0.2023063198441048,0.5068660314113433
0.04018723717416553,0.0031027214846598705,0.027158765545610558,0.06525463783528304,0.04271590300827252,0.09156241994101624,0.09995259986748636,0.015098407768843136,0.019769295885999322
0.03889897606357699,0.03955382298496363,0.10454136213435608,0.05321694434597659,0.05492721831625239,0.3101274974064883,0.3423879404327385,0.23461023033511483,0.10632466182306424
0.0314295428693232,0.05820392628067084,0.06153578721345898,0.02597704714640192,0.05732256162299393,0.06792949217227828,0.06405658127544861,0.12327828863536225,0.17700247365734054
0.09180488849171153,0.04146512154708529,0.05432057232082434,0.052460711331679066,0.06952483566268353,0.0052327086839995055,0.007100591207585022,0.05918136373170077,0.06951085805846702
0.03723417636471671,0.06902715023930553,0.00020318377299211043,0.2196029776674938,0.08551552682225474,0.06990727339584904,0.05262460419299178,0.004090917243605441,0.017420373939008804
0.0456765890664379,0.025142940363674898,0.023152903426844895,0.0532981803143093,0.03187186145860549,0.047584284921521475,0.047830980943179,0.07569636904090232,0.00498159901777584
0.0074385719651902694,0.0031756441685855674,0.016863115854799295,0.028787073141911836,0.050928337889960935,0.010602232508305767,0.0024372399871477046,0.04500224722306215,0.025114887000885246
0.023905003983567374,0.051234823992865636,0.0005827498088084304,0.041232423490488,0.029597366096781486,0.04134284813979011,0.038826013149793476,0.04455821483094427,0.04741515959458642
0.030749921024782148,0.04982590115790134,0.04216797413496021,0.009222497932175333,0.1001531257032428,0.08258516923211282,0.09417574305859575,0.09076726248715106,0.11967888674707236
0.004081252491214028,0.007902491132122519,0.03342213501664107,0.06066111308046791,0.11778533867671376,0.14795247910141499,0.12769494186667213,0.19135634336106389,0.01135464360368632
0.05854830410323558,0.05533082927426991,0.0598213887740095,0.10826785221946522,0.0034818954412176306,0.009989209721840198,0.016816177546066735,0.06854877379407803,0.02897935019254544
0.05985657474269379,0.024574429289775934,0.04524949514717658,0.06836228287841187,0.03765321017711676,0.0192234290719267,0.025536727036506,0.023312514536834028,0.06312931215404266
0.015121875459966266,0.0022912196278867814,0.019238635682939903,0.07015095119933826,0.06963698748425276,0.04488137702869796,0.0407182291852185,0.05380359287026942,0.02094142403072144
0.003971593955899869,0.01102513074874878,0.003316213468431205,0.0,0.044366854949406655,0.036866888473744135,0.02467277292966505,0.03874789270888515,0.09299471236059235
0.13444597448735449,0.06970963500766741,0.07900050310912199,0.1058467741935484,0.16276889306135342,0.186332249874319,0.20457125919397906,0.2102283685296159,0.013152013108165148
0.079334689207082,0.14233601790898295,0.03934729350883598,0.06066111308046791,0.03410936588038191,0.015312793444509101,0.01262975128981296,0.04425714511298487,0.05001882264225993
0.05304786957093224,0.04051386856460887,0.07520694319308213,0.04332092638544252,0.07551669611900177,0.10182766292448256,0.08455398003512893,0.14163476726100085,0.3358483427667079
0.05534690162753589,0.07362753194752955,0.10096040823535782,0.1335814722911497,0.1916188090077364,0.38183973128978776,0.3927049077951007,0.3398948953381691,0.15524459298831217
0.11832188628185597,0.12352426013638895,0.10073928433983859,0.06166253101736974,0.05828566907653576,0.04527663872083226,0.0664749051985486,0.1176007553088485,0.09169510142533388
0.006904004771757177,0.09057237241167582,0.09495129083133136,0.037565481113868204,0.1485057411572813,0.17674159195917344,0.18240719961117455,0.1750507902216979,0.1645095943238823
0.10853539284849417,0.12352481979885999,0.12254828575695514,0.10589330024813892,0.17365482483598133,0.3289596833284807,0.3322021624104491,0.27257377621085555,0.12220416417586993
0.020705136623655813,0.002275824546813965,0.03607918270871891,0.05291046319272123,0.10990210859514021,0.16993911178701698,0.15862965098311554,0.16735453877158785,0.06770436751337797
0.061123991630053956,0.04278826484313378,0.07169553694613788,0.04760132340777501,0.08981838727953934,0.05131493550092145,0.06527388092542515,0.05407147967931167,0.15630540087359235
0.04190532531750553,0.01331779170963171,0.03423913961262747,0.11247673697270469,0.0319908893368395,0.030150656556810266,0.0295559910817636,0.041653127964644404,0.008468520236394828
0.025790727918627437,0.012856572348781653,0.0040074343219505815,0.05502998345740279,0.13771394435849202,0.022727733483622642,0.031268817748809546,0.049633159992633596,0.039996622783681046
0.008430735030944665,0.011791735887527466,0.025813846547717487,0.00013785497656465528,0.15385816885279816,0.10913418525063256,0.10527388324786016,0.17138021387742658,0.46990930290106225
0.09735045792255223,0.15908112951898698,0.12672712633095726,0.16162634408602158,0.14795566188628748,0.0544845092022421,0.04093390779346165,0.00388686200406943,0.11918104496203838
0.010122665781935263,0.039148926734924316,0.010387508697992563,0.0,0.00752337029445458,0.0925185114309155,0.0812556334502744,0.1498558482561097,0.04645271016962389
0.1075772744978657,0.116384015781412,0.11063524373252182,0.010752688172043001,0.0036869823189552564,0.08596963160282522,0.07817202595105627,0.1392648220967736,0.2737681885502924
0.04192652470986785,0.04563147191965844,0.06104396312133195,0.033240281224152235,0.008155327420614256,0.12800203109255132,0.11820802353567075,0.14079977409745278,0.02604007317181195
0.0808000886940925,0.07645493977517506,0.07732478232453022,0.1487947536334633,0.12163472504947478,0.15991467886050495,0.1633509646095372,0.08751116304298559,0.06239223380833567
0.060273892104741836,0.06447863578796387,0.1073425940379064,0.053630509275670556,0.11505544141324187,0.3340502949112287,0.3533284292593738,0.27110369386132727,0.1929484374346028
0.005452555357363268,0.010429904296242354,0.0004737149331402752,0.005634822167080222,0.033813998073194136,0.021142483639037427,0.046729043901951234,0.002838943459642418,0.0017607639503369969
0.03155527635032297,0.04784444164302942,0.017369130701287955,0.00041356492969396585,0.06885910868786288,0.10360031464816291,0.09581575170980706,0.16094461831872134,0.2081392220341446
0.024530072270357056,0.06596552453029245,0.03928007452205451,0.09325889164598838,0.022956007453632105,0.020534307433415416,0.022661281207878664,0.043825600434541145,0.028134132259362996
0.009007887375795675,0.0006604194641113281,0.01284064990415797,0.0,0.10108475375453446,0.11649655527644089,0.13305884274937194,0.13643554071865321,0.004653480678267905
0.023625269180264308,0.030958538414329606,0.028998637143546224,0.04449958643507035,0.0344169715443243,0.05813960696665246,0.05850135064645787,0.06434504986933604,0.19438082541841964
0.05438789528395416,0.0024100031805392996,0.01733822246675043,0.030899208318563187,0.29767412382825525,0.3040909457237134,0.30499517900371736,0.48858018554020904,0.5755402687852065
0.002603844865988081,0.03384984081889894,0.021415695014737224,0.06069065343258895,0.013392287044206475,0.1843634060044396,0.1942101597725979,0.13832938785936758,0.15816739797647034
0.10832348381657636,0.06963448299170538,0.04730292411441617,0.03691066997518616,0.06739903687513182,0.01642562634920336,0.028377924676897537,0.07449786977240291,0.022393486270892216
0.06366406153569076,0.05706374469229358,0.057398443533020205,0.09007444168734485,0.05801525707005256,0.011388634936326303,0.009621962106801774,0.057471964996384406,0.05194366659066124
0.16570256621501003,0.13754705437655487,0.1808698302332373,0.17341294458229942,0.19665575296824786,0.1292620689754175,0.11400580431527055,0.06768938872432692,0.1766549770397046
0.031549700600613906,0.027620226268042503,0.059488041696207083,0.033808933002481334,0.010007199670250877,0.012683566991315509,0.018001089831672923,0.03610364383304371,0.01609330895318134
0.016286440089771786,0.0013379808099334978,0.007561755849810281,0.07005789909015711,0.12141021193241439,0.021105093936602537,0.04136438510407042,0.03995199980692388,0.13109465773920295
0.044361834574619646,0.04304479364524508,0.07332814520642146,0.008138367009334756,0.12640579392376955,0.1352094169374017,0.13932851862163165,0.1349899853810412,0.03895466435643633
0.05003205790406262,0.08812481310369558,0.06631068808916579,0.024273963790092834,0.16483325559584228,0.08793405146013408,0.13848661657696915,0.20576724625738654,0.3194711977506746
0.08453332452812679,0.06635293081045346,0.06331911909028848,0.10946546732837054,0.015545231439167917,0.022599649776315123,0.03182404375907444,0.07115265735875209,0.0038587150634641354
