group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-2.2261,0.8581,-6.856,2.4039,False
DT,MLP,3.1477,0.4645,-1.4823,7.7776,False
DT,MLR,3.8672,0.1892,-0.7628,8.4972,False
DT,PLS,3.8604,0.1911,-0.7695,8.4904,False
DT,RF,-1.1311,0.9978,-5.761,3.4989,False
DT,XGB,-1.4548,0.9879,-6.0847,3.1752,False
DT,kNN,3.8264,0.201,-0.8035,8.4564,False
DT,lasso,3.8252,0.2014,-0.8047,8.4552,False
LGBM,MLP,5.3738,0.0098,0.7438,10.0037,True
LGBM,MLR,6.0933,0.0015,1.4633,10.7232,True
LGBM,PLS,6.0865,0.0016,1.4565,10.7165,True
LGBM,RF,1.095,0.9983,-3.535,5.725,False
LGBM,XGB,0.7713,0.9999,-3.8586,5.4013,False
LGBM,kNN,6.0525,0.0017,1.4226,10.6825,True
LGBM,lasso,6.0513,0.0017,1.4213,10.6813,True
MLP,MLR,0.7195,0.9999,-3.9104,5.3495,False
MLP,PLS,0.7127,0.9999,-3.9172,5.3427,False
MLP,RF,-4.2788,0.0966,-8.9087,0.3512,False
MLP,XGB,-4.6024,0.0528,-9.2324,0.0275,False
MLP,kNN,0.6788,1.0,-3.9512,5.3087,False
MLP,lasso,0.6776,1.0,-3.9524,5.3075,False
MLR,PLS,-0.0068,1.0,-4.6367,4.6232,False
MLR,RF,-4.9983,0.0232,-9.6282,-0.3683,True
MLR,XGB,-5.322,0.0111,-9.9519,-0.692,True
MLR,kNN,-0.0407,1.0,-4.6707,4.5892,False
MLR,lasso,-0.042,1.0,-4.6719,4.588,False
PLS,RF,-4.9915,0.0235,-9.6215,-0.3615,True
PLS,XGB,-5.3152,0.0113,-9.9451,-0.6852,True
PLS,kNN,-0.034,1.0,-4.6639,4.596,False
PLS,lasso,-0.0352,1.0,-4.6651,4.5948,False
RF,XGB,-0.3237,1.0,-4.9536,4.3063,False
RF,kNN,4.9575,0.0253,0.3276,9.5875,True
RF,lasso,4.9563,0.0254,0.3263,9.5863,True
XGB,kNN,5.2812,0.0122,0.6512,9.9112,True
XGB,lasso,5.28,0.0122,0.65,9.9099,True
kNN,lasso,-0.0012,1.0,-4.6312,4.6287,False
