,B16,HepG2,PC3,HEK293,N2a,ARPE19
B16,1.0,0.09500637355823471,0.4385533008893613,0.4622362906991902,,
HepG2,0.09500637355823473,1.0,0.08409677392556579,0.05724016648788387,,
PC3,0.43855330088936123,0.08409677392556578,1.0,0.38577627566025174,,
HEK293,0.4622362906991902,0.05724016648788387,0.38577627566025174,1.0,,
N2a,,,,,1.0,
ARPE19,,,,,,1.0
