,RF,LGBM,XGB,DT,kNN,lasso,MLR,PLS
24,0.04477369798113069,0.029061322068976186,0.005786811756136628,0.016686316892644257,0.06151836831166671,0.05404818426832175,0.055099692763187415,0.03149402767268805
25,0.03311869145279442,0.01514313093695234,0.028930121465805952,0.045175869522499475,0.03771807405351271,0.06548137684147422,0.07078169007302888,0.05466883916548376
26,0.01618784403845315,0.010086544223995117,0.01752908824468838,0.05580664177638045,0.013614001365585243,0.018607504586032664,0.015889563998213216,0.015030196129442591
27,0.015332107895234245,0.02192974447796517,0.01724715827490078,0.02940515958790671,0.02949562220057597,0.0071364443965866164,0.009947004261164225,0.031058926836855988
28,0.04824626082871841,0.1206749589786959,0.11746384447931324,0.012674395755551182,0.003428342177583213,0.10929492191562462,0.1143173773169048,0.14307998712294107
29,0.09334197432880889,0.02266589283034333,0.005181855157729204,0.038079330769446675,0.03422652749050528,0.006479375188498615,0.0052304336874567925,0.0941310807123939
30,0.018352170541844376,0.008107907054841074,0.005888396307114546,0.06977233809617381,0.0889165397110662,0.015124662397155153,0.010005522901563535,0.10393937357019492
31,0.08261162912253497,0.07632056346064384,0.05519501731681034,0.02988237936164835,0.003762265050817712,0.057733912977844415,0.05898683800008847,0.048265423161977745
32,0.2648742443311365,0.03664063613562619,0.06056383854749279,0.005403812143839656,0.0004898844762482729,0.08522444618263825,0.08793433843170215,0.3562962331554881
33,0.04445404369561859,0.04573777651491115,0.05456160691450185,0.05158184319119668,0.002812607726565608,0.20968640281936524,0.18960624196774903,0.09866192686284232
34,2.4211829232512194e-05,0.03598078748765318,0.04714946745420681,0.001684305083794177,0.03561613049512558,0.03617275448520342,0.015999974356829094,0.07180503467286156
35,0.01442334366742401,0.002108389145377282,0.0075889110424636474,0.06977233809617381,0.024632326205201047,0.04462612905050964,0.032286364187993064,0.09528100752543617
36,0.09520765053760244,0.010085696534932798,0.02888128374596899,0.008098700277910348,0.037356398081441713,0.034043797451369845,0.02180478150071799,0.15592179839265458
37,0.015813687008936594,0.04230111714257975,0.04299988149191128,0.014751705358897346,0.04923240163848103,0.02206352806157824,0.04222817855484601,0.03156817993524874
38,0.06476086582627655,0.016645929876036303,0.019463887562988863,0.019692333604693607,0.01989436687003175,0.009181143464290664,0.0071133090344273064,0.10242708831081845
39,0.009413120348716733,0.0313495764385004,0.015109815902526323,0.0982707801139713,0.028069051981428228,0.07727903861565688,0.08970329311982506,0.0718679633203245
40,0.12467691877146098,0.22881879553881818,0.183760196409752,0.02341651928997182,0.003952244047740819,0.29938644540426107,0.2872441135479206,0.06850080734395136
41,0.07011401580941273,0.02751539495610658,0.06400757814863856,0.02341651928997182,0.021865155999320304,0.013570943386635503,0.002534205741012846,0.08195310885436616
42,0.008646335996085414,0.04231438778522216,0.057480781239736156,0.010136241566778018,0.0524513743929752,0.053635794630204014,0.07370376102916032,0.06396452149477168
43,0.026955198522647758,0.08628108289061204,0.09324827412533887,0.0784371520272483,0.10881163088679527,0.1512095025747179,0.16749663840183998,0.05013565697185776
44,0.05890968803272295,0.008516943862090481,0.026899544253146,0.02207843247340202,0.028870221553199432,0.032063496835250255,0.052127479713004354,0.023934827077692872
45,0.05429020037842991,0.12806357851716987,0.10804148488322085,0.04427850920285581,0.05431512518241001,0.13201670229918613,0.11582291741598186,0.003332706467882973
46,0.06389704231672197,0.007595362992250818,0.014152425513517725,0.014855570839064636,0.06539171909213248,0.0712640732175859,0.08358766010624041,0.007219679835963111
47,0.02078286345794697,0.13293610857707,0.1475978781406761,0.05200759808737801,0.03498429326667814,0.11656080926940282,0.13284721342936529,0.02223581540410871
48,0.06350075743107286,0.04238405408049051,0.05725809718588526,0.045274120652387506,0.10197661154447701,0.10370314363124784,0.08796625337539309,0.05760924575911436
49,0.008382355250551227,0.06938125280329538,0.06776783943738462,0.12014148162703872,0.07085454825775729,0.20686386484018937,0.18716415731302666,0.023248410543376535
50,0.22425658273754656,0.011451755903246624,0.021395961219094622,0.03190705443112596,0.012472474940613931,0.10703856392202286,0.087246237118102,0.17614487554559977
51,0.10737656698773818,0.07673947089158842,0.09652733699725874,0.09999508744350558,0.10419934013758614,0.030385164141029847,0.04620654403853623,0.008316819710850798
52,0.07574704727944562,0.0032802849565999603,0.02938169027784998,0.11990567891530754,0.07612985059432804,0.026493890945506665,0.04627402329676772,0.012434012421842139
53,0.07125475087672972,0.02440389997237022,0.029999574771164522,0.02619094405299946,0.07043450148194304,0.034257883158623104,0.05413063478664232,0.11085131186126368
54,0.019418965093115137,0.12084153490086166,0.11686141269805275,0.04126547455295734,0.08761341384893968,0.008247023427890077,0.0075663081308607605,0.09973211405292201
55,0.14657722403939727,0.013256649564234599,0.0003910243370650879,0.12228335625859693,0.20612590766697478,0.06531947958776146,0.04570537405860076,0.2347321901143533
56,0.3915088262574017,0.01364283495042004,0.01944237844394453,0.05468377172051764,0.016345005356356912,0.013082446311051099,0.0014021049596129043,0.49653478740853185
57,0.022920792843321852,0.07486084894617154,0.09512403229642041,0.19585380231872665,0.04868129498737622,0.043906174197437094,0.05954933282018326,0.06845509522480547
58,0.02300419258532349,0.02088901183639838,0.02571462391401516,0.35225486343092943,0.007993220097167311,0.007083197040979788,0.012522778853074332,0.02070806969456848
59,0.0047802965067653,0.003571370322156958,0.019170871129273043,0.42044114757319706,0.012403553822353044,0.03025869117235258,0.050142524896681195,0.05006531380475229
60,0.031026713726802227,0.028972524621886958,0.018743576750958613,0.05656457906408779,0.010096512693799492,0.00832843229791777,0.0034404635127253114,0.04965548915420197
61,0.017614319537438042,0.09358589393022977,0.08417974656938587,0.03343345591331444,0.046130797790893505,0.060199098531874745,0.040504568178615724,0.055618740457473934
62,0.046073026919042734,0.07221066657386965,0.040140964183059624,0.001048012052138586,0.12430860255615216,0.056365151514278095,0.03657800188426091,0.07636957259016688
63,0.011370504375085341,0.00013247219406851973,0.023128389281499462,0.08274148724138897,0.19545465716456933,0.06507415696367166,0.07683980092027212,0.0012198362854548422
64,0.04361589480456145,0.037310734618475144,0.02943424144670098,0.054543412963534765,0.14094160861960317,0.033070638495565435,0.013286740719590878,0.07091957482869493
65,0.03510537352704282,0.03598276712362773,0.04196042741274966,0.01306740027510317,0.17889540295642276,0.06557268369049338,0.08148638347191811,0.06855852411605515
66,0.035323180799281234,0.0342744635557151,0.04142346600461134,0.036563456194031924,0.017705340802748284,0.10156009391875095,0.1171952042027416,0.03447917858059177
67,0.005210874146740763,0.043104083588280835,0.07995825628209241,0.01595598349381018,0.02534050827595455,0.11020538112740749,0.12197029341684834,0.04138398996463308
68,0.05387029761265848,0.11312575792697949,0.10259517649579175,0.04434400995611449,0.0660228529575407,0.1530479918839895,0.16886834072149648,0.11297639890214328
69,0.045187146944196455,0.0354964021428244,0.0352778829872831,0.0070495185694635365,0.0023769646967318064,0.056925457947758246,0.06648334007368539,0.10552915675698205
70,0.06209022494830119,0.041628994607754766,0.05564831768536435,0.01595598349381018,0.060742073927946366,0.12796614298219447,0.14157946165618776,0.15217971465186111
71,0.029896918236818004,0.0033079944860743282,0.017525837413921302,0.04693947730398898,0.03171835903287834,0.12148075618809998,0.13122387686754347,0.018701867545014156
72,0.06315341092809637,0.016805250827881063,0.02131949423994059,0.0685989388877972,0.04035253467998385,0.13857941796206272,0.1522853559128142,0.16861507911846443
73,0.0591100096729395,0.07926633261786176,0.05402789593305113,0.01595598349381018,0.029299434281255823,0.04297729118610605,0.048850213870999804,0.21011674338385036
74,0.028874178066971262,0.07626592609841937,0.09369416831518398,0.07535861662409116,0.07092288352181134,0.21934399968195842,0.23314255690946808,0.19447319759003998
75,0.13906894053796692,0.04995144870709828,0.04844590808371241,0.05069758302220473,0.003005658446932888,0.161339771541897,0.17088952403271757,0.0913784870457654
76,0.009017571982103068,0.03903071266430089,0.03022703844640312,0.13037924936136763,0.045110211480189705,0.1393702904469829,0.1528787953915582,0.1182359401468902
77,0.18832077587957935,0.0014259853230198516,0.005832657806529945,0.014358700839345373,0.048192379315120146,0.22593384178223522,0.23962758528032682,0.030406203860878833
78,0.19255216729752517,0.14371244077438894,0.0694341350337287,0.016632512702467517,0.23266411649473295,0.09662074053020675,0.08698568543422386,0.016322652024899076
79,0.011434816365377548,0.0038272587573840444,0.02131493514636862,0.06483170985037758,0.09716289182977775,0.10477343135894523,0.09504575698620421,0.022266790004889736
80,0.048039999114841914,0.16930089424404499,0.1713499294959579,0.06886000617578528,0.0210548184604393,0.014279022606686287,0.0004959116858790913,0.08606843715952231
81,0.0020324937138652133,0.07569910640117972,0.01959765206903119,0.1544311259579485,0.05549607967420789,0.253000430814781,0.24327348810919963,0.06439160131160038
82,0.025288175927839995,0.002895114617272071,0.02966490174750025,0.002972096679111913,0.04813487392753543,0.19295123130873304,0.19834295175730848,0.06702151449692195
83,0.18315522050455252,0.020104040717135674,0.036498106897498106,0.11183785756393344,0.06870423999176992,0.12594989107202503,0.1392672460632164,0.12796729087809294
84,0.07757512544150405,0.02107634496825725,0.006341319903804515,0.2195632035482693,0.03265784136706251,0.15827370058368803,0.1677208575803296,0.19314482737117883
85,0.011005485971638473,0.035334400987117626,0.043117539426811485,0.07228475984616678,0.09831512833039782,0.17275108277328974,0.1859717536701697,0.19046570497289697
86,0.030773617732892555,0.08369560787168803,0.08602057693983303,0.056019519224471015,0.2554990681218857,0.24397937454714644,0.2493670301781686,0.09926578911518463
87,0.1308392062012862,0.02066097177966708,0.021921046170440606,0.06434045420093748,0.24501876955580626,0.1311900426091815,0.1405405155115116,0.3837324004439649
88,0.000655123092266785,0.026722720366516017,0.0006977884140247359,0.02408380821379444,0.05392800722542346,0.1796270374224755,0.18510731233025585,0.21973444452990498
89,0.015307516931951648,0.12010402321248348,0.13244877686831324,0.1175644948488336,0.19072042355517677,0.3389059342018451,0.3337075006455415,0.27216086043744114
90,0.1179405774203034,0.15257648097024357,0.1216728647698303,0.1175644948488336,0.3188553598242809,0.5172287697751019,0.5080675189474904,0.4953356376995825
91,0.005910746873893258,0.022189852699765145,0.03855021869206296,0.027097661623108782,0.09086463202191994,0.06462209433171098,0.06975110386387467,0.5698130177500096
92,0.006302881908879843,0.01018183661855493,0.0015173651516660336,0.07024955786991538,0.02221932743237784,0.06216796903647606,0.06738959784539791,0.3829195249767193
93,0.026436270723964816,0.0417832949858061,0.029617685065519678,0.19643208039749596,0.07059207413168567,0.1644533255967812,0.17760058894831895,0.5633116230464037
94,0.009743392152558927,0.006949664069062458,0.003275704397905005,0.007930269769530929,0.015693962672857054,0.2260638004343344,0.23910625005645417,0.1571719812347175
95,0.23252552834057053,0.0636523469184598,0.09002485768245466,0.012098924851921516,0.04115778852845675,0.29729639811212094,0.3026910710218993,0.05136168352917009
96,0.011197796596720738,0.0893698483473774,0.10673680688360865,0.04520955562417539,0.020792871177787248,0.26428698364320685,0.2736444738242932,0.18614049560071214
97,0.037754264573261476,0.06393899533489827,0.06129982282192903,0.0843731577913146,0.0549422645055789,0.20345311900247282,0.1983402874441712,0.1786932534555509
98,0.014583094781611239,0.12382485476900962,0.09816981394390717,0.14719984279819218,0.07583687442928735,0.011228564976245192,0.02030421380585473,0.18939960301801426
99,0.20369762382930476,0.25390128906392817,0.15428974761267622,0.03118490862644918,0.10636585600507559,0.5157913079644398,0.51058585712938,0.015826520363254104
100,0.08358515595959132,0.31043740448785095,0.23109587159693679,0.08496266457064255,0.03527127992844187,0.5381896004054505,0.5290213322990829,0.09102094670836341
101,0.08090227356957047,0.020630086384266152,0.0017655172489040583,0.008463633046065788,0.16893265677684266,0.09238345654677492,0.1034337306398116,0.09907514589857813
102,0.011031627016717283,0.2720557907277326,0.24818851949424164,0.05733935940263324,0.059621899105680276,0.31924693990112624,0.3380376099832625,0.11688146772995922
103,0.17353843164360938,0.07553390884368263,0.08169158915448316,0.021148555708390637,0.009454540155851121,0.040649101830559635,0.021951051025181537,0.35814655528221917
104,0.11550616316719653,0.004674482599812527,0.009641139668691234,0.07074081351935546,0.17921401302514783,0.007507527677577314,0.011383891316423679,0.055562335115941
105,0.011150339827353917,0.023142755398854117,0.013203454031694067,0.04693947730398899,0.18810488389765878,0.003591884826314118,0.018520486549007162,0.5312808907647029
106,0.1608819902205395,0.08510277668449395,0.06999897088955792,0.16381738389991485,0.15464972310203662,0.0970235912243794,0.10789675639900631,0.19993839332973562
107,0.03278258687285507,0.01667666065578935,0.03289639846729048,0.17665553153861266,0.05348172101805254,0.058995425642815874,0.04028924520233118,0.04133508685999293
108,0.012808333146660925,0.19876603955345462,0.14964720650725566,0.10380933666451446,0.05869178586662205,0.22225797500502661,0.23313520499720683,0.021688133304517757
109,0.08895458568363368,0.0013555797568907263,0.02679024933363186,0.10725093338573394,0.02562623488939042,0.05991549263835255,0.04120524738031456,0.04243896543721071
110,0.10267771373877685,0.0723206554081661,0.04812870772420408,0.09572935088753523,0.08479379371642681,0.049918650898192446,0.060891752021173445,0.04320940552535116
111,0.003257468240986508,0.28409602710235016,0.24653297751163955,0.04693947730398899,0.05941988201931425,0.2682334737308013,0.2830767728483321,0.028445484345710842
112,0.10669177239414512,0.02166341212767084,0.03262534840656511,0.16381738389991485,0.019753678866240215,0.11664934536412974,0.09793511658488954,0.09417494934983323
113,0.039400325042125886,0.015407572495420269,0.01744679810022129,0.027641317875155585,0.07492741427047453,0.08170460557149832,0.10096834825484623,0.08140684246182686
114,0.05802341406092146,0.03260988409213264,0.014689400203571373,0.17333464334839846,0.038219500581949006,0.10252791476084931,0.11386602290158129,0.04261743875725427
115,0.08400636807335068,0.03416082929127831,0.015541913256848505,0.05525643544900766,0.12167423494963689,0.07787065855390166,0.09704178196049139,0.155454503010236
116,0.08549072499082322,0.03177685485081058,0.02383361697946554,0.01430536451169187,0.07673174861396737,0.09388262755219279,0.10909093368747458,0.07807121622714719
117,0.08496051275747674,0.041809004879763995,0.04054505551791324,0.05378266850068775,0.14654486733451766,0.07200356896789863,0.0874052432918033,0.06578828165520187
118,0.019823592069342727,0.10466894194312287,0.1299075744526399,0.10398899587345253,0.14912622156788014,0.08746232074424495,0.07224588497385664,0.0368408621955684
119,0.03414638631766262,0.027388327740678398,0.054569748892580816,0.0015556428898932523,0.028427054672813007,0.023208234749462014,0.008084418255831838,0.05561647462436162
120,0.19257625145427262,0.01939721679401943,0.05795331595922695,0.019281784240518768,0.03435969074823712,0.057137716213912726,0.03804701763142129,0.2528848997131267
121,0.1448183311206744,0.07756443135686046,0.06968725043866691,0.05378266850068775,0.031409133575256126,0.06979724204855992,0.0852062330440605,0.13832710585905394
122,0.1070738914186546,0.01596188511134085,0.04815789954112776,0.050343878954607985,0.0031181488466541923,0.0366397219918321,0.01726718205786397,0.08997205810436523
123,0.023309318907005078,0.011842322799765381,0.016506819886434154,0.009726861858911362,0.050841214548350715,0.03703286921518037,0.05241939662522234,0.01735483959064854
124,0.06552069302774247,0.004341589413496119,0.020531653327214794,0.018594026331302804,0.11005166739529197,0.004540535651017974,0.02002781197292467,0.03851549637389182
125,0.007693148961472787,0.017076440834027373,0.021273254317510204,0.021148555708390637,0.0004234260757798314,0.012558126122944768,0.001033667072346034,0.054134402430754874
126,0.03253614162832573,0.020310014224407036,0.001252903945789391,0.1913146001179013,0.030768807445608143,0.03627134470091009,0.05157338246930045,0.0750382991320441
127,0.09031022170263664,0.033183729135943564,0.04614328960347303,0.0707969570221486,0.15327575277338576,0.09021151333951757,0.07481279147681577,0.11256720715392976
128,0.04837190739055053,0.0012589701142804027,0.03080916301654585,0.048143053645116896,0.0462438785910005,0.06742021637895487,0.055984311787561025,0.07031619770676456
129,0.0814569648472675,0.08128203115600288,0.008345733886618634,0.009399358092618063,0.023671430274657332,0.0772032938642069,0.0885465791788426,0.0015770706424935999
130,0.01658920796713094,0.0398090872317129,0.03839265922474989,0.020608174494006648,0.0882559044124678,0.08776207737561098,0.07226748438210837,0.09705072437231588
131,0.04551475673751666,0.010737944233127614,0.013815251841341802,0.04109353507565335,0.03485686398150728,0.03215327858948455,0.01288110687819033,0.07589006758907257
132,0.007803958513921128,0.035094401273181516,0.0065213286951637806,0.009399358092618063,0.09240838143884908,0.01614130959119342,0.0008319551512071532,0.013355431315189903
133,0.14684964215842092,0.05210120551659431,0.028456898675168207,0.029753717167747426,0.08639004547040002,0.05789722757210383,0.03871767513756777,0.1397442993885093
134,0.07190440178148963,0.09665999495374361,0.07620678270793094,0.014990315245768188,0.11156509902792666,0.0021240128318790186,0.009408494557475222,0.12302915214677954
135,0.1003543621587685,0.0431219090811527,0.04107802728581556,0.02973079190410688,0.05369359137445551,0.11874729178744062,0.10334458640353655,0.12899282991443786
136,0.012561053991713145,0.04377238697321325,0.0820937714951051,0.012895460797799178,0.0057715455862747955,0.1531365279787164,0.13395624387702074,0.18666013446664095
137,0.03356509405276348,0.1438792419430388,0.13440970741219685,0.06509839148864496,0.18297729711019664,0.019815675067612643,0.008561025508532882,0.07465686998965604
138,0.008733710650098966,0.09374845970109669,0.11966618517804273,0.04928931682714351,0.06746813417817149,0.03592786898424807,0.02506171829575493,0.0770179207022958
139,0.08593298996113877,0.020024530315831707,0.05201642511869656,0.019944979367262722,0.01598119040220028,0.0030420227547407197,0.01391223826078715,0.05212072782785256
140,0.07011631856277178,0.03446711444735695,0.060096142544543096,0.04070871815025871,0.05955186402284293,0.007853362945800552,0.01476076118053904,0.03510962267771996
141,0.0734583281039608,0.24486779961207245,0.22992058690673217,0.09738651994497932,0.02377976563962894,0.1904047744991798,0.20118237072846806,0.1124188072724816
142,0.05861486783269055,0.19953787487593094,0.18456102315886214,0.2813126350953035,0.11020455176684349,0.23903224151044342,0.24990570887053248,0.0006911105502533654
143,0.07112427875193147,0.17812586228317467,0.1734029940512682,0.1049883502231704,0.012642264478669105,0.2438435817015033,0.25075423179028444,0.13080858869253476
144,0.05514618521493637,0.04951637054653881,0.07687970618176587,0.24598152878758103,0.10020786451369418,0.1655723702242094,0.15497676069439484,0.15977710305852938
145,0.04353195830664386,0.03720991986935937,0.07799948810781474,0.017704853605816473,0.006530895969851153,0.01242821527013141,0.01933959702607213,0.01467265246843058
146,0.05424239689954957,0.017544117186958613,0.0779094376705044,0.03287482806052268,0.020510961957139515,0.037781077276085206,0.03483251279145247,0.0446808274131006
147,0.13341651046053427,0.025059865799392705,0.044212696804797,0.0806782135137411,0.09407845716490795,0.072170313467361,0.06544417026493662,0.16977646571715094
148,0.039273297415196584,0.034615503321010876,0.0654416886475073,0.11492575021755605,0.053947200941174465,0.03198528843051479,0.03917645589539527,0.023555917122162096
149,0.010554208143083527,0.02537243247066137,0.05740043307760889,0.01306740027510317,0.043198877262074324,0.003093330112950793,0.00013502008062171722,0.0981682121598019
150,0.020638896804744705,0.03736160806264821,0.036591130481016504,0.07986179341062422,0.04272609283808047,0.05074728106059265,0.047611550143778325,0.1225270775848247
151,0.03240930148176174,0.10557421435566644,0.12343874195981153,0.013342503438789538,0.24176198742875932,0.14795345534636312,0.1448136596119955,0.15954790982627207
152,0.025722229133827684,0.007063456728178846,0.003677395834719488,0.014855570839064636,0.05428277775577295,0.06660070757761744,0.05959071384870002,0.12720344436679584
153,0.018713258992341372,0.05122298803813871,0.07157906676748926,0.03794458636274314,0.03415944640891824,0.055505984405054304,0.05227031753988587,0.035639438501841564
154,0.051003018363993124,0.006844495273241824,0.01175948764303858,0.0012576144625663088,0.013113218540543911,0.08989522059633015,0.08288197501337002,0.13318296675429303
155,0.006635364170046787,0.04964757388363833,0.0399243414261459,0.03287482806052268,0.034088411331729844,0.05691330281666798,0.053584285007581806,0.02469689922694962
156,0.028302422672485533,0.17392858937536296,0.22833751438642727,0.04126547455295734,0.030602756756582833,0.06555859002532449,0.05835937422168852,0.0825700056223383
157,0.04126490615906506,0.0774148764866956,0.05001561914944516,0.019994104932206713,0.05692967409029425,0.03431391849945559,0.02324450470126982,0.145037880504776
158,0.05237205663669586,0.007577489505337043,0.055948241956577355,0.026665356651601496,0.021873013514374026,0.05338056804463007,0.05023678878906021,0.06143820378289383
159,0.004369934400293901,0.009512653913976737,0.016808468089353906,0.009432108469247413,0.04461629797033234,0.03385795016430723,0.0371637727207752,0.05399096163773259
160,0.041776406042666525,0.04424090048718602,0.06977086881566175,0.019994104932206713,0.1069655087938857,0.10975693981216711,0.09870259163149298,0.004678248898234955
161,0.09881948434817361,0.11025058827263604,0.13594263688968428,0.03287482806052268,0.014114470338746285,0.09033983514237598,0.08315162013869837,0.061798078583284205
162,0.024425228503583737,0.00464593433947845,0.0019264340541244873,0.02521123992925918,0.03190499279340403,0.10498437162110383,0.10185159316549233,0.05126610459614231
163,0.023513652809167618,0.006295417619856344,0.021071660504591333,0.023229374280661352,0.020613316310485547,0.04259366312665247,0.03134675972086609,0.06965588601619549
164,0.04930282382006684,0.059613762119659436,0.05176361149667774,0.0806838278640204,0.021808959187121793,0.031187005072327106,0.034508273935497574,0.012036898343494792
165,0.06921115284484805,0.04159625031098921,0.06630941306614743,0.016674620329562337,0.09711544459389902,0.06264497692267182,0.059416327336259483,0.09356549242420328
166,0.04107296879884814,0.008955319040802129,0.053748825440169706,0.001048012052138586,0.10324897734257771,0.06788624235188215,0.06465686109831026,0.04624284181108382
167,0.08596015485152081,0.0014988508807470824,0.009793689078070295,0.007683238357241093,0.03782592301834933,0.14853713868922389,0.14228069238089555,0.11594258035432392
168,0.0387425412198697,0.06985469366647756,0.03207780922951353,0.035213204951856945,0.012471258045812117,0.02762120685304509,0.02595201861875751,0.064632623231137
169,0.0514986339577615,0.21001341982407182,0.25206123589063867,0.014653454229009322,0.28328201466955066,0.2852117314408048,0.2831033409573007,0.02722213691699385
170,0.06877327578064449,0.22476725528572072,0.16333195957155533,0.016674620329562337,0.04677339139945373,0.09121632536737562,0.08955526676819464,0.12373015062050452
171,0.022946648549517543,0.021102022318221475,0.026541696331032066,0.05262330516800942,0.015392947703342041,0.23802239866580435,0.23581325927043553,0.04741189001918761
172,0.02102718584898293,0.0570074204155,0.030046664911863363,0.06317547651797994,0.026179644655643944,0.1301216198510562,0.12836794197511703,0.025052543246994616
173,0.02660347998980342,0.14783370245025554,0.17769016622091519,0.022244055806641794,0.04097366173920024,0.35209330119624305,0.3461065830830826,0.005503591994611798
174,0.032251373011099926,0.11263880693624195,0.06400120605019732,0.07276478679504812,0.053501870431063504,0.29213342713242796,0.2901945107029725,0.05520184358693826
175,0.01909351011207959,0.0246942654065119,0.008880409780479048,0.011523453948291837,0.07028116385060265,0.2567259201710678,0.25451271595814573,0.019195911726332726
176,0.1714046624167225,0.10233702421961549,0.1084751080532021,0.09433512056817223,0.055098170802512,0.16780783540094663,0.16172443319347474,0.14765188203617752
177,0.00810058057540368,0.06686159915620926,0.10277782527864932,0.1076439379052859,0.012748820261564792,0.26537336033168923,0.2593825774009756,0.060244485211489174
178,0.00012047594116765259,0.018482869051785866,0.04685805335356885,0.023744023056265134,0.03516966396042771,0.1688984052864596,0.16668194921949492,0.04900078457681831
179,0.00835668855427163,0.27461882043056574,0.24399103357506588,0.05936824523482018,0.04009100710401094,0.3248242891491836,0.31883025436442736,0.04427868315153874
180,0.10248454340994617,0.0953353770827684,0.025978105174555677,0.014099037138927087,0.09216825574334139,0.16472335814260353,0.16288510932866174,0.05807915046542439
181,0.2339381882954785,0.11851546585767453,0.15114764186670238,0.05811554332874824,0.0772335093594156,0.06607769592562124,0.05944079629283938,0.20566214498637392
182,0.05500928622497209,0.03454997686940886,0.02867574003314799,0.08218707015130673,0.421390552513093,0.16755540764915922,0.16617405346256697,0.24292652823620722
183,0.15258747291717223,0.07291799944687438,0.04159581780691324,0.038170563961485576,0.0880634254390883,0.296753490499906,0.29527951703655564,0.2847406029395544
184,0.06772499116950387,0.22017083536520993,0.24355489552594922,0.014099037138927087,0.15542882996462581,0.08338891011081567,0.09003393937870413,0.22142635092173493
185,0.15080675059713183,0.05070643432183114,0.05334979812835139,0.14258695224995083,0.2612171262601262,0.06625349105550232,0.06753409633022978,0.015214049417834441
186,0.030942101622858875,0.01752205525060424,0.006689498439287622,0.03600903910394969,0.08934345480617067,0.018008408885558713,0.011455998894428443,0.08206558907832523
