,XGB,LGBM,RF,kNN,DT,PLS,MLR,lasso
0,0.08975707241779751,0.016651223145177585,0.052276464535906675,0.11645346595057082,0.3414337788578373,0.03342722288929628,0.03342718811362477,0.20223218134960655
1,0.06773891264052945,0.03856803773169623,0.03568227355183115,0.1071662655240061,0.11354124476846228,0.012809139119291713,0.012809116160160283,0.12236941171417184
2,0.06383751254904457,0.010745762855088492,0.043590066292931884,0.02661970150449397,0.1289320912650197,0.03490224619133103,0.03490220094292906,0.1711094470472237
3,0.05337893329354551,0.05574864493887324,0.05750030323096325,0.01557781065365435,0.042189820440124176,0.10031188634649832,0.10031185425844599,0.2261705535281437
4,0.072178073872177,0.052723602660666,0.04597447395321011,0.007212528565658904,0.09038747131092209,0.246961488047321,0.2469614963369382,0.1813504430531761
5,0.17707419362856158,0.000954775911388428,0.024624014499368962,0.0621042839403656,0.09038747131092209,0.19953582941149328,0.19953582588457042,0.12667243576277512
6,0.16543214849346122,0.044938074082898294,0.08687450765149221,0.1496522846220248,0.16599162953962468,0.01787496990901688,0.01787493933012907,0.3668550339124701
7,0.0023261813965664013,0.0018897920993740658,0.011342691973058039,0.021118975031111237,0.03591197515863376,0.0790232752415633,0.07902323418994503,0.11102302535027825
8,0.06628574735322934,0.04908022340541751,0.009699654954237635,0.027880399111855803,0.07123891814049782,0.22244138846962985,0.2224414064773953,0.30421629634907477
9,0.034614905415235264,0.02209727873877554,0.06860728724008358,0.05922022731367216,0.2766302146618065,0.24481456876994356,0.24481457496116893,0.13194682152795945
10,0.04566583818344516,0.0618748054804972,0.09441178269269093,0.1235734221281489,0.062373430538679636,0.053801238232648596,0.05380122324740616,0.08307177876949923
11,0.01610494254752179,0.1353200757309365,0.13944918403547885,0.05661114535212944,0.03388686377750777,0.23002749706806477,0.2300274719878024,0.16502128599239652
12,0.0068040430672548224,0.010372115810300397,0.02442217223733001,0.029940185519999135,0.020791143512893212,0.18731703994407325,0.18731699257454035,0.04505262270369034
13,0.08605991751941355,0.06192086798503016,0.055348628415633705,0.0889430165418369,0.07938436614013772,0.40428869257025474,0.40428868883334335,0.2983272452044401
14,0.11085342987114494,0.05153857594372524,0.04912356126015466,0.21546912951237351,0.08550470275865174,0.018987580025094014,0.018987585105814997,0.07570000070599259
15,0.07660433506778952,0.15676900770804147,0.13580144894576318,0.11858382283040153,0.07850681787498315,0.2847365650342086,0.2847365689170535,0.08609321770181888
16,0.015663242302266678,0.015936950669555222,0.01308454639112308,0.07331932229242927,0.11727645020476135,0.1516781463719764,0.15167812662174118,0.04594875386883457
17,0.06765332410849587,0.16827257476066015,0.1686459596349218,0.10547883900156271,0.06345348994194683,0.019771225519230717,0.0197712347967354,0.04953066582250043
18,0.06296344848398239,0.05285014769110996,0.08932468241110414,0.08704460331319691,0.06885378695828272,0.329129155205248,0.329129145173161,0.09435077629746802
19,0.051351276423117764,0.010306050383378174,0.011954072429341378,0.05215456291511272,0.09356014580801944,0.07231703813845322,0.07231702676255669,0.21196181215326804
20,0.0004363556662695389,0.133459850499128,0.1044552923178626,0.15319062776733672,0.0,0.16640765651651646,0.16640762251644547,0.3591175510878009
21,0.04772550315851776,0.0052487386592610236,0.0323207291214329,0.09092398181642669,0.11939156653615951,0.19592543826796538,0.19592543837370496,0.26056856512427895
22,0.041986209154933896,0.007545175057590808,0.003160462620087026,0.1717057243650637,0.05202286125736921,0.34616070880748917,0.3461607075694192,0.2157484546493114
23,0.018484807001791198,0.04088865009763888,0.0041857779856463995,0.20317709607216985,0.0,0.08100630154465777,0.08100628087116768,0.160935439933502
24,0.032540630536618875,0.015805623271127556,0.0171631054440137,0.004447863787687689,0.09356014580801944,0.10841791334823409,0.10841792174794557,0.06391446545253215
25,0.04942820676348059,0.09976824591257666,0.08471874095932447,0.08287492945581917,0.020791143512893212,0.13849273216115987,0.13849273289036929,0.24868835526329344
26,0.0021948553747504485,0.17192332341533056,0.24868424977659467,0.1738780665676467,0.08536969533324335,0.030607120499768187,0.03060711215080239,0.23112332511691056
27,0.04111459479993279,0.032480183561407555,0.016239619964812213,0.012740039028581757,0.00047252598892943976,0.14078009685877896,0.140780111553666,0.1679294544627145
28,0.04888046094605811,0.10664830414452461,0.14080730100869862,0.09014799332534737,0.07173394536699518,0.036409298640630056,0.036409302862786624,0.12702926884583107
29,0.0074431557468320475,0.06474161504024653,0.09205503240178231,0.035867587151976243,0.02247873633049824,0.11465420134118495,0.11465424134786564,0.05817548188754837
30,0.04806013098528497,0.004784665589286308,0.005479054428350616,0.0044298375364841824,0.03874713109221006,0.018618244291818603,0.018618225230598945,0.1644517626108991
31,0.09134597852836177,0.03678274049429693,0.010027450840153301,0.09967546248899395,0.03010665586607264,0.13854397362099086,0.138543981243381,0.17817045046866686
32,0.10566542186049196,0.009192311188977592,0.001064427301618348,0.1255500536842351,0.0331218217001934,0.026979729538716635,0.026979714871836202,0.13335033999369927
33,0.12757502272735163,0.04796334940400687,0.09384151815849862,0.18126832573614962,0.11547635119931599,0.08885118269324296,0.08885117984290261,0.0050299162892877836
34,0.17700826265124056,0.1586972275815224,0.16324942420940272,0.11252158353156042,0.227217496962333,0.3322513741283908,0.33225132303090066,0.17797207347682464
35,0.08198654069034003,0.3631808807528461,0.3071696030781692,0.012568075197601697,0.0423923315782368,0.21176584787365246,0.21176582040924238,0.11357149796948363
36,0.007087331681143949,0.2037605764701365,0.15671497642191728,0.012132716229331098,0.13777507762926966,0.08191963701049076,0.0819196511491962,0.05680787289591405
37,0.06399815974084891,0.2103124447009135,0.21569853524979568,0.10534466042617632,0.028351559335763388,0.28339033938971747,0.2833903043055511,0.10082735786091271
38,0.010818328031953484,0.1784257061594543,0.09854311317479658,0.06892105367113266,0.04995274740110711,0.08105226102001006,0.08105223775238368,0.12603159809969877
39,0.10810847022972148,0.09217069200700945,0.07379281623882139,0.10175966576940448,0.04176229692633088,0.2752487003960342,0.27524866606645015,0.2568514385598156
40,0.005067087002767479,0.04015145374286877,0.05710135119931525,0.02474439412244317,0.19184555150533283,0.1954973642971516,0.1954973417841076,0.24448203099557797
41,0.03266024288980521,0.09814254048676896,0.0937120534040079,0.09058595974742598,0.04585752216371902,0.29417773389323243,0.2941777009074579,0.031046018617224336
42,0.17370965501083058,0.01943399607984042,0.023284492254217026,0.14581166939518797,0.13480491427028496,0.14295098062739453,0.14295096892198478,0.031048373377844662
43,0.02921239623129257,0.041463347750546914,0.04654081041421551,0.05023747835415093,0.03825210386571265,0.0846557667909894,0.08465575642938927,0.2058853440423398
44,0.08956710307627402,0.07538808363536176,0.04959977785385328,0.07436614873732095,0.3032266774672606,0.03329477606340281,0.03329473293980162,0.056545208454946094
45,0.005978115821345109,0.18981808459684135,0.2128560761913335,0.09871167610018294,0.07218397011835664,0.06724770354837312,0.06724773485543417,0.39045998872410215
46,0.18297339370090737,0.03374731567734357,0.04050059569834774,0.22613029709131582,0.3872687997839881,0.2415085982582641,0.24150862005869378,0.2033396971080632
47,0.17029530547868077,0.10986931464042948,0.12004468705600257,0.3549820886148527,0.029701633589847454,0.38266031897794484,0.3826603276180248,0.577119967099076
48,0.20187644169400454,0.02102333235159992,0.042351942636065565,0.5496860177279861,0.17136942531839255,0.47252641988694744,0.4725264626328381,0.2091433557697398
49,0.025850244004249845,0.13261519731460314,0.06566695679625989,0.4784619455126656,0.013905764817065014,0.41430016721844787,0.41430019814779845,0.22979949185722454
50,0.03490263877874844,0.011762081231491361,0.0046876715962889115,0.5132726816581877,0.1157013635749965,0.47663554543964715,0.4766355645524577,0.23587011647936174
51,0.04910940524938534,0.16850441673375194,0.1703919569594189,0.08427810541715952,0.21047657621169158,0.3900120833971241,0.3900120736927608,0.03887234898734748
52,0.05092538890205145,0.2094065154198355,0.25424569570076394,0.056004759384950975,0.2789253408937492,0.2064881478541219,0.20648817225556926,0.1237920195692295
53,0.13297450112736442,0.0017372698833854616,0.03402886506972136,0.1275013788642967,0.1289320912650196,0.27634588958071116,0.27634589034907836,0.07955833302341503
54,0.06076498993321511,0.14839215445729703,0.2029788883477872,0.05279081909889205,0.06642365330093156,0.08677660899530015,0.08677663412376002,0.07192235304542727
55,0.29700570841525686,0.008739403441650417,0.03969177202067553,0.16968898448216474,0.06102335628459565,0.1847438891468588,0.18474389198604801,0.1543477371784266
56,0.2250035683829018,0.29245825365751055,0.33613180702617207,0.04792776604411236,0.1274470095855272,0.0340655440136296,0.03406553638008836,0.13659326457666995
57,0.4862041787787683,0.009437212854939037,0.04022772256938423,0.3720259747295334,0.01505332793303632,0.27611547331736486,0.2761154677905565,0.26602551059811813
58,0.10408049473415526,0.05579308242202008,0.08179383790215655,0.024341025570772445,0.06642365330093156,0.19013418014064842,0.19013415333347516,0.14924408761985425
59,0.13330076584790873,0.28068358212351685,0.22279498934941466,0.2497332014288971,0.14837316052382885,0.42719364442035956,0.42719362905201586,0.4829777337081721
60,0.06691686438696565,0.12902833836244765,0.2388139435615385,0.057641586324553296,0.12096665316592413,0.4062215639794704,0.406221556396238,0.49971629969819314
61,0.004762750106397318,0.0036215156430052797,0.10601520561309441,0.004783836473162439,0.06880878448314659,0.3263927335226138,0.32639274654596756,0.3761845054495095
62,0.020090226096567465,0.06743291926636097,0.005913096823408903,0.016075081399599594,0.14837316052382885,0.27669994259486586,0.2766999451454892,0.2719567394466911
63,0.04836389796203072,0.013511287420515966,0.04821841503230748,0.028586593996497586,0.0670536879528374,0.2200248178633616,0.22002482175779453,0.21128890999887215
64,0.039652162415707376,0.019020608015790863,0.032380533429338665,0.08089917066781346,0.06345348994194683,0.1950383857853504,0.19503837920705283,0.056977777517694145
65,0.17844547645382627,0.03762601536946361,0.04283571444643729,0.05285424050515787,0.25610908599973004,0.3379637735202655,0.33796379283879485,0.22689849577291138
66,0.1615544606253668,0.08960644932231498,0.09106109769073012,0.06222050575983673,0.0677287250798794,0.31302545213719213,0.31302548327226165,0.13333834996489194
67,0.07755197246752724,0.014078079891009454,0.01696525849100286,0.03623588961747343,0.0,0.3239991059127527,0.3239991488643622,0.18207838529794373
68,0.04223542026969221,0.14882519965335456,0.1304838782650904,0.015503924192165161,0.18712029161603888,0.28407569402739963,0.2840756924004679,0.15788524098286302
69,0.09449530104900705,0.06263163439785002,0.08314363356948942,0.1836010852702184,0.05481301471580935,0.06143839115149452,0.06143837905183236,0.20487253454622598
70,0.07864407338408205,0.04839477972025874,0.03637992844070717,0.0069628272399061275,0.15107330903199673,0.3354160667542031,0.33541608909525555,0.3495738619770813
71,0.1112398866584656,0.012806530231652069,0.013629046472555945,0.022665863169921724,0.13595247738625627,0.32843373295044676,0.3284337671080392,0.31946720611100865
72,0.003031932629279699,0.23225562565778346,0.2545074934478536,0.05077979617538636,0.30813194725709914,0.011686196187430942,0.011686209399562442,0.21947537183745314
73,0.19683511331687495,0.10177498080926617,0.06450936372929089,0.09171975491449594,0.03273930066153638,0.44892204184711004,0.44892208685514357,0.03261036208904744
74,0.18438628789093292,0.027222324463487158,0.006913008876202387,0.21007413021028737,0.0439449169704334,0.22716641694006956,0.22716642698330775,0.054872094814973904
75,0.21085707553407995,0.1650101268107967,0.20323523075019118,0.14345456940660722,0.14871067908734986,0.07272312720946145,0.0727231289827634,0.32201736135193715
76,0.14562293511742574,0.007445539091033293,0.04410534597259974,0.20128289982778325,0.08930741190765484,0.12347100685397194,0.12347103271821647,0.08259753783640977
77,0.07458435076844505,0.2032847039982814,0.2571584955029669,0.17724983494781876,0.05589307411907651,0.20279382966318682,0.20279378150967176,0.23237714040200186
78,0.08896543212115282,0.04611785611842212,0.05087420147393856,0.05693961023386762,0.0033751856352099985,7.558180557754035e-05,7.555938353442926e-05,0.000780683278300609
79,0.056082480362878884,0.10805179253160219,0.06203134623297141,0.20299800021066894,0.054002970163358976,0.22487250224214916,0.22487250244428048,0.03931887682861379
80,0.1920253902259298,0.0037882066806659287,0.01309346478342055,0.013498734591740669,0.22100715539354665,0.10801702277942649,0.10801706715583625,0.011475439813162014
81,0.027276112013891796,0.020816975462988663,0.003342986498185707,0.048052766975661076,0.02524638855137029,0.12671131110136336,0.12671133415460167,0.09869297408071065
82,0.3637463089762164,0.002805036784808146,0.02497730227841094,0.30743477341916553,0.16470905899824484,0.27783592520302836,0.2778359194390928,0.10868587832155252
83,0.20523250053105002,0.12172586591055201,0.09051755042955911,0.2759914481863667,0.5191710544079925,0.45948987354522836,0.45948985462094316,0.012030328318640593
84,0.16648550222152414,0.03936105705806969,0.0008246185236608916,0.21149744837498086,0.5269339813689753,0.037957905384678914,0.037957931038934856,0.05563537196493268
85,0.14880891926652007,0.034652911883850224,0.12911397908135025,0.2568549890933657,0.014040772242473354,0.03562472683525586,0.03562474067297172,0.07628947446488188
