,XGB,RF,LGBM,DT,kNN,MLR,PLS,lasso
0,0.2635731495278445,0.2738689701073579,0.26924261743022043,0.12457678617935586,0.07432426301376993,0.06843353466555241,0.06834351889720164,0.1719830139891152
1,0.01977470168140949,0.0006071128859563846,0.011409949290555721,0.03107908672627835,0.0166921706298383,0.2349965223549394,0.2350829057645507,0.21105744693780704
2,0.006354255750367854,0.05359203634574994,0.04568775452513496,0.3396128136122928,0.028625616134879017,0.18095916443581583,0.18104934380798665,0.35513026342477483
3,0.0030767674898974917,0.0030584252105200216,0.04890911602914105,0.22527997221981078,0.05590972815283435,0.1837951009484845,0.18387785199935647,0.24549387078096707
4,0.3486785416398593,0.33037966258645063,0.13059676865099978,0.15109818560638955,0.1363854589598893,0.10915401828078375,0.10925542193681304,0.2670365000219398
5,0.26167912401044857,0.20091472060653415,0.05121849232601383,0.0503081864745204,0.4172972868249003,0.27119178485798195,0.2712744424104347,0.0812491911020986
6,0.22295205155763476,0.10779726249385024,0.15362351577500244,0.1487976386839136,0.14991909122505276,0.2291976934939618,0.22926614607682927,0.14168818635098845
7,0.1517066288500447,0.17550250311080295,0.11347701953329148,0.42651271811789204,0.4937409522637676,0.28208504211369934,0.28217214730172413,0.1862669462102743
8,0.04573544128993201,0.07546256908875171,0.037428850468677055,0.003255490928031901,0.00928003115706899,0.09885162822176952,0.09892387676719638,0.04974093408431546
9,0.08269600071254224,0.033309025667736525,0.11317699808195103,0.010678010243944769,0.049829741131575234,0.29304179415980114,0.2931252669890865,0.23300563015450704
10,0.04114691625298361,0.055161617038516964,0.260069988060608,0.24437885233093148,0.05361659598629187,0.3495175016109352,0.34960477040278004,0.3268960390461296
11,0.0512811858855412,0.05265821685910077,0.009485367974991832,0.012457678617935564,0.07008489703235798,0.14145308558406589,0.1413704470128891,0.3526183624735686
12,0.10590374505978328,0.15871111496947155,0.10058421328640876,0.14020314263390932,0.19635580024586385,0.27589243406955044,0.2760004274250655,0.022977925657199028
13,0.027497540531664255,0.027807101310878046,0.052778251518936115,0.013108776803541944,0.14401423674688463,0.10075839660005215,0.10087777784324559,0.22800207412923335
14,0.04874792495311181,0.0100234395346811,0.0626428276790757,0.09670978383540241,0.05447427759794593,0.23991890845914654,0.24001961370416436,0.2926993516153644
15,0.09706268954819325,0.013254333420146036,0.4010168389544457,0.15530862053997752,0.1246210100488187,0.1460048979364073,0.14590039672882998,0.35725991817924685
16,0.34122127777317846,0.2471513730937297,0.1180956047791073,0.13868391353416099,0.3324196140178376,0.20494874853414313,0.20504556431818244,0.005898519549991321
17,0.011761351214203186,0.10220939317649053,0.005960314984605253,0.1171976734091501,0.2910554772490417,0.12210016382101091,0.12218955128375125,0.28586389029503056
18,0.05404275674374526,0.043316838845961825,0.003133732895452046,0.11876030905460544,0.013583492523533414,0.21550033062717328,0.21560094237377203,0.08409420397971346
19,0.09658813664395527,0.06813699105825133,0.006590617759161699,0.1437624793818908,0.01489789566212274,0.31708995010968444,0.3171869294975438,0.09816646660112005
20,0.0005921285975589718,0.04168272708857912,0.0686955784990172,0.15027346123795482,0.010444921793818396,0.3278151583855431,0.32791593373596184,0.0624493707693099
21,0.20054256805830073,0.1537416442399533,0.15230671691664938,0.09922736348641381,0.19857566517167546,0.03377452752992166,0.03368069243160926,0.10130472046228522
22,0.06983532292611683,0.006864889892061687,0.061299605684002584,0.18725583818039737,0.17738100909925314,0.44984973936973843,0.4497638396431935,0.06676165189174799
23,0.09990244215510047,0.08265069305784611,0.07201423724069314,0.4324160083340568,0.02289003482874119,0.21623436400711282,0.21611261444252883,0.22466135417336353
24,0.19686723806883105,0.24444483028040692,0.013313046989107236,0.025088983418699556,0.20650448353300138,0.09342273516004013,0.09330841391675498,0.2849396673822783
25,0.10391243822935375,0.1834337471424018,0.04389072409656003,0.35701883844083687,0.24737018854860587,0.20588316727508332,0.20578025731249483,0.5392135193878269
26,0.07923187896556268,0.2172011459328062,0.07493514102102933,0.05082906502300549,0.3074053107796994,0.1442564653470968,0.14416461606454678,0.29984852539741236
27,0.045321836165953866,0.04991752756315679,0.08937309172428187,0.038979078044969195,0.010067577722487953,0.10303441703241667,0.10313006227752619,0.19441197534770321
28,0.14643776256887642,0.08944671123072118,0.06282678803034059,0.0713603611424603,0.09750938422614724,0.10738234060706991,0.10726804275680307,0.25868203644247173
29,0.30085362577947516,0.3073469919263817,0.06674868572958753,0.16650750933240727,0.2589908786289273,0.055684013217301154,0.05558846147061075,0.08209122593576429
30,0.04027577543105498,0.0576977168156968,0.14247447337213714,0.031209306363399636,0.11789109671212494,0.16750999451427262,0.1674032184837238,0.30755211763188806
31,0.012516637926911378,0.0219272506293951,0.06877503386747452,0.05443180831669414,0.05300170446351277,0.13599006719793338,0.13589816679125843,0.2371880565135096
32,0.0003146620578717285,0.015389646091965137,0.23407213503709828,0.09423561073009806,0.03756465534679182,0.10068603449635943,0.10060156241098345,0.052803899415488686
33,0.03803554745181614,0.03716439505744229,0.14322069113471325,0.036808750759614484,0.13784103362941968,0.12010467558466043,0.12005121111813044,0.2333719271380278
34,0.03326865449083366,0.010955522759498765,0.02898950070218531,0.16633388314957892,0.05972172018735372,0.05955122561078918,0.05960089411475977,0.1832586816612336
35,0.2033134973916404,0.17889834186995573,0.19295743127035786,0.09071968052782364,0.04254175958738837,0.383085441362959,0.3831164572617723,0.23321756524291598
36,0.08039987964838757,0.07808953323494472,0.19353382847430617,0.06840871603437798,0.1805837690736492,0.49556718600958827,0.4956094495852781,0.13003371481202958
37,0.018012345595247725,0.1313722255982876,0.1617738742295346,0.17084816390311652,0.05538155525549632,0.128127084793334,0.12806996457504627,0.09744665088800708
38,0.0349567483847666,0.09641838122522157,0.15173440438724767,0.10929768209045927,0.4392125777734155,0.2134931494769859,0.21353904541141516,0.402937120530247
39,0.02794246949020679,0.045127759932865996,0.022857127227134122,0.1042625227884365,0.08538235989766935,0.3814872009189353,0.3815218725695062,0.21858302962709736
40,0.013837176764712023,0.06087594409236935,0.1640007835361923,0.26686344300720544,0.08620356608829083,0.06614733388301808,0.06609754848761007,0.3229392145726564
41,0.30111067482545284,0.2686824666493049,0.018646766262074732,0.257748068408716,0.07380378539709354,0.03191408036182963,0.03185686664512277,0.4138738773018343
42,0.11462870989473796,0.1860688138437942,0.04822026085469078,0.2774546401597361,0.5761766286648404,0.09925214379523806,0.09918750175723223,0.1472350136995576
43,0.03252928447305292,0.011558873744826559,0.14767707914409967,0.14393610556471909,0.09794299645911775,0.19444849578654277,0.19439589330922802,0.05427971717752811
44,0.032512344211037325,0.006236363110222798,0.02710734990770458,0.03906589113638348,0.022059639033109812,0.1255525660712251,0.12548427269320384,0.2376504906268505
45,0.0232380534151857,0.01677865555459135,0.10677554288139246,0.2613074051566977,7.90893573440199e-05,0.23423183696628425,0.23417476787212144,0.020733642870036317
46,0.15598682280846887,0.13767803918163968,0.2241358891664833,0.013803281534855438,0.1975452929719499,0.32242321828759557,0.3223773734772911,0.09757985798858698
47,0.050673491834342,0.0652756315652413,0.06884400268648228,0.05547356541366444,0.21234424013284703,0.20450214464313254,0.20444887151152924,0.2403964894570908
48,0.007741476835626204,0.049023063344619366,0.036616461490519114,0.3803281534855456,0.0008528993434095966,0.048179173259399244,0.04814366298701522,0.15137913115297963
49,0.4674482127425674,0.4791000376190051,0.07986021318940273,0.10565153225106338,0.5183214757209498,0.04398324936751885,0.04394031077383587,0.005614160637847254
50,0.14991671051330402,0.1175808085192589,0.09301308867248814,0.060508724715687245,0.0655228001119087,0.029445848041849687,0.029406705410726097,0.28144670490139323
51,0.11727629011937213,0.11074167317764749,0.026663966434375408,0.5527823595798247,0.10165224989540156,0.004480768430442761,0.004519934454584429,0.27857600599920723
52,0.0009454759999648621,0.018721243163469015,0.1363481963858031,0.05330323812830984,0.010540313507839794,0.11771737216005795,0.11766705195745875,0.19844119003249194
53,0.08137412413363554,0.03591833781867537,0.07242189828620349,0.09979164858060596,0.0052593730022294505,0.1553546387743141,0.1553081145342743,0.003701042798257337
