,XGB,LGBM,RF,DT,kNN,PLS,MLR,lasso
0,0.036303773604031,0.03596760523194498,0.03417061391288187,0.002972044209157587,0.024881401765270483,0.03788111076076417,0.03825374693341552,0.057368877349342234
1,0.07212193912701145,0.09797093072850349,0.07175304170149543,0.026191139593201462,0.07713120941811133,0.10108103137262012,0.10231757662070132,0.12875101488926838
2,0.03156652245845282,0.16655325677739113,0.030459738088604096,0.11860313922169585,0.021758639029183735,0.010056345910123915,0.012228972202781963,0.038932270311107714
3,0.024433563028392093,0.0286022082211789,0.02979288566917434,0.02674839788241848,0.04042640689238038,0.11629678230010482,0.11851800297570372,0.13818820663535
4,0.0002999235004438605,0.05310853724357545,0.027669731587257523,0.024333611962477936,0.010176886241431302,0.0662755950812611,0.06658149440727099,0.08924080846310137
5,0.0038352750149722448,0.03576284206255098,0.011598402526237603,0.03287823906380605,0.03335660536155273,0.11292924164539869,0.1151316002520327,0.1348140867630407
6,0.004950336637941616,0.0018820811399816867,0.009425095198291114,0.047397913377294834,0.0084704990576797,0.08670413523392473,0.08794187163899428,0.11087380917613979
7,0.020870284000301803,0.06045276900773702,0.02175861428438751,0.04716262654406983,0.045362097089782685,0.09505717801513616,0.09723099546478256,0.12043279284168676
8,3.812509492276406e-05,0.023048546596337732,0.007482121296554317,0.04578805609733444,0.06182045046632989,0.10169276725127083,0.10389088189238774,0.12357613204495213
9,0.038507425606256335,0.030242573547991813,0.05706139128819537,0.0,0.0321104932646977,0.13244282845250557,0.13252092318268183,0.1054486474490566
10,0.08877678710548303,0.00806333449478415,0.05565013467075321,0.0035757406891427507,0.0795041717357792,0.13356317658798403,0.13270519027358343,0.10536305470019958
11,0.02223197418168424,0.021786497353514886,0.009224482214172991,0.010727222067428252,0.010816869206377505,0.025883915797534907,0.024065551247087036,2.9896941715762404e-05
12,0.00313391487412637,0.030876971253904734,1.1609547692276179e-05,0.04927092040494105,0.025700059743421017,0.15678414796568066,0.15784547891284606,0.13101235589057517
13,0.005795434198971189,0.04120053873206567,0.06370576762329327,0.05187145908795396,0.14036812747390445,0.004996364582933094,0.003983628018708579,0.023783656592299945
14,0.05813439198553125,0.022523739676130652,0.05630398439676787,0.04198012445435126,0.0462434978935756,0.042830659377837865,0.04295590928042642,0.015852926418396834
15,0.016322192097702193,0.0863889974253656,0.028095105414693067,0.07286152131512957,0.03955788696534557,0.11188932109368604,0.11199027380480417,0.08840383816711433
16,0.0008921716592322493,0.10712803830079806,0.0033700195040402836,0.10645955233584098,0.0007821222865409816,0.045257286895350995,0.045381817192675256,0.02178002799078327
17,0.04961399658317295,0.025557540761398864,0.05280300919476166,2.7755575615628914e-17,0.0432501632353339,0.06732049955389449,0.0674207326597483,0.047335490682196085
18,0.00046386607589857243,0.12105398752378493,0.002487693879446376,0.11379678647719882,0.029270626932105803,0.02880072377900264,0.029636571717725685,0.049991673535036585
19,0.08565202128967991,0.07690896305160921,0.09097798829757575,0.1462493421256308,0.0588274680818435,0.1068111210691284,0.10786629728852398,0.0880386322993687
20,0.03404771574440138,0.024766885490275115,0.013939351722856957,0.08188600972106129,0.037186104141761656,0.0005524569600051932,0.0013208484468224535,0.028721327564174587
21,0.044213837563985975,0.06428572734793489,0.07385994241664334,0.08597257050865299,0.02126281457978149,0.031778667901987495,0.03096168203222935,0.010594297363556715
22,0.00671403532275322,0.025311314228000287,0.001382000557258234,0.008916132627472817,0.038146273821171944,0.0683553022798476,0.0672958820949349,0.08712631072564658
23,0.008945543816176682,0.014223073314304918,0.0006803194947525154,0.01035571654128356,0.025637630971561964,0.04146683031178233,0.04131919397997602,0.06493602967478615
24,0.02214869056071722,0.017949896177219454,0.009322002414785882,0.03237670660351076,0.03557044442105428,0.014805477253855642,0.015593921966626179,0.039480617501195
25,0.0334063065553582,0.0950403208351965,0.01715844710690069,0.05400761586328596,0.027091016786701824,0.035074434475594995,0.03522932264506809,0.01145877358636238
26,0.030254105602320926,0.04785000477246171,0.03434011330918544,0.04625243800501533,0.02929919746098312,0.048599477737801856,0.047461353351339615,0.07099274969869099
27,0.0009226061495785365,0.0008605170343323754,0.002569425095198266,0.0012073929599702715,0.004136963898292406,0.0012352920267430512,0.000525551515522027,0.027062111735686428
28,0.01901806966390654,0.025327677353789664,0.016145630166248662,0.0075694250951982775,0.03709718090577631,0.021750674406633946,0.021500756287071987,0.04883391326272399
29,0.056836656669039365,0.011791989397234304,0.04905033899879263,0.009426952725921797,0.022662256662014504,0.010310903833236323,0.011045661141192098,0.031615583507923234
30,0.006493256250286544,0.023804109701854557,0.013926349029441773,0.011479520757871259,0.012322016040061168,0.009850834455914809,0.011473078425506544,0.03934595508067587
31,0.04710354600276434,0.0026878734340033544,0.037256431689421415,0.022801151667131037,0.025574583585791816,0.01657756813482894,0.014931026973766776,0.0094253024570628
