,0
# of Features,4
Feature names,"['P_charged_centers', 'N_charged_centers', 'Total_Carbon_Tails', 'PDI']"
MAE,0.08716000000000002
MAE_std,0.04401947878460175
Spearman,0.38079800679813963
Spearman_std,0.04401947878460175
Pearson,0.35149880882300677
Pearson_std,0.04811630888469004
linkage distance,28.5
