,P_charged_centers,cLogP,Hbond_D,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio
677,1,6.12,0,0,12,100,40,10
678,1,6.12,0,0,4,100,60,10
679,1,6.12,0,0,8,100,60,10
680,1,6.12,0,0,12,100,60,10
681,1,6.12,0,0,4,100,80,10
682,1,6.12,0,0,8,100,80,10
683,1,6.12,0,0,12,100,80,10
684,1,6.12,0,0,4,50,20,10
685,1,6.12,0,0,8,50,20,10
686,1,6.12,0,0,12,50,20,10
687,1,6.12,0,0,4,50,40,10
688,1,6.12,0,0,8,50,40,10
689,1,6.12,0,0,12,50,40,10
690,1,6.12,0,0,4,50,60,10
691,1,6.12,0,0,8,50,60,10
692,1,6.12,0,0,12,50,60,10
693,1,6.12,0,0,4,50,80,10
694,1,6.12,0,0,8,50,80,10
695,1,6.12,0,0,12,50,80,10
696,1,6.12,0,0,4,10,20,10
697,1,6.12,0,0,8,10,20,10
698,1,6.12,0,0,12,10,20,10
699,1,6.12,0,0,4,10,40,10
700,1,6.12,0,0,8,10,40,10
701,1,6.12,0,0,12,10,40,10
702,1,6.12,0,0,4,10,60,10
703,1,6.12,0,0,8,10,60,10
704,1,6.12,0,0,12,10,60,10
705,1,6.12,0,0,4,10,80,10
706,1,6.12,0,0,8,10,80,10
707,1,6.12,0,0,12,10,80,10
708,1,6.12,0,0,4,1,20,10
709,1,6.12,0,0,8,1,20,10
710,1,6.12,0,0,12,1,20,10
711,1,6.12,0,0,4,1,40,10
712,1,6.12,0,0,8,1,40,10
713,1,6.12,0,0,12,1,40,10
714,1,6.12,0,0,4,1,60,10
715,1,6.12,0,0,8,1,60,10
716,1,6.12,0,0,12,1,60,10
717,1,6.12,0,0,4,1,80,10
718,1,6.12,0,0,8,1,80,10
719,1,6.12,0,0,12,1,80,10
720,0,11.8502,2,0,4,200,20,500
721,0,11.8502,2,0,8,200,20,500
722,0,11.8502,2,0,12,200,20,500
723,0,11.8502,2,0,4,200,40,500
724,0,11.8502,2,0,8,200,40,500
725,0,11.8502,2,0,12,200,40,500
726,0,11.8502,2,0,4,200,60,500
727,0,11.8502,2,0,8,200,60,500
728,0,11.8502,2,0,12,200,60,500
729,0,11.8502,2,0,4,200,80,500
730,0,11.8502,2,0,8,200,80,500
731,0,11.8502,2,0,12,200,80,500
732,0,11.8502,2,0,4,100,20,500
733,0,11.8502,2,0,8,100,20,500
734,0,11.8502,2,0,12,100,20,500
735,0,11.8502,2,0,4,100,40,500
736,0,11.8502,2,0,8,100,40,500
737,0,11.8502,2,0,12,100,40,500
738,0,11.8502,2,0,4,100,60,500
739,0,11.8502,2,0,8,100,60,500
740,0,11.8502,2,0,12,100,60,500
741,0,11.8502,2,0,4,100,80,500
742,0,11.8502,2,0,8,100,80,500
743,0,11.8502,2,0,12,100,80,500
744,0,11.8502,2,0,4,50,20,500
745,0,11.8502,2,0,8,50,20,500
746,0,11.8502,2,0,12,50,20,500
747,0,11.8502,2,0,4,50,40,500
748,0,11.8502,2,0,8,50,40,500
749,0,11.8502,2,0,12,50,40,500
750,0,11.8502,2,0,4,50,60,500
751,0,11.8502,2,0,8,50,60,500
752,0,11.8502,2,0,12,50,60,500
753,0,11.8502,2,0,4,50,80,500
754,0,11.8502,2,0,8,50,80,500
755,0,11.8502,2,0,12,50,80,500
756,0,11.8502,2,0,4,10,20,500
757,0,11.8502,2,0,8,10,20,500
758,0,11.8502,2,0,12,10,20,500
759,0,11.8502,2,0,4,10,40,500
760,0,11.8502,2,0,8,10,40,500
761,0,11.8502,2,0,12,10,40,500
762,0,11.8502,2,0,4,10,60,500
763,0,11.8502,2,0,8,10,60,500
764,0,11.8502,2,0,12,10,60,500
765,0,11.8502,2,0,4,10,80,500
766,0,11.8502,2,0,8,10,80,500
767,0,11.8502,2,0,12,10,80,500
768,0,11.8502,2,0,4,1,20,500
769,0,11.8502,2,0,8,1,20,500
770,0,11.8502,2,0,12,1,20,500
771,0,11.8502,2,0,4,1,40,500
772,0,11.8502,2,0,8,1,40,500
773,0,11.8502,2,0,12,1,40,500
774,0,11.8502,2,0,4,1,60,500
775,0,11.8502,2,0,8,1,60,500
776,0,11.8502,2,0,12,1,60,500
777,0,11.8502,2,0,4,1,80,500
778,0,11.8502,2,0,8,1,80,500
779,0,11.8502,2,0,12,1,80,500
780,0,11.8502,2,0,4,200,20,100
781,0,11.8502,2,0,8,200,20,100
782,0,11.8502,2,0,12,200,20,100
783,0,11.8502,2,0,4,200,40,100
784,0,11.8502,2,0,8,200,40,100
785,0,11.8502,2,0,12,200,40,100
786,0,11.8502,2,0,4,200,60,100
787,0,11.8502,2,0,8,200,60,100
788,0,11.8502,2,0,12,200,60,100
789,0,11.8502,2,0,4,200,80,100
790,0,11.8502,2,0,8,200,80,100
791,0,11.8502,2,0,12,200,80,100
792,0,11.8502,2,0,4,100,20,100
793,0,11.8502,2,0,8,100,20,100
794,0,11.8502,2,0,12,100,20,100
795,0,11.8502,2,0,4,100,40,100
796,0,11.8502,2,0,8,100,40,100
797,0,11.8502,2,0,12,100,40,100
798,0,11.8502,2,0,4,100,60,100
799,0,11.8502,2,0,8,100,60,100
800,0,11.8502,2,0,12,100,60,100
801,0,11.8502,2,0,4,100,80,100
802,0,11.8502,2,0,8,100,80,100
803,0,11.8502,2,0,12,100,80,100
804,0,11.8502,2,0,4,50,20,100
805,0,11.8502,2,0,8,50,20,100
806,0,11.8502,2,0,12,50,20,100
807,0,11.8502,2,0,4,50,40,100
808,0,11.8502,2,0,8,50,40,100
809,0,11.8502,2,0,12,50,40,100
810,0,11.8502,2,0,4,50,60,100
811,0,11.8502,2,0,8,50,60,100
812,0,11.8502,2,0,12,50,60,100
813,0,11.8502,2,0,4,50,80,100
814,0,11.8502,2,0,8,50,80,100
815,0,11.8502,2,0,12,50,80,100
816,0,11.8502,2,0,4,10,20,100
817,0,11.8502,2,0,8,10,20,100
818,0,11.8502,2,0,12,10,20,100
819,0,11.8502,2,0,4,10,40,100
820,0,11.8502,2,0,8,10,40,100
821,0,11.8502,2,0,12,10,40,100
822,0,11.8502,2,0,4,10,60,100
823,0,11.8502,2,0,8,10,60,100
824,0,11.8502,2,0,12,10,60,100
825,0,11.8502,2,0,4,10,80,100
826,0,11.8502,2,0,8,10,80,100
827,0,11.8502,2,0,12,10,80,100
828,0,11.8502,2,0,4,1,20,100
829,0,11.8502,2,0,8,1,20,100
830,0,11.8502,2,0,12,1,20,100
831,0,11.8502,2,0,4,1,40,100
832,0,11.8502,2,0,8,1,40,100
833,0,11.8502,2,0,12,1,40,100
834,0,11.8502,2,0,4,1,60,100
835,0,11.8502,2,0,8,1,60,100
836,0,11.8502,2,0,12,1,60,100
837,0,11.8502,2,0,4,1,80,100
838,0,11.8502,2,0,8,1,80,100
839,0,11.8502,2,0,12,1,80,100
840,0,11.8502,2,0,4,200,20,10
841,0,11.8502,2,0,8,200,20,10
842,0,11.8502,2,0,12,200,20,10
843,0,11.8502,2,0,4,200,40,10
844,0,11.8502,2,0,8,200,40,10
845,0,11.8502,2,0,12,200,40,10
846,0,11.8502,2,0,4,200,60,10
847,0,11.8502,2,0,8,200,60,10
848,0,11.8502,2,0,12,200,60,10
849,0,11.8502,2,0,4,200,80,10
850,0,11.8502,2,0,8,200,80,10
851,0,11.8502,2,0,12,200,80,10
852,0,11.8502,2,0,4,100,20,10
853,0,11.8502,2,0,8,100,20,10
854,0,11.8502,2,0,12,100,20,10
855,0,11.8502,2,0,4,100,40,10
856,0,11.8502,2,0,8,100,40,10
857,0,11.8502,2,0,12,100,40,10
858,0,11.8502,2,0,4,100,60,10
859,0,11.8502,2,0,8,100,60,10
860,0,11.8502,2,0,12,100,60,10
861,0,11.8502,2,0,4,100,80,10
862,0,11.8502,2,0,8,100,80,10
863,0,11.8502,2,0,12,100,80,10
864,0,11.8502,2,0,4,50,20,10
865,0,11.8502,2,0,8,50,20,10
866,0,11.8502,2,0,12,50,20,10
867,0,11.8502,2,0,4,50,40,10
868,0,11.8502,2,0,8,50,40,10
869,0,11.8502,2,0,12,50,40,10
870,0,11.8502,2,0,4,50,60,10
871,0,11.8502,2,0,8,50,60,10
872,0,11.8502,2,0,12,50,60,10
873,0,11.8502,2,0,4,50,80,10
874,0,11.8502,2,0,8,50,80,10
875,0,11.8502,2,0,12,50,80,10
876,0,11.8502,2,0,4,10,20,10
877,0,11.8502,2,0,8,10,20,10
878,0,11.8502,2,0,12,10,20,10
879,0,11.8502,2,0,4,10,40,10
880,0,11.8502,2,0,8,10,40,10
881,0,11.8502,2,0,12,10,40,10
882,0,11.8502,2,0,4,10,60,10
883,0,11.8502,2,0,8,10,60,10
884,0,11.8502,2,0,12,10,60,10
885,0,11.8502,2,0,4,10,80,10
886,0,11.8502,2,0,8,10,80,10
887,0,11.8502,2,0,12,10,80,10
888,0,11.8502,2,0,4,1,20,10
889,0,11.8502,2,0,8,1,20,10
890,0,11.8502,2,0,12,1,20,10
891,0,11.8502,2,0,4,1,40,10
892,0,11.8502,2,0,8,1,40,10
893,0,11.8502,2,0,12,1,40,10
894,0,11.8502,2,0,4,1,60,10
895,0,11.8502,2,0,8,1,60,10
896,0,11.8502,2,0,12,1,60,10
897,0,11.8502,2,0,4,1,80,10
898,0,11.8502,2,0,8,1,80,10
899,0,11.8502,2,0,12,1,80,10
900,1,12.73,0,0,4,200,20,500
901,1,12.73,0,0,8,200,20,500
902,1,12.73,0,0,12,200,20,500
903,1,12.73,0,0,4,200,40,500
904,1,12.73,0,0,8,200,40,500
905,1,12.73,0,0,12,200,40,500
906,1,12.73,0,0,4,200,60,500
907,1,12.73,0,0,8,200,60,500
908,1,12.73,0,0,12,200,60,500
909,1,12.73,0,0,4,200,80,500
910,1,12.73,0,0,8,200,80,500
911,1,12.73,0,0,12,200,80,500
912,1,12.73,0,0,4,100,20,500
913,1,12.73,0,0,8,100,20,500
914,1,12.73,0,0,12,100,20,500
915,1,12.73,0,0,4,100,40,500
916,1,12.73,0,0,8,100,40,500
917,1,12.73,0,0,12,100,40,500
918,1,12.73,0,0,4,100,60,500
919,1,12.73,0,0,8,100,60,500
920,1,12.73,0,0,12,100,60,500
921,1,12.73,0,0,4,100,80,500
922,1,12.73,0,0,8,100,80,500
923,1,12.73,0,0,12,100,80,500
924,1,12.73,0,0,4,50,20,500
925,1,12.73,0,0,8,50,20,500
926,1,12.73,0,0,12,50,20,500
927,1,12.73,0,0,4,50,40,500
928,1,12.73,0,0,8,50,40,500
929,1,12.73,0,0,12,50,40,500
930,1,12.73,0,0,4,50,60,500
931,1,12.73,0,0,8,50,60,500
932,1,12.73,0,0,12,50,60,500
933,1,12.73,0,0,4,50,80,500
934,1,12.73,0,0,8,50,80,500
935,1,12.73,0,0,12,50,80,500
936,1,12.73,0,0,4,10,20,500
937,1,12.73,0,0,8,10,20,500
938,1,12.73,0,0,12,10,20,500
939,1,12.73,0,0,4,10,40,500
940,1,12.73,0,0,8,10,40,500
941,1,12.73,0,0,12,10,40,500
942,1,12.73,0,0,4,10,60,500
943,1,12.73,0,0,8,10,60,500
944,1,12.73,0,0,12,10,60,500
945,1,12.73,0,0,4,10,80,500
946,1,12.73,0,0,8,10,80,500
947,1,12.73,0,0,12,10,80,500
948,1,12.73,0,0,4,1,20,500
949,1,12.73,0,0,8,1,20,500
950,1,12.73,0,0,12,1,20,500
951,1,12.73,0,0,4,1,40,500
952,1,12.73,0,0,8,1,40,500
953,1,12.73,0,0,12,1,40,500
954,1,12.73,0,0,4,1,60,500
955,1,12.73,0,0,8,1,60,500
956,1,12.73,0,0,12,1,60,500
957,1,12.73,0,0,4,1,80,500
958,1,12.73,0,0,8,1,80,500
959,1,12.73,0,0,12,1,80,500
960,1,12.73,0,0,4,200,20,100
961,1,12.73,0,0,8,200,20,100
962,1,12.73,0,0,12,200,20,100
963,1,12.73,0,0,4,200,40,100
964,1,12.73,0,0,8,200,40,100
965,1,12.73,0,0,12,200,40,100
966,1,12.73,0,0,4,200,60,100
967,1,12.73,0,0,8,200,60,100
968,1,12.73,0,0,12,200,60,100
969,1,12.73,0,0,4,200,80,100
970,1,12.73,0,0,8,200,80,100
971,1,12.73,0,0,12,200,80,100
972,1,12.73,0,0,4,100,20,100
973,1,12.73,0,0,8,100,20,100
974,1,12.73,0,0,12,100,20,100
975,1,12.73,0,0,4,100,40,100
976,1,12.73,0,0,8,100,40,100
977,1,12.73,0,0,12,100,40,100
978,1,12.73,0,0,4,100,60,100
979,1,12.73,0,0,8,100,60,100
980,1,12.73,0,0,12,100,60,100
981,1,12.73,0,0,4,100,80,100
982,1,12.73,0,0,8,100,80,100
983,1,12.73,0,0,12,100,80,100
984,1,12.73,0,0,4,50,20,100
985,1,12.73,0,0,8,50,20,100
986,1,12.73,0,0,12,50,20,100
987,1,12.73,0,0,4,50,40,100
988,1,12.73,0,0,8,50,40,100
989,1,12.73,0,0,12,50,40,100
990,1,12.73,0,0,4,50,60,100
991,1,12.73,0,0,8,50,60,100
992,1,12.73,0,0,12,50,60,100
993,1,12.73,0,0,4,50,80,100
994,1,12.73,0,0,8,50,80,100
995,1,12.73,0,0,12,50,80,100
996,1,12.73,0,0,4,10,20,100
997,1,12.73,0,0,8,10,20,100
998,1,12.73,0,0,12,10,20,100
999,1,12.73,0,0,4,10,40,100
1000,1,12.73,0,0,8,10,40,100
1001,1,12.73,0,0,12,10,40,100
1002,1,12.73,0,0,4,10,60,100
1003,1,12.73,0,0,8,10,60,100
1004,1,12.73,0,0,12,10,60,100
1005,1,12.73,0,0,4,10,80,100
1006,1,12.73,0,0,8,10,80,100
1007,1,12.73,0,0,12,10,80,100
1008,1,12.73,0,0,4,1,20,100
1009,1,12.73,0,0,8,1,20,100
1010,1,12.73,0,0,12,1,20,100
1011,1,12.73,0,0,4,1,40,100
1012,1,12.73,0,0,8,1,40,100
1013,1,12.73,0,0,12,1,40,100
1014,1,12.73,0,0,4,1,60,100
1015,1,12.73,0,0,8,1,60,100
1016,1,12.73,0,0,12,1,60,100
1017,1,12.73,0,0,4,1,80,100
1018,1,12.73,0,0,8,1,80,100
1019,1,12.73,0,0,12,1,80,100
1020,1,12.73,0,0,4,200,20,10
1021,1,12.73,0,0,8,200,20,10
1022,1,12.73,0,0,12,200,20,10
1023,1,12.73,0,0,4,200,40,10
1024,1,12.73,0,0,8,200,40,10
1025,1,12.73,0,0,12,200,40,10
1026,1,12.73,0,0,4,200,60,10
1027,1,12.73,0,0,8,200,60,10
1028,1,12.73,0,0,12,200,60,10
1029,1,12.73,0,0,4,200,80,10
1030,1,12.73,0,0,8,200,80,10
1031,1,12.73,0,0,12,200,80,10
1032,1,12.73,0,0,4,100,20,10
1033,1,12.73,0,0,8,100,20,10
1034,1,12.73,0,0,12,100,20,10
1035,1,12.73,0,0,4,100,40,10
1036,1,12.73,0,0,8,100,40,10
1037,1,12.73,0,0,12,100,40,10
1038,1,12.73,0,0,4,100,60,10
1039,1,12.73,0,0,8,100,60,10
1040,1,12.73,0,0,12,100,60,10
1041,1,12.73,0,0,4,100,80,10
1042,1,12.73,0,0,8,100,80,10
1043,1,12.73,0,0,12,100,80,10
1044,1,12.73,0,0,4,50,20,10
1045,1,12.73,0,0,8,50,20,10
1046,1,12.73,0,0,12,50,20,10
1047,1,12.73,0,0,4,50,40,10
1048,1,12.73,0,0,8,50,40,10
1049,1,12.73,0,0,12,50,40,10
1050,1,12.73,0,0,4,50,60,10
1051,1,12.73,0,0,8,50,60,10
1052,1,12.73,0,0,12,50,60,10
1053,1,12.73,0,0,4,50,80,10
1054,1,12.73,0,0,8,50,80,10
1055,1,12.73,0,0,12,50,80,10
1056,1,12.73,0,0,4,10,20,10
1057,1,12.73,0,0,8,10,20,10
1058,1,12.73,0,0,12,10,20,10
1059,1,12.73,0,0,4,10,40,10
1060,1,12.73,0,0,8,10,40,10
1061,1,12.73,0,0,12,10,40,10
1062,1,12.73,0,0,4,10,60,10
1063,1,12.73,0,0,8,10,60,10
1064,1,12.73,0,0,12,10,60,10
1065,1,12.73,0,0,4,10,80,10
1066,1,12.73,0,0,8,10,80,10
1067,1,12.73,0,0,12,10,80,10
1068,1,12.73,0,0,4,1,20,10
1069,1,12.73,0,0,8,1,20,10
1070,1,12.73,0,0,12,1,20,10
1071,1,12.73,0,0,4,1,40,10
1072,1,12.73,0,0,8,1,40,10
1073,1,12.73,0,0,12,1,40,10
1074,1,12.73,0,0,4,1,60,10
1075,1,12.73,0,0,8,1,60,10
1076,1,12.73,0,0,12,1,60,10
1077,1,12.73,0,0,4,1,80,10
1078,1,12.73,0,0,8,1,80,10
1079,1,12.73,0,0,12,1,80,10
