,# of Features,Feature names,Removed Feature Names,MAE,MAE_std,Spearman,Spearman_std,Pearson,Pearson_std,linkage distance
0,13,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Total_Carbon_Tails', 'Double_bonds', 'NP_ratio', 'Dlin-MC3_Helper lipid_ratio', 'Dlin-MC3+Helper lipid percentage', 'Chol_DMG-PEG_ratio', 'Size', 'PDI', 'Zeta']",Hbond_A,0.04018,0.0050306659598904,0.5936877495609195,0.04575376172694265,0.8479352114726296,0.03460945639048662,0.0
1,12,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Double_bonds', 'NP_ratio', 'Dlin-MC3_Helper lipid_ratio', 'Dlin-MC3+Helper lipid percentage', 'Chol_DMG-PEG_ratio', 'Size', 'PDI', 'Zeta']",Total_Carbon_Tails,0.04046,0.005138910390345408,0.590522421105437,0.04563119640756842,0.8466653141677972,0.03418922692043245,0.005
2,11,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Double_bonds', 'NP_ratio', 'Dlin-MC3_Helper lipid_ratio', 'Dlin-MC3+Helper lipid percentage', 'Chol_DMG-PEG_ratio', 'Size', 'Zeta']",PDI,0.04034,0.005225361231532228,0.5914698364683798,0.04164241676272027,0.8469036518611592,0.03500434342741918,0.01
3,10,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Double_bonds', 'NP_ratio', 'Dlin-MC3_Helper lipid_ratio', 'Dlin-MC3+Helper lipid percentage', 'Chol_DMG-PEG_ratio', 'Zeta']",Size,0.03956,0.004605040716432375,0.5834866077360605,0.04960185144036425,0.8552294911766477,0.029845596795147672,0.015
4,9,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Double_bonds', 'NP_ratio', 'Dlin-MC3_Helper lipid_ratio', 'Dlin-MC3+Helper lipid percentage', 'Chol_DMG-PEG_ratio']",Zeta,0.03836,0.004348608972993547,0.5939616335839959,0.04391329028224021,0.8683699174207753,0.027115627665462664,0.02
5,8,"['P_charged_centers', 'cLogP', 'Hbond_D', 'Double_bonds', 'NP_ratio', 'Dlin-MC3_Helper lipid_ratio', 'Dlin-MC3+Helper lipid percentage', 'Chol_DMG-PEG_ratio']",N_charged_centers,0.03202,0.0039824113298352285,0.615388310849841,0.03711280999591076,0.9104755495325989,0.020656691989453937,0.025
