,P_charged_centers,N_charged_centers,Total_Carbon_Tails,PDI
505,1,0,36,0.758666667
506,1,0,36,0.772
507,1,0,36,0.228666667
508,1,0,36,0.323
509,1,0,36,0.739666667
510,1,0,36,0.437
511,1,0,36,0.253
512,1,0,36,0.219666667
513,1,0,36,0.153
514,1,0,36,0.218666667
515,1,0,36,0.198666667
516,1,0,36,0.275666667
517,1,0,36,1.0
518,1,0,36,0.498
519,1,0,36,0.235666667
520,1,0,36,0.312
521,1,0,36,0.771333333
522,1,0,36,0.479
523,1,0,36,0.357333333
524,1,0,36,0.243666667
525,1,0,36,0.187666667
526,1,0,36,0.199666667
527,1,0,36,0.233666667
528,1,0,36,0.393
529,1,0,36,0.426
530,1,0,36,0.345
531,1,0,36,0.213333333
532,1,0,36,0.358333333
533,1,0,36,0.821333333
534,1,0,36,0.589666667
535,1,0,36,0.533
536,1,0,36,0.272333333
537,1,0,36,0.148333333
538,1,0,36,0.211
539,1,0,36,0.235333333
540,1,1,36,0.224
541,1,1,36,0.160666667
542,1,1,36,0.232333333
543,1,1,36,0.204666667
544,1,1,36,0.448
545,1,1,36,0.357
546,1,1,36,0.208333333
547,1,1,36,0.251333333
548,1,1,36,0.201333333
549,1,1,36,0.222333333
550,1,1,36,0.214666667
551,1,1,36,0.251
552,1,1,36,0.369666667
553,1,1,36,0.191666667
554,1,1,36,0.139333333
555,1,1,36,0.27
556,1,1,36,0.469333333
557,1,1,36,0.451
558,1,1,36,0.212
559,1,1,36,0.271
560,1,1,36,0.248666667
561,1,1,36,0.230666667
562,1,1,36,0.221333333
563,1,1,36,0.301666667
564,1,1,36,0.219333333
565,1,1,36,0.162333333
566,1,1,36,0.212333333
567,1,1,36,0.195333333
568,1,1,36,0.109
569,1,1,36,0.305333333
570,1,1,36,0.245666667
571,1,1,36,0.207333333
572,1,1,36,0.225
573,1,1,36,0.222666667
574,1,1,36,0.218
575,1,1,36,0.305666667
576,1,1,36,0.223
577,1,1,36,0.193666667
578,1,1,36,0.216666667
579,1,1,36,0.217
580,1,1,36,0.235
581,1,1,36,0.160666667
582,1,1,36,0.336
583,1,1,36,0.277666667
584,1,1,36,0.254
585,1,1,36,0.284
586,1,1,36,0.203666667
587,1,1,36,0.298333333
588,1,1,36,0.440666667
589,1,1,36,0.644333333
590,1,1,36,0.394333333
591,1,1,36,0.178333333
592,1,1,36,0.270666667
593,1,1,36,0.277666667
594,1,1,36,0.285
595,1,1,36,0.250333333
596,1,1,36,0.276666667
597,1,1,36,0.182
598,1,1,36,0.217
599,1,1,36,0.231
600,1,1,36,0.428666667
601,1,1,36,0.204666667
602,1,1,36,0.213666667
603,1,1,36,0.298333333
604,1,1,36,0.289333333
605,1,1,36,0.259
606,1,1,36,0.225333333
607,1,1,36,0.144666667
608,1,1,36,0.212333333
609,1,1,36,0.218
610,1,1,36,0.198333333
611,1,1,36,0.218
612,1,1,36,0.436333333
613,1,1,36,0.539333333
614,1,1,36,0.198666667
615,1,1,36,0.319666667
616,1,1,36,0.285
617,1,1,36,0.295666667
618,1,1,36,0.231666667
619,1,1,36,0.231666667
620,1,1,36,0.280666667
621,1,1,36,0.208333333
622,1,1,36,0.230666667
623,1,1,36,0.185333333
624,1,1,36,0.541
625,1,1,36,0.707
626,1,1,36,0.195333333
627,1,1,36,0.253
628,1,1,36,0.291333333
629,1,1,36,0.239666667
630,1,1,36,0.245333333
631,1,1,36,0.187
632,1,1,36,0.240333333
633,1,1,36,0.174
634,1,1,36,0.204
635,1,1,36,0.240666667
636,1,1,36,0.459
637,1,1,36,0.234333333
638,1,1,36,0.333
639,1,1,36,0.21
640,1,1,36,0.302666667
641,1,1,36,0.360333333
642,1,1,36,0.169
643,1,1,36,0.234666667
644,1,1,36,0.296333333
645,1,1,36,0.239666667
646,1,1,36,0.225333333
647,1,1,36,0.292
648,1,1,36,0.600333333
649,1,1,36,0.583333333
650,1,1,36,0.453
651,1,1,36,0.499333333
652,1,1,36,0.314666667
653,1,1,36,0.19
654,1,1,36,0.237666667
655,1,1,36,0.258
656,1,1,36,0.277666667
657,1,1,36,0.314
658,1,1,36,0.202666667
659,1,1,36,0.292
660,1,1,36,0.863666667
661,1,1,36,0.532666667
662,1,1,36,0.528
663,1,1,36,0.245666667
664,1,1,36,0.576
665,1,1,36,0.341666667
666,1,1,36,0.191
667,1,1,36,0.215333333
668,1,1,36,0.227333333
669,1,1,36,0.148
670,1,1,36,0.164
671,1,1,36,0.211333333
672,1,1,36,0.198
673,1,1,36,0.251333333
674,1,1,36,0.614
675,1,1,36,0.255
676,1,1,36,0.273
677,1,1,36,0.334333333
678,1,1,36,0.184
679,1,1,36,0.232666667
680,1,1,36,0.249333333
681,1,1,36,0.171333333
682,1,1,36,0.183
683,1,1,36,0.211333333
684,1,1,36,0.382
685,1,1,36,0.408333333
686,1,1,36,0.368666667
687,1,1,36,0.191666667
688,1,1,36,0.316333333
689,1,1,36,0.326
690,1,1,36,0.216333333
691,1,1,36,0.252333333
692,1,1,36,0.251
693,1,1,36,0.164333333
694,1,1,36,0.162333333
695,1,1,36,0.202666667
696,1,1,36,0.283666667
697,1,1,36,0.339666667
698,1,1,36,0.756333333
699,1,1,36,0.187
700,1,1,36,0.242333333
701,1,1,36,0.346
702,1,1,36,0.149666667
703,1,1,36,0.231666667
704,1,1,36,0.255666667
705,1,1,36,0.206333333
706,1,1,36,0.199666667
707,1,1,36,0.200333333
708,1,1,36,0.705333333
709,1,1,36,0.287
710,1,1,36,0.211666667
711,1,1,36,0.199666667
712,1,1,36,0.226666667
713,1,1,36,0.35
714,1,1,36,0.188666667
715,1,1,36,0.263
716,1,1,36,0.250333333
717,1,1,36,0.23
718,1,1,36,0.243666667
719,1,1,36,0.304
720,0,1,28,0.3285
721,0,1,28,0.316166667
722,0,1,28,0.409
723,0,1,28,0.214666667
724,0,1,28,0.228
725,0,1,28,0.337
726,0,1,28,0.208
727,0,1,28,0.322666667
728,0,1,28,0.23
729,0,1,28,0.274333333
730,0,1,28,0.257666667
731,0,1,28,0.246
732,0,1,28,0.323666667
733,0,1,28,0.543333333
734,0,1,28,0.151333333
735,0,1,28,0.2495
736,0,1,28,0.249333333
737,0,1,28,0.306333333
738,0,1,28,0.212666667
739,0,1,28,0.271666667
740,0,1,28,0.245666667
741,0,1,28,0.223666667
742,0,1,28,0.236
743,0,1,28,0.244666667
744,0,1,28,0.346166667
745,0,1,28,0.408333333
746,0,1,28,0.411166667
747,0,1,28,0.212666667
748,0,1,28,0.262
749,0,1,28,0.322333333
750,0,1,28,0.357
751,0,1,28,0.229
752,0,1,28,0.326
753,0,1,28,0.255333333
754,0,1,28,0.243333333
755,0,1,28,0.296666667
756,0,1,28,0.256333333
757,0,1,28,0.289
758,0,1,28,0.322833333
759,0,1,28,0.258
760,0,1,28,0.270333333
761,0,1,28,0.252
762,0,1,28,0.170666667
763,0,1,28,0.241666667
764,0,1,28,0.238
765,0,1,28,0.265666667
766,0,1,28,0.248333333
767,0,1,28,0.284666667
768,0,1,28,0.21
769,0,1,28,0.220833333
770,0,1,28,0.273666667
771,0,1,28,0.211166667
772,0,1,28,0.111333333
773,0,1,28,0.203333333
774,0,1,28,0.13
775,0,1,28,0.207666667
776,0,1,28,0.148666667
777,0,1,28,0.112333333
778,0,1,28,0.096333333
779,0,1,28,0.099666667
780,0,1,28,0.339666667
781,0,1,28,0.263666667
782,0,1,28,0.468666667
783,0,1,28,0.169666667
784,0,1,28,0.22
785,0,1,28,0.236333333
786,0,1,28,0.2
787,0,1,28,0.224
788,0,1,28,0.250333333
789,0,1,28,0.237
790,0,1,28,0.233666667
791,0,1,28,0.243666667
792,0,1,28,0.235
793,0,1,28,0.498333333
794,0,1,28,0.183333333
795,0,1,28,0.218
796,0,1,28,0.225
797,0,1,28,0.267666667
798,0,1,28,0.165666667
799,0,1,28,0.202
800,0,1,28,0.242333333
801,0,1,28,0.229
802,0,1,28,0.229333333
803,0,1,28,0.251333333
804,0,1,28,0.243666667
805,0,1,28,0.233666667
806,0,1,28,0.318333333
807,0,1,28,0.216666667
808,0,1,28,0.254666667
809,0,1,28,0.238333333
810,0,1,28,0.220333333
811,0,1,28,0.217
812,0,1,28,0.279
813,0,1,28,0.239333333
814,0,1,28,0.211666667
815,0,1,28,0.255
816,0,1,28,0.208333333
817,0,1,28,0.187666667
818,0,1,28,0.226333333
819,0,1,28,0.251666667
820,0,1,28,0.278666667
821,0,1,28,0.217666667
822,0,1,28,0.203333333
823,0,1,28,0.230333333
824,0,1,28,0.286333333
825,0,1,28,0.243
826,0,1,28,0.253333333
827,0,1,28,0.272333333
828,0,1,28,0.224666667
829,0,1,28,0.196666667
830,0,1,28,0.138
831,0,1,28,0.204666667
832,0,1,28,0.215333333
833,0,1,28,0.192666667
834,0,1,28,0.132666667
835,0,1,28,0.166666667
836,0,1,28,0.194333333
837,0,1,28,0.122666667
838,0,1,28,0.107333333
839,0,1,28,0.190333333
840,0,1,28,0.355
841,0,1,28,0.635
842,0,1,28,0.295333333
843,0,1,28,0.163666667
844,0,1,28,0.191666667
845,0,1,28,0.204
846,0,1,28,0.196666667
847,0,1,28,0.221
848,0,1,28,0.176
849,0,1,28,0.159333333
850,0,1,28,0.210666667
851,0,1,28,0.168666667
852,0,1,28,0.433333333
853,0,1,28,0.39
854,0,1,28,0.326333333
855,0,1,28,0.177666667
856,0,1,28,0.207666667
857,0,1,28,0.222
858,0,1,28,0.170333333
859,0,1,28,0.215666667
860,0,1,28,0.171333333
861,0,1,28,0.148
862,0,1,28,0.159
863,0,1,28,0.197333333
864,0,1,28,0.433
865,0,1,28,0.282333333
866,0,1,28,0.473666667
867,0,1,28,0.173666667
868,0,1,28,0.208333333
869,0,1,28,0.229
870,0,1,28,0.207333333
871,0,1,28,0.154666667
872,0,1,28,0.225333333
873,0,1,28,0.132333333
874,0,1,28,0.184
875,0,1,28,0.19
876,0,1,28,0.513
877,0,1,28,0.701
878,0,1,28,0.539333333
879,0,1,28,0.188333333
880,0,1,28,0.197333333
881,0,1,28,0.224666667
882,0,1,28,0.189666667
883,0,1,28,0.196333333
884,0,1,28,0.200333333
885,0,1,28,0.170666667
886,0,1,28,0.174
887,0,1,28,0.224
888,0,1,28,0.555666667
889,0,1,28,0.536666667
890,0,1,28,0.326333333
891,0,1,28,0.179
892,0,1,28,0.229
893,0,1,28,0.275333333
894,0,1,28,0.227333333
895,0,1,28,0.220666667
896,0,1,28,0.219
897,0,1,28,0.205
898,0,1,28,0.182
899,0,1,28,0.175666667
900,1,0,36,0.338333333
901,1,0,36,0.528666667
902,1,0,36,0.365666667
903,1,0,36,0.338666667
904,1,0,36,0.368
905,1,0,36,0.315333333
906,1,0,36,0.162333333
907,1,0,36,0.243333333
908,1,0,36,0.204333333
909,1,0,36,0.187
910,1,0,36,0.147333333
911,1,0,36,0.246333333
912,1,0,36,0.556333333
913,1,0,36,0.742333333
914,1,0,36,0.668
915,1,0,36,0.307333333
916,1,0,36,0.396666667
917,1,0,36,0.248
918,1,0,36,0.152333333
919,1,0,36,0.201
920,1,0,36,0.252666667
921,1,0,36,0.199
922,1,0,36,0.187
923,1,0,36,0.204333333
924,1,0,36,0.500666667
925,1,0,36,0.661333333
926,1,0,36,0.695666667
927,1,0,36,0.316333333
928,1,0,36,0.327
929,1,0,36,0.329666667
930,1,0,36,0.190333333
931,1,0,36,0.218666667
932,1,0,36,0.234333333
933,1,0,36,0.238333333
934,1,0,36,0.205666667
935,1,0,36,0.249666667
936,1,0,36,0.432333333
937,1,0,36,0.394666667
938,1,0,36,0.700666667
939,1,0,36,0.308
940,1,0,36,0.316333333
941,1,0,36,0.19
942,1,0,36,0.224666667
943,1,0,36,0.244333333
944,1,0,36,0.258666667
945,1,0,36,0.361
946,1,0,36,0.194333333
947,1,0,36,0.185333333
948,1,0,36,0.444
949,1,0,36,0.518
950,1,0,36,0.469
951,1,0,36,0.281333333
952,1,0,36,0.247666667
953,1,0,36,0.268333333
954,1,0,36,0.21
955,1,0,36,0.205
956,1,0,36,0.234666667
957,1,0,36,0.388666667
958,1,0,36,0.216666667
959,1,0,36,0.301
960,1,0,36,0.523666667
961,1,0,36,0.279
962,1,0,36,0.504333333
963,1,0,36,0.371666667
964,1,0,36,0.496666667
965,1,0,36,0.446
966,1,0,36,0.272333333
967,1,0,36,0.257666667
968,1,0,36,0.248666667
969,1,0,36,0.235333333
970,1,0,36,0.279
971,1,0,36,0.289666667
972,1,0,36,0.524333333
973,1,0,36,0.471333333
974,1,0,36,0.332
975,1,0,36,0.537
976,1,0,36,0.404
977,1,0,36,0.642333333
978,1,0,36,0.228
979,1,0,36,0.225
980,1,0,36,0.188333333
981,1,0,36,0.235
982,1,0,36,0.319
983,1,0,36,0.366333333
984,1,0,36,0.363
985,1,0,36,0.552
986,1,0,36,0.392333333
987,1,0,36,0.336333333
988,1,0,36,0.402
989,1,0,36,0.449
990,1,0,36,0.195
991,1,0,36,0.184333333
992,1,0,36,0.308
993,1,0,36,0.211
994,1,0,36,0.408
995,1,0,36,0.411333333
996,1,0,36,0.287
997,1,0,36,0.667
998,1,0,36,0.598333333
999,1,0,36,0.376333333
1000,1,0,36,0.390333333
1001,1,0,36,0.358333333
1002,1,0,36,0.207666667
1003,1,0,36,0.244
1004,1,0,36,0.282666667
1005,1,0,36,0.235666667
1006,1,0,36,0.315333333
1007,1,0,36,0.321666667
1008,1,0,36,0.323333333
1009,1,0,36,0.341666667
1010,1,0,36,0.389666667
1011,1,0,36,0.189
1012,1,0,36,0.245666667
1013,1,0,36,0.236
1014,1,0,36,0.208
1015,1,0,36,0.211
1016,1,0,36,0.253666667
1017,1,0,36,0.199666667
1018,1,0,36,0.285666667
1019,1,0,36,0.335
1020,1,0,36,0.666
1021,1,0,36,0.426333333
1022,1,0,36,0.708333333
1023,1,0,36,0.731
1024,1,0,36,0.529666667
1025,1,0,36,0.767666667
1026,1,0,36,0.281333333
1027,1,0,36,0.621666667
1028,1,0,36,0.345333333
1029,1,0,36,0.320666667
1030,1,0,36,0.504333333
1031,1,0,36,0.304
1032,1,0,36,0.682333333
1033,1,0,36,0.478333333
1034,1,0,36,0.776
1035,1,0,36,0.709666667
1036,1,0,36,0.53
1037,1,0,36,0.677
1038,1,0,36,0.686666667
1039,1,0,36,0.432666667
