,HepG2,B16,PC3,HEK293,N2a,ARPE19
XGB,0.8309332849341975,0.9178924589123079,0.859468123422593,0.7670056957316042,0.894287164352988,0.8395229679172221
PLS,0.5102478066250563,0.692740112263306,0.649702024176979,0.5075021598383899,0.6159222483560123,0.6641399885021794
MLR,0.5077674394853877,0.6909338814921825,0.6513557333953841,0.5136605826570183,0.6173685144971846,0.6639891688577058
kNN,0.6004206773336144,0.5986833304911228,0.7318812942882843,0.5595409972255254,0.6417957419584503,0.6645812770078143
MLP,0.7628643020243796,0.8762313181895759,0.8478358521380851,0.767084666973483,0.8714528653114119,0.7656927132871857
lasso,0.5078850452305315,0.6958744469571864,0.654528060008519,0.4503268362796162,0.5631719190264832,0.6536244964676045
LGBM,0.8650947257046415,0.9273888438312633,0.8761953221180685,0.828819316203559,0.9159527959264909,0.8773270692389099
RF,0.8741878123059648,0.9103975979502353,0.8413459734138604,0.8442513591710077,0.8925874886074239,0.8375143136947532
DT,0.866284601069874,0.8475068280114604,0.8077885763255161,0.6652202225065932,0.8422778857156568,0.803032232271263
