,HepG2,B16,PC3,HEK293,N2a,ARPE19
XGB,0.058393964475817406,0.05145239265659104,0.0599991611694906,0.10555359748040749,0.07825832750737242,0.11483373462420818
PLS,0.1109381394782396,0.10068590739552062,0.11550186195031575,0.14743687192863325,0.14196660614210876,0.16751211030779098
MLR,0.10789550916461813,0.10081120608764992,0.1155354391850492,0.14722404525964006,0.14208565636441034,0.16752245111503228
kNN,0.0855782800079893,0.09888728584359041,0.07840558118635421,0.12947887529682725,0.13281533307691581,0.1576228952033024
MLP,0.07430792706017539,0.07055311421265867,0.07180502593384715,0.10770760824919647,0.08789051294491192,0.14723300495790073
lasso,0.10615327864527858,0.10166660334122533,0.1133297978196946,0.15480470736921853,0.1454632923383828,0.1677337034344994
LGBM,0.05099544145273828,0.04764290444171116,0.05478700290497339,0.08837753485989044,0.07110194980134314,0.09692309981207477
RF,0.049629716270061845,0.053397248922642124,0.05429340897333182,0.09952610435496204,0.07900062986665259,0.11390801250963939
DT,0.04560324222712659,0.06079367359954579,0.056373997983380886,0.11719111734583945,0.09503213709878004,0.1161778992106861
