,HepG2,B16,PC3,HEK293,N2a,ARPE19
Model_Name,DT,LGBM,RF,LGBM,LGBM,LGBM
Hyper_Params,"{'splitter': 'random', 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': 1.0, 'max_depth': None, 'criterion': 'squared_error', 'ccp_alpha': 0}","{'subsample': 0.4, 'reg_lambda': 0.005, 'reg_alpha': 0.01, 'num_leaves': 32, 'n_estimators': 600, 'min_child_weight': 1.0, 'min_child_samples': 2, 'max_depth': 22, 'max_bin': 10, 'learning_rate': 0.1, 'boosting_type': 'dart'}","{'oob_score': True, 'n_estimators': 300, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.0, 'max_leaf_nodes': None, 'max_features': None, 'max_depth': 10, 'criterion': 'absolute_error', 'ccp_alpha': 0, 'bootstrap': True}","{'subsample': 0.8, 'reg_lambda': 0.015, 'reg_alpha': 0.015, 'num_leaves': 16, 'n_estimators': 600, 'min_child_weight': 1.0, 'min_child_samples': 2, 'max_depth': 22, 'max_bin': 10, 'learning_rate': 0.1, 'boosting_type': 'gbdt'}","{'subsample': 0.6, 'reg_lambda': 0, 'reg_alpha': 0, 'num_leaves': 64, 'n_estimators': 500, 'min_child_weight': 1.0, 'min_child_samples': 2, 'max_depth': 6, 'max_bin': 30, 'learning_rate': 0.01, 'boosting_type': 'gbdt'}","{'subsample': 0.4, 'reg_lambda': 0.015, 'reg_alpha': 0.005, 'num_leaves': 64, 'n_estimators': 400, 'min_child_weight': 0.1, 'min_child_samples': 10, 'max_depth': 14, 'max_bin': 10, 'learning_rate': 0.1, 'boosting_type': 'dart'}"
MAE,0.04560324222712659,0.04764290444171116,0.05429340897333182,0.08837753485989044,0.07110194980134314,0.09692309981207477
Spearman,0.7292146452000998,0.9024309866975107,0.6553628119843511,0.8451981164630954,0.907506089669309,0.8878276273961762
Pearson,0.866284601069874,0.9273888438312633,0.8413459734138604,0.828819316203559,0.9159527959264909,0.8773270692389099
