LGBM,XGB,RF,DT,kNN,MLR,PLS,lasso
0.04557925161808707,0.12987771934618353,0.14559784626810263,0.08686099764822386,0.13173327272933488,0.1721970667420069,0.15911452849383428,0.16711779798582382
0.2590594600720339,0.16873311642329136,0.16398950984032634,0.002692164871890057,0.251211990882236,0.25662222609316804,0.2426538820789561,0.22815987240598168
0.5493402287006408,0.6394405297705377,0.6121839027107319,0.31252320831786107,0.42878585875807457,0.5123896864375941,0.5253779496557336,0.5585532760432756
0.04127433161541538,0.06454627878197594,0.02818139621240201,0.007930613760543048,0.1572164062323126,0.21732171611006196,0.20305101574320472,0.1886669599331936
0.10793547005544013,0.07444319050417392,0.059449034533976985,0.027037690308206463,0.3122934748631695,0.2376911567266322,0.21881989078894426,0.1849374574116286
0.16401872132617834,0.14754686701311037,0.2257013553657628,0.07958132194578549,0.13364141683708552,0.2771608268989734,0.2608871872734906,0.23204981831990734
0.002524848997246587,0.04268202388149356,0.017588191607872172,0.09028963980690685,0.08328102240928836,0.13578867613955004,0.1224465969713533,0.11080153928543357
0.04453616397800042,0.2613837880757146,0.19791125139249932,0.08424619383587095,0.2331410810039718,0.2781468118962891,0.26376111947324077,0.2493599575343578
0.3492018447135842,0.1727016390233158,0.29509793910137394,0.19534441143705905,0.262045398227741,0.4476493495058516,0.4257887112809217,0.3921956571113073
0.023580235521402787,0.06012630449366582,0.023868826587448766,0.2250013261895921,0.006853444188603924,0.07772661722142551,0.08561093553272445,0.09567434276163153
0.08877745916215596,0.12013919168451759,0.07336984775343447,0.20425640549572976,0.1912514114446271,0.24267986752780862,0.2349741468934604,0.20017731536247008
0.0031552327361930033,0.03384326153247719,0.041316839955439555,0.12027710731526176,0.09399140035640607,0.12418338696080045,0.11428926303546538,0.06919684562536099
0.015682793386690652,0.002418804071315228,0.04820181953211988,0.197618826587449,0.03292781604955741,0.1929780331992174,0.18287676354694993,0.1503837897987187
0.021455310864064492,0.1206752390521546,0.07330532862978056,0.19977720014853328,0.10261745801860245,0.23267480966982546,0.22375487053595877,0.18632107794265007
0.07113463012775356,0.02585376276210305,0.08635443743037474,0.007287411808392208,0.2322276812833174,0.1488439220425095,0.14329796210648793,0.14000684083895276
0.13226120660875137,0.058136869630006194,0.01232965094689964,0.02290660972892683,0.2903499649013045,0.23658563503274532,0.24612933968539874,0.24772226402630992
0.05547228670793891,0.15622483619384678,0.09867666171555858,0.02238829063002848,0.20553480862839038,0.26041060368768787,0.2679369376569425,0.27573167142481225
0.012723478964808466,0.0435588405759105,0.07399972150018577,0.07558175516771878,0.09372395112056184,0.23048374268188868,0.23675414381146928,0.2570562929143114
0.0887856526916847,0.003135094556762419,0.039765595989603164,0.12900111399925734,0.03676551162776737,0.008473700410936258,0.014904382624456813,0.04115327052947437
0.11802871826188682,0.15620254384643562,0.12583410694392894,0.19911189503651439,0.07107937440967854,0.031035568019904702,0.03699537677428966,0.058346640193571386
0.3510217885370541,0.4254148646530679,0.3469740995172669,0.43340141106572594,0.2638970585070828,0.452431866653068,0.4558601359648352,0.47088333433222673
0.0012769906128314024,0.04076227443925609,0.03995172669884897,0.023316623344473292,0.15983947225802472,0.2563711727496276,0.2638483802940653,0.30962268372067214
0.13144627225649524,0.04812983739699206,0.10908466394355754,0.08415336056442624,0.10922095995190284,0.07582051006343382,0.07059605067655328,0.05159613524470896
0.11097177329365826,0.01465389197792566,0.005735703676197579,0.018334571110285913,0.06454568891383006,0.0667603467520167,0.070840055662161,0.08594213441432708
0.007145028887818872,0.128173414588727,0.13994708503527648,0.039955440029706635,0.17142850784375885,0.00042460674476085813,0.0031984006028626943,0.0013140934697757345
0.0451676484222574,0.05401832440773269,0.08258587077608603,0.08749535833642785,0.08071627421746197,0.07303866314137075,0.06729046532170013,0.04900035271057224
0.08501870048143462,0.0231999077298497,0.10114138507240966,0.03892034905310071,0.0825629686814413,0.1405693665583837,0.14539275570257537,0.16265193960688296
0.009222534389045522,0.023151587253603223,0.027222892684737987,0.02187151875232085,0.05561000908281055,0.06909174895153936,0.07212079947576522,0.07424021883916943
0.11797482831810019,0.04101283017738222,0.05503852580764945,0.002026859759871269,0.015483566532339177,0.1940573240180905,0.19633093300364723,0.18474922423175222
0.24182070533348587,0.05576179929926983,0.030839676940215333,0.08167780665923996,0.013826880870172698,0.0872974026305362,0.08659709604725985,0.09698863195350538
0.1405195521850647,0.30422996908061084,0.2100649832900107,0.17134701076865946,0.3258420210341727,0.42924545312359963,0.43519316429012833,0.4445750149559098
0.08067049680387253,0.2845511445094341,0.29447317118455274,0.4136279242480504,0.19219657915638663,0.43772161712987145,0.43962455984698245,0.4482199926661292
0.1594049495308708,0.17865311249542803,0.12319346453769031,0.06943928704047542,0.31018545451407725,0.14188485147520358,0.14421048873969888,0.21962668641701588
0.2536740851129847,0.16444115668834036,0.26889621240252526,0.36353509097660597,0.04580472624983378,0.32656230818489074,0.3242032683866106,0.25066740573552104
0.17471987692417507,0.0165111911903294,0.042371425919048966,0.08726327515781651,0.030754158831666656,0.041764258690749734,0.04090949077188333,0.03460255621440189
0.14676002698743384,0.2324968214775167,0.2295743594504268,0.2527153731897511,0.18476391406434212,0.24679009272884544,0.24592863564608358,0.1738440842247575
0.01917649969285773,0.043648166723779025,0.09084942443371724,0.03509097660601568,0.16639330518129647,0.17274531081113353,0.17548395945178819,0.257047417989668
0.1640634812448577,0.3417873821026589,0.2970228369847752,0.030867062755291386,0.10824403405322125,0.1796446470533971,0.17923398053026085,0.25321316664807536
0.11645966736900393,0.12737662027283236,0.10743362421091684,0.1036483475677683,0.18445270409499448,0.1886090360371212,0.18991413275889124,0.26471324708166233
