group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-2.8704,0.0,-4.2267,-1.5141,True
DT,MLR,3.0039,0.0,1.6476,4.3602,True
DT,PLS,3.0179,0.0,1.6616,4.3742,True
DT,RF,-2.0615,0.0001,-3.4178,-0.7052,True
DT,XGB,-2.2941,0.0,-3.6504,-0.9378,True
DT,kNN,1.2796,0.081,-0.0767,2.6359,False
DT,lasso,3.4402,0.0,2.0839,4.7965,True
LGBM,MLR,5.8743,0.0,4.518,7.2306,True
LGBM,PLS,5.8884,0.0,4.5321,7.2447,True
LGBM,RF,0.8089,0.6146,-0.5474,2.1652,False
LGBM,XGB,0.5763,0.9036,-0.78,1.9326,False
LGBM,kNN,4.1501,0.0,2.7938,5.5064,True
LGBM,lasso,6.3106,0.0,4.9543,7.6669,True
MLR,PLS,0.014,1.0,-1.3423,1.3703,False
MLR,RF,-5.0654,0.0,-6.4217,-3.7091,True
MLR,XGB,-5.2981,0.0,-6.6544,-3.9418,True
MLR,kNN,-1.7243,0.0029,-3.0806,-0.368,True
MLR,lasso,0.4363,0.9779,-0.92,1.7926,False
PLS,RF,-5.0795,0.0,-6.4358,-3.7232,True
PLS,XGB,-5.3121,0.0,-6.6684,-3.9558,True
PLS,kNN,-1.7383,0.0026,-3.0946,-0.382,True
PLS,lasso,0.4222,0.9817,-0.9341,1.7785,False
RF,XGB,-0.2326,0.9996,-1.5889,1.1237,False
RF,kNN,3.3412,0.0,1.9849,4.6975,True
RF,lasso,5.5017,0.0,4.1454,6.858,True
XGB,kNN,3.5738,0.0,2.2175,4.9301,True
XGB,lasso,5.7343,0.0,4.378,7.0906,True
kNN,lasso,2.1605,0.0,0.8042,3.5168,True
