# of Features,Feature names,Removed Feature Names,p_value,MAE,MAE_std,Spearman,Spearman_std,Pearson,Pearson_std,Predictions,Hold_out_set,linkage distance
20,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Hbond_A', 'Total_Carbon_Tails', 'Double_bonds', '18PG', '14PA', 'DOPE', 'DSPC', 'DOTAP', 'DDAB', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",None,,0.06152653475309938,0.0009683917604062414,0.7242862691605627,0.005543340711843344,0.860200604303963,0.005912633779833131,"[array([0.09, 0.12, 0.09, ..., 0.03, 0.06, 0.15]), array([0.05, 0.04, 0.08, ..., 0.06, 0.13, 0.24]), array([0.11, 0.13, 0.11, ..., 0.01, 0.28, 0.21]), array([0.08, 0.04, 0.1 , ..., 0.4 , 0.3 , 0.3 ]), array([0.09, 0.13, 0.08, ..., 0.28, 0.51, 0.3 ])]","[array([0.17, 0.05, 0.  , ..., 0.26, 0.31, 0.01]), array([0.1 , 0.15, 0.18, ..., 0.  , 0.37, 0.38]), array([0.05, 0.05, 0.  , ..., 0.  , 0.34, 0.16]), array([0.  , 0.03, 0.06, ..., 0.36, 0.16, 0.31]), array([0.01, 0.05, 0.  , ..., 0.38, 0.35, 0.2 ])]",0.0
19,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Hbond_A', 'Total_Carbon_Tails', 'Double_bonds', '18PG', 'DOPE', 'DSPC', 'DOTAP', 'DDAB', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",14PA,,0.06152653475309938,0.0009683917604062414,0.7242862691605627,0.005543340711843344,0.860200604303963,0.005912633779833131,"[array([0.09, 0.12, 0.09, ..., 0.03, 0.06, 0.15]), array([0.05, 0.04, 0.08, ..., 0.06, 0.13, 0.24]), array([0.11, 0.13, 0.11, ..., 0.01, 0.28, 0.21]), array([0.08, 0.04, 0.1 , ..., 0.4 , 0.3 , 0.3 ]), array([0.09, 0.13, 0.08, ..., 0.28, 0.51, 0.3 ])]","[array([0.17, 0.05, 0.  , ..., 0.26, 0.31, 0.01]), array([0.1 , 0.15, 0.18, ..., 0.  , 0.37, 0.38]), array([0.05, 0.05, 0.  , ..., 0.  , 0.34, 0.16]), array([0.  , 0.03, 0.06, ..., 0.36, 0.16, 0.31]), array([0.01, 0.05, 0.  , ..., 0.38, 0.35, 0.2 ])]",0.002
18,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Total_Carbon_Tails', 'Double_bonds', '18PG', 'DOPE', 'DSPC', 'DOTAP', 'DDAB', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",Hbond_A,,0.06145267130549812,0.0009453251705723558,0.7249459121156,0.004924191777276333,0.860171613927893,0.006054867303648734,"[array([0.09, 0.13, 0.1 , ..., 0.03, 0.05, 0.14]), array([0.05, 0.05, 0.07, ..., 0.06, 0.14, 0.23]), array([0.12, 0.12, 0.11, ..., 0.01, 0.27, 0.21]), array([0.07, 0.04, 0.1 , ..., 0.39, 0.29, 0.29]), array([0.08, 0.12, 0.08, ..., 0.27, 0.51, 0.3 ])]","[array([0.17, 0.05, 0.  , ..., 0.26, 0.31, 0.01]), array([0.1 , 0.15, 0.18, ..., 0.  , 0.37, 0.38]), array([0.05, 0.05, 0.  , ..., 0.  , 0.34, 0.16]), array([0.  , 0.03, 0.06, ..., 0.36, 0.16, 0.31]), array([0.01, 0.05, 0.  , ..., 0.38, 0.35, 0.2 ])]",0.004
17,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Total_Carbon_Tails', 'Double_bonds', 'DOPE', 'DSPC', 'DOTAP', 'DDAB', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",18PG,,0.06145267130549812,0.0009453251705723558,0.7249459121156,0.004924191777276333,0.860171613927893,0.006054867303648734,"[array([0.09, 0.13, 0.1 , ..., 0.03, 0.05, 0.14]), array([0.05, 0.05, 0.07, ..., 0.06, 0.14, 0.23]), array([0.12, 0.12, 0.11, ..., 0.01, 0.27, 0.21]), array([0.07, 0.04, 0.1 , ..., 0.39, 0.29, 0.29]), array([0.08, 0.12, 0.08, ..., 0.27, 0.51, 0.3 ])]","[array([0.17, 0.05, 0.  , ..., 0.26, 0.31, 0.01]), array([0.1 , 0.15, 0.18, ..., 0.  , 0.37, 0.38]), array([0.05, 0.05, 0.  , ..., 0.  , 0.34, 0.16]), array([0.  , 0.03, 0.06, ..., 0.36, 0.16, 0.31]), array([0.01, 0.05, 0.  , ..., 0.38, 0.35, 0.2 ])]",0.006
16,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Total_Carbon_Tails', 'Double_bonds', 'DOPE', 'DSPC', 'DOTAP', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",DDAB,,0.06145267130549812,0.0009453251705723558,0.7249459121156,0.004924191777276333,0.860171613927893,0.006054867303648734,"[array([0.09, 0.13, 0.1 , ..., 0.03, 0.05, 0.14]), array([0.05, 0.05, 0.07, ..., 0.06, 0.14, 0.23]), array([0.12, 0.12, 0.11, ..., 0.01, 0.27, 0.21]), array([0.07, 0.04, 0.1 , ..., 0.39, 0.29, 0.29]), array([0.08, 0.12, 0.08, ..., 0.27, 0.51, 0.3 ])]","[array([0.17, 0.05, 0.  , ..., 0.26, 0.31, 0.01]), array([0.1 , 0.15, 0.18, ..., 0.  , 0.37, 0.38]), array([0.05, 0.05, 0.  , ..., 0.  , 0.34, 0.16]), array([0.  , 0.03, 0.06, ..., 0.36, 0.16, 0.31]), array([0.01, 0.05, 0.  , ..., 0.38, 0.35, 0.2 ])]",0.008
15,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Total_Carbon_Tails', 'Double_bonds', 'DOPE', 'DOTAP', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",DSPC,,0.06145267130549812,0.0009453251705723558,0.7249459121156,0.004924191777276333,0.860171613927893,0.006054867303648734,"[array([0.09, 0.13, 0.1 , ..., 0.03, 0.05, 0.14]), array([0.05, 0.05, 0.07, ..., 0.06, 0.14, 0.23]), array([0.12, 0.12, 0.11, ..., 0.01, 0.27, 0.21]), array([0.07, 0.04, 0.1 , ..., 0.39, 0.29, 0.29]), array([0.08, 0.12, 0.08, ..., 0.27, 0.51, 0.3 ])]","[array([0.17, 0.05, 0.  , ..., 0.26, 0.31, 0.01]), array([0.1 , 0.15, 0.18, ..., 0.  , 0.37, 0.38]), array([0.05, 0.05, 0.  , ..., 0.  , 0.34, 0.16]), array([0.  , 0.03, 0.06, ..., 0.36, 0.16, 0.31]), array([0.01, 0.05, 0.  , ..., 0.38, 0.35, 0.2 ])]",0.01
14,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Total_Carbon_Tails', 'Double_bonds', 'DOPE', 'DOTAP', 'Size', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",PDI,,0.06019218320040247,0.0007636057510009784,0.73180895082149,0.004152031967424399,0.8667385539640492,0.004753722483060649,"[array([ 0.11,  0.12,  0.1 , ..., -0.  ,  0.04,  0.2 ]), array([0.05, 0.07, 0.09, ..., 0.08, 0.14, 0.26]), array([0.11, 0.12, 0.11, ..., 0.03, 0.29, 0.24]), array([0.06, 0.06, 0.1 , ..., 0.37, 0.23, 0.34]), array([0.07, 0.13, 0.05, ..., 0.28, 0.49, 0.3 ])]","[array([0.17, 0.05, 0.  , ..., 0.26, 0.31, 0.01]), array([0.1 , 0.15, 0.18, ..., 0.  , 0.37, 0.38]), array([0.05, 0.05, 0.  , ..., 0.  , 0.34, 0.16]), array([0.  , 0.03, 0.06, ..., 0.36, 0.16, 0.31]), array([0.01, 0.05, 0.  , ..., 0.38, 0.35, 0.2 ])]",0.012
13,"['P_charged_centers', 'cLogP', 'Hbond_D', 'Total_Carbon_Tails', 'Double_bonds', 'DOPE', 'DOTAP', 'Size', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",N_charged_centers,,0.0601937075336796,0.00076646109349629,0.7317885544730789,0.004177762333337914,0.8667355717297035,0.004759427313268498,"[array([ 0.11,  0.12,  0.1 , ..., -0.  ,  0.04,  0.2 ]), array([0.05, 0.07, 0.09, ..., 0.08, 0.14, 0.26]), array([0.11, 0.12, 0.11, ..., 0.03, 0.29, 0.24]), array([0.06, 0.06, 0.1 , ..., 0.37, 0.23, 0.34]), array([0.07, 0.13, 0.05, ..., 0.28, 0.49, 0.3 ])]","[array([0.17, 0.05, 0.  , ..., 0.26, 0.31, 0.01]), array([0.1 , 0.15, 0.18, ..., 0.  , 0.37, 0.38]), array([0.05, 0.05, 0.  , ..., 0.  , 0.34, 0.16]), array([0.  , 0.03, 0.06, ..., 0.36, 0.16, 0.31]), array([0.01, 0.05, 0.  , ..., 0.38, 0.35, 0.2 ])]",0.014
12,"['P_charged_centers', 'cLogP', 'Hbond_D', 'Total_Carbon_Tails', 'Double_bonds', 'DOPE', 'DOTAP', 'Size', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",Zeta,,0.05929377523153782,0.000312471895138845,0.7371639953677972,0.004809280221324406,0.8729710823092873,0.0007444112585817437,"[array([0.12, 0.1 , 0.07, ..., 0.03, 0.1 , 0.18]), array([0.05, 0.09, 0.1 , ..., 0.06, 0.17, 0.24]), array([0.13, 0.1 , 0.09, ..., 0.05, 0.26, 0.22]), array([0.04, 0.06, 0.12, ..., 0.36, 0.29, 0.35]), array([0.06, 0.14, 0.05, ..., 0.27, 0.49, 0.36])]","[array([0.17, 0.05, 0.  , ..., 0.26, 0.31, 0.01]), array([0.1 , 0.15, 0.18, ..., 0.  , 0.37, 0.38]), array([0.05, 0.05, 0.  , ..., 0.  , 0.34, 0.16]), array([0.  , 0.03, 0.06, ..., 0.36, 0.16, 0.31]), array([0.01, 0.05, 0.  , ..., 0.38, 0.35, 0.2 ])]",0.016
11,"['P_charged_centers', 'cLogP', 'Hbond_D', 'Total_Carbon_Tails', 'Double_bonds', 'DOPE', 'DOTAP', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",Size,,0.05706774379753391,0.0005045164715750253,0.7450638719249761,0.004979061761556513,0.8803399250739512,0.0020404382523298795,"[array([0.13, 0.1 , 0.08, ..., 0.05, 0.15, 0.11]), array([0.05, 0.12, 0.11, ..., 0.07, 0.17, 0.27]), array([0.15, 0.11, 0.08, ..., 0.03, 0.32, 0.25]), array([0.04, 0.04, 0.12, ..., 0.34, 0.29, 0.39]), array([0.05, 0.14, 0.05, ..., 0.29, 0.44, 0.33])]","[array([0.17, 0.05, 0.  , ..., 0.26, 0.31, 0.01]), array([0.1 , 0.15, 0.18, ..., 0.  , 0.37, 0.38]), array([0.05, 0.05, 0.  , ..., 0.  , 0.34, 0.16]), array([0.  , 0.03, 0.06, ..., 0.36, 0.16, 0.31]), array([0.01, 0.05, 0.  , ..., 0.38, 0.35, 0.2 ])]",0.018
