P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,Size,Zeta,NP_ratio,PEG_(Chol+PEG),(IL+HL),HL_(IL+HL),Lipid_NA_ratio
1,1,9.784,2,9,36,2,154.9,-5.373333333,4,0.99009901,20,9.090909091,27.380009
1,1,9.784,2,9,36,2,230.9333333,-2.173333333,8,0.99009901,20,9.090909091,54.760018
1,1,9.784,2,9,36,2,168.1666667,-0.284166667,12,0.99009901,20,9.090909091,82.140027
1,1,9.784,2,9,36,2,164.0666667,-0.60825,4,0.99009901,40,9.090909091,15.15266247
1,1,9.784,2,9,36,2,478.0,-3.73,8,0.99009901,40,9.090909091,30.30532493
1,1,9.784,2,9,36,2,161.1333333,0.813333333,12,0.99009901,40,9.090909091,45.4579874
1,1,9.784,2,9,36,2,179.6666667,1.84,4,0.99009901,60,9.090909091,11.07688029
1,1,9.784,2,9,36,2,153.8,-0.397333333,8,0.99009901,60,9.090909091,22.15376058
1,1,9.784,2,9,36,2,150.7333333,-0.254666667,12,0.99009901,60,9.090909091,33.23064086
1,1,9.784,2,9,36,2,222.5666667,-12.13333333,4,0.99009901,80,9.090909091,9.038989199
1,1,9.784,2,9,36,2,166.1666667,-6.06,8,0.99009901,80,9.090909091,18.0779784
1,1,9.784,2,9,36,2,198.6666667,-0.9158,12,0.99009901,80,9.090909091,27.1169676
1,1,9.784,2,9,36,2,236.7666667,-3.646666667,4,0.99009901,20,50.0,27.88029446
1,1,9.784,2,9,36,2,211.3666667,1.916666667,8,0.99009901,20,50.0,55.76058891
1,1,9.784,2,9,36,2,182.6,0.651,12,0.99009901,20,50.0,83.64088337
1,1,9.784,2,9,36,2,179.9,-1.32,4,0.99009901,40,50.0,15.65294792
1,1,9.784,2,9,36,2,196.2,2.876666667,8,0.99009901,40,50.0,31.30589584
1,1,9.784,2,9,36,2,180.0,-3.013333333,12,0.99009901,40,50.0,46.95884376
1,1,9.784,2,9,36,2,197.7,0.54,4,0.99009901,60,50.0,11.57716574
1,1,9.784,2,9,36,2,148.4666667,4.106666667,8,0.99009901,60,50.0,23.15433149
1,1,9.784,2,9,36,2,171.6333333,1.651,12,0.99009901,60,50.0,34.73149723
1,1,9.784,2,9,36,2,253.0666667,-0.074666667,4,0.99009901,80,50.0,9.539274653
1,1,9.784,2,9,36,2,186.6333333,-5.6,8,0.99009901,80,50.0,19.07854931
1,1,9.784,2,9,36,2,150.0333333,6.683333333,12,0.99009901,80,50.0,28.61782396
1,1,9.784,2,9,36,2,274.6,-9.106666667,4,9.090909091,20,0.497512438,35.49242963
1,1,9.784,2,9,36,2,236.6,-4.033333333,8,9.090909091,20,0.497512438,70.98485927
1,1,9.784,2,9,36,2,405.4,-5.893333333,12,9.090909091,20,0.497512438,106.4772889
1,1,9.784,2,9,36,2,170.1333333,-5.413333333,4,9.090909091,40,0.497512438,18.12913872
1,1,9.784,2,9,36,2,176.6666667,-1.593333333,8,9.090909091,40,0.497512438,36.25827745
1,1,9.784,2,9,36,2,260.6666667,-1.943333333,12,9.090909091,40,0.497512438,54.38741617
1,1,9.784,2,9,36,2,153.6333333,-3.223333333,4,9.090909091,60,0.497512438,12.34137509
1,1,9.784,2,9,36,2,153.0333333,-1.48,8,9.090909091,60,0.497512438,24.68275018
1,1,9.784,2,9,36,2,149.9,-2.086666667,12,9.090909091,60,0.497512438,37.02412526
1,1,9.784,2,9,36,2,133.1,-3.64,4,9.090909091,80,0.497512438,9.44749327
1,1,9.784,2,9,36,2,138.3666667,-33.9,8,9.090909091,80,0.497512438,18.89498654
1,1,9.784,2,9,36,2,136.2333333,-2.783333333,12,9.090909091,80,0.497512438,28.34247981
1,1,9.784,2,9,36,2,196.5,-6.903333333,4,9.090909091,20,0.99009901,35.49845357
1,1,9.784,2,9,36,2,197.3,-2.48,8,9.090909091,20,0.99009901,70.99690715
1,1,9.784,2,9,36,2,213.9333333,-1.81,12,9.090909091,20,0.99009901,106.4953607
1,1,9.784,2,9,36,2,137.9333333,-6.893333333,4,9.090909091,40,0.99009901,18.13516266
1,1,9.784,2,9,36,2,470.4333333,-3.68,8,9.090909091,40,0.99009901,36.27032533
1,1,9.784,2,9,36,2,165.9666667,-2.296666667,12,9.090909091,40,0.99009901,54.40548799
1,1,9.784,2,9,36,2,137.5666667,-3.093333333,4,9.090909091,60,0.99009901,12.34739903
1,1,9.784,2,9,36,2,115.6333333,-2.686666667,8,9.090909091,60,0.99009901,24.69479806
1,1,9.784,2,9,36,2,207.0666667,-1.29,12,9.090909091,60,0.99009901,37.04219708
1,1,9.784,2,9,36,2,145.4,-3.763333333,4,9.090909091,80,0.99009901,9.45351721
1,1,9.784,2,9,36,2,135.8666667,-36.3,8,9.090909091,80,0.99009901,18.90703442
1,1,9.784,2,9,36,2,120.9333333,-1.66,12,9.090909091,80,0.99009901,28.36055163
1,1,9.784,2,9,36,2,278.8333333,-8.986666667,4,9.090909091,20,1.960784314,35.51032428
1,1,9.784,2,9,36,2,415.8,-6.63,8,9.090909091,20,1.960784314,71.02064856
1,1,9.784,2,9,36,2,496.8333333,-6.54,12,9.090909091,20,1.960784314,106.5309728
1,1,9.784,2,9,36,2,93.06666667,-2.723333333,4,9.090909091,40,1.960784314,18.14703337
1,1,9.784,2,9,36,2,207.5666667,-2.203333333,8,9.090909091,40,1.960784314,36.29406674
1,1,9.784,2,9,36,2,201.6333333,-2.146666667,12,9.090909091,40,1.960784314,54.44110011
1,1,9.784,2,9,36,2,136.1666667,-2.57,4,9.090909091,60,1.960784314,12.35926973
1,1,9.784,2,9,36,2,129.5,-1.666333333,8,9.090909091,60,1.960784314,24.71853947
1,1,9.784,2,9,36,2,202.5,-2.12,12,9.090909091,60,1.960784314,37.0778092
1,1,9.784,2,9,36,2,143.0333333,-3.51,4,9.090909091,80,1.960784314,9.465387914
1,1,9.784,2,9,36,2,134.7,-36.66666667,8,9.090909091,80,1.960784314,18.93077583
1,1,9.784,2,9,36,2,135.2333333,-2.383333333,12,9.090909091,80,1.960784314,28.39616374
1,1,9.784,2,9,36,2,235.4666667,-9.563333333,4,9.090909091,20,9.090909091,35.59752
1,1,9.784,2,9,36,2,378.9333333,-5.376666667,8,9.090909091,20,9.090909091,71.19504
1,1,9.784,2,9,36,2,476.3333333,-7.476666667,12,9.090909091,20,9.090909091,106.79256
1,1,9.784,2,9,36,2,132.7666667,-5.483333333,4,9.090909091,40,9.090909091,18.23422909
1,1,9.784,2,9,36,2,279.9666667,-2.596666667,8,9.090909091,40,9.090909091,36.46845818
1,1,9.784,2,9,36,2,153.0,-1.983333333,12,9.090909091,40,9.090909091,54.70268727
1,1,9.784,2,9,36,2,156.7333333,-3.656666667,4,9.090909091,60,9.090909091,12.44646545
1,1,9.784,2,9,36,2,134.0666667,-1.370333333,8,9.090909091,60,9.090909091,24.89293091
1,1,9.784,2,9,36,2,167.5,-2.37,12,9.090909091,60,9.090909091,37.33939636
1,1,9.784,2,9,36,2,144.4333333,-4.92,4,9.090909091,80,9.090909091,9.552583636
1,1,9.784,2,9,36,2,161.1333333,-31.9,8,9.090909091,80,9.090909091,19.10516727
1,1,9.784,2,9,36,2,118.1666667,-2.056666667,12,9.090909091,80,9.090909091,28.65775091
1,1,9.784,2,9,36,2,302.6666667,-8.333333333,4,9.090909091,20,50.0,36.09780545
1,1,9.784,2,9,36,2,270.0333333,-7.673333333,8,9.090909091,20,50.0,72.19561091
1,1,9.784,2,9,36,2,180.3,-9.613333333,12,9.090909091,20,50.0,108.2934164
1,1,9.784,2,9,36,2,157.5,-3.126666667,4,9.090909091,40,50.0,18.73451455
1,1,9.784,2,9,36,2,140.4666667,-1.383333333,8,9.090909091,40,50.0,37.46902909
1,1,9.784,2,9,36,2,228.2,-1.873333333,12,9.090909091,40,50.0,56.20354364
1,1,9.784,2,9,36,2,153.2,-2.37,4,9.090909091,60,50.0,12.94675091
1,1,9.784,2,9,36,2,129.7666667,-1.059,8,9.090909091,60,50.0,25.89350182
1,1,9.784,2,9,36,2,145.7333333,-1.533333333,12,9.090909091,60,50.0,38.84025273
1,1,9.784,2,9,36,2,165.1666667,-3.313333333,4,9.090909091,80,50.0,10.05286909
1,1,9.784,2,9,36,2,157.6666667,15.6,8,9.090909091,80,50.0,20.10573818
1,1,9.784,2,9,36,2,140.5666667,-1.012333333,12,9.090909091,80,50.0,30.15860727
1,0,12.515,0,4,36,2,157.3333333,5.9,4,0.199600798,20,0.497512438,26.46820259
1,0,12.515,0,4,36,2,138.8333333,5.12,8,0.199600798,20,0.497512438,52.93640518
1,0,12.515,0,4,36,2,235.9333333,9.113333333,12,0.199600798,20,0.497512438,79.40460778
1,0,12.515,0,4,36,2,175.8333333,12.9,4,0.199600798,40,0.497512438,14.74203493
1,0,12.515,0,4,36,2,172.5333333,1.866666667,8,0.199600798,40,0.497512438,29.48406985
1,0,12.515,0,4,36,2,173.3,6.673333333,12,0.199600798,40,0.497512438,44.22610478
1,0,12.515,0,4,36,2,222.7333333,16.2,4,0.199600798,60,0.497512438,10.83331237
1,0,12.515,0,4,36,2,163.4666667,13.33333333,8,0.199600798,60,0.497512438,21.66662474
1,0,12.515,0,4,36,2,132.7666667,15.63333333,12,0.199600798,60,0.497512438,32.49993712
1,0,12.515,0,4,36,2,172.6333333,-10.96666667,4,0.199600798,80,0.497512438,8.878951095
1,0,12.515,0,4,36,2,156.5,5.703333333,8,0.199600798,80,0.497512438,17.75790219
1,0,12.515,0,4,36,2,415.4333333,-30.56666667,12,0.199600798,80,0.497512438,26.63685328
1,0,12.515,0,4,36,2,126.4666667,1.823,4,0.199600798,20,0.99009901,26.4694445
1,0,12.515,0,4,36,2,173.0,7.926666667,8,0.199600798,20,0.99009901,52.938889
1,0,12.515,0,4,36,2,198.5333333,2.883333333,12,0.199600798,20,0.99009901,79.4083335
1,0,12.515,0,4,36,2,185.6666667,12.1,4,0.199600798,40,0.99009901,14.74327684
1,0,12.515,0,4,36,2,160.6,4.013333333,8,0.199600798,40,0.99009901,29.48655367
1,0,12.515,0,4,36,2,183.8333333,2.956666667,12,0.199600798,40,0.99009901,44.22983051
1,0,12.515,0,4,36,2,224.0,22.76666667,4,0.199600798,60,0.99009901,10.83455428
1,0,12.515,0,4,36,2,147.6666667,9.33,8,0.199600798,60,0.99009901,21.66910856
1,0,12.515,0,4,36,2,146.4333333,19.53333333,12,0.199600798,60,0.99009901,32.50366284
1,0,12.515,0,4,36,2,170.8666667,7.633333333,4,0.199600798,80,0.99009901,8.880193004
1,0,12.515,0,4,36,2,136.8333333,7.98,8,0.199600798,80,0.99009901,17.76038601
1,0,12.515,0,4,36,2,290.3,-25.13333333,12,0.199600798,80,0.99009901,26.64057901
1,0,12.515,0,4,36,2,122.2,18.9,4,0.199600798,20,1.960784314,26.47189179
1,0,12.515,0,4,36,2,176.0666667,21.16666667,8,0.199600798,20,1.960784314,52.94378359
1,0,12.515,0,4,36,2,186.9666667,2.883333333,12,0.199600798,20,1.960784314,79.41567538
1,0,12.515,0,4,36,2,153.4666667,17.63333333,4,0.199600798,40,1.960784314,14.74572413
1,0,12.515,0,4,36,2,204.5333333,0.663333333,8,0.199600798,40,1.960784314,29.49144826
1,0,12.515,0,4,36,2,177.8333333,3.57,12,0.199600798,40,1.960784314,44.23717238
1,0,12.515,0,4,36,2,193.0,24.03333333,4,0.199600798,60,1.960784314,10.83700157
1,0,12.515,0,4,36,2,155.2333333,9.956666667,8,0.199600798,60,1.960784314,21.67400315
1,0,12.515,0,4,36,2,133.8333333,18.63333333,12,0.199600798,60,1.960784314,32.51100472
1,0,12.515,0,4,36,2,204.0333333,6.13,4,0.199600798,80,1.960784314,8.882640296
1,0,12.515,0,4,36,2,118.1,9.33,8,0.199600798,80,1.960784314,17.76528059
1,0,12.515,0,4,36,2,1330.666667,-27.3,12,0.199600798,80,1.960784314,26.64792089
1,0,12.515,0,4,36,2,105.7,44.06666667,4,0.199600798,20,9.090909091,26.48986826
1,0,12.515,0,4,36,2,131.2333333,25.86666667,8,0.199600798,20,9.090909091,52.97973653
1,0,12.515,0,4,36,2,241.2,1.388333333,12,0.199600798,20,9.090909091,79.46960479
1,0,12.515,0,4,36,2,204.4333333,26.16666667,4,0.199600798,40,9.090909091,14.7637006
1,0,12.515,0,4,36,2,135.9,27.06666667,8,0.199600798,40,9.090909091,29.5274012
1,0,12.515,0,4,36,2,199.2666667,22.36666667,12,0.199600798,40,9.090909091,44.2911018
1,0,12.515,0,4,36,2,157.6333333,30.7,4,0.199600798,60,9.090909091,10.85497804
1,0,12.515,0,4,36,2,133.6333333,15.33333333,8,0.199600798,60,9.090909091,21.70995609
1,0,12.515,0,4,36,2,139.3666667,20.86666667,12,0.199600798,60,9.090909091,32.56493413
1,0,12.515,0,4,36,2,138.7666667,15.56666667,4,0.199600798,80,9.090909091,8.900616766
1,0,12.515,0,4,36,2,143.8333333,18.4,8,0.199600798,80,9.090909091,17.80123353
1,0,12.515,0,4,36,2,581.7333333,-31.76666667,12,0.199600798,80,9.090909091,26.7018503
1,0,12.515,0,4,36,2,137.3,19.9,4,0.199600798,20,50.0,26.59300826
1,0,12.515,0,4,36,2,899.4,16.3,8,0.199600798,20,50.0,53.18601653
1,0,12.515,0,4,36,2,158.2333333,12.23333333,12,0.199600798,20,50.0,79.77902479
1,0,12.515,0,4,36,2,214.0333333,5.41,4,0.199600798,40,50.0,14.8668406
1,0,12.515,0,4,36,2,173.5,22.13333333,8,0.199600798,40,50.0,29.7336812
1,0,12.515,0,4,36,2,217.2,24.76666667,12,0.199600798,40,50.0,44.6005218
1,0,12.515,0,4,36,2,218.4,22.4,4,0.199600798,60,50.0,10.95811804
1,0,12.515,0,4,36,2,152.1333333,23.5,8,0.199600798,60,50.0,21.91623609
1,0,12.515,0,4,36,2,101.8666667,21.46666667,12,0.199600798,60,50.0,32.87435413
1,0,12.515,0,4,36,2,200.6,12.93333333,4,0.199600798,80,50.0,9.003756766
1,0,12.515,0,4,36,2,133.7333333,31.5,8,0.199600798,80,50.0,18.00751353
1,0,12.515,0,4,36,2,223.2,-16.6,12,0.199600798,80,50.0,27.0112703
1,0,12.515,0,4,36,2,265.1,-27.6,4,0.99009901,20,0.497512438,27.27008878
1,0,12.515,0,4,36,2,576.1666667,-2.563333333,8,0.99009901,20,0.497512438,54.54017757
1,0,12.515,0,4,36,2,453.7333333,1.926666667,12,0.99009901,20,0.497512438,81.81026635
1,0,12.515,0,4,36,2,157.1,-3.873333333,4,0.99009901,40,0.497512438,15.04274225
1,0,12.515,0,4,36,2,161.9333333,-3.35,8,0.99009901,40,0.497512438,30.0854845
1,0,12.515,0,4,36,2,154.0333333,-2.93,12,0.99009901,40,0.497512438,45.12822675
1,0,12.515,0,4,36,2,187.9,-3.706666667,4,0.99009901,60,0.497512438,10.96696007
1,0,12.515,0,4,36,2,151.0666667,-1.271,8,0.99009901,60,0.497512438,21.93392014
1,0,12.515,0,4,36,2,165.1666667,4.56,12,0.99009901,60,0.497512438,32.90088021
1,0,12.515,0,4,36,2,152.2,1.253333333,4,0.99009901,80,0.497512438,8.929068982
1,0,12.515,0,4,36,2,143.4666667,4.306666667,8,0.99009901,80,0.497512438,17.85813796
1,0,12.515,0,4,36,2,119.9666667,3.433333333,12,0.99009901,80,0.497512438,26.78720695
1,0,12.515,0,4,36,2,269.6333333,-30.33333333,4,0.99009901,20,0.99009901,27.27133069
1,0,12.515,0,4,36,2,115.6666667,3.27,8,0.99009901,20,0.99009901,54.54266139
1,0,12.515,0,4,36,2,388.5666667,-0.77,12,0.99009901,20,0.99009901,81.81399208
1,0,12.515,0,4,36,2,176.5,-3.76,4,0.99009901,40,0.99009901,15.04398416
1,0,12.515,0,4,36,2,214.0333333,-3.076666667,8,0.99009901,40,0.99009901,30.08796832
1,0,12.515,0,4,36,2,199.2,-2.876666667,12,0.99009901,40,0.99009901,45.13195248
1,0,12.515,0,4,36,2,182.5333333,-2.633333333,4,0.99009901,60,0.99009901,10.96820198
1,0,12.515,0,4,36,2,155.6333333,-2.463333333,8,0.99009901,60,0.99009901,21.93640396
1,0,12.515,0,4,36,2,181.7,2.173333333,12,0.99009901,60,0.99009901,32.90460594
1,0,12.515,0,4,36,2,175.7,-1.211333333,4,0.99009901,80,0.99009901,8.930310891
1,0,12.515,0,4,36,2,162.9666667,2.933333333,8,0.99009901,80,0.99009901,17.86062178
1,0,12.515,0,4,36,2,128.4666667,3.573333333,12,0.99009901,80,0.99009901,26.79093267
1,0,12.515,0,4,36,2,298.2666667,-28.56666667,4,0.99009901,20,1.960784314,27.27377798
1,0,12.515,0,4,36,2,139.2,1.826666667,8,0.99009901,20,1.960784314,54.54755597
1,0,12.515,0,4,36,2,307.7,1.6,12,0.99009901,20,1.960784314,81.82133395
1,0,12.515,0,4,36,2,162.2333333,-3.646666667,4,0.99009901,40,1.960784314,15.04643145
1,0,12.515,0,4,36,2,223.1333333,-2.73,8,0.99009901,40,1.960784314,30.0928629
1,0,12.515,0,4,36,2,242.6666667,-2.316666667,12,0.99009901,40,1.960784314,45.13929435
1,0,12.515,0,4,36,2,207.0333333,-5.89,4,0.99009901,60,1.960784314,10.97064927
1,0,12.515,0,4,36,2,154.4666667,-0.982333333,8,0.99009901,60,1.960784314,21.94129854
1,0,12.515,0,4,36,2,170.7333333,3.386666667,12,0.99009901,60,1.960784314,32.91194782
1,0,12.515,0,4,36,2,149.4333333,2.24,4,0.99009901,80,1.960784314,8.932758183
1,0,12.515,0,4,36,2,171.1333333,1.28,8,0.99009901,80,1.960784314,17.86551637
1,0,12.515,0,4,36,2,163.5333333,2.923333333,12,0.99009901,80,1.960784314,26.79827455
1,0,12.515,0,4,36,2,1760.0,-30.76666667,4,0.99009901,20,9.090909091,27.29175446
1,0,12.515,0,4,36,2,171.1666667,3.026666667,8,0.99009901,20,9.090909091,54.58350891
1,0,12.515,0,4,36,2,224.7333333,1.253333333,12,0.99009901,20,9.090909091,81.87526337
1,0,12.515,0,4,36,2,166.5666667,-2.246666667,4,0.99009901,40,9.090909091,15.06440792
1,0,12.515,0,4,36,2,146.1333333,-2.403333333,8,0.99009901,40,9.090909091,30.12881584
1,0,12.515,0,4,36,2,231.5,-2.746666667,12,0.99009901,40,9.090909091,45.19322376
1,0,12.515,0,4,36,2,161.8333333,-1.385333333,4,0.99009901,60,9.090909091,10.98862574
1,0,12.515,0,4,36,2,137.9,-0.514,8,0.99009901,60,9.090909091,21.97725149
1,0,12.515,0,4,36,2,150.0,2.373333333,12,0.99009901,60,9.090909091,32.96587723
1,0,12.515,0,4,36,2,169.0,-0.684,4,0.99009901,80,9.090909091,8.950734653
1,0,12.515,0,4,36,2,125.6,2.273333333,8,0.99009901,80,9.090909091,17.90146931
1,0,12.515,0,4,36,2,136.8666667,4.91,12,0.99009901,80,9.090909091,26.85220396
1,0,12.515,0,4,36,2,322.6333333,-28.23333333,4,0.99009901,20,50.0,27.39489446
1,0,12.515,0,4,36,2,130.5333333,4.226666667,8,0.99009901,20,50.0,54.78978891
1,0,12.515,0,4,36,2,401.8333333,6.786666667,12,0.99009901,20,50.0,82.18468337
1,0,12.515,0,4,36,2,161.9,-3.153333333,4,0.99009901,40,50.0,15.16754792
1,0,12.515,0,4,36,2,345.8666667,-1.426666667,8,0.99009901,40,50.0,30.33509584
1,0,12.515,0,4,36,2,354.4666667,-1.543333333,12,0.99009901,40,50.0,45.50264376
1,0,12.515,0,4,36,2,202.1,-2.55,4,0.99009901,60,50.0,11.09176574
1,0,12.515,0,4,36,2,139.7,0.63,8,0.99009901,60,50.0,22.18353149
1,0,12.515,0,4,36,2,122.8,6.336666667,12,0.99009901,60,50.0,33.27529723
1,0,12.515,0,4,36,2,152.7666667,6.34,4,0.99009901,80,50.0,9.053874653
1,0,12.515,0,4,36,2,134.0,12.86666667,8,0.99009901,80,50.0,18.10774931
1,0,12.515,0,4,36,2,194.4666667,6.843333333,12,0.99009901,80,50.0,27.16162396
1,0,12.515,0,4,36,2,183.1333333,-2.183333333,4,9.090909091,20,0.497512438,35.48759978
1,0,12.515,0,4,36,2,151.5333333,-2.966666667,8,9.090909091,20,0.497512438,70.97519957
1,0,12.515,0,4,36,2,766.5666667,-2.463333333,12,9.090909091,20,0.497512438,106.4627993
1,0,12.515,0,4,36,2,99.71,-1.186666667,4,9.090909091,40,0.497512438,18.12430887
1,0,12.515,0,4,36,2,247.2666667,-3.813333333,8,9.090909091,40,0.497512438,36.24861775
1,0,12.515,0,4,36,2,400.6,-5.33,12,9.090909091,40,0.497512438,54.37292662
1,0,12.515,0,4,36,2,1350.666667,-20.13333333,4,9.090909091,60,0.497512438,12.33654524
1,0,12.515,0,4,36,2,297.0,-9.57,8,9.090909091,60,0.497512438,24.67309047
1,0,12.515,0,4,36,2,134.1333333,-1.092,12,9.090909091,60,0.497512438,37.00963571
1,0,12.515,0,4,36,2,165.4666667,-1.492333333,4,9.090909091,80,0.497512438,9.442663419
1,0,12.515,0,4,36,2,110.9666667,-1.123,8,9.090909091,80,0.497512438,18.88532684
1,0,12.515,0,4,36,2,128.5333333,-0.810666667,12,9.090909091,80,0.497512438,28.32799026
1,0,12.515,0,4,36,2,176.3333333,-1.883333333,4,9.090909091,20,0.99009901,35.48884169
1,0,12.515,0,4,36,2,176.6666667,-1.316666667,8,9.090909091,20,0.99009901,70.97768338
1,0,12.515,0,4,36,2,495.4333333,-2.92,12,9.090909091,20,0.99009901,106.4665251
1,0,12.515,0,4,36,2,116.2666667,-1.833333333,4,9.090909091,40,0.99009901,18.12555078
1,0,12.515,0,4,36,2,285.1333333,-6.416666667,8,9.090909091,40,0.99009901,36.25110157
1,0,12.515,0,4,36,2,432.9,-4.216666667,12,9.090909091,40,0.99009901,54.37665235
1,0,12.515,0,4,36,2,141.4,-20.63333333,4,9.090909091,60,0.99009901,12.33778715
1,0,12.515,0,4,36,2,293.6333333,-9.726666667,8,9.090909091,60,0.99009901,24.67557429
1,0,12.515,0,4,36,2,162.9333333,-1.077,12,9.090909091,60,0.99009901,37.01336144
1,0,12.515,0,4,36,2,170.3,-2.533333333,4,9.090909091,80,0.99009901,9.443905329
1,0,12.515,0,4,36,2,136.5,-0.168,8,9.090909091,80,0.99009901,18.88781066
1,0,12.515,0,4,36,2,108.9333333,-0.043,12,9.090909091,80,0.99009901,28.33171599
1,0,12.515,0,4,36,2,145.8666667,-1.640333333,4,9.090909091,20,1.960784314,35.49128898
1,0,12.515,0,4,36,2,241.3666667,-1.149,8,9.090909091,20,1.960784314,70.98257797
1,0,12.515,0,4,36,2,357.8666667,-2.276666667,12,9.090909091,20,1.960784314,106.473867
1,0,12.515,0,4,36,2,133.4,-0.863666667,4,9.090909091,40,1.960784314,18.12799807
1,0,12.515,0,4,36,2,282.5,-7.106666667,8,9.090909091,40,1.960784314,36.25599615
1,0,12.515,0,4,36,2,462.7,-2.183333333,12,9.090909091,40,1.960784314,54.38399422
1,0,12.515,0,4,36,2,116.7666667,-22.2,4,9.090909091,60,1.960784314,12.34023444
1,0,12.515,0,4,36,2,296.5666667,-14.66666667,8,9.090909091,60,1.960784314,24.68046888
1,0,12.515,0,4,36,2,138.1666667,-1.203333333,12,9.090909091,60,1.960784314,37.02070332
1,0,12.515,0,4,36,2,159.1333333,-2.56,4,9.090909091,80,1.960784314,9.44635262
1,0,12.515,0,4,36,2,117.1333333,-0.0463,8,9.090909091,80,1.960784314,18.89270524
1,0,12.515,0,4,36,2,118.5666667,-0.131666667,12,9.090909091,80,1.960784314,28.33905786
1,0,12.515,0,4,36,2,122.3666667,-1.79,4,9.090909091,20,9.090909091,35.50926545
1,0,12.515,0,4,36,2,411.6333333,-3.726666667,8,9.090909091,20,9.090909091,71.01853091
1,0,12.515,0,4,36,2,199.2,-1.776666667,12,9.090909091,20,9.090909091,106.5277964
1,0,12.515,0,4,36,2,119.1333333,-0.88,4,9.090909091,40,9.090909091,18.14597455
1,0,12.515,0,4,36,2,393.5333333,-13.16666667,8,9.090909091,40,9.090909091,36.29194909
1,0,12.515,0,4,36,2,474.5,-6.36,12,9.090909091,40,9.090909091,54.43792364
1,0,12.515,0,4,36,2,171.8333333,-19.56666667,4,9.090909091,60,9.090909091,12.35821091
1,0,12.515,0,4,36,2,309.2,-9.383333333,8,9.090909091,60,9.090909091,24.71642182
1,0,12.515,0,4,36,2,135.1,-1.427,12,9.090909091,60,9.090909091,37.07463273
1,0,12.515,0,4,36,2,178.8,-2.843333333,4,9.090909091,80,9.090909091,9.464329091
1,0,12.515,0,4,36,2,114.0333333,0.044333333,8,9.090909091,80,9.090909091,18.92865818
1,0,12.515,0,4,36,2,99.51,-0.3501,12,9.090909091,80,9.090909091,28.39298727
1,0,12.515,0,4,36,2,142.0666667,-2.13,4,9.090909091,20,50.0,35.61240545
1,0,12.515,0,4,36,2,155.0333333,-0.929,8,9.090909091,20,50.0,71.22481091
1,0,12.515,0,4,36,2,123.6666667,-0.883333333,12,9.090909091,20,50.0,106.8372164
1,0,12.515,0,4,36,2,108.2666667,-1.0292,4,9.090909091,40,50.0,18.24911455
1,0,12.515,0,4,36,2,247.7,-6.423333333,8,9.090909091,40,50.0,36.49822909
1,0,12.515,0,4,36,2,772.0333333,-11.56666667,12,9.090909091,40,50.0,54.74734364
1,0,12.515,0,4,36,2,182.6,-20.7,4,9.090909091,60,50.0,12.46135091
1,0,12.515,0,4,36,2,397.4666667,-4.423333333,8,9.090909091,60,50.0,24.92270182
1,0,12.515,0,4,36,2,117.0333333,-1.237,12,9.090909091,60,50.0,37.38405273
1,0,12.515,0,4,36,2,137.2333333,-0.065666667,4,9.090909091,80,50.0,9.567469091
1,0,12.515,0,4,36,2,104.4666667,2.526666667,8,9.090909091,80,50.0,19.13493818
1,0,12.515,0,4,36,2,99.66666667,1.341666667,12,9.090909091,80,50.0,28.70240727
1,1,6.12,0,8,36,0,445.6,-20.0,4,0.199600798,20,0.497512438,26.47578468
1,1,6.12,0,8,36,0,388.5666667,-2.833333333,8,0.199600798,20,0.497512438,52.95156936
1,1,6.12,0,8,36,0,168.4666667,-0.537666667,12,0.199600798,20,0.497512438,79.42735404
1,1,6.12,0,8,36,0,206.4666667,-0.144176667,4,0.199600798,40,0.497512438,14.74961702
1,1,6.12,0,8,36,0,266.9333333,-1.186333333,8,0.199600798,40,0.497512438,29.49923403
1,1,6.12,0,8,36,0,295.5333333,-1.356666667,12,0.199600798,40,0.497512438,44.24885105
1,1,6.12,0,8,36,0,213.1,-2.03,4,0.199600798,60,0.497512438,10.84089446
1,1,6.12,0,8,36,0,226.5333333,0.105433333,8,0.199600798,60,0.497512438,21.68178892
1,1,6.12,0,8,36,0,191.9333333,0.3688,12,0.199600798,60,0.497512438,32.52268339
1,1,6.12,0,8,36,0,204.2,-2.123333333,4,0.199600798,80,0.497512438,8.886533184
1,1,6.12,0,8,36,0,153.2,1.007666667,8,0.199600798,80,0.497512438,17.77306637
1,1,6.12,0,8,36,0,145.8666667,-0.358366667,12,0.199600798,80,0.497512438,26.65959955
1,1,6.12,0,8,36,0,380.3333333,-7.156666667,4,0.199600798,20,0.99009901,26.48453361
1,1,6.12,0,8,36,0,300.7,-7.346666667,8,0.199600798,20,0.99009901,52.96906722
1,1,6.12,0,8,36,0,323.3666667,-1.173666667,12,0.199600798,20,0.99009901,79.45360083
1,1,6.12,0,8,36,0,197.5333333,-0.223666667,4,0.199600798,40,0.99009901,14.75836595
1,1,6.12,0,8,36,0,266.7,-1.3988,8,0.199600798,40,0.99009901,29.51673189
1,1,6.12,0,8,36,0,260.9333333,-1.876666667,12,0.199600798,40,0.99009901,44.27509784
1,1,6.12,0,8,36,0,236.7333333,1.45,4,0.199600798,60,0.99009901,10.84964339
1,1,6.12,0,8,36,0,169.5666667,2.546666667,8,0.199600798,60,0.99009901,21.69928678
