LGBM,RF,DT,XGB,MLP,kNN,lasso,MLR,PLS
0.0040615339295587485,0.018369200027094752,0.0361940888256678,0.0637147332261393,0.007833251558082857,0.0199240455229961,0.00011743362640642685,0.031248182805564094,0.030989268884503374
0.0009015416262455923,0.004032452137715296,7.389481073691703e-05,0.002380162477493286,0.0116622770761554,0.03450496956455656,0.02359245768609669,0.009470340881694808,0.015011720074311952
0.12440694373339589,0.15498540885382986,0.1240139661192293,0.09773632884025574,0.14611428416240765,0.013023295944807282,0.09554647107804853,0.11362836719652569,0.11695139787125594
0.017843564314771694,4.698478382688914e-05,2.35119852344736e-05,0.008135229349136353,0.0398772346943584,0.042453148082061624,0.16119194099427553,0.14821996214106017,0.15315989503088084
0.03703554617321081,0.03682462606146797,0.0015086857192119774,0.05789792064043087,0.10807310863648972,0.08253319831114175,0.09910340223006725,0.09001037763596964,0.09559677734548111
0.06458149154365622,0.060360532781585464,0.09021940600887973,0.07506737457924334,0.006108320593273028,0.10950408602781174,0.011402025674456584,0.03799113641992377,0.03913663299190295
0.0019926424038219375,0.0011935859304280357,0.0025628063905575897,0.014292329549789429,0.027691659806319144,0.0557756363705101,0.15736002344381933,0.13144918191086033,0.1398021119580234
0.07321852370441065,0.08976313326313327,0.0028190870296133487,0.10009905695915222,0.16964731027004837,0.030725418806069375,0.11282571296127591,0.13634056929705174,0.12781891197597883
0.04403820324160557,0.006074910864384664,0.028126212336738676,0.03300293152782141,0.11526085966949462,0.10047115412283147,0.1484500714116072,0.13213605544496276,0.13875648434737065
0.0038411176818518907,0.04317703349282298,0.012478986163196695,0.03923773765563965,0.06949700673870544,0.26335445561190673,0.23947970323656903,0.24141299891360138,0.2358860154163243
0.00978380508332661,0.004372386740807794,4.31053062632016e-05,0.03364720940589905,0.038215506458484164,0.030814379705562188,0.06443734142222651,0.06898478750682434,0.06236876936228007
0.0310112800401006,0.08064409488093702,0.0001293159187896048,0.0723574161529541,0.0993598840394949,0.0,0.11879330840862717,0.10116205342916301,0.09478088619349725
0.12913629372029475,0.1484845390503285,0.011961722488038276,0.16756896707969388,0.0833321510833166,0.5964896421097023,0.2706813025553655,0.27236011528885573,0.26825316927222786
0.013320096795907151,0.010421342052921006,6.46579593948024e-05,0.034414082765579224,0.05680283879380034,0.055560200071205976,0.0594860036393447,0.07820054110602598,0.08166387583782668
0.047662550930233964,0.031840498051024395,0.048040863830337545,0.052174403063002,0.02186361829209811,0.10761859210783886,0.021880416596230995,0.0038048906434274277,0.008019222219356373
0.08310423968080015,0.15219334885124353,0.11578947368421053,0.14920005202293396,0.1321163018674767,0.05982953009010023,0.1450961355793174,0.14346116073042398,0.1508047808033675
0.0014345752148384801,0.004952020715178612,0.004088846194109355,0.008625686168670654,0.002176073639308815,0.0,0.04946314234188587,0.06963672797050152,0.06870528475943087
0.028460569175548817,0.12751776862303182,0.027673606620975066,0.07373247677444655,0.11620791454221818,0.09529790135432231,0.14313084646353003,0.1350225685787091,0.12950173482465238
0.045961692086625136,0.040443184127394644,0.038794775636880885,0.04662467547596372,0.025164016634123307,0.057674899780162936,0.07394148146712848,0.10608945186190147,0.10709870013623025
0.027489502107478955,0.0841502035186246,0.0001293159187896048,0.044620662927627563,0.03973467245963001,0.0,0.1466372029694361,0.14618105676413304,0.1447918934700671
0.02022786088697187,0.0037647835805730574,7.389481073691703e-05,0.03166699409484863,0.04825575660253946,0.01369288730304788,0.09329727613152222,0.1198683785996682,0.11231734630799509
0.0069116160120610524,0.011134941161256953,0.04480796586059745,0.02076059579849243,0.062423009189518416,0.0266963813502886,0.06656764815076394,0.11155417133007325,0.10737370146076555
0.07346666553418087,0.01658888314151472,0.09099530152161732,0.02477690577507019,0.07271337823394339,0.08652469159855562,0.21945056089227516,0.2176158195840273,0.22088818862945264
0.16713556294794374,0.12470422062527327,0.10319410319410321,0.12750044465065002,0.14225302027666864,0.0,0.17977179318766684,0.18966980618166648,0.18381975101960552
0.08143872909587431,0.09573471557682084,0.10899176688650371,0.06083423336665533,0.007181952335260533,0.03457990700390362,0.039862146163610834,0.04449875094565814,0.03988129786704603
0.011391530396604331,0.016345381266433902,0.004698478382688914,0.020494908094406128,0.08349226900209666,0.01827435034643423,0.02389359945470243,0.012032715356516016,0.01637472498053283
0.057038713252494364,0.07036798076271764,0.08282684598474074,0.06572195109074846,0.05311205613228463,0.06415920845202114,0.09806670498585479,0.10789858195095318,0.10942064428428468
0.026774621430895013,0.01785442260442266,0.0012414328203801672,0.024308638536157723,0.18034667242031394,0.10041534589420797,0.08744182277885665,0.11445866118986353,0.11088318666999242
0.009194504506445947,0.05731782979151398,0.0028708133971292044,0.009271802460408873,0.019459152519207823,0.045452142952854296,0.023731652155339567,0.013094184692043792,0.0186741108221289
0.017856628518268188,0.0356118705855548,0.0071770334928229675,0.005563080310821533,0.12567175055431345,0.2388340967608823,0.19181723945651036,0.1766614701869464,0.1791854469420694
0.03342323998837736,0.04008372282056493,0.006293374714427351,0.028033792972564697,0.028914176842926867,0.05558262594486481,0.19361486113056164,0.2065987802809918,0.2135397577349447
0.1667394516224201,0.17527871121292155,0.052340618130091776,0.17234505490037022,0.1890219479047036,0.08332691555594574,0.315359111894512,0.29985109977281776,0.3074015251981279
0.057120860129233245,0.016996055864476948,0.06095952411741884,0.025181279786882033,0.06779330822978945,0.038399089406575104,0.044014726531526466,0.0661581897389182,0.05796960723688738
0.08687481705222082,0.08759270719797035,0.09704236020025495,0.09435205980721073,0.07939208198178256,0.09711625501099186,0.12070286001278441,0.13986883322525917,0.13738205274498888
