,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,RLU_PC3
990,991,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,60,100,8.642
991,992,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,60,100,4.796
992,993,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,60,100,7.592
993,994,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,80,100,7.25
994,995,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,80,100,7.858
995,996,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,80,100,3.466
996,997,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,20,100,3.0
997,998,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,20,100,3.871
998,999,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,20,100,6.286
999,1000,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,40,100,8.126
1000,1001,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,40,100,5.081
1001,1002,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,40,100,6.4
1002,1003,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,60,100,9.665
1003,1004,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,60,100,8.729
1004,1005,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,60,100,9.251
1005,1006,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,80,100,8.065
1006,1007,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,80,100,8.837
1007,1008,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,80,100,6.43
1008,1009,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,20,100,8.74
1009,1010,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,20,100,6.714
1010,1011,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,20,100,5.841
1011,1012,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,40,100,8.518
1012,1013,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,40,100,7.827
1013,1014,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,40,100,7.188
1014,1015,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,60,100,8.653
1015,1016,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,60,100,7.354
1016,1017,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,60,100,7.583
1017,1018,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,80,100,8.373
1018,1019,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,80,100,8.793
1019,1020,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,80,100,7.014
1020,1021,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,20,10,3.0
1021,1022,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,20,10,3.0
1022,1023,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,20,10,3.0
1023,1024,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,40,10,3.0
1024,1025,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,40,10,3.0
1025,1026,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,40,10,3.0
1026,1027,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,60,10,3.0
1027,1028,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,60,10,3.0
1028,1029,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,60,10,5.371
1029,1030,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,80,10,3.0
1030,1031,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,80,10,3.045
1031,1032,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,80,10,5.808
1032,1033,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,20,10,3.0
1033,1034,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,20,10,3.0
1034,1035,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,20,10,3.0
1035,1036,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,40,10,3.0
1036,1037,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,40,10,3.0
1037,1038,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,40,10,3.0
1038,1039,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,60,10,3.0
1039,1040,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,60,10,3.0
1040,1041,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,60,10,4.489
1041,1042,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,80,10,3.0
1042,1043,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,80,10,4.745
1043,1044,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,80,10,6.845
1044,1045,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,20,10,3.0
1045,1046,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,20,10,3.0
1046,1047,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,20,10,3.0
1047,1048,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,40,10,3.0
1048,1049,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,40,10,3.0
1049,1050,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,40,10,5.714
1050,1051,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,60,10,3.0
1051,1052,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,60,10,3.0
1052,1053,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,60,10,7.474
1053,1054,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,80,10,3.0
1054,1055,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,80,10,4.174
1055,1056,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,80,10,6.303
1056,1057,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,20,10,3.0
1057,1058,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,20,10,3.0
1058,1059,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,20,10,3.0
1059,1060,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,40,10,3.0
1060,1061,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,40,10,3.0
1061,1062,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,40,10,4.836
1062,1063,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,60,10,6.792
1063,1064,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,60,10,6.057
1064,1065,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,60,10,7.169
1065,1066,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,80,10,6.945
1066,1067,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,80,10,4.554
1067,1068,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,80,10,6.513
1068,1069,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,20,10,3.332
1069,1070,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,20,10,3.0
1070,1071,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,20,10,3.0
1071,1072,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,40,10,4.796
1072,1073,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,40,10,5.1
1073,1074,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,40,10,4.89
1074,1075,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,60,10,8.068
1075,1076,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,60,10,8.609
1076,1077,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,60,10,7.194
1077,1078,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,80,10,7.993
1078,1079,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,80,10,8.051
1079,1080,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,80,10,7.318
