,XGB,LGBM,RF,DT,kNN,PLS,MLR,lasso
0,0.03839437671720544,0.03923348298043425,0.03417061391288187,0.03068635645955231,0.024881401765270483,0.03788111076076417,0.25823443205091784,0.057368877349342234
1,0.07719146317677036,0.07036505177586619,0.07175304170149543,0.07225782483514442,0.07713120941811133,0.10108103137262012,0.08839426077507287,0.12875101488926838
2,0.02690543923701727,0.028760846363470302,0.030459738088604096,0.03989040586978733,0.021758639029183735,0.010056345910123915,0.2097640631344717,0.038932270311107714
3,0.028850565229472415,0.032539493991720535,0.02979288566917434,0.02447292653478219,0.04042640689238038,0.11629678230010482,0.08392801075843008,0.13818820663535
4,0.002130753913496569,0.015540914328424749,0.027669731587257523,0.019466889569982326,0.010176886241431302,0.0662755950812611,0.04669602636789974,0.08924080846310137
5,0.0032040037306790004,0.002490710090239198,0.011598402526237603,0.0005386830129098241,0.03335660536155273,0.11292924164539869,0.004684828999690208,0.1348140867630407
6,0.003530808267148716,0.017799941232870528,0.009425095198291114,0.0018018018018017973,0.0084704990576797,0.08670413523392473,0.04080200862441681,0.11087380917613979
7,0.02165071741666838,0.03862990050820361,0.02175861428438751,0.019596916504133005,0.045362097089782685,0.09505717801513616,0.038789801144479163,0.12043279284168676
8,0.009528003159014004,0.0216597066543026,0.007482121296554317,0.005293953747562002,0.06182045046632989,0.10169276725127083,0.01972640153087496,0.12357613204495213
9,0.03718900066614708,0.0546456996125623,0.05706139128819537,0.02340484814711616,0.0321104932646977,0.13244282845250557,0.06251171364797439,0.1054486474490566
10,0.07785742479888819,0.07771412024109364,0.05565013467075321,0.03219095384043841,0.0795041717357792,0.13356317658798403,0.0277138011257283,0.10536305470019958
11,0.010455616292508824,0.0158190890422005,0.009224482214172991,0.006315593944459921,0.010816869206377505,0.025883915797534907,0.0426132480055387,2.9896941715762404e-05
12,0.017031512663890774,0.015419274393744936,1.1609547692276179e-05,0.01214823070493179,0.025700059743421017,0.15678414796568066,0.046416115491680426,0.13101235589057517
13,0.026394441805477536,0.017337055109949984,0.06370576762329327,0.03297111544534223,0.14036812747390445,0.004996364582933094,0.09137832504521332,0.023783656592299945
14,0.05915360160886804,0.06298906965648926,0.05630398439676787,0.06953345097674996,0.0462434978935756,0.042830659377837865,0.064154100649638,0.015852926418396834
15,0.014968540812530684,0.02098053713806214,0.028095105414693067,0.02046376273180392,0.03955788696534557,0.11188932109368604,0.11675320551297147,0.08840383816711433
16,0.013718018331290355,0.0005187062185166291,0.0033700195040402836,0.0291322250085137,0.0007821222865409816,0.045257286895350995,0.034917668774125055,0.02178002799078327
17,0.045051648455807836,0.06059937381711861,0.05280300919476166,0.050431875174143215,0.0432501632353339,0.06732049955389449,0.10082916911098988,0.047335490682196085
18,0.0008489560276017938,0.017535122103208553,0.002487693879446376,0.0023219095384043875,0.029270626932105803,0.02880072377900264,0.03945695731217684,0.049991673535036585
19,0.08719303977570286,0.069855944582908,0.09097798829757575,0.10950125383115067,0.0588274680818435,0.1068111210691284,0.024669984339542636,0.0880386322993687
20,0.03733860739174025,0.017947310790236565,0.013939351722856957,0.028605925513142005,0.037186104141761656,0.0005524569600051932,0.0002592903411806069,0.028721327564174587
21,0.05951715129613319,0.05340691871657867,0.07385994241664334,0.07653013838580847,0.02126281457978149,0.031778667901987495,0.061152205172522345,0.010594297363556715
22,0.027557026097687454,0.03787144632519272,0.001382000557258234,0.003970465310671495,0.038146273821171944,0.0683553022798476,0.02703896214099122,0.08712631072564658
23,0.026024450113860398,0.02453563101107456,0.0006803194947525154,0.003970465310671495,0.025637630971561964,0.04146683031178233,0.059558655111207615,0.06493602967478615
24,0.02182414326991522,0.004108084167775541,0.009322002414785882,0.018853905451843594,0.03557044442105428,0.014805477253855642,0.009022458950052242,0.039480617501195
