P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,PDI,Zeta,NP_ratio,PEG_(Chol+PEG),(IL+HL),HL_(IL+HL)
0,1,9.3028,3,10,36,1,0.412333333,-5.52,8,0.99009901,60,0.99009901
0,1,9.3028,3,10,36,1,0.722666667,-2.886666667,12,0.99009901,60,0.99009901
0,1,9.3028,3,10,36,1,0.080666667,-2.153333333,4,0.99009901,80,0.99009901
0,1,9.3028,3,10,36,1,0.114666667,-1.356666667,8,0.99009901,80,0.99009901
0,1,9.3028,3,10,36,1,0.3485,0.867666667,12,0.99009901,80,0.99009901
0,1,9.3028,3,10,36,1,0.887666667,-1.916666667,4,0.99009901,20,1.960784314
0,1,9.3028,3,10,36,1,0.453,-0.810333333,8,0.99009901,20,1.960784314
0,1,9.3028,3,10,36,1,0.686333333,-2.876666667,12,0.99009901,20,1.960784314
0,1,9.3028,3,10,36,1,0.627666667,-2.14,4,0.99009901,40,1.960784314
0,1,9.3028,3,10,36,1,0.536333333,-0.342,8,0.99009901,40,1.960784314
0,1,9.3028,3,10,36,1,0.343333333,-2.2,12,0.99009901,40,1.960784314
0,1,9.3028,3,10,36,1,0.484333333,-3.503333333,4,0.99009901,60,1.960784314
0,1,9.3028,3,10,36,1,0.341333333,-2.013333333,8,0.99009901,60,1.960784314
0,1,9.3028,3,10,36,1,0.295666667,-3.336666667,12,0.99009901,60,1.960784314
0,1,9.3028,3,10,36,1,0.139,-6.496666667,4,0.99009901,80,1.960784314
0,1,9.3028,3,10,36,1,0.146666667,0.9383,8,0.99009901,80,1.960784314
0,1,9.3028,3,10,36,1,0.148333333,0.4627,12,0.99009901,80,1.960784314
0,1,9.3028,3,10,36,1,0.88,-20.96666667,4,0.99009901,20,9.090909091
0,1,9.3028,3,10,36,1,0.436333333,-1.013333333,8,0.99009901,20,9.090909091
0,1,9.3028,3,10,36,1,0.81,-0.812553333,12,0.99009901,20,9.090909091
0,1,9.3028,3,10,36,1,0.343666667,-1.636666667,4,0.99009901,40,9.090909091
0,1,9.3028,3,10,36,1,0.364666667,-0.022666667,8,0.99009901,40,9.090909091
0,1,9.3028,3,10,36,1,0.267,-3.43,12,0.99009901,40,9.090909091
0,1,9.3028,3,10,36,1,0.353333333,-13.4,4,0.99009901,60,9.090909091
0,1,9.3028,3,10,36,1,0.390666667,-1.985333333,8,0.99009901,60,9.090909091
0,1,9.3028,3,10,36,1,0.217333333,-3.243333333,12,0.99009901,60,9.090909091
0,1,9.3028,3,10,36,1,0.153666667,-1.304,4,0.99009901,80,9.090909091
0,1,9.3028,3,10,36,1,0.369,-0.888,8,0.99009901,80,9.090909091
0,1,9.3028,3,10,36,1,0.277,-0.417666667,12,0.99009901,80,9.090909091
0,1,9.3028,3,10,36,1,0.221,-6.72,4,0.99009901,20,50.0
0,1,9.3028,3,10,36,1,0.200333333,-5.936666667,8,0.99009901,20,50.0
0,1,9.3028,3,10,36,1,0.109,-3.736666667,12,0.99009901,20,50.0
0,1,9.3028,3,10,36,1,0.203333333,-7.57,4,0.99009901,40,50.0
0,1,9.3028,3,10,36,1,0.1,-4.593333333,8,0.99009901,40,50.0
0,1,9.3028,3,10,36,1,0.111,-1.266666667,12,0.99009901,40,50.0
0,1,9.3028,3,10,36,1,0.106333333,-16.4,4,0.99009901,60,50.0
0,1,9.3028,3,10,36,1,0.209,-1.483333333,8,0.99009901,60,50.0
0,1,9.3028,3,10,36,1,0.061666667,-0.622,12,0.99009901,60,50.0
0,1,9.3028,3,10,36,1,0.201,-8.473333333,4,0.99009901,80,50.0
0,1,9.3028,3,10,36,1,0.132666667,-5.833333333,8,0.99009901,80,50.0
0,1,9.3028,3,10,36,1,0.290333333,-6.46,12,0.99009901,80,50.0
0,1,9.3028,3,10,36,1,0.238333333,-1.485333333,4,9.090909091,20,0.497512438
0,1,9.3028,3,10,36,1,0.428333333,-0.415666667,8,9.090909091,20,0.497512438
0,1,9.3028,3,10,36,1,0.599333333,-2.8,12,9.090909091,20,0.497512438
0,1,9.3028,3,10,36,1,0.307333333,-1.42,4,9.090909091,40,0.497512438
0,1,9.3028,3,10,36,1,0.435666667,-0.845333333,8,9.090909091,40,0.497512438
0,1,9.3028,3,10,36,1,0.400666667,-1.69,12,9.090909091,40,0.497512438
0,1,9.3028,3,10,36,1,0.504,-3.313333333,4,9.090909091,60,0.497512438
0,1,9.3028,3,10,36,1,0.356666667,-1.398,8,9.090909091,60,0.497512438
0,1,9.3028,3,10,36,1,0.331,-0.940666667,12,9.090909091,60,0.497512438
0,1,9.3028,3,10,36,1,0.313333333,8.696666667,4,9.090909091,80,0.497512438
0,1,9.3028,3,10,36,1,0.258666667,-0.939,8,9.090909091,80,0.497512438
0,1,9.3028,3,10,36,1,0.286,-0.976,12,9.090909091,80,0.497512438
0,1,9.3028,3,10,36,1,0.231666667,-1.733333333,4,9.090909091,20,0.99009901
0,1,9.3028,3,10,36,1,0.714,-1.54,8,9.090909091,20,0.99009901
0,1,9.3028,3,10,36,1,0.704333333,-1.195666667,12,9.090909091,20,0.99009901
0,1,9.3028,3,10,36,1,0.334,-1.7,4,9.090909091,40,0.99009901
0,1,9.3028,3,10,36,1,0.396,-0.988333333,8,9.090909091,40,0.99009901
0,1,9.3028,3,10,36,1,0.366333333,-2.643333333,12,9.090909091,40,0.99009901
0,1,9.3028,3,10,36,1,0.477333333,-0.603333333,4,9.090909091,60,0.99009901
0,1,9.3028,3,10,36,1,0.330666667,-0.511666667,8,9.090909091,60,0.99009901
0,1,9.3028,3,10,36,1,0.313,-1.116666667,12,9.090909091,60,0.99009901
0,1,9.3028,3,10,36,1,0.302666667,2.933333333,4,9.090909091,80,0.99009901
0,1,9.3028,3,10,36,1,0.251333333,0.520333333,8,9.090909091,80,0.99009901
0,1,9.3028,3,10,36,1,0.095333333,-2.67,12,9.090909091,80,0.99009901
0,1,9.3028,3,10,36,1,0.257333333,-1.596666667,4,9.090909091,20,1.960784314
0,1,9.3028,3,10,36,1,1.0,-1.566666667,8,9.090909091,20,1.960784314
0,1,9.3028,3,10,36,1,0.223666667,-2.373333333,12,9.090909091,20,1.960784314
0,1,9.3028,3,10,36,1,0.3625,-1.247666667,4,9.090909091,40,1.960784314
0,1,9.3028,3,10,36,1,0.315,-1.014,8,9.090909091,40,1.960784314
0,1,9.3028,3,10,36,1,0.393333333,-3.99,12,9.090909091,40,1.960784314
0,1,9.3028,3,10,36,1,0.289333333,-10.79333333,4,9.090909091,60,1.960784314
0,1,9.3028,3,10,36,1,0.315,-1.503333333,8,9.090909091,60,1.960784314
0,1,9.3028,3,10,36,1,0.339666667,-1.180333333,12,9.090909091,60,1.960784314
0,1,9.3028,3,10,36,1,0.245,1.269666667,4,9.090909091,80,1.960784314
0,1,9.3028,3,10,36,1,0.241333333,-1.149666667,8,9.090909091,80,1.960784314
0,1,9.3028,3,10,36,1,0.152666667,-1.219666667,12,9.090909091,80,1.960784314
0,1,9.3028,3,10,36,1,1.0,-2.273333333,4,9.090909091,20,9.090909091
0,1,9.3028,3,10,36,1,0.956666667,-1.220666667,8,9.090909091,20,9.090909091
0,1,9.3028,3,10,36,1,0.6,-1.876666667,12,9.090909091,20,9.090909091
0,1,9.3028,3,10,36,1,0.341,-1.019766667,4,9.090909091,40,9.090909091
0,1,9.3028,3,10,36,1,0.512,-1.61,8,9.090909091,40,9.090909091
0,1,9.3028,3,10,36,1,0.328666667,-1.693333333,12,9.090909091,40,9.090909091
0,1,9.3028,3,10,36,1,0.391333333,-0.879,4,9.090909091,60,9.090909091
0,1,9.3028,3,10,36,1,0.407666667,-0.790333333,8,9.090909091,60,9.090909091
0,1,9.3028,3,10,36,1,0.306,-1.506666667,12,9.090909091,60,9.090909091
0,1,9.3028,3,10,36,1,0.264333333,0.606333333,4,9.090909091,80,9.090909091
0,1,9.3028,3,10,36,1,0.217333333,-1.317,8,9.090909091,80,9.090909091
0,1,9.3028,3,10,36,1,0.18,-0.951333333,12,9.090909091,80,9.090909091
0,1,9.3028,3,10,36,1,0.61,-3.106666667,4,9.090909091,20,50.0
0,1,9.3028,3,10,36,1,0.205,-31.73333333,8,9.090909091,20,50.0
0,1,9.3028,3,10,36,1,0.574666667,-2.386666667,12,9.090909091,20,50.0
0,1,9.3028,3,10,36,1,0.133666667,-1.746666667,4,9.090909091,40,50.0
0,1,9.3028,3,10,36,1,0.154666667,-1.683333333,8,9.090909091,40,50.0
0,1,9.3028,3,10,36,1,0.546333333,-1.856666667,12,9.090909091,40,50.0
0,1,9.3028,3,10,36,1,0.121,-1.74,4,9.090909091,60,50.0
0,1,9.3028,3,10,36,1,0.794,-1.833333333,8,9.090909091,60,50.0
0,1,9.3028,3,10,36,1,0.392,-1.422666667,12,9.090909091,60,50.0
0,1,9.3028,3,10,36,1,0.139666667,-1.713333333,4,9.090909091,80,50.0
0,1,9.3028,3,10,36,1,0.434666667,-2.203333333,8,9.090909091,80,50.0
0,1,9.3028,3,10,36,1,0.280666667,-1.184333333,12,9.090909091,80,50.0
1,1,9.784,2,9,36,2,0.464333333,-7.436666667,4,0.199600798,20,0.497512438
1,1,9.784,2,9,36,2,0.403333333,-3.523333333,8,0.199600798,20,0.497512438
1,1,9.784,2,9,36,2,0.496333333,-3.396666667,12,0.199600798,20,0.497512438
1,1,9.784,2,9,36,2,0.211,-4.23,4,0.199600798,40,0.497512438
1,1,9.784,2,9,36,2,0.237333333,-1.803333333,8,0.199600798,40,0.497512438
1,1,9.784,2,9,36,2,0.806666667,-2.356666667,12,0.199600798,40,0.497512438
1,1,9.784,2,9,36,2,0.246666667,-5.31,4,0.199600798,60,0.497512438
1,1,9.784,2,9,36,2,0.215,0.721666667,8,0.199600798,60,0.497512438
1,1,9.784,2,9,36,2,0.260333333,-0.501666667,12,0.199600798,60,0.497512438
1,1,9.784,2,9,36,2,0.219666667,-24.63333333,4,0.199600798,80,0.497512438
1,1,9.784,2,9,36,2,0.164666667,-6.11,8,0.199600798,80,0.497512438
1,1,9.784,2,9,36,2,0.225333333,-0.955,12,0.199600798,80,0.497512438
1,1,9.784,2,9,36,2,0.252,-11.77666667,4,0.199600798,20,0.99009901
1,1,9.784,2,9,36,2,0.344333333,-3.553333333,8,0.199600798,20,0.99009901
1,1,9.784,2,9,36,2,0.316,-1.593,12,0.199600798,20,0.99009901
1,1,9.784,2,9,36,2,0.260333333,-3.686666667,4,0.199600798,40,0.99009901
1,1,9.784,2,9,36,2,0.264,0.269333333,8,0.199600798,40,0.99009901
1,1,9.784,2,9,36,2,0.325666667,-2.24,12,0.199600798,40,0.99009901
1,1,9.784,2,9,36,2,0.182,-3.663333333,4,0.199600798,60,0.99009901
1,1,9.784,2,9,36,2,0.242,0.073,8,0.199600798,60,0.99009901
1,1,9.784,2,9,36,2,0.328333333,-1.161666667,12,0.199600798,60,0.99009901
1,1,9.784,2,9,36,2,0.206666667,-26.66666667,4,0.199600798,80,0.99009901
1,1,9.784,2,9,36,2,0.187666667,-6.033333333,8,0.199600798,80,0.99009901
1,1,9.784,2,9,36,2,0.193666667,-0.325333333,12,0.199600798,80,0.99009901
1,1,9.784,2,9,36,2,0.484666667,-11.36666667,4,0.199600798,20,1.960784314
1,1,9.784,2,9,36,2,0.629666667,-4.096666667,8,0.199600798,20,1.960784314
1,1,9.784,2,9,36,2,0.162,-3.116666667,12,0.199600798,20,1.960784314
1,1,9.784,2,9,36,2,0.206,-0.756333333,4,0.199600798,40,1.960784314
1,1,9.784,2,9,36,2,0.294,0.3774,8,0.199600798,40,1.960784314
1,1,9.784,2,9,36,2,0.557666667,-3.04,12,0.199600798,40,1.960784314
1,1,9.784,2,9,36,2,0.220333333,-2.12,4,0.199600798,60,1.960784314
1,1,9.784,2,9,36,2,0.233333333,1.195666667,8,0.199600798,60,1.960784314
1,1,9.784,2,9,36,2,0.427666667,0.16,12,0.199600798,60,1.960784314
1,1,9.784,2,9,36,2,0.256333333,-29.4,4,0.199600798,80,1.960784314
1,1,9.784,2,9,36,2,0.173666667,-10.41,8,0.199600798,80,1.960784314
1,1,9.784,2,9,36,2,0.229333333,-0.4925,12,0.199600798,80,1.960784314
1,1,9.784,2,9,36,2,0.420666667,-9.42,4,0.199600798,20,9.090909091
1,1,9.784,2,9,36,2,0.358,-1.686666667,8,0.199600798,20,9.090909091
1,1,9.784,2,9,36,2,0.522,-0.166206667,12,0.199600798,20,9.090909091
1,1,9.784,2,9,36,2,0.262666667,-2.53,4,0.199600798,40,9.090909091
1,1,9.784,2,9,36,2,0.327666667,2.476666667,8,0.199600798,40,9.090909091
1,1,9.784,2,9,36,2,0.330666667,1.541666667,12,0.199600798,40,9.090909091
1,1,9.784,2,9,36,2,0.197333333,-1.64,4,0.199600798,60,9.090909091
1,1,9.784,2,9,36,2,0.201,2.77,8,0.199600798,60,9.090909091
1,1,9.784,2,9,36,2,0.275,2.354,12,0.199600798,60,9.090909091
1,1,9.784,2,9,36,2,0.266,-26.83333333,4,0.199600798,80,9.090909091
1,1,9.784,2,9,36,2,0.208666667,5.42,8,0.199600798,80,9.090909091
1,1,9.784,2,9,36,2,0.237,7.203333333,12,0.199600798,80,9.090909091
1,1,9.784,2,9,36,2,0.327,2.916666667,4,0.199600798,20,50.0
1,1,9.784,2,9,36,2,0.569,3.96,8,0.199600798,20,50.0
1,1,9.784,2,9,36,2,0.17,5.006666667,12,0.199600798,20,50.0
1,1,9.784,2,9,36,2,0.330333333,4.206666667,4,0.199600798,40,50.0
1,1,9.784,2,9,36,2,0.196,4.25,8,0.199600798,40,50.0
1,1,9.784,2,9,36,2,0.268,2.72,12,0.199600798,40,50.0
1,1,9.784,2,9,36,2,0.256333333,4.343333333,4,0.199600798,60,50.0
1,1,9.784,2,9,36,2,0.254,5.876666667,8,0.199600798,60,50.0
1,1,9.784,2,9,36,2,0.261666667,6.29,12,0.199600798,60,50.0
1,1,9.784,2,9,36,2,0.301,6.303333333,4,0.199600798,80,50.0
1,1,9.784,2,9,36,2,0.183666667,11.93333333,8,0.199600798,80,50.0
1,1,9.784,2,9,36,2,0.187333333,8.72,12,0.199600798,80,50.0
1,1,9.784,2,9,36,2,0.31,-4.186666667,4,0.99009901,20,0.497512438
1,1,9.784,2,9,36,2,0.485666667,-2.646666667,8,0.99009901,20,0.497512438
1,1,9.784,2,9,36,2,0.368333333,-2.373333333,12,0.99009901,20,0.497512438
1,1,9.784,2,9,36,2,0.275333333,-1.616666667,4,0.99009901,40,0.497512438
1,1,9.784,2,9,36,2,0.236666667,-1.976666667,8,0.99009901,40,0.497512438
1,1,9.784,2,9,36,2,0.303666667,-2.136666667,12,0.99009901,40,0.497512438
1,1,9.784,2,9,36,2,0.236333333,-0.094333333,4,0.99009901,60,0.497512438
1,1,9.784,2,9,36,2,0.232,-1.95,8,0.99009901,60,0.497512438
1,1,9.784,2,9,36,2,0.260666667,-2.43,12,0.99009901,60,0.497512438
1,1,9.784,2,9,36,2,0.307666667,-15.26666667,4,0.99009901,80,0.497512438
1,1,9.784,2,9,36,2,0.245666667,-3.21,8,0.99009901,80,0.497512438
1,1,9.784,2,9,36,2,0.184333333,-4.51,12,0.99009901,80,0.497512438
1,1,9.784,2,9,36,2,0.24,-4.66,4,0.99009901,20,0.99009901
1,1,9.784,2,9,36,2,0.433333333,-6.34,8,0.99009901,20,0.99009901
1,1,9.784,2,9,36,2,0.674666667,-2.326666667,12,0.99009901,20,0.99009901
1,1,9.784,2,9,36,2,0.246333333,-3.043333333,4,0.99009901,40,0.99009901
1,1,9.784,2,9,36,2,0.217333333,-0.049066667,8,0.99009901,40,0.99009901
1,1,9.784,2,9,36,2,0.288333333,-1.993333333,12,0.99009901,40,0.99009901
1,1,9.784,2,9,36,2,0.201666667,-2.476666667,4,0.99009901,60,0.99009901
1,1,9.784,2,9,36,2,0.204333333,1.32,8,0.99009901,60,0.99009901
1,1,9.784,2,9,36,2,0.244333333,-1.426666667,12,0.99009901,60,0.99009901
1,1,9.784,2,9,36,2,0.267,-15.93333333,4,0.99009901,80,0.99009901
1,1,9.784,2,9,36,2,0.21,-3.53,8,0.99009901,80,0.99009901
1,1,9.784,2,9,36,2,0.167333333,-3.316666667,12,0.99009901,80,0.99009901
1,1,9.784,2,9,36,2,0.203,-3.213333333,4,0.99009901,20,1.960784314
1,1,9.784,2,9,36,2,0.501,-2.766666667,8,0.99009901,20,1.960784314
1,1,9.784,2,9,36,2,0.412333333,-1.060666667,12,0.99009901,20,1.960784314
1,1,9.784,2,9,36,2,0.220333333,-3.176666667,4,0.99009901,40,1.960784314
1,1,9.784,2,9,36,2,0.279,-1.57,8,0.99009901,40,1.960784314
1,1,9.784,2,9,36,2,0.215,0.963666667,12,0.99009901,40,1.960784314
1,1,9.784,2,9,36,2,0.165333333,-3.816666667,4,0.99009901,60,1.960784314
1,1,9.784,2,9,36,2,0.185333333,0.242266667,8,0.99009901,60,1.960784314
1,1,9.784,2,9,36,2,0.245666667,-1.88,12,0.99009901,60,1.960784314
1,1,9.784,2,9,36,2,0.199,-15.9,4,0.99009901,80,1.960784314
1,1,9.784,2,9,36,2,0.241333333,-5.523333333,8,0.99009901,80,1.960784314
1,1,9.784,2,9,36,2,0.207,-2.94,12,0.99009901,80,1.960784314
1,1,9.784,2,9,36,2,0.957333333,-5.373333333,4,0.99009901,20,9.090909091
1,1,9.784,2,9,36,2,0.481666667,-2.173333333,8,0.99009901,20,9.090909091
1,1,9.784,2,9,36,2,0.428,-0.284166667,12,0.99009901,20,9.090909091
1,1,9.784,2,9,36,2,0.157333333,-0.60825,4,0.99009901,40,9.090909091
1,1,9.784,2,9,36,2,0.815333333,-3.73,8,0.99009901,40,9.090909091
1,1,9.784,2,9,36,2,0.330333333,0.813333333,12,0.99009901,40,9.090909091
1,1,9.784,2,9,36,2,0.263333333,1.84,4,0.99009901,60,9.090909091
1,1,9.784,2,9,36,2,0.197333333,-0.397333333,8,0.99009901,60,9.090909091
1,1,9.784,2,9,36,2,0.228333333,-0.254666667,12,0.99009901,60,9.090909091
1,1,9.784,2,9,36,2,0.208,-12.13333333,4,0.99009901,80,9.090909091
1,1,9.784,2,9,36,2,0.209333333,-6.06,8,0.99009901,80,9.090909091
1,1,9.784,2,9,36,2,0.219,-0.9158,12,0.99009901,80,9.090909091
1,1,9.784,2,9,36,2,0.272333333,-3.646666667,4,0.99009901,20,50.0
1,1,9.784,2,9,36,2,0.439666667,1.916666667,8,0.99009901,20,50.0
1,1,9.784,2,9,36,2,0.281,0.651,12,0.99009901,20,50.0
1,1,9.784,2,9,36,2,0.168333333,-1.32,4,0.99009901,40,50.0
1,1,9.784,2,9,36,2,0.148333333,2.876666667,8,0.99009901,40,50.0
1,1,9.784,2,9,36,2,0.512666667,-3.013333333,12,0.99009901,40,50.0
1,1,9.784,2,9,36,2,0.18,0.54,4,0.99009901,60,50.0
1,1,9.784,2,9,36,2,0.206666667,4.106666667,8,0.99009901,60,50.0
1,1,9.784,2,9,36,2,0.198666667,1.651,12,0.99009901,60,50.0
1,1,9.784,2,9,36,2,0.335333333,-0.074666667,4,0.99009901,80,50.0
1,1,9.784,2,9,36,2,0.255,-5.6,8,0.99009901,80,50.0
1,1,9.784,2,9,36,2,0.178,6.683333333,12,0.99009901,80,50.0
1,1,9.784,2,9,36,2,0.739666667,-9.106666667,4,9.090909091,20,0.497512438
1,1,9.784,2,9,36,2,0.577,-4.033333333,8,9.090909091,20,0.497512438
1,1,9.784,2,9,36,2,0.707666667,-5.893333333,12,9.090909091,20,0.497512438
1,1,9.784,2,9,36,2,0.409333333,-5.413333333,4,9.090909091,40,0.497512438
1,1,9.784,2,9,36,2,0.290333333,-1.593333333,8,9.090909091,40,0.497512438
1,1,9.784,2,9,36,2,0.788666667,-1.943333333,12,9.090909091,40,0.497512438
1,1,9.784,2,9,36,2,0.193,-3.223333333,4,9.090909091,60,0.497512438
1,1,9.784,2,9,36,2,0.370333333,-1.48,8,9.090909091,60,0.497512438
1,1,9.784,2,9,36,2,0.288333333,-2.086666667,12,9.090909091,60,0.497512438
1,1,9.784,2,9,36,2,0.144333333,-3.64,4,9.090909091,80,0.497512438
1,1,9.784,2,9,36,2,0.247666667,-33.9,8,9.090909091,80,0.497512438
1,1,9.784,2,9,36,2,0.169,-2.783333333,12,9.090909091,80,0.497512438
1,1,9.784,2,9,36,2,0.676666667,-6.903333333,4,9.090909091,20,0.99009901
1,1,9.784,2,9,36,2,0.605666667,-2.48,8,9.090909091,20,0.99009901
1,1,9.784,2,9,36,2,0.647666667,-1.81,12,9.090909091,20,0.99009901
