P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,PDI,Zeta,NP_ratio,PEG_(Chol+PEG),(IL+HL),HL_(IL+HL)
1,1,9.784,2,9,36,2,0.216666667,-6.893333333,4,9.090909091,40,0.99009901
1,1,9.784,2,9,36,2,1.0,-3.68,8,9.090909091,40,0.99009901
1,1,9.784,2,9,36,2,0.624666667,-2.296666667,12,9.090909091,40,0.99009901
1,1,9.784,2,9,36,2,0.191333333,-3.093333333,4,9.090909091,60,0.99009901
1,1,9.784,2,9,36,2,0.217,-2.686666667,8,9.090909091,60,0.99009901
1,1,9.784,2,9,36,2,0.332333333,-1.29,12,9.090909091,60,0.99009901
1,1,9.784,2,9,36,2,0.130333333,-3.763333333,4,9.090909091,80,0.99009901
1,1,9.784,2,9,36,2,0.231,-36.3,8,9.090909091,80,0.99009901
1,1,9.784,2,9,36,2,0.173,-1.66,12,9.090909091,80,0.99009901
1,1,9.784,2,9,36,2,0.789333333,-8.986666667,4,9.090909091,20,1.960784314
1,1,9.784,2,9,36,2,0.856666667,-6.63,8,9.090909091,20,1.960784314
1,1,9.784,2,9,36,2,0.378333333,-6.54,12,9.090909091,20,1.960784314
1,1,9.784,2,9,36,2,0.211,-2.723333333,4,9.090909091,40,1.960784314
1,1,9.784,2,9,36,2,0.603666667,-2.203333333,8,9.090909091,40,1.960784314
1,1,9.784,2,9,36,2,0.620333333,-2.146666667,12,9.090909091,40,1.960784314
1,1,9.784,2,9,36,2,0.159666667,-2.57,4,9.090909091,60,1.960784314
1,1,9.784,2,9,36,2,0.283,-1.666333333,8,9.090909091,60,1.960784314
1,1,9.784,2,9,36,2,0.512333333,-2.12,12,9.090909091,60,1.960784314
1,1,9.784,2,9,36,2,0.155333333,-3.51,4,9.090909091,80,1.960784314
1,1,9.784,2,9,36,2,0.230666667,-36.66666667,8,9.090909091,80,1.960784314
1,1,9.784,2,9,36,2,0.219666667,-2.383333333,12,9.090909091,80,1.960784314
1,1,9.784,2,9,36,2,0.617,-9.563333333,4,9.090909091,20,9.090909091
1,1,9.784,2,9,36,2,0.809333333,-5.376666667,8,9.090909091,20,9.090909091
1,1,9.784,2,9,36,2,0.748333333,-7.476666667,12,9.090909091,20,9.090909091
1,1,9.784,2,9,36,2,0.226,-5.483333333,4,9.090909091,40,9.090909091
1,1,9.784,2,9,36,2,0.880333333,-2.596666667,8,9.090909091,40,9.090909091
1,1,9.784,2,9,36,2,0.411666667,-1.983333333,12,9.090909091,40,9.090909091
1,1,9.784,2,9,36,2,0.235666667,-3.656666667,4,9.090909091,60,9.090909091
1,1,9.784,2,9,36,2,0.204666667,-1.370333333,8,9.090909091,60,9.090909091
1,1,9.784,2,9,36,2,0.380333333,-2.37,12,9.090909091,60,9.090909091
1,1,9.784,2,9,36,2,0.081666667,-4.92,4,9.090909091,80,9.090909091
1,1,9.784,2,9,36,2,0.24,-31.9,8,9.090909091,80,9.090909091
1,1,9.784,2,9,36,2,0.198,-2.056666667,12,9.090909091,80,9.090909091
1,1,9.784,2,9,36,2,0.693,-8.333333333,4,9.090909091,20,50.0
1,1,9.784,2,9,36,2,0.633333333,-7.673333333,8,9.090909091,20,50.0
1,1,9.784,2,9,36,2,0.614,-9.613333333,12,9.090909091,20,50.0
1,1,9.784,2,9,36,2,0.177,-3.126666667,4,9.090909091,40,50.0
1,1,9.784,2,9,36,2,0.248666667,-1.383333333,8,9.090909091,40,50.0
1,1,9.784,2,9,36,2,0.517,-1.873333333,12,9.090909091,40,50.0
1,1,9.784,2,9,36,2,0.232666667,-2.37,4,9.090909091,60,50.0
1,1,9.784,2,9,36,2,0.194666667,-1.059,8,9.090909091,60,50.0
1,1,9.784,2,9,36,2,0.333666667,-1.533333333,12,9.090909091,60,50.0
1,1,9.784,2,9,36,2,0.186,-3.313333333,4,9.090909091,80,50.0
1,1,9.784,2,9,36,2,0.210666667,15.6,8,9.090909091,80,50.0
1,1,9.784,2,9,36,2,0.184333333,-1.012333333,12,9.090909091,80,50.0
1,0,12.515,0,4,36,2,0.166,5.9,4,0.199600798,20,0.497512438
1,0,12.515,0,4,36,2,0.375666667,5.12,8,0.199600798,20,0.497512438
1,0,12.515,0,4,36,2,0.509333333,9.113333333,12,0.199600798,20,0.497512438
1,0,12.515,0,4,36,2,0.266333333,12.9,4,0.199600798,40,0.497512438
1,0,12.515,0,4,36,2,0.298333333,1.866666667,8,0.199600798,40,0.497512438
1,0,12.515,0,4,36,2,0.307666667,6.673333333,12,0.199600798,40,0.497512438
1,0,12.515,0,4,36,2,0.28,16.2,4,0.199600798,60,0.497512438
1,0,12.515,0,4,36,2,0.289666667,13.33333333,8,0.199600798,60,0.497512438
1,0,12.515,0,4,36,2,0.248666667,15.63333333,12,0.199600798,60,0.497512438
1,0,12.515,0,4,36,2,0.228666667,-10.96666667,4,0.199600798,80,0.497512438
1,0,12.515,0,4,36,2,0.215666667,5.703333333,8,0.199600798,80,0.497512438
1,0,12.515,0,4,36,2,0.464333333,-30.56666667,12,0.199600798,80,0.497512438
1,0,12.515,0,4,36,2,0.141666667,1.823,4,0.199600798,20,0.99009901
1,0,12.515,0,4,36,2,0.266666667,7.926666667,8,0.199600798,20,0.99009901
1,0,12.515,0,4,36,2,0.402666667,2.883333333,12,0.199600798,20,0.99009901
1,0,12.515,0,4,36,2,0.295,12.1,4,0.199600798,40,0.99009901
1,0,12.515,0,4,36,2,0.245333333,4.013333333,8,0.199600798,40,0.99009901
1,0,12.515,0,4,36,2,0.354,2.956666667,12,0.199600798,40,0.99009901
1,0,12.515,0,4,36,2,0.195666667,22.76666667,4,0.199600798,60,0.99009901
1,0,12.515,0,4,36,2,0.245666667,9.33,8,0.199600798,60,0.99009901
1,0,12.515,0,4,36,2,0.24,19.53333333,12,0.199600798,60,0.99009901
1,0,12.515,0,4,36,2,0.246333333,7.633333333,4,0.199600798,80,0.99009901
1,0,12.515,0,4,36,2,0.256666667,7.98,8,0.199600798,80,0.99009901
1,0,12.515,0,4,36,2,0.270666667,-25.13333333,12,0.199600798,80,0.99009901
1,0,12.515,0,4,36,2,0.186333333,18.9,4,0.199600798,20,1.960784314
1,0,12.515,0,4,36,2,0.496333333,21.16666667,8,0.199600798,20,1.960784314
1,0,12.515,0,4,36,2,0.243,2.883333333,12,0.199600798,20,1.960784314
1,0,12.515,0,4,36,2,0.229666667,17.63333333,4,0.199600798,40,1.960784314
1,0,12.515,0,4,36,2,0.348333333,0.663333333,8,0.199600798,40,1.960784314
1,0,12.515,0,4,36,2,0.331,3.57,12,0.199600798,40,1.960784314
1,0,12.515,0,4,36,2,0.257666667,24.03333333,4,0.199600798,60,1.960784314
1,0,12.515,0,4,36,2,0.232666667,9.956666667,8,0.199600798,60,1.960784314
1,0,12.515,0,4,36,2,0.272,18.63333333,12,0.199600798,60,1.960784314
1,0,12.515,0,4,36,2,0.267,6.13,4,0.199600798,80,1.960784314
1,0,12.515,0,4,36,2,0.251,9.33,8,0.199600798,80,1.960784314
1,0,12.515,0,4,36,2,0.467333333,-27.3,12,0.199600798,80,1.960784314
1,0,12.515,0,4,36,2,0.192333333,44.06666667,4,0.199600798,20,9.090909091
1,0,12.515,0,4,36,2,0.203666667,25.86666667,8,0.199600798,20,9.090909091
1,0,12.515,0,4,36,2,0.458333333,1.388333333,12,0.199600798,20,9.090909091
1,0,12.515,0,4,36,2,0.278666667,26.16666667,4,0.199600798,40,9.090909091
1,0,12.515,0,4,36,2,0.314333333,27.06666667,8,0.199600798,40,9.090909091
1,0,12.515,0,4,36,2,0.421,22.36666667,12,0.199600798,40,9.090909091
1,0,12.515,0,4,36,2,0.228333333,30.7,4,0.199600798,60,9.090909091
1,0,12.515,0,4,36,2,0.194,15.33333333,8,0.199600798,60,9.090909091
1,0,12.515,0,4,36,2,0.264333333,20.86666667,12,0.199600798,60,9.090909091
1,0,12.515,0,4,36,2,0.140333333,15.56666667,4,0.199600798,80,9.090909091
1,0,12.515,0,4,36,2,0.207,18.4,8,0.199600798,80,9.090909091
1,0,12.515,0,4,36,2,0.704333333,-31.76666667,12,0.199600798,80,9.090909091
1,0,12.515,0,4,36,2,0.147333333,19.9,4,0.199600798,20,50.0
1,0,12.515,0,4,36,2,0.383333333,16.3,8,0.199600798,20,50.0
1,0,12.515,0,4,36,2,0.258666667,12.23333333,12,0.199600798,20,50.0
1,0,12.515,0,4,36,2,0.282,5.41,4,0.199600798,40,50.0
1,0,12.515,0,4,36,2,0.248333333,22.13333333,8,0.199600798,40,50.0
1,0,12.515,0,4,36,2,0.522333333,24.76666667,12,0.199600798,40,50.0
1,0,12.515,0,4,36,2,0.214,22.4,4,0.199600798,60,50.0
1,0,12.515,0,4,36,2,0.246333333,23.5,8,0.199600798,60,50.0
1,0,12.515,0,4,36,2,0.231333333,21.46666667,12,0.199600798,60,50.0
1,0,12.515,0,4,36,2,0.364,12.93333333,4,0.199600798,80,50.0
1,0,12.515,0,4,36,2,0.264333333,31.5,8,0.199600798,80,50.0
1,0,12.515,0,4,36,2,0.314333333,-16.6,12,0.199600798,80,50.0
1,0,12.515,0,4,36,2,0.339333333,-27.6,4,0.99009901,20,0.497512438
1,0,12.515,0,4,36,2,0.390666667,-2.563333333,8,0.99009901,20,0.497512438
1,0,12.515,0,4,36,2,0.368333333,1.926666667,12,0.99009901,20,0.497512438
1,0,12.515,0,4,36,2,0.253333333,-3.873333333,4,0.99009901,40,0.497512438
1,0,12.515,0,4,36,2,0.634666667,-3.35,8,0.99009901,40,0.497512438
1,0,12.515,0,4,36,2,0.321666667,-2.93,12,0.99009901,40,0.497512438
1,0,12.515,0,4,36,2,0.252666667,-3.706666667,4,0.99009901,60,0.497512438
1,0,12.515,0,4,36,2,0.26,-1.271,8,0.99009901,60,0.497512438
1,0,12.515,0,4,36,2,0.227,4.56,12,0.99009901,60,0.497512438
1,0,12.515,0,4,36,2,0.155,1.253333333,4,0.99009901,80,0.497512438
1,0,12.515,0,4,36,2,0.167666667,4.306666667,8,0.99009901,80,0.497512438
1,0,12.515,0,4,36,2,0.237,3.433333333,12,0.99009901,80,0.497512438
1,0,12.515,0,4,36,2,0.338666667,-30.33333333,4,0.99009901,20,0.99009901
1,0,12.515,0,4,36,2,0.283333333,3.27,8,0.99009901,20,0.99009901
1,0,12.515,0,4,36,2,0.348666667,-0.77,12,0.99009901,20,0.99009901
1,0,12.515,0,4,36,2,0.311333333,-3.76,4,0.99009901,40,0.99009901
1,0,12.515,0,4,36,2,0.314666667,-3.076666667,8,0.99009901,40,0.99009901
1,0,12.515,0,4,36,2,0.431,-2.876666667,12,0.99009901,40,0.99009901
1,0,12.515,0,4,36,2,0.252,-2.633333333,4,0.99009901,60,0.99009901
1,0,12.515,0,4,36,2,0.269,-2.463333333,8,0.99009901,60,0.99009901
1,0,12.515,0,4,36,2,0.266666667,2.173333333,12,0.99009901,60,0.99009901
1,0,12.515,0,4,36,2,0.143666667,-1.211333333,4,0.99009901,80,0.99009901
1,0,12.515,0,4,36,2,0.154333333,2.933333333,8,0.99009901,80,0.99009901
1,0,12.515,0,4,36,2,0.179,3.573333333,12,0.99009901,80,0.99009901
1,0,12.515,0,4,36,2,0.356666667,-28.56666667,4,0.99009901,20,1.960784314
1,0,12.515,0,4,36,2,0.262333333,1.826666667,8,0.99009901,20,1.960784314
1,0,12.515,0,4,36,2,0.539333333,1.6,12,0.99009901,20,1.960784314
1,0,12.515,0,4,36,2,0.378,-3.646666667,4,0.99009901,40,1.960784314
1,0,12.515,0,4,36,2,0.318,-2.73,8,0.99009901,40,1.960784314
1,0,12.515,0,4,36,2,0.782666667,-2.316666667,12,0.99009901,40,1.960784314
1,0,12.515,0,4,36,2,0.238333333,-5.89,4,0.99009901,60,1.960784314
1,0,12.515,0,4,36,2,0.284666667,-0.982333333,8,0.99009901,60,1.960784314
1,0,12.515,0,4,36,2,0.238333333,3.386666667,12,0.99009901,60,1.960784314
1,0,12.515,0,4,36,2,0.106333333,2.24,4,0.99009901,80,1.960784314
1,0,12.515,0,4,36,2,0.235,1.28,8,0.99009901,80,1.960784314
1,0,12.515,0,4,36,2,0.214,2.923333333,12,0.99009901,80,1.960784314
1,0,12.515,0,4,36,2,0.536,-30.76666667,4,0.99009901,20,9.090909091
1,0,12.515,0,4,36,2,0.473666667,3.026666667,8,0.99009901,20,9.090909091
1,0,12.515,0,4,36,2,0.667333333,1.253333333,12,0.99009901,20,9.090909091
1,0,12.515,0,4,36,2,0.488666667,-2.246666667,4,0.99009901,40,9.090909091
1,0,12.515,0,4,36,2,0.331,-2.403333333,8,0.99009901,40,9.090909091
1,0,12.515,0,4,36,2,0.267666667,-2.746666667,12,0.99009901,40,9.090909091
1,0,12.515,0,4,36,2,0.254333333,-1.385333333,4,0.99009901,60,9.090909091
1,0,12.515,0,4,36,2,0.27,-0.514,8,0.99009901,60,9.090909091
1,0,12.515,0,4,36,2,0.260666667,2.373333333,12,0.99009901,60,9.090909091
1,0,12.515,0,4,36,2,0.172333333,-0.684,4,0.99009901,80,9.090909091
1,0,12.515,0,4,36,2,0.137,2.273333333,8,0.99009901,80,9.090909091
1,0,12.515,0,4,36,2,0.203,4.91,12,0.99009901,80,9.090909091
1,0,12.515,0,4,36,2,0.253,-28.23333333,4,0.99009901,20,50.0
1,0,12.515,0,4,36,2,0.249666667,4.226666667,8,0.99009901,20,50.0
1,0,12.515,0,4,36,2,0.549333333,6.786666667,12,0.99009901,20,50.0
1,0,12.515,0,4,36,2,0.303,-3.153333333,4,0.99009901,40,50.0
1,0,12.515,0,4,36,2,0.653,-1.426666667,8,0.99009901,40,50.0
1,0,12.515,0,4,36,2,0.356333333,-1.543333333,12,0.99009901,40,50.0
1,0,12.515,0,4,36,2,0.265333333,-2.55,4,0.99009901,60,50.0
1,0,12.515,0,4,36,2,0.281666667,0.63,8,0.99009901,60,50.0
1,0,12.515,0,4,36,2,0.189333333,6.336666667,12,0.99009901,60,50.0
1,0,12.515,0,4,36,2,0.206666667,6.34,4,0.99009901,80,50.0
1,0,12.515,0,4,36,2,0.192,12.86666667,8,0.99009901,80,50.0
1,0,12.515,0,4,36,2,0.301666667,6.843333333,12,0.99009901,80,50.0
1,0,12.515,0,4,36,2,0.629333333,-2.183333333,4,9.090909091,20,0.497512438
1,0,12.515,0,4,36,2,0.402,-2.966666667,8,9.090909091,20,0.497512438
1,0,12.515,0,4,36,2,0.907333333,-2.463333333,12,9.090909091,20,0.497512438
1,0,12.515,0,4,36,2,0.181666667,-1.186666667,4,9.090909091,40,0.497512438
1,0,12.515,0,4,36,2,0.368666667,-3.813333333,8,9.090909091,40,0.497512438
1,0,12.515,0,4,36,2,0.535333333,-5.33,12,9.090909091,40,0.497512438
1,0,12.515,0,4,36,2,0.896,-20.13333333,4,9.090909091,60,0.497512438
1,0,12.515,0,4,36,2,0.258333333,-9.57,8,9.090909091,60,0.497512438
1,0,12.515,0,4,36,2,0.257,-1.092,12,9.090909091,60,0.497512438
1,0,12.515,0,4,36,2,0.175,-1.492333333,4,9.090909091,80,0.497512438
1,0,12.515,0,4,36,2,0.174666667,-1.123,8,9.090909091,80,0.497512438
1,0,12.515,0,4,36,2,0.182,-0.810666667,12,9.090909091,80,0.497512438
1,0,12.515,0,4,36,2,0.631666667,-1.883333333,4,9.090909091,20,0.99009901
1,0,12.515,0,4,36,2,0.532666667,-1.316666667,8,9.090909091,20,0.99009901
1,0,12.515,0,4,36,2,0.636333333,-2.92,12,9.090909091,20,0.99009901
1,0,12.515,0,4,36,2,0.275666667,-1.833333333,4,9.090909091,40,0.99009901
1,0,12.515,0,4,36,2,0.367666667,-6.416666667,8,9.090909091,40,0.99009901
1,0,12.515,0,4,36,2,0.635333333,-4.216666667,12,9.090909091,40,0.99009901
1,0,12.515,0,4,36,2,0.175333333,-20.63333333,4,9.090909091,60,0.99009901
1,0,12.515,0,4,36,2,0.427333333,-9.726666667,8,9.090909091,60,0.99009901
1,0,12.515,0,4,36,2,0.248333333,-1.077,12,9.090909091,60,0.99009901
1,0,12.515,0,4,36,2,0.095333333,-2.533333333,4,9.090909091,80,0.99009901
1,0,12.515,0,4,36,2,0.184666667,-0.168,8,9.090909091,80,0.99009901
1,0,12.515,0,4,36,2,0.175,-0.043,12,9.090909091,80,0.99009901
1,0,12.515,0,4,36,2,0.455333333,-1.640333333,4,9.090909091,20,1.960784314
1,0,12.515,0,4,36,2,0.758666667,-1.149,8,9.090909091,20,1.960784314
1,0,12.515,0,4,36,2,0.772,-2.276666667,12,9.090909091,20,1.960784314
1,0,12.515,0,4,36,2,0.228666667,-0.863666667,4,9.090909091,40,1.960784314
1,0,12.515,0,4,36,2,0.323,-7.106666667,8,9.090909091,40,1.960784314
1,0,12.515,0,4,36,2,0.739666667,-2.183333333,12,9.090909091,40,1.960784314
1,0,12.515,0,4,36,2,0.118,-22.2,4,9.090909091,60,1.960784314
1,0,12.515,0,4,36,2,0.253,-14.66666667,8,9.090909091,60,1.960784314
1,0,12.515,0,4,36,2,0.219666667,-1.203333333,12,9.090909091,60,1.960784314
1,0,12.515,0,4,36,2,0.153,-2.56,4,9.090909091,80,1.960784314
1,0,12.515,0,4,36,2,0.218666667,-0.0463,8,9.090909091,80,1.960784314
1,0,12.515,0,4,36,2,0.198666667,-0.131666667,12,9.090909091,80,1.960784314
1,0,12.515,0,4,36,2,0.275666667,-1.79,4,9.090909091,20,9.090909091
1,0,12.515,0,4,36,2,1.0,-3.726666667,8,9.090909091,20,9.090909091
1,0,12.515,0,4,36,2,0.498,-1.776666667,12,9.090909091,20,9.090909091
1,0,12.515,0,4,36,2,0.235666667,-0.88,4,9.090909091,40,9.090909091
1,0,12.515,0,4,36,2,0.312,-13.16666667,8,9.090909091,40,9.090909091
1,0,12.515,0,4,36,2,0.771333333,-6.36,12,9.090909091,40,9.090909091
1,0,12.515,0,4,36,2,0.23,-19.56666667,4,9.090909091,60,9.090909091
1,0,12.515,0,4,36,2,0.357333333,-9.383333333,8,9.090909091,60,9.090909091
1,0,12.515,0,4,36,2,0.243666667,-1.427,12,9.090909091,60,9.090909091
1,0,12.515,0,4,36,2,0.187666667,-2.843333333,4,9.090909091,80,9.090909091
1,0,12.515,0,4,36,2,0.199666667,0.044333333,8,9.090909091,80,9.090909091
1,0,12.515,0,4,36,2,0.233666667,-0.3501,12,9.090909091,80,9.090909091
1,0,12.515,0,4,36,2,0.393,-2.13,4,9.090909091,20,50.0
1,0,12.515,0,4,36,2,0.426,-0.929,8,9.090909091,20,50.0
1,0,12.515,0,4,36,2,0.345,-0.883333333,12,9.090909091,20,50.0
1,0,12.515,0,4,36,2,0.213333333,-1.0292,4,9.090909091,40,50.0
1,0,12.515,0,4,36,2,0.358333333,-6.423333333,8,9.090909091,40,50.0
1,0,12.515,0,4,36,2,0.821333333,-11.56666667,12,9.090909091,40,50.0
1,0,12.515,0,4,36,2,0.103666667,-20.7,4,9.090909091,60,50.0
1,0,12.515,0,4,36,2,0.533,-4.423333333,8,9.090909091,60,50.0
1,0,12.515,0,4,36,2,0.272333333,-1.237,12,9.090909091,60,50.0
1,0,12.515,0,4,36,2,0.148333333,-0.065666667,4,9.090909091,80,50.0
1,0,12.515,0,4,36,2,0.211,2.526666667,8,9.090909091,80,50.0
1,0,12.515,0,4,36,2,0.235333333,1.341666667,12,9.090909091,80,50.0
1,1,6.12,0,8,36,0,0.224,-20.0,4,0.199600798,20,0.497512438
1,1,6.12,0,8,36,0,0.160666667,-2.833333333,8,0.199600798,20,0.497512438
1,1,6.12,0,8,36,0,0.232333333,-0.537666667,12,0.199600798,20,0.497512438
1,1,6.12,0,8,36,0,0.204666667,-0.144176667,4,0.199600798,40,0.497512438
1,1,6.12,0,8,36,0,0.448,-1.186333333,8,0.199600798,40,0.497512438
1,1,6.12,0,8,36,0,0.357,-1.356666667,12,0.199600798,40,0.497512438
1,1,6.12,0,8,36,0,0.208333333,-2.03,4,0.199600798,60,0.497512438
1,1,6.12,0,8,36,0,0.251333333,0.105433333,8,0.199600798,60,0.497512438
1,1,6.12,0,8,36,0,0.201333333,0.3688,12,0.199600798,60,0.497512438
1,1,6.12,0,8,36,0,0.222333333,-2.123333333,4,0.199600798,80,0.497512438
1,1,6.12,0,8,36,0,0.214666667,1.007666667,8,0.199600798,80,0.497512438
1,1,6.12,0,8,36,0,0.251,-0.358366667,12,0.199600798,80,0.497512438
1,1,6.12,0,8,36,0,0.369666667,-7.156666667,4,0.199600798,20,0.99009901
1,1,6.12,0,8,36,0,0.191666667,-7.346666667,8,0.199600798,20,0.99009901
1,1,6.12,0,8,36,0,0.139333333,-1.173666667,12,0.199600798,20,0.99009901
1,1,6.12,0,8,36,0,0.27,-0.223666667,4,0.199600798,40,0.99009901
1,1,6.12,0,8,36,0,0.469333333,-1.3988,8,0.199600798,40,0.99009901
1,1,6.12,0,8,36,0,0.451,-1.876666667,12,0.199600798,40,0.99009901
1,1,6.12,0,8,36,0,0.212,1.45,4,0.199600798,60,0.99009901
1,1,6.12,0,8,36,0,0.271,2.546666667,8,0.199600798,60,0.99009901
1,1,6.12,0,8,36,0,0.248666667,2.25,12,0.199600798,60,0.99009901
1,1,6.12,0,8,36,0,0.230666667,-5.656666667,4,0.199600798,80,0.99009901
1,1,6.12,0,8,36,0,0.221333333,-0.2858,8,0.199600798,80,0.99009901
1,1,6.12,0,8,36,0,0.301666667,3.186666667,12,0.199600798,80,0.99009901
1,1,6.12,0,8,36,0,0.219333333,3.713333333,4,0.199600798,20,1.960784314
1,1,6.12,0,8,36,0,0.162333333,-4.73,8,0.199600798,20,1.960784314
1,1,6.12,0,8,36,0,0.212333333,-2.64,12,0.199600798,20,1.960784314
1,1,6.12,0,8,36,0,0.195333333,1.836666667,4,0.199600798,40,1.960784314
1,1,6.12,0,8,36,0,0.109,5.443333333,8,0.199600798,40,1.960784314
1,1,6.12,0,8,36,0,0.305333333,-1.491333333,12,0.199600798,40,1.960784314
1,1,6.12,0,8,36,0,0.245666667,-1.055666667,4,0.199600798,60,1.960784314
1,1,6.12,0,8,36,0,0.207333333,4.203333333,8,0.199600798,60,1.960784314
1,1,6.12,0,8,36,0,0.225,0.894,12,0.199600798,60,1.960784314
1,1,6.12,0,8,36,0,0.222666667,-0.884,4,0.199600798,80,1.960784314
1,1,6.12,0,8,36,0,0.218,-0.851,8,0.199600798,80,1.960784314
1,1,6.12,0,8,36,0,0.305666667,2.053333333,12,0.199600798,80,1.960784314
1,1,6.12,0,8,36,0,0.223,-15.63333333,4,0.199600798,20,9.090909091
1,1,6.12,0,8,36,0,0.193666667,-3.236666667,8,0.199600798,20,9.090909091
1,1,6.12,0,8,36,0,0.216666667,-2.386666667,12,0.199600798,20,9.090909091
1,1,6.12,0,8,36,0,0.217,-1.123333333,4,0.199600798,40,9.090909091
1,1,6.12,0,8,36,0,0.235,0.326666667,8,0.199600798,40,9.090909091
1,1,6.12,0,8,36,0,0.160666667,6.206666667,12,0.199600798,40,9.090909091
1,1,6.12,0,8,36,0,0.336,-2.076666667,4,0.199600798,60,9.090909091
1,1,6.12,0,8,36,0,0.277666667,1.556666667,8,0.199600798,60,9.090909091
1,1,6.12,0,8,36,0,0.254,-0.4172,12,0.199600798,60,9.090909091
1,1,6.12,0,8,36,0,0.284,-2.526666667,4,0.199600798,80,9.090909091
1,1,6.12,0,8,36,0,0.203666667,-0.499666667,8,0.199600798,80,9.090909091
1,1,6.12,0,8,36,0,0.298333333,-0.839666667,12,0.199600798,80,9.090909091
1,1,6.12,0,8,36,0,0.440666667,-2.03,4,0.199600798,20,50.0
1,1,6.12,0,8,36,0,0.644333333,-1.383333333,8,0.199600798,20,50.0
1,1,6.12,0,8,36,0,0.394333333,0.513666667,12,0.199600798,20,50.0
1,1,6.12,0,8,36,0,0.178333333,0.588,4,0.199600798,40,50.0
1,1,6.12,0,8,36,0,0.270666667,1.082333333,8,0.199600798,40,50.0
1,1,6.12,0,8,36,0,0.277666667,1.406666667,12,0.199600798,40,50.0
1,1,6.12,0,8,36,0,0.285,0.446333333,4,0.199600798,60,50.0
1,1,6.12,0,8,36,0,0.250333333,5.146666667,8,0.199600798,60,50.0
1,1,6.12,0,8,36,0,0.276666667,2.226666667,12,0.199600798,60,50.0
1,1,6.12,0,8,36,0,0.182,-8.26,4,0.199600798,80,50.0
1,1,6.12,0,8,36,0,0.217,-1.306,8,0.199600798,80,50.0
1,1,6.12,0,8,36,0,0.231,1.663666667,12,0.199600798,80,50.0
1,1,6.12,0,8,36,0,0.428666667,-4.956666667,4,0.99009901,20,0.497512438
1,1,6.12,0,8,36,0,0.204666667,-3.503333333,8,0.99009901,20,0.497512438
1,1,6.12,0,8,36,0,0.213666667,-2.953333333,12,0.99009901,20,0.497512438
1,1,6.12,0,8,36,0,0.298333333,-3.166666667,4,0.99009901,40,0.497512438
1,1,6.12,0,8,36,0,0.289333333,2.283333333,8,0.99009901,40,0.497512438
1,1,6.12,0,8,36,0,0.259,2.306666667,12,0.99009901,40,0.497512438
1,1,6.12,0,8,36,0,0.225333333,-1.85,4,0.99009901,60,0.497512438
1,1,6.12,0,8,36,0,0.144666667,0.132760333,8,0.99009901,60,0.497512438
1,1,6.12,0,8,36,0,0.212333333,-0.077333333,12,0.99009901,60,0.497512438
1,1,6.12,0,8,36,0,0.218,-4.35,4,0.99009901,80,0.497512438
1,1,6.12,0,8,36,0,0.198333333,-1.425333333,8,0.99009901,80,0.497512438
1,1,6.12,0,8,36,0,0.218,-0.192333333,12,0.99009901,80,0.497512438
1,1,6.12,0,8,36,0,0.436333333,-4.316666667,4,0.99009901,20,0.99009901
1,1,6.12,0,8,36,0,0.539333333,-3.67,8,0.99009901,20,0.99009901
1,1,6.12,0,8,36,0,0.198666667,2.13,12,0.99009901,20,0.99009901
1,1,6.12,0,8,36,0,0.319666667,-2.493333333,4,0.99009901,40,0.99009901
1,1,6.12,0,8,36,0,0.285,-0.763333333,8,0.99009901,40,0.99009901
1,1,6.12,0,8,36,0,0.295666667,3.32,12,0.99009901,40,0.99009901
1,1,6.12,0,8,36,0,0.231666667,0.096,4,0.99009901,60,0.99009901
1,1,6.12,0,8,36,0,0.231666667,-1.543333333,8,0.99009901,60,0.99009901
1,1,6.12,0,8,36,0,0.280666667,-0.458,12,0.99009901,60,0.99009901
1,1,6.12,0,8,36,0,0.208333333,-3.533333333,4,0.99009901,80,0.99009901
1,1,6.12,0,8,36,0,0.230666667,-2.693333333,8,0.99009901,80,0.99009901
1,1,6.12,0,8,36,0,0.185333333,-1.073,12,0.99009901,80,0.99009901
1,1,6.12,0,8,36,0,0.541,-4.583333333,4,0.99009901,20,1.960784314
1,1,6.12,0,8,36,0,0.707,-2.473333333,8,0.99009901,20,1.960784314
1,1,6.12,0,8,36,0,0.195333333,-0.988333333,12,0.99009901,20,1.960784314
1,1,6.12,0,8,36,0,0.253,-0.591633333,4,0.99009901,40,1.960784314
1,1,6.12,0,8,36,0,0.291333333,-1.048,8,0.99009901,40,1.960784314
1,1,6.12,0,8,36,0,0.239666667,1.671666667,12,0.99009901,40,1.960784314
1,1,6.12,0,8,36,0,0.245333333,0.497666667,4,0.99009901,60,1.960784314
1,1,6.12,0,8,36,0,0.187,1.216666667,8,0.99009901,60,1.960784314
1,1,6.12,0,8,36,0,0.240333333,-0.367833333,12,0.99009901,60,1.960784314
1,1,6.12,0,8,36,0,0.174,-2.813333333,4,0.99009901,80,1.960784314
1,1,6.12,0,8,36,0,0.204,0.119166667,8,0.99009901,80,1.960784314
1,1,6.12,0,8,36,0,0.240666667,-1.521333333,12,0.99009901,80,1.960784314
1,1,6.12,0,8,36,0,0.459,-3.486666667,4,0.99009901,20,9.090909091
1,1,6.12,0,8,36,0,0.234333333,1.181,8,0.99009901,20,9.090909091
