# of Features,Feature names,Removed Feature Names,MAE,MAE_std,Spearman,Spearman_std,Pearson,Pearson_std,Predictions,Hold_out_set,linkage distance
14,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Hbond_A', 'Total_Carbon_Tails', 'Double_bonds', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",None,0.058955268449871576,0.0008063569206693809,0.8564106996101339,0.0033317114013276033,0.8769198987751693,0.0011872360955325174,"[array([0.18, 0.  , 0.07, ..., 0.15, 0.39, 0.15]), array([0.2 , 0.02, 0.02, ..., 0.15, 0.23, 0.18]), array([0.05, 0.05, 0.01, ..., 0.07, 0.35, 0.24]), array([0.  , 0.03, 0.  , ..., 0.28, 0.28, 0.17]), array([0.2 , 0.2 , 0.  , ..., 0.11, 0.11, 0.11])]","[array([0.31, 0.  , 0.03, ..., 0.35, 0.27, 0.26]), array([0.23, 0.  , 0.03, ..., 0.  , 0.28, 0.13]), array([0.21, 0.  , 0.  , ..., 0.  , 0.43, 0.22]), array([0.  , 0.18, 0.  , ..., 0.28, 0.22, 0.11]), array([0.18, 0.21, 0.  , ..., 0.13, 0.18, 0.19])]",0.0
13,"['P_charged_centers', 'N_charged_centers', 'Hbond_D', 'Hbond_A', 'Total_Carbon_Tails', 'Double_bonds', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",cLogP,0.05895989899287072,0.000853447846211491,0.8564417985419528,0.003270554726553009,0.8770856177440566,0.0012116399081059735,"[array([0.18, 0.  , 0.07, ..., 0.15, 0.15, 0.15]), array([0.2 , 0.02, 0.02, ..., 0.15, 0.23, 0.18]), array([0.05, 0.05, 0.01, ..., 0.07, 0.35, 0.24]), array([0.  , 0.03, 0.  , ..., 0.28, 0.28, 0.17]), array([0.2 , 0.2 , 0.01, ..., 0.11, 0.11, 0.11])]","[array([0.31, 0.  , 0.03, ..., 0.35, 0.27, 0.26]), array([0.23, 0.  , 0.03, ..., 0.  , 0.28, 0.13]), array([0.21, 0.  , 0.  , ..., 0.  , 0.43, 0.22]), array([0.  , 0.18, 0.  , ..., 0.28, 0.22, 0.11]), array([0.18, 0.21, 0.  , ..., 0.13, 0.18, 0.19])]",0.002
12,"['P_charged_centers', 'N_charged_centers', 'Hbond_D', 'Hbond_A', 'Double_bonds', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",Total_Carbon_Tails,0.058944248406506715,0.0007734590416743502,0.8562693126071663,0.0037024551653220892,0.8772723747954739,0.0015596746847435367,"[array([0.18, 0.  , 0.07, ..., 0.15, 0.39, 0.15]), array([0.2 , 0.02, 0.02, ..., 0.15, 0.23, 0.18]), array([0.05, 0.05, 0.01, ..., 0.07, 0.35, 0.24]), array([0.  , 0.03, 0.  , ..., 0.28, 0.28, 0.17]), array([0.2 , 0.2 , 0.01, ..., 0.11, 0.11, 0.11])]","[array([0.31, 0.  , 0.03, ..., 0.35, 0.27, 0.26]), array([0.23, 0.  , 0.03, ..., 0.  , 0.28, 0.13]), array([0.21, 0.  , 0.  , ..., 0.  , 0.43, 0.22]), array([0.  , 0.18, 0.  , ..., 0.28, 0.22, 0.11]), array([0.18, 0.21, 0.  , ..., 0.13, 0.18, 0.19])]",0.004
11,"['P_charged_centers', 'N_charged_centers', 'Hbond_A', 'Double_bonds', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",Hbond_D,0.0589422335133921,0.0007911204930677538,0.8560879453266169,0.003959925801331741,0.8773583533103485,0.0013791787685233882,"[array([0.18, 0.  , 0.07, ..., 0.39, 0.39, 0.15]), array([0.2 , 0.02, 0.02, ..., 0.15, 0.23, 0.18]), array([0.05, 0.05, 0.01, ..., 0.07, 0.35, 0.24]), array([0.  , 0.03, 0.  , ..., 0.28, 0.28, 0.17]), array([0.2 , 0.2 , 0.  , ..., 0.11, 0.11, 0.11])]","[array([0.31, 0.  , 0.03, ..., 0.35, 0.27, 0.26]), array([0.23, 0.  , 0.03, ..., 0.  , 0.28, 0.13]), array([0.21, 0.  , 0.  , ..., 0.  , 0.43, 0.22]), array([0.  , 0.18, 0.  , ..., 0.28, 0.22, 0.11]), array([0.18, 0.21, 0.  , ..., 0.13, 0.18, 0.19])]",0.006
10,"['P_charged_centers', 'N_charged_centers', 'Hbond_A', 'Double_bonds', 'Size', 'PDI', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",Zeta,0.058116352169512143,0.001002734642413349,0.8607419683121458,0.006385782221051255,0.8788340387125428,0.004324521186183136,"[array([0.18, 0.  , 0.07, ..., 0.15, 0.15, 0.15]), array([0.2 , 0.02, 0.02, ..., 0.21, 0.15, 0.15]), array([0.11, 0.02, 0.01, ..., 0.1 , 0.34, 0.22]), array([0.  , 0.01, 0.  , ..., 0.28, 0.28, 0.17]), array([0.2 , 0.2 , 0.  , ..., 0.19, 0.19, 0.28])]","[array([0.31, 0.  , 0.03, ..., 0.35, 0.27, 0.26]), array([0.23, 0.  , 0.03, ..., 0.  , 0.28, 0.13]), array([0.21, 0.  , 0.  , ..., 0.  , 0.43, 0.22]), array([0.  , 0.18, 0.  , ..., 0.28, 0.22, 0.11]), array([0.18, 0.21, 0.  , ..., 0.13, 0.18, 0.19])]",0.008
9,"['P_charged_centers', 'N_charged_centers', 'Hbond_A', 'Double_bonds', 'Size', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",PDI,0.056578231155168204,0.001027222341794663,0.8685110179434972,0.00494694583041015,0.8885926306727377,0.00430663267392381,"[array([0.18, 0.  , 0.07, ..., 0.15, 0.39, 0.15]), array([0.2 , 0.01, 0.01, ..., 0.21, 0.19, 0.16]), array([0.17, 0.02, 0.01, ..., 0.1 , 0.29, 0.2 ]), array([0.  , 0.01, 0.  , ..., 0.28, 0.28, 0.17]), array([0.2 , 0.2 , 0.  , ..., 0.19, 0.19, 0.28])]","[array([0.31, 0.  , 0.03, ..., 0.35, 0.27, 0.26]), array([0.23, 0.  , 0.03, ..., 0.  , 0.28, 0.13]), array([0.21, 0.  , 0.  , ..., 0.  , 0.43, 0.22]), array([0.  , 0.18, 0.  , ..., 0.28, 0.22, 0.11]), array([0.18, 0.21, 0.  , ..., 0.13, 0.18, 0.19])]",0.01
8,"['P_charged_centers', 'Hbond_A', 'Double_bonds', 'Size', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",N_charged_centers,0.05651356983450129,0.001049968268173627,0.8686878819516053,0.004138953634901852,0.8888700609986977,0.004290747329373837,"[array([0.18, 0.  , 0.07, ..., 0.15, 0.39, 0.15]), array([0.2 , 0.01, 0.01, ..., 0.21, 0.19, 0.16]), array([0.17, 0.02, 0.01, ..., 0.1 , 0.29, 0.2 ]), array([0.  , 0.01, 0.  , ..., 0.28, 0.28, 0.17]), array([0.2 , 0.2 , 0.  , ..., 0.19, 0.19, 0.28])]","[array([0.31, 0.  , 0.03, ..., 0.35, 0.27, 0.26]), array([0.23, 0.  , 0.03, ..., 0.  , 0.28, 0.13]), array([0.21, 0.  , 0.  , ..., 0.  , 0.43, 0.22]), array([0.  , 0.18, 0.  , ..., 0.28, 0.22, 0.11]), array([0.18, 0.21, 0.  , ..., 0.13, 0.18, 0.19])]",0.012
7,"['P_charged_centers', 'Hbond_A', 'Double_bonds', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",Size,0.05279587464808033,0.0007857740853382583,0.8867680499794455,0.002019562526849514,0.902903649531187,0.0023338239238315274,"[array([0.18, 0.  , 0.09, ..., 0.15, 0.37, 0.08]), array([0.2 , 0.01, 0.01, ..., 0.21, 0.19, 0.16]), array([0.15, 0.02, 0.01, ..., 0.1 , 0.32, 0.18]), array([0.  , 0.03, 0.  , ..., 0.2 , 0.24, 0.24]), array([0.2 , 0.2 , 0.  , ..., 0.19, 0.26, 0.19])]","[array([0.31, 0.  , 0.03, ..., 0.35, 0.27, 0.26]), array([0.23, 0.  , 0.03, ..., 0.  , 0.28, 0.13]), array([0.21, 0.  , 0.  , ..., 0.  , 0.43, 0.22]), array([0.  , 0.18, 0.  , ..., 0.28, 0.22, 0.11]), array([0.18, 0.21, 0.  , ..., 0.13, 0.18, 0.19])]",0.014
