group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-2.1374,0.6137,-5.6315,1.3567,False
DT,MLP,-0.7763,0.9989,-4.2704,2.7178,False
DT,MLR,3.1755,0.1095,-0.3186,6.6696,False
DT,PLS,3.1783,0.1088,-0.3158,6.6724,False
DT,RF,-2.1635,0.5975,-5.6576,1.3306,False
DT,XGB,-2.075,0.652,-5.5691,1.4191,False
DT,kNN,-0.4034,1.0,-3.8975,3.0907,False
DT,lasso,2.9721,0.1701,-0.522,6.4662,False
LGBM,MLP,1.3611,0.9544,-2.133,4.8552,False
LGBM,MLR,5.3129,0.0001,1.8188,8.807,True
LGBM,PLS,5.3157,0.0001,1.8216,8.8098,True
LGBM,RF,-0.0261,1.0,-3.5202,3.468,False
LGBM,XGB,0.0624,1.0,-3.4317,3.5565,False
LGBM,kNN,1.734,0.8357,-1.7601,5.2281,False
LGBM,lasso,5.1095,0.0002,1.6154,8.6036,True
MLP,MLR,3.9518,0.0135,0.4577,7.4459,True
MLP,PLS,3.9546,0.0134,0.4605,7.4487,True
MLP,RF,-1.3872,0.9491,-4.8813,2.1069,False
MLP,XGB,-1.2987,0.9655,-4.7928,2.1954,False
MLP,kNN,0.3729,1.0,-3.1212,3.867,False
MLP,lasso,3.7484,0.0248,0.2543,7.2425,True
MLR,PLS,0.0028,1.0,-3.4913,3.4969,False
MLR,RF,-5.339,0.0001,-8.8331,-1.8449,True
MLR,XGB,-5.2505,0.0001,-8.7446,-1.7564,True
MLR,kNN,-3.5789,0.0399,-7.073,-0.0848,True
MLR,lasso,-0.2034,1.0,-3.6975,3.2907,False
PLS,RF,-5.3418,0.0001,-8.8359,-1.8477,True
PLS,XGB,-5.2533,0.0001,-8.7474,-1.7592,True
PLS,kNN,-3.5817,0.0396,-7.0758,-0.0876,True
PLS,lasso,-0.2062,1.0,-3.7003,3.2879,False
RF,XGB,0.0885,1.0,-3.4056,3.5826,False
RF,kNN,1.7601,0.8238,-1.734,5.2542,False
RF,lasso,5.1355,0.0002,1.6414,8.6296,True
XGB,kNN,1.6716,0.8622,-1.8225,5.1657,False
XGB,lasso,5.047,0.0003,1.5529,8.5411,True
kNN,lasso,3.3755,0.0678,-0.1186,6.8696,False
