,RF,XGB,LGBM,DT,kNN,PLS,lasso,MLR
68,0.02567138991431464,0.07057170386120631,0.04579335483013719,0.0885676499220032,0.10628371391098762,0.21047238332059076,0.18876488455188917,0.23490559160408153
69,0.030523202023517326,0.027624595287032205,0.015873057204172814,0.012375484480229598,0.016355565068763386,0.19898707863538317,0.1762808947928825,0.22304274915264843
70,0.02186943383997607,0.04074182662536335,0.06730579318182617,0.08747107230103016,0.04989901889897139,0.24692546647143881,0.2183187798558961,0.2682488713819773
71,0.039433833698614425,0.01955466023548441,0.019182609521394722,0.08167720390669521,0.0017997973552794921,0.2514677343978695,0.23322977762257413,0.27510741755359613
72,0.31418130635686164,0.08949256563439428,0.10501857335020737,0.07394019073990088,0.10646413164624324,0.1710747228333333,0.20117943705957458,0.150317624572133
73,0.05248654452778434,0.10803150399581507,0.06112552909007879,0.17620330633780662,0.06706287172006238,0.08744433519544154,0.0792261838103192,0.09058128024343903
74,0.02708338735185506,0.07997370317177688,0.01292301118297512,0.0987939124214221,0.024278233119790604,0.06974477126331685,0.06721032733521765,0.07422862431702115
75,0.0023269133683104792,0.19520537175460606,0.15456412511231232,0.1273686312925829,0.20675834924525205,0.024442939532814123,0.027125677258894032,0.01595491165113927
76,0.004761391065308873,0.0452042945102889,0.052655086082262215,0.07313078523405131,0.021172157392291446,0.028919360250870774,0.02591839051992756,0.019084424363489116
77,0.036916481835085946,0.0011499356349773948,0.002628786083696266,0.07708826475278872,0.018019425244157283,0.14922630538194342,0.14054162819397703,0.13804446148885502
78,0.0624249605551882,0.36070194369686304,0.34415836454531445,0.392442138084551,0.4573423751517991,0.00041790830339533125,0.0012661443488855006,0.009283473951295695
79,0.04362827767406391,0.026122634847690118,0.026513762212036884,0.0626479278303515,0.036052799475306374,0.08313865234190948,0.08432336245729072,0.07408431781089636
80,0.0035657991003006373,0.04124148216791079,0.04935200941040979,0.001915099916875107,0.02484754864957217,0.058809524683163084,0.05354019065959814,0.04648781626205545
81,0.0065711568112922225,0.16331453384854622,0.11261081478696078,0.017428163852677647,0.41955634252402585,0.05732002272205483,0.05673571108171399,0.045967684540428544
82,0.00350144062122304,0.06130591847886041,0.0767588214516253,0.14651651520275988,0.037967494139811764,0.10814758819590004,0.10706393401865971,0.09660648113116105
83,0.23463270574892447,0.0034918429649844485,0.0011276891733961736,0.038305579113052934,0.04593829740835498,0.16105344766159818,0.16435126730245553,0.17473498785980812
84,0.03312025307040095,0.04486495277170771,0.01927233301635623,0.05280687309049982,0.15490933713832392,0.03948833982567829,0.04846986692355876,0.05451678802959503
85,0.12973784763930774,0.04196344758633258,0.0637988198950731,0.0757631996547014,0.045457882570134306,0.21932126100237975,0.23248731263899913,0.23542313913458335
86,0.10566056545667996,0.004631359200889196,0.02997788073480917,0.05153242080714558,0.13851554386885911,0.12208395990681242,0.12488128170318447,0.13586955979382792
87,0.3173591429138694,0.058910712522282305,0.028573054707855733,0.015392020772545367,0.06644055371270377,0.1817359880900809,0.17843932375680932,0.1677616193199527
88,0.08153425349561694,0.21728004919375243,0.15580063249500395,0.30386159582274935,0.24613071579191265,0.28233061985673635,0.2969946991040543,0.2989988046382781
89,0.05335111156855321,0.04223040238170345,0.05712180374383352,0.02094552310125719,0.0624925546590277,0.12522686138755898,0.11519044190261807,0.12275770876970393
90,0.16332742268595218,0.028552287372042906,0.034905250761492146,0.0473118668649678,0.012815714714884907,0.17853917336791153,0.17835515681058595,0.17468787291260796
91,0.0739608229903671,0.20537840371248828,0.11265519498677523,0.28135565489946257,0.3583894795886001,0.229723425880964,0.23990813916388565,0.22818840367084847
92,0.029299499344325297,0.015996907127529714,0.0022468696168995717,0.018634211304165038,0.14637437050907992,0.050832828144303566,0.04114745739828146,0.0525566192375318
93,0.02624058649891997,0.3219179740946135,0.3714971176034119,0.501948873120516,0.19778506280522717,0.03778432996283887,0.046970358171961435,0.03587176998649788
94,0.000348552067295671,0.11550020135195482,0.1888356331485196,0.12830862774692253,0.16418271679595997,0.1441906598171836,0.14985589120454695,0.15304670370590956
95,0.02047622698649948,0.18728744042058,0.21602734788503875,0.18433264364431357,0.3535696188133999,0.1205685784508641,0.12673315237512695,0.12961339122270277
96,0.04285152286104654,0.06659372569011146,0.06449086001066923,0.06588877871449161,0.16002014946700605,0.05037841988412839,0.05704233634529077,0.059612001539079806
97,0.3112458415654428,0.05954074701612039,0.053183075001329405,0.0016318100696865734,0.0957811510739568,0.1754234163803604,0.1791282297594453,0.1685061129705971
98,0.0025452241341333837,0.019616142426570227,0.005499272633065766,0.006313980995542506,0.047021960191079196,0.376971425305189,0.3826355013849666,0.38612029776583323
99,0.1124407473148683,0.0012555633414272904,0.03241143655042027,0.036541972034007913,0.012332314881859874,0.5749103500536075,0.5810737686702846,0.5842479913973644
100,0.20815056732783765,0.07157358381593043,0.11628281526116771,0.08234788571289889,0.01485818598444652,0.6303510945781585,0.6370138557317352,0.6398775048050283
101,0.4100185638235327,0.019065183623161064,0.027534212781391787,0.08140820440717195,0.001402864793641323,0.5038171827723374,0.5109792864628137,0.5135323618823199
102,0.02052377154627652,0.09754698877605511,0.08295448112573334,0.0034878022260896313,0.016536391508518766,0.019906205575021763,0.026446204640128423,0.02278164534638366
103,0.04196088352817667,0.24867935670259356,0.2839490720628915,0.10878359633658174,0.2817026291717539,0.06927308650927139,0.07481440050057897,0.0717709885144078
104,0.014719478267580965,0.187038302864305,0.109772382879469,0.2759090136458304,0.0470348090985101,0.14099990476849922,0.142503832711463,0.13871303058929652
105,0.003454797739845361,0.009942848343727384,0.015561929888141979,0.03759134170974188,0.04586883192526736,0.140137492730585,0.13837437130712804,0.13498630825143082
106,0.12602102365257062,0.07461938591359124,0.1124660500798697,0.04950122601190704,0.17201482464825693,0.15310025279645761,0.14499398691656684,0.1561239279135364
107,0.03109154137386312,0.010763690593984798,0.0034717373151864073,0.019058635690134662,0.002448288688627176,0.2583549030713861,0.2600613236413353,0.25241019346446764
108,0.03380292257252093,0.007636603018735533,0.003161446768546461,0.003847031358610087,0.013165182193502378,0.04930741554553297,0.0495158085047836,0.042796399289276366
109,0.005758125529458369,0.04843185449743043,0.03522865920100143,0.007389008940551778,0.0573511707414473,0.02454593569912683,0.030938533959885828,0.01927776775977147
110,0.18264676831805582,0.13809812114527265,0.10262559795967438,0.14007328759679205,0.02844650357252608,0.5307000209715949,0.529991130167859,0.5373150969166569
111,0.05192588265609133,0.017490021390369703,0.017925511809017247,0.060578740094284045,0.0392431721719631,0.16107071144560936,0.1665448706357962,0.16922146427949097
112,0.038495602847863464,0.010200237152013625,0.023253540740596268,0.0016247932921757413,0.024005932136634878,0.2836987563449249,0.2839885506149881,0.29069137005621254
113,0.009324264808356353,0.00841526268609255,0.019335034618929603,0.060438665167989736,0.1388098483020127,0.14778243454751022,0.14653700307832923,0.14687606215247068
114,0.021310988075688653,0.009015004523350079,0.04504140612677354,0.05939722291367927,0.08910340729630795,0.0794529320560316,0.07870684312375015,0.07873532854410481
115,0.04888353230704107,0.002307121706470572,0.047702144820396086,0.06426360843786422,0.04861921947771436,0.10628066905184197,0.10035021519943682,0.10440492641732108
116,0.016978189103213526,0.08779559789152963,0.07346221143220949,0.1332455202586028,0.12490170807317247,0.1372873825011625,0.13703478635964494,0.1376274482468639
117,0.022732348862725016,0.08628384442758108,0.06806996153164713,0.012503380415713972,0.03809804756109336,0.049816794454180635,0.04892241172391837,0.0531033657702244
118,0.0015684950036403689,0.18462554612285303,0.22535606150165804,0.10486923902210088,0.12343351841679334,0.06074203878525192,0.050269006601467825,0.05476165145779455
119,0.012849147380497195,0.08977729686430941,0.10134545673243484,0.01954330860358411,0.005666071838452413,0.05175871120494452,0.049386044568786036,0.04560782958894932
120,0.04386434218039542,0.05115097170147015,0.034170114173474486,0.0396617591639174,0.04104638941846872,0.15303623396715327,0.1498242406001729,0.15052793873423176
121,0.015590099392290974,0.05030744206135146,0.04585218449758738,0.05694553110894868,0.031818524027733996,0.00949865076978984,0.007285342476608586,0.007367893303093814
122,0.0003365468168933794,0.029580246452520165,0.012060395813397323,0.014495518580300903,0.017385640321737977,0.0733175219674313,0.08021585264383668,0.07641764967360865
123,0.011572382322678987,0.042507851342059644,0.0410024015047557,0.05300730809214099,0.008180343498225273,0.07486235375853217,0.07441806722107303,0.07502959994244934
124,0.02423162504099874,0.007431700910622563,0.0054821928763976735,0.09914360615019965,0.06435154270101034,0.0856585863537283,0.08052927743304511,0.08485646229816418
125,0.0364423750556202,0.0034901409054965415,0.0123113475693164,0.03991258134718395,0.04893513927681581,0.20978961059782125,0.2167438544441027,0.21325542903780348
126,0.03474620180171328,0.01179561821977132,0.004426846145510699,0.059991189953601975,0.05522317053331116,0.04434115689768675,0.04675695781785344,0.042814078936667166
127,0.019049388485142593,0.0926302070880502,0.10017813587653485,0.11288628473339618,0.1677870912018523,0.3247670504526757,0.3270351166081473,0.32755632722509476
128,0.15409206937565578,0.08598297945963951,0.09244359496836427,0.040978542207617596,0.014102753124730305,0.3519212567880506,0.3603723729374449,0.35624621044928917
129,0.04783237290928938,0.04008944101361128,0.016176202780321863,0.0492808208232757,0.001026781628449061,0.041926652556147914,0.03816055878997765,0.03857106913439062
130,0.10038370138650832,0.08311040808826814,0.06089474466057829,0.03811841680205574,0.0048045617032144855,0.06285147655370421,0.061433205399750834,0.06504892085286745
131,0.017102909418774043,0.029411118527617075,0.012492224812343383,0.004898729568935722,0.06320846675891728,0.0013752481364320834,0.011311257125844701,0.01061028359601908
132,0.027863070385578226,0.07943471969353127,0.03657244387907599,0.06399105822813606,0.0657972082477149,0.05328818205960767,0.05250441246985421,0.05601399556292319
133,0.0396261063637148,0.05063400039664728,0.031044248884082165,0.008405556805610198,0.04055640524875154,0.10865590613846998,0.1068734514749175,0.11100418187556008
134,0.056413013292891945,0.05543331718107797,0.07172305955801711,0.10157073092593905,0.08772614350768926,0.1620580829354841,0.15850660651620946,0.16210835502196097
135,0.02726701184359759,0.01900788112856655,0.007873417139242007,0.01999516858608827,0.013682813235678472,0.03662144727316036,0.03825433577400936,0.037829858482231304
136,0.023458364838754298,0.02415560496110447,0.022669706282570812,0.012375484480229598,0.07527693044327957,0.02942908120267035,0.03056262716661981,0.03044872352862857
137,0.006304664156059875,0.018124242269771385,0.00974996199543171,0.01999516858608827,0.03367478319198068,0.008982152704311686,0.0031635843571381217,0.006993140138872145
138,0.014807670571372562,0.015352892509103155,0.030031145334833698,0.07698461223031078,0.0069964981195207165,0.2380767602001856,0.24317919069444077,0.2384916462814924
139,0.031171066458331204,0.09608619044918687,0.04970731616011198,0.10001969621646933,0.058117144617171296,0.10703883416807386,0.10645755720530586,0.1061068122436738
140,0.045419373669070534,0.07851094374648554,0.0578230895849669,0.12444197615511937,0.021735483625394382,0.06923953808352018,0.06765957604695316,0.06792997839289466
141,0.07834288476268814,0.09055302865395104,0.10053412004229303,0.0153889282568717,0.06691875461102945,0.10061259344433948,0.09434876433213407,0.09804083494231441
142,0.04310256348082747,0.0238288109892833,0.0005610375371578602,0.030530534286792088,0.003293924396258141,0.10012777992486682,0.09904831573278505,0.09871416054543586
143,0.05371208051644988,0.007293480581662515,0.006975578690886497,0.002360459658807823,0.023405838795975464,0.06563472929235831,0.07239790094146331,0.06839525667749607
144,0.031066650342035596,0.1145190308848531,0.09526306201924367,0.14604619043694694,0.0719886594595569,0.25962710414686124,0.1778107547762559,0.25994225985324315
145,0.03568537863903104,0.022333882021031426,0.02024226938235535,0.014421031984481969,0.07067869334291316,0.13111632996437045,0.07438942692725886,0.13170979316854975
146,0.03352742501573819,0.10091411896192853,0.044690947879735154,0.041012854280211175,0.09128629712783487,0.03354595443176661,0.011309797017909295,0.03317298232468463
147,0.06027672420170055,0.013450227617483657,0.00551112008299548,0.04280903063188929,0.14822210890359883,0.010473121783589612,0.07452882621475576,0.010174498078146021
148,0.011000131362929655,0.05546833965556591,0.07858456204747644,0.03271753654738058,0.06864026980526144,0.031627865988321735,0.02451373738455398,0.03128219948625782
149,0.03657757142831147,0.13960885021625868,0.03168913025522957,0.05179742414351274,0.03898532412211542,0.07508055929038454,0.0030519058575444458,0.07466032735906691
150,0.07235370474507191,0.10291055793645276,0.08883560109358735,0.10431723696939954,0.04299941667532203,0.0026179706551023862,0.045826775735832825,0.003394801720971008
151,0.004013004143014087,0.04607523202099545,0.015784243820202992,0.10592120631133117,0.019059967712927173,0.013512896275409303,0.03097479958638072,0.01396758223752409
152,0.12174151297424163,0.06363718770040255,0.04548654690547338,0.0656362979581907,0.028379563880032765,0.11145782466400489,0.05504012927139568,0.11151580009311218
153,0.05474348275111651,0.002363410325577464,0.025451372701128516,0.30911477536608395,0.08313213676250858,0.0800457695145535,0.027585124651089532,0.07978159983990707
154,0.01413271122666998,0.07525763361569288,0.03366239398853517,0.17159418550966382,0.15464315453331917,0.3133640177822005,0.36098054850851813,0.312568849930163
155,0.03361610084254286,0.009117454278710968,0.0036615923615860788,0.09553565407029133,0.2617244849865492,0.2892056960803622,0.3685963269266086,0.2885596590868321
156,0.003556293406212177,0.07192378329259763,0.01645955022934631,0.04653538140460611,0.2539364151638233,0.3148394700198318,0.24359247484801033,0.3153309009583104
157,0.1721510154707363,0.02406999318349473,0.05913750957636055,0.14440015778401086,0.26933121747938515,0.26969907294394974,0.18256502771216382,0.2701159384531746
158,0.0584525847812401,0.012812640877711778,0.014648924408447672,0.01836787558836922,0.2760740588684282,0.1370210710011332,0.06700352310116703,0.1369973883713942
159,0.01746376403205463,0.0037136488783405253,0.054727745351832446,0.06435034875700316,0.29088037711722403,0.07321218513946517,0.0071516877686442215,0.07286635740597236
160,0.0017567228881199548,0.02457850985480753,0.07549814689742312,0.03748221346626143,0.4262792362611226,0.24528697577018885,0.18784357500866133,0.24608401981148298
161,0.06444644921225984,0.03621475380905442,0.036798569753902055,0.013629360199299528,0.0007142336186358733,0.16230492933756024,0.08897447851606832,0.16302740794960063
162,0.024384378929066197,0.07066937463196282,0.048146861569460575,0.02814526616409635,0.040741423656759757,0.20465545639802557,0.15116910616564327,0.2051303553355659
163,0.013049131786789736,0.22087677133340367,0.10837098909100767,0.004333424862335816,0.10040855739761123,0.17998317360366656,0.1344109244295747,0.17981378233369932
164,0.06382683417790133,0.018063869758863593,0.11473522023525026,0.019374217891774348,0.005186266257348526,0.10951562369724846,0.05575318144513264,0.11039416456596005
165,0.029876258563741265,0.046622334520155795,0.03359661860179114,0.02956635823526335,0.012302645455663175,0.03071105810885899,0.10036055042093922,0.02990708266940112
166,0.11296221909589405,0.011454342405135043,0.0811439016958766,0.0700550692104914,0.1099451219378085,0.0028404518312955263,0.06853289361423054,0.002358621495591462
167,0.030918933814328593,0.0022562182902477468,0.11272211414114103,0.018534882396633312,0.12325346095227077,0.18409405798613318,0.1382457167923078,0.18432830864733718
168,0.004574484611052511,0.029849329873963493,0.1566389937011487,0.013061074145516938,0.13912079351272003,0.2155608094712757,0.17366951880659554,0.21547291502872593
169,0.02704210426253592,0.01916664551069025,0.030200057080733818,0.031075377267901536,0.0315634928203559,0.2102970592302959,0.27120423481946804,0.21011903721217665
170,0.005092190767641669,0.03441934265633323,0.04186842772917723,0.06478319920156168,0.04336798227908428,0.010042499394662008,0.07852892560610392,0.009850328854297513
171,0.017695107731982684,0.010280403391821347,0.024445661571482785,0.030635796751132927,0.08700967833415582,0.17239660773872573,0.07609313193650019,0.17211750231682899
172,0.01925143506765467,0.026009166882176582,0.013208813045861911,0.031075377267901536,0.12121652619807033,0.05521828438170956,0.005354040771441915,0.05476616471456648
173,0.004166940514490507,0.05317608416901359,0.007860359912877552,0.0531962222633392,0.00710712852647067,0.07785652572127766,0.17287170630826432,0.07728759886712318
174,0.10396602027532303,0.09479056985815532,0.1419581856745106,0.01615345659081524,0.04985768370204807,0.016561904463347182,0.10366298399204338,0.016637267816700232
175,0.032941570229873054,0.000838916174348836,0.004078977602940542,0.008273435438495624,0.09852976104030824,0.007948896960986163,0.059318825840608325,0.008197274559585577
176,0.0660873427509973,0.031164356626224077,0.03366136382211507,0.028926245729204048,0.03706641331056733,0.08439502309166683,0.017138044152080256,0.0840720800638137
177,0.07136524649585893,0.006803943788127487,0.008921584479229333,0.08770532154762961,0.010981726048328047,0.09534523872227463,0.14607101999427735,0.09516960018284842
178,0.0833526999193061,0.06363964671817707,0.13305316560053718,0.1295148103674824,0.12142874087324293,0.053471161943496076,0.13597104333542764,0.05344465426257733
179,0.0873526361368287,0.27097107398197345,0.0021859462926211853,0.020581098812092802,0.07297477044331119,0.07280458927894295,0.1396935126306436,0.07229987423759923
180,0.016438385380226572,0.12649424323482283,0.05040749973984407,0.014537348757200974,0.0847646590486348,0.004207650434991689,0.042837172327599315,0.004464785801835375
181,0.0025302169384963658,0.054392038385207064,0.08035608030579813,0.014367790329470442,0.04334838984667411,0.0445956790829542,0.098726387239218,0.04367591672243401
182,0.0641303888104996,0.007098669142550362,0.0069084275917079205,0.21406250535395555,0.03665990675341413,0.15502091381644295,0.22108162150352595,0.15449786198893029
183,0.032065634795200026,0.016390721967406707,0.02457678827252402,0.008179002379098077,0.05046848816242361,0.06537677495959116,0.015337170976630177,0.06600111357996147
184,0.0002582808413918447,0.009566897863576174,0.04239240408546974,0.08341421774633928,0.10205846306939148,0.08805317055784023,0.1711551698759689,0.08842599507202853
185,0.06387663754265341,0.005373777791756795,0.030740818870343023,0.02920448507079998,0.015066269998950221,0.035627375773670866,0.10284232503183516,0.035925634858605504
186,0.11032810241527541,0.012230437735589683,0.04669130465121152,0.04767130366372413,0.03718773830375788,0.014354108952410405,0.07270494089486351,0.014303429541975776
