,RF,XGB,LGBM,DT,kNN,PLS,lasso,MLR
0,0.12351484827020759,0.04455034377946182,0.037565804534021585,0.006717408015236792,0.029601421820177387,0.2198359162399572,0.18786817486030216,0.23226091399320342
1,0.0142169773614651,0.029171704252338337,0.018649170378246704,0.08140380469018399,0.0779090090915257,0.024818028301822115,0.04329828427278992,0.00320826717546574
2,0.10739818022984332,0.034835850040703276,0.013890038076342925,0.005266199866635124,0.01768994510212213,0.10097377239198435,0.11377032090592903,0.07801710325992123
3,0.010960979582639918,0.04401444094405843,0.005802690667392307,0.008400226556594392,0.15706760478103585,0.04027664517490365,0.02919491958767645,0.06518497855732502
4,0.024961558782859106,5.230421255913997e-05,0.0012175878983427535,0.057307739149314474,0.027852929113745928,0.02043597058881369,0.00985358753848603,0.04553307285434782
5,0.18455386701174814,0.011330491086147754,0.02658103916249538,0.04678743156806103,0.10929089095206246,0.1948128152080446,0.17386170231746967,0.2175936392283906
6,0.1095578941377795,0.07838993135809441,0.055350521211980364,0.0569146260851261,0.005989506338331063,0.22953993615431378,0.250991546889374,0.2066550524451623
7,0.07557799124979125,0.014795386135319444,0.007516549960698282,0.015331620191139816,0.0025103762309361954,0.1277227129394987,0.08725431092920279,0.13281716725496007
8,0.07045516364057636,0.13115607223449405,0.13016037466646652,0.1338679836328604,0.0011865827177843236,0.26940899066188473,0.2398086610287356,0.27700849210564693
9,0.010921263594750652,0.06255241014209773,0.0528162579729502,0.12939721914425223,0.053142841544624675,0.1689960882596995,0.12902702878630318,0.17427931145827363
10,0.06970820918166498,0.010114937517664402,0.005171125345385941,0.054557620440430776,0.022164485179805793,0.2686393093032915,0.2395383222070419,0.27642757963016645
11,0.008666960898467524,0.009539704195436483,0.02822347846718774,0.03903428781020199,0.029987954934453304,0.18550375470329394,0.15121840268692077,0.19213388590757485
12,0.11117014024544586,0.024204966528909244,0.015017611056134236,0.00930762579481012,0.02158299498585453,0.07191979123864076,0.03813378175916711,0.07873869132603437
13,0.030493525462104598,0.18197899898831887,0.17746378594318019,0.17788648474888485,0.17412444487616324,0.263357407942359,0.23879314943135282,0.2761192233366859
14,0.02577492844700613,0.057658560356590505,0.09012661588967391,0.014628417587712939,0.055073306751791895,0.10128873803483929,0.06635574968358585,0.1117342751839781
15,0.015461679418022456,0.014199613972633973,0.03264937332775941,0.021322508868975965,0.08417271033008639,0.11482199487334643,0.08557271397911612,0.126614440028192
16,0.009982755961252476,0.0072536106428406355,0.016501162097608157,0.045586552844971234,0.005226097350261971,0.1809665813494708,0.14753162060891592,0.19197842514794777
17,0.021272445724950517,0.049104985539733914,0.09665956228496297,0.003010007778841528,0.052353019119280364,0.11551545821972514,0.08384951923489242,0.12882530566881537
18,0.04302101267858954,0.0011941495371431965,0.007639246040919978,0.009082370990695088,0.018410979655134052,0.09747582710388417,0.07667796049619824,0.11329072168127521
19,0.24542052696667377,0.01380848066084589,0.05889261109029953,0.009528794113723205,0.0052305204516180925,0.10661547004892968,0.1355679010332459,0.09097642058325578
20,0.07960503241016553,0.037631196535415024,0.033461901560259494,0.050516494512238136,0.07889930849508944,0.06805329487309514,0.04478457134580205,0.08503925234447582
21,0.02248769262656225,0.009604431613945141,0.03853994181606113,0.016873219405304396,0.15208879343804846,0.2396844848628054,0.25876868385135965,0.2216250974631379
22,0.015424953720442579,0.10037816249921033,0.11396326953926794,0.07825208301513342,0.12540284944630292,0.2352930782867743,0.2590622996585526,0.2182030611265881
23,0.0042602835997593395,0.04830735921859741,0.03377773382811881,0.03158766390642978,0.022263167799998224,0.22023698475602382,0.24919057104792575,0.2043051067184317
24,0.011880378028979649,0.027758253763168594,0.0035158283167716284,0.00817781101849617,0.025806323837294604,0.07755084474486476,0.04107820569130269,0.0824277807899321
25,0.014367024889251928,0.002542270334608132,0.024718757038514394,0.018363048627703493,0.0504970546262751,0.10779673902482564,0.13923330695624486,0.09775748902919365
26,0.02899854138260133,0.018660379718633047,0.020215062031038067,0.006914739525740232,0.064887521422827,0.069889595523691,0.03945171266607084,0.08030638328554845
27,0.010187985133309305,0.030786467740982315,0.006630346917334724,0.033293137198473516,0.007639124643023576,0.14211367654955998,0.17596690257158162,0.13055702425968335
28,0.027346864164793844,0.035243202317608024,0.010460293578677109,0.013405436049458742,0.04508253015407142,0.008839985524562916,0.030826454095638695,0.0055992516598400155
29,0.033594687137028706,0.029967237580669548,0.010794674220933345,0.0017879696768483,0.020117472029136052,0.046983469188467464,0.019812635697268044,0.06026456725027632
30,0.08993745637447562,0.104317529271932,0.022717373094526594,0.19206916856320821,0.10972442959349146,0.09722533490367133,0.0648701364923483,0.10934829384288614
31,0.0058444955720055106,0.0628119976358581,0.030708293290235708,0.011765494836992869,0.008666849724671633,0.15020884930277173,0.17666354494105277,0.1353536247568301
32,0.018357625116553505,0.1086008883475445,0.07726466932801873,0.003098645112321236,0.1384679633508528,0.13329898656004388,0.15406997474130174,0.11709685400839542
33,0.030983029915397087,0.1120938942831105,0.06126057229687876,0.006197290224642476,0.09357917447866765,0.005516026245081851,0.01993998431940011,0.02074878855724896
34,0.06163478038125847,0.11300616507647143,0.11602462226475907,0.22976455058535705,0.06336125996430114,0.1021277658226041,0.07717109779502165,0.11754929701788394
35,0.23914682145845217,0.10972903718623528,0.10869650694534494,0.041867478967304056,0.006048376129960814,0.10242006026187772,0.07646355185291051,0.1177568822628503
36,0.09578904580691677,0.025076428557167352,0.031671833643384995,0.0024225268364899133,0.05809109692246622,0.06125996139541373,0.09240083472450461,0.047081278517035224
37,0.03224963959781652,0.02275946468605411,0.0037087377074160877,0.008414356923741012,0.13832102436528482,0.20345827026861285,0.2331011159870051,0.1887132807408961
38,0.008344796023730838,0.03215120609443406,0.0294059120045026,0.08594275522231085,0.07678239860351171,0.13621443128783123,0.16349375200832444,0.11324140094096585
39,0.013938824314315534,0.004764178445462008,0.012059374896640551,0.002264588913215182,0.05981949873386716,0.0024326801933781117,0.025026978530647226,0.0215097203929685
40,0.009905554110931858,0.013086800144635424,0.008687719392512838,0.006619661715665304,0.01537040345808316,0.022357190667325166,8.881387196318924e-05,0.04229541642570123
41,0.01348971658378001,0.06172276281305045,0.040323926104668395,0.02988718063463655,0.1184629885818243,0.12742775493167563,0.10171470102596653,0.1445016703901003
42,0.022687366223758998,0.1158531214619487,0.15368800210493672,0.1079970812129169,0.12876946449023324,0.15373667927631468,0.12752428283370604,0.1706218258516266
43,0.08041915096516311,0.00873256789402993,0.017921460091244235,0.04611817967626486,0.011554701431702952,0.11318774535726966,0.07610727653751431,0.1275678448042808
44,0.03408857492842032,0.033942348649013354,0.05989993121624115,0.1773462986622632,0.16592887951587776,0.04212683255749056,0.013700270651265,0.056871545999331585
45,0.34385604802379316,0.017019307260415895,0.025419078893295532,0.09108289781493722,0.060080322947651865,0.05358183986933979,0.015287045967352197,0.06590621537718716
46,0.019421726739468403,0.0812053143546958,0.1174028752524332,0.1983892292887145,0.1031521978602642,0.27094288937081024,0.30405331835267424,0.25746037474036887
47,0.048582344142164724,0.0728701698931622,0.06931036476848007,0.08286243006446581,0.014080715047380732,0.04343136258541758,0.059023027902744496,0.012724725210624316
48,0.013958535142880701,0.07356576723894515,0.014959945526075602,0.07264975153680375,0.2553022660912291,0.05848446294334042,0.07861285684591063,0.03275137063599903
49,0.031025456614517166,0.10215834241725341,0.02705579623715393,0.09891966581056422,0.6401434623617388,0.014010913487926824,0.0009331154945197984,0.04090214491786226
50,0.1770810767437223,0.0878063055949565,0.012952196939471916,0.15081981792156407,0.5322491353614813,0.15249569342006697,0.13655297936382133,0.17900938708377695
51,0.10637232214528791,0.14342938089868257,0.15366982671744928,0.12666799198128004,0.10090936444239285,0.1455008417457868,0.11869005531239435,0.169509488281196
52,0.054234208208482265,0.016647169851085997,0.015126982506660475,0.07962390790819002,0.0027173769907095358,0.12256182959048995,0.10093540807722107,0.14772861524849312
53,0.024299859941449786,0.1796033297964052,0.179156651846211,0.2465520726829237,0.15141117085347072,0.03246301311639105,0.05585845638538206,0.009594231109001095
54,0.010261320925948059,0.025083923180232615,0.035693214107075044,0.003732380316020245,0.05883639391568324,0.013681938946732253,0.010212846859158298,0.03636195207100945
55,0.02693095870129314,0.061046245749176,0.06586320043373933,0.01179443029771926,0.012480928007268632,0.022166881216283907,0.05174537447919758,0.0008337760977134567
56,0.11223642192036709,0.02219835059453784,0.006797289276045393,0.1053139081841013,0.08527034095011432,0.11807480210177762,0.09368067375898753,0.14056604634294206
57,0.021441019893067625,0.32499262278731456,0.341628637471102,0.3689316731454312,0.3000778090463088,0.1333607473193023,0.16365537843513434,0.1136017686848646
58,0.07747913557132485,0.10978057462230201,0.1358907326306537,0.12042632235736594,0.0885794800944813,0.053098652794846324,0.07302455407043112,0.03102339591522052
59,0.14419556635430875,0.13112629675489695,0.1658482320044311,0.04763805415065592,0.05612737244269039,0.2831403796637159,0.314433695853347,0.26375893879550366
60,0.20522406173380403,0.10294405704206877,0.016376296953803937,0.14478903938134113,0.09973859384634964,0.41102939477880884,0.44282205350533943,0.3918367227937093
61,0.08222606173261338,0.008497849604219287,0.012598396583779592,0.028013560709804333,0.02505629662460329,0.2678899796608831,0.29449827346729013,0.24753916855318958
62,0.062026392370178374,0.0029820931662038475,0.03488142790603101,0.019244013531399595,0.029093761404069857,0.31647863318887,0.3369027216937686,0.2948849737642752
63,0.028593131611110476,0.04375292411403886,0.04294657156419607,0.033733469647958314,0.021533423358743975,0.05871026241106239,0.03962217667390122,0.0898231869393625
64,0.041759464759180714,0.003143092861002783,0.02061328137224086,0.02794738981983655,0.02727923162206214,0.06515816538192604,0.07437686381573944,0.031917731491550555
65,0.000729187894404848,0.051862947782436164,0.03532495745850689,0.04806624724099548,0.010907928415989102,0.15176648246637192,0.13282669052719154,0.17887523216670137
66,0.013149716810421819,0.03508877023116663,0.0024767497535368443,0.0038078892090452343,0.03516381430581417,0.1596682103766084,0.14591278335755162,0.18793509919953194
67,0.054272926195374604,0.04033592055608515,0.012174840156842351,0.017223462535654183,0.029166015620102237,0.022883860881276807,0.00862909132532047,0.050961980821087605
