,LGBM,XGB,RF,DT,kNN,MLR,PLS,lasso
0,0.035634452951511464,0.029843356786748654,0.04328135269338207,0.06560311591723622,0.013457902923526999,0.22611794318795875,0.22590173612197778,0.12616505173058218
1,0.055206482471146234,0.005716234472313397,0.10055907945744336,0.060557517246478176,0.09240452900774809,0.2738160262917825,0.2735420164849547,0.2194018084832583
2,0.17907890162141082,0.12644030124247863,0.17111290900687093,0.14263058768782855,0.2553762337729323,0.43263194866763544,0.43264281062585525,0.1583665722557298
3,0.22199302617366506,0.2131538990998878,0.1742080242188604,0.09692172973742075,0.15100682483760053,0.311985218419744,0.311938277637117,0.16806026830509413
4,0.1682551658525555,0.10347308650843368,0.138039856681346,0.10298410329737495,0.18200781413586975,0.32778759557054915,0.3283103983180174,0.07078104057140122
5,0.0028849248245305104,0.020831553147955928,0.003239693436157598,0.004929217244102224,0.0846419351660776,0.11736961395382339,0.11659928213849569,0.25988194329715364
6,0.03797709155746587,0.026307016829500096,0.006170653447512553,0.010360317515918593,0.042254407444444086,0.19270111914560134,0.19181518184857999,0.21828669329128347
7,0.22469915285301445,0.20968996800026996,0.24125363053857446,0.1491878252738698,0.3750520029375629,0.16908001466519335,0.17083958826781348,0.26532708450014286
8,0.019034365192286073,0.023736022628763287,0.021694384765027608,0.07911373517658304,0.06346360480044988,0.08526583728589332,0.08379113544832073,0.07091545853684444
9,0.2013060244266084,0.20005229075427322,0.17226118428780257,0.19914444203096437,0.3199429180247606,0.2858678010142721,0.284796510384391,0.2843767672102471
10,0.335766803662912,0.2454471674411256,0.30264795143512424,0.41482297459653705,0.3895469048907706,0.40000040487880806,0.39858643974303254,0.3484974960300865
11,0.12711779506040122,0.14814779366381237,0.1064996033173497,0.21229995637810894,0.1777662552045876,0.35286894972445704,0.354358424546528,0.20478401885665792
12,0.1318849692431086,0.13133350488548762,0.14199399177635202,0.221365491658076,0.15430461759122832,0.05842302412750122,0.058104677517299474,0.259439448656576
13,0.0354803181291613,0.029851238564595706,0.02140763385166644,0.048764239218902605,0.08340619664000293,0.2890702025181572,0.28897892493215627,0.06165533018826064
14,0.04779808680384434,0.013854527304660857,0.07457760936392277,0.03590673070861106,0.12313027665053533,0.3572472761033947,0.35766793930664215,0.2244641600685343
15,0.2442320932876586,0.16093421016374698,0.24227152453266465,0.14514841913145615,0.25919136565076883,0.4295884009812473,0.4302361332086956,0.21043524704896727
16,0.09466212664535983,0.10816170983634982,0.1131249550373033,0.1316005118998556,0.1636597256082037,0.0372078607693232,0.036050517644727054,0.17769345410892368
17,0.032831622715446485,0.014939667281593794,0.07550472808634101,0.059111082498540024,0.09439636388076855,0.3477289408406832,0.34731060752953624,0.09049534355809685
18,0.05414216437677721,0.03383507921267559,0.014637499032569945,0.015705312053711062,0.1840923042998034,0.1236526422680913,0.12174020228054022,0.18971751648822088
19,0.019160999287408997,0.03318826539941,0.08030666665857922,0.127967653922319,0.2995243032372382,0.14305627013740552,0.14108602740900766,0.31135806325834703
20,0.0936794316954438,0.10277442990741892,0.13310665913806308,0.13532764216842608,0.33254971098913466,0.09832937246707896,0.0966440015037287,0.3236619215057054
21,0.002312849252578464,0.0565146068454232,0.07139008981798867,0.05834681032881195,0.38886077806849384,0.1379432948824736,0.13654279568417094,0.09022428080542305
