,XGB,RF,LGBM,DT,kNN,lasso,MLR,PLS
0,0.0009294426392127408,0.0011472618638343896,0.0009530589753100893,0.022471994943060403,0.002870766152019491,0.025631131643162164,0.07974979332247369,0.025471506343909517
1,0.02760141767416535,0.0011842444331407638,0.0010938693557425334,0.002158920126982322,0.03155299346223635,0.021481793961054485,0.033375363857432616,0.02209944285376217
2,0.0009043756880834364,0.00298660387519464,0.003094976577304752,0.008858725412976443,0.020278418978376796,0.021481793961054485,0.006447588475929106,0.041386321475321064
3,0.0023783700864125623,0.004985679965370133,0.0024161579132215734,0.008858725412976443,0.030084737414097396,0.021481793961054485,0.008849727925500789,0.03294851697609516
4,0.011662859409018511,0.003247904424664858,0.010448155018500258,0.006115530415147896,0.003300548919872623,0.008082183389066244,0.01858248107613275,0.06168153223317324
5,0.022060359172106137,0.0003479579865133635,0.0010279098457040836,0.00798224832362058,0.014772629358364629,0.009267744707432024,0.006118044807319062,0.008542962717226085
6,0.005924149821262492,0.009938285327933158,0.0027163648969046224,0.004540885159011798,0.004254125854560035,0.02240425570128507,0.014619192818110721,0.04244010050922672
7,0.012682130868426844,0.009971080056436927,0.003083696449760611,3.287990008722652e-05,0.00941546326018496,0.02240425570128507,0.010952335396754415,0.03565253477303793
8,0.001456976463336812,0.014183351742018083,0.012545188034396838,0.018894983795865336,0.011545553596315192,0.04133211939723763,0.060474831895566766,0.059366668755206825
9,0.02023798593775844,0.0006540939009585071,0.006594101601122358,0.009016010517849143,0.018643798189414064,0.031486026019308666,0.062259197497711416,0.07602450379420067
10,0.011965690455913891,0.000688605241283214,0.0023339881152954697,0.009016010517849143,0.008781487462710433,0.031486026019308666,0.08918697287921493,0.061595560331858035
11,0.005145890946380183,0.009478299527576336,0.009537844152502608,0.004540885159011798,0.005234221778622785,0.03544284696014616,0.0013629521265602351,0.06671850532152329
12,0.012941567502498974,0.02161365998337568,0.024160969982321392,0.001353846265127653,0.004218308617661228,0.047211029843970076,0.12183875714218702,0.00039827049971336015
13,0.0207095393523985,0.004991392934638114,0.010838839248729592,0.004768023931578472,0.004871426852045089,0.047211029843970076,0.041055430997676515,0.04877391213335301
14,0.004519854016185154,0.009143382931517962,0.010888988730132755,0.0132207213607623,0.0050468081313348595,0.0032463527235535583,0.00876652713519685,0.02004806244436036
15,0.009706988870068545,0.0010622350490906846,0.002985662484669742,0.004923046688964483,0.002552609383589064,0.008082183389066244,0.030858471851187647,0.044148667237728395
16,0.012277744711287286,0.018991114779378364,0.022067054662687505,0.009555457152674529,0.02041814092868116,0.009267744707432024,0.039128372601989286,0.06601670713235303
17,0.0037363749005868696,0.004775341811711485,0.010237317473569828,0.012431608177934131,0.013901202411914473,0.004818384853118474,0.02828041605487297,0.048372552450980766
18,0.001243959585886134,0.0005101456705525614,0.0061618009762829,0.00442993699423494,0.00851481611575721,0.0036487930829538495,0.025117135010871677,0.04579262908812029
19,0.013498184654938239,0.017045268729730164,0.02049829617280667,0.021667447345338597,0.0020476236719157975,0.018735985836654756,0.03949273569167033,0.12952223645689157
20,0.002956999157675222,0.01979541433318965,0.023057309023727667,8.721602345179713e-05,0.0025025071003420794,0.018735985836654756,0.06642051107317382,0.06721956146561156
21,0.004350356449492887,0.010662823058780638,0.003604942793331855,0.021562585252393553,0.00215750365184059,0.008452312734147482,0.04985333404655659,0.024490504761895515
22,0.005149723653801397,0.0014968301522934949,0.010558078294620726,0.015490081640864017,0.033122303772499924,0.013837234904134244,0.058460293756919635,0.005225730634040179
23,0.0015536568086150782,0.000680630885185815,0.018009950095285998,0.00470021719764426,0.018043517826534523,0.05667927097319281,0.051203470392833614,0.011629355643555439
24,0.014328628230916518,0.0038163870872518907,0.001056313140041308,0.013467417305922455,0.006818005066166116,0.065446471081471,0.04467335409968193,0.05187472977302554
25,0.017897803720163363,0.015491982239197594,0.014111807923181945,0.052358423104475416,0.05946183243608233,0.01271459385277629,0.07053437942439714,0.07667226210565409
26,0.01920582912946489,0.029947476317187832,0.03939761795353354,0.002158920126982322,0.09608921768560366,0.01716395370708984,0.017461331094347415,0.028606722179037175
27,0.0177395688378289,0.012153846399272833,0.023078138880229734,0.010101077687415028,0.005090470909657412,0.01716395370708984,0.009466444287156095,0.05183032163525084
28,0.0711650341701568,0.0031600401590334247,0.0023464641247091383,0.06951216179412106,0.0022111451570951124,0.07270037050204009,0.04973682992915043,0.13323112823495956
29,0.06321469910936994,0.016410126992217687,0.026426708377709843,0.00798224832362058,0.008291250447662286,0.009267744707432024,0.0024169209150097237,0.10349242066232606
30,0.009975367779737787,0.02413329322968071,0.01563223101738849,0.0009624646010201361,0.032254069572332386,0.009267744707432024,0.01404737989508334,0.09866040530760722
