,LGBM,XGB,RF,kNN,DT,MLR,PLS,lasso
0,0.009895392656436238,0.00044638213684611294,0.18384055077004607,0.15473826836333637,0.21708405290389154,0.1275085470005529,0.12908053031012634,0.10964337076309322
1,0.01025494301107173,0.026498195935789892,0.12469103413151722,0.08185277849089634,0.2051045738018542,0.10280624489273549,0.10299541279999247,0.0893347089041191
2,0.02510236475749604,0.008221314981055716,0.03911411975328968,0.010388785717819898,0.02568597926072963,0.11245889116452362,0.11182381823175985,0.09663857771591328
3,0.03889658219168453,0.026588754967379113,0.0020548035281566512,0.0017834350836988255,0.008496975715439295,0.17201522665130356,0.1713528783411753,0.10188606244500187
4,0.06218540713911347,0.06567440392129376,0.15336670480757753,0.033828225031880654,0.16919344650448837,0.12372083534182302,0.12289256270544785,0.20868753587977296
5,0.00213853055514078,0.023501561032563456,0.15582844601287887,0.0630199544798164,0.18442372347584124,0.09062542532667539,0.09111378571784812,0.14872986267673954
6,0.028486862062826634,0.009516228394119308,0.19301234640628862,0.14542388274799234,0.18354479898800713,0.2572603787141113,0.2580371178244652,0.09817195253623778
7,0.04317406101434865,0.056589861035829137,0.011947926289016891,0.03155862750058008,0.009498165553864568,0.10431646833796426,0.10263883246648,0.13489422711180732
8,0.021606940018570275,0.029395015777835265,0.09009138095612568,0.05413463779645378,0.16065270387678082,0.3217479322707786,0.32155285375308906,0.18078369265061417
9,0.04959531090328184,0.051541320178458416,0.12824607116539039,0.06392217912141784,0.18015005812675672,0.12749374942085867,0.1259820378756213,0.20861022965752685
10,0.021084102609819688,0.01754028797360757,0.04927485828971165,0.09458960491375147,0.10589138559849409,0.08477352981809586,0.08474437562665318,0.13126359671327414
11,0.03289217064766872,0.03312384607598057,0.0034289825967272307,0.004495315133013537,0.006134673567201571,0.16251322121743744,0.16182575051222084,0.22060752519093096
12,0.07124132193712117,0.037478492437099886,0.012783041988204388,0.013377626197990329,0.006134673567201571,0.02325938889201519,0.022737842513045448,0.17472876811444626
13,0.03653412036739628,0.04353567206248199,0.1699149276078159,0.1294474850238282,0.09570670535570175,0.3254474610383443,0.3255694574534363,0.35629402152268075
14,0.03850406776886983,0.025560473586985488,0.11207884641518837,0.19631327496394296,0.10787141236620212,0.06583612192378724,0.06464148531133132,0.04766522831829892
15,0.17464689694603763,0.19973090224424067,0.024790995439420538,0.10460346460460268,0.09166166340593435,0.07752088584499539,0.07715049007256028,0.21354781681059193
16,0.022386987531476023,0.039031657151353816,0.022996710377265472,0.10909592247475336,0.032184271455950264,0.007905062619036798,0.007208198985321462,0.06408160513678518
17,0.14573946733232102,0.1240727120982063,0.09044016571592406,0.10456452943349587,0.09709002904023384,0.041551564991832074,0.0407643523351372,0.058951680681359614
18,0.012096582062417732,0.01453760620490191,0.061683667943305764,0.08983863521805924,0.042275269155847894,0.08730397031541348,0.08799931501251332,0.26976083178928345
19,0.003759546948535475,0.0041575199481707625,0.052364561178842056,0.05020671580389385,0.028456145443945202,0.2139709011276865,0.2135428125008498,0.001351714929585468
20,0.131127693232494,0.0782144073320778,0.06480391871693542,0.14446558022507996,0.05949272378356896,0.3831894012010896,0.3835855534142737,0.08168960842275677
21,0.07806768859871806,0.05058793723728977,0.0050324228486349765,0.08692816480319271,0.04893817168877923,0.19119229744584343,0.19059213176431344,0.11213601059986644
22,0.024480582634450895,0.0018038377180369936,0.06183232830076374,0.18287429523344834,0.03319640722600398,0.14162691314341333,0.1415191396494104,0.28557432849647807
23,0.037335828343322136,0.011268096283602258,0.011269869250535254,0.14764567920670105,0.005442083165685629,0.1165570318387402,0.1171075748585112,0.07782953533164219
24,0.02642254713416589,0.03438958903671646,0.004750814752111691,0.008543409741073586,0.010971820982771573,0.02767594826904886,0.028478449180131177,0.15093714612288467
25,0.05726006826260513,0.04737151560047431,0.027344773885538742,0.04525806461032571,0.08073053552613568,0.15186539264708007,0.1523508186253809,0.05890328382938581
26,0.17888023227096203,0.168084629683867,0.011862340177057284,0.16023238047537586,0.00769102500040765,0.22842141832549917,0.22826784099969202,0.06458910214507058
27,0.020368744965537377,0.014964679017138938,0.006969372033560586,0.00565380224130177,0.010971820982771573,0.1277130205764207,0.12861526343898128,0.1840388996564281
28,0.059450975876378445,0.04581219848850532,0.03424938359301982,0.04485295855613228,0.02192893747423333,0.022330641933212166,0.02141847878948433,0.09927753579375809
29,0.01795759204461301,0.011008002637123537,0.005877018953383245,0.03736880765528912,0.008616067828859125,0.00436961918175096,0.004623465811704863,0.16542628509219784
30,0.009230631747752849,0.01066036876574633,0.028214611242563983,0.008491980118161921,0.011155972874421077,0.16148286856540153,0.1610783986815815,0.03723836472207459
31,0.0164324587778248,0.02563921152002857,0.06643567437866739,0.04547549639285685,0.13040661516853175,0.14024595774666965,0.14029668439184495,0.11506588601960646
32,0.02189757259413623,0.002245651319098929,0.16374796817989193,0.0669002724597425,0.24057953110636993,0.09322255943013863,0.09244904523529318,0.04375786082110816
33,0.05441040043961959,0.04376204799563105,0.21209807599200883,0.12151324325912663,0.2660087992283835,0.013018869460610608,0.013299991467929012,0.060857946186184925
34,0.11512491868546132,0.1565650186642104,0.10381676998149156,0.07444760503062021,0.08538298580645753,0.1721128150196413,0.17255986135320653,0.2584446299933336
35,0.3190068755645325,0.3121516061122926,0.05280311195277618,0.013017844064056205,0.025457009436938904,0.10111009523268549,0.10110283852082272,0.18186028810994143
36,0.15564359981763898,0.14169186754337354,0.01943063866911654,0.001334498167854914,0.07036241252718611,0.062093635271355474,0.06275920849699218,0.12710085733850662
37,0.2002855840345325,0.177643202246693,0.056330995244924714,0.06992446339560918,0.05293968459814663,0.020424616576894296,0.020592416823790455,0.23973998171711491
38,0.21097961140849708,0.1829163976706647,0.07491134137313002,0.03613463420222485,0.10614039123830005,0.07561248174333796,0.07536581429573597,0.07233072312373146
39,0.09437822666851314,0.10961871505015308,0.1758001989693428,0.08706425424901115,0.18926768403021615,0.23544936601939348,0.23471030638426438,0.26207620014501387
40,0.004273944104114524,0.07428137497507192,0.0932624404031635,0.05318989379159256,0.1272717919944531,0.23557319952732736,0.2344928983112058,0.19175112535231403
41,0.09230954815494569,0.12482077038457035,0.07000383784909842,0.060819455983704335,0.05293968459814663,0.11653912389152848,0.11721200115188896,0.2507738995616294
42,0.04239983191976143,0.008039568481882642,0.1817174781797986,0.20241643773835666,0.04512654994985643,0.1195496330497014,0.12005658598381502,0.1381861579716031
43,0.0712135800627747,0.00033184667881019925,0.044107253300910865,0.07860592654247128,0.04321902693248669,0.2775616911136461,0.27658608669396506,0.07374151236387505
44,0.05020554478192124,0.09573816905247307,0.279390249465496,0.02281718956544221,0.35839822495776114,0.14772657186050808,0.1480403250910104,0.021163009246428943
45,0.19020546154106377,0.19563987465773547,0.1456688305136265,0.07803881023685633,0.24785845714755167,0.4293662034899607,0.4300807045678251,0.09770594132071725
46,0.02052691802437301,0.06185612013804476,0.19237330010491127,0.31285307342182844,0.20802721420359904,0.18588973976137635,0.18594592432546675,0.33947062491128677
47,0.11951953030994922,0.10808782587256038,0.3392407980430109,0.39164271232685666,0.3094287737068182,0.6000180102996147,0.5996710710813152,0.511738489761801
48,0.028663656031223783,0.005387866762576632,0.3052321253686173,0.5902282835181198,0.2850868413343376,0.14784636027967357,0.14765057166790885,0.6203359518336572
