,HEK293,HepG2,N2a,ARPE19,B16,PC3
RF,0.8567943443681127,0.8973985334631315,0.8814474902381937,0.8625249737497066,0.9242618679350727,0.9015267451770452
MLR,0.3673632126013821,0.4288229463833667,0.49510617405927787,0.38351237955434414,0.6754060290983044,0.645235037530857
lasso,0.3667260326115586,0.3711258058033691,0.447352864332902,0.47823041750468204,0.6732815639994708,0.6471076292534568
PLS,[0.3673227286040199],[0.37673880430388573],[0.5125784244928842],[0.5114333289181443],[0.675853054119647],[0.6654008889768028]
kNN,0.7061696963539794,0.8324029473458513,0.8022129586199896,0.7829472131918289,0.858777794476417,0.8480617153146085
LGBM,0.8480883514366238,0.9281603539738914,0.8912314616106636,0.8723591337023132,0.9395218892223203,0.8992054047707766
XGB,0.8499263256844352,0.8951047387098167,0.916754668480559,0.8597018742565408,0.9265656845494056,0.9060389435784468
DT,0.7413142887097488,0.7893120833805835,0.7856015147791784,0.8153504405220061,0.8927688524828721,0.8766135070399552
