# of Features,Feature names,Removed Feature Names,MAE,MAE_std,Spearman,Spearman_std,Pearson,Pearson_std,linkage distance
15,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Hbond_A', 'Total_Carbon_Tails', 'Double_bonds', 'wt_Helper', 'wt_Dlin', 'wt_Chol', 'wt_DMG', 'wt_pDNA', 'Size', 'PDI', 'Zeta']",,0.05428,0.005095252692457952,0.6796949736210394,0.03305000529763277,0.8501228144437062,0.0365875115335521,0.0
14,"['P_charged_centers', 'N_charged_centers', 'Hbond_D', 'Hbond_A', 'Total_Carbon_Tails', 'Double_bonds', 'wt_Helper', 'wt_Dlin', 'wt_Chol', 'wt_DMG', 'wt_pDNA', 'Size', 'PDI', 'Zeta']",cLogP,0.054240000000000003,0.005006236111091845,0.6793590169057047,0.03198748119493712,0.8502620383495868,0.03476902443623304,0.005
13,"['P_charged_centers', 'N_charged_centers', 'Hbond_D', 'Hbond_A', 'Total_Carbon_Tails', 'Double_bonds', 'wt_Helper', 'wt_Dlin', 'wt_DMG', 'wt_pDNA', 'Size', 'PDI', 'Zeta']",wt_Chol,0.054479999999999994,0.005154570787175204,0.6759835989067575,0.03139851071985082,0.8493965939222626,0.03460821383760532,0.01
12,"['P_charged_centers', 'N_charged_centers', 'Hbond_D', 'Hbond_A', 'Double_bonds', 'wt_Helper', 'wt_Dlin', 'wt_DMG', 'wt_pDNA', 'Size', 'PDI', 'Zeta']",Total_Carbon_Tails,0.05436,0.0052450357482099206,0.6772217883518042,0.03153047633472802,0.8488612834419874,0.033873095000403856,0.015
11,"['P_charged_centers', 'N_charged_centers', 'Hbond_D', 'Hbond_A', 'Double_bonds', 'wt_Helper', 'wt_Dlin', 'wt_DMG', 'wt_pDNA', 'Size', 'Zeta']",PDI,0.05276,0.005376095237251662,0.6833253450147325,0.032821372180562795,0.8568500952057011,0.0353256156999046,0.02
10,"['P_charged_centers', 'N_charged_centers', 'Hbond_D', 'Hbond_A', 'Double_bonds', 'wt_Helper', 'wt_Dlin', 'wt_DMG', 'wt_pDNA', 'Size']",Zeta,0.05304,0.004919186924685828,0.680390829218795,0.031467501557765655,0.8575223646314936,0.034686728874385016,0.025
9,"['P_charged_centers', 'N_charged_centers', 'Hbond_D', 'Hbond_A', 'Double_bonds', 'wt_Helper', 'wt_Dlin', 'wt_DMG', 'wt_pDNA']",Size,0.052320000000000005,0.00461059649069402,0.6826963719172153,0.03382333416740514,0.8579688995976059,0.03432462516261446,0.03
8,"['P_charged_centers', 'Hbond_D', 'Hbond_A', 'Double_bonds', 'wt_Helper', 'wt_Dlin', 'wt_DMG', 'wt_pDNA']",N_charged_centers,0.05224,0.00458937904296431,0.683571564078472,0.03332551601022124,0.8579941584448827,0.03440417476738611,0.035
