P_charged_centers,Hbond_D,Hbond_A,Double_bonds,wt_Helper,wt_Dlin,wt_DMG,wt_pDNA
0,3,10,1,0.739180708,59.4005477,14.20754717,3.75815242
0,3,10,1,0.748558025,60.15410873,14.38778548,2.537219134
0,3,10,1,0.910384662,73.15849421,6.561825593,9.257179695
0,3,10,1,0.954567685,76.70904109,6.880285803,4.853225763
0,3,10,1,0.970264053,77.97040096,6.993421311,3.288686299
0,3,10,1,0.514834749,20.68605535,29.98032856,2.617529702
0,3,10,1,0.521662079,20.9603774,30.37790389,1.326120652
0,3,10,1,0.523978274,21.05344208,30.51278266,0.888005777
0,3,10,1,0.982762024,39.48736881,21.46091179,4.996571795
0,3,10,1,1.00794333,40.49915345,22.01080462,2.562299464
0,3,10,1,1.016626333,40.84803645,22.20041835,1.722915057
0,3,10,1,1.409913232,56.65030033,13.68389307,7.168299671
0,3,10,1,1.462325157,58.75621097,14.19257627,3.717386539
0,3,10,1,1.480672598,59.49341099,14.37064711,2.509351795
0,3,10,1,1.801395795,72.380066,6.556283096,9.158680541
0,3,10,1,1.88784672,75.85366335,6.870926186,4.799107744
0,3,10,1,1.918537616,77.08682325,6.982627457,3.251418183
0,3,10,1,2.382736038,19.14766229,29.92726149,2.422867672
0,3,10,1,2.41195528,19.38246807,30.29425636,1.226289522
0,3,10,1,2.421854931,19.46202164,30.41859638,0.820881811
0,3,10,1,4.541071291,36.4920403,21.388515,4.617555052
0,3,10,1,4.648392328,37.35447195,21.89399872,2.363341831
0,3,10,1,4.685302231,37.65107986,22.06784493,1.588071742
0,3,10,1,6.505280507,52.27642184,13.6177646,6.614846794
0,3,10,1,6.727797247,54.06456595,14.08356782,3.420555655
0,3,10,1,6.805391313,54.68811171,14.24599859,2.306670756
0,3,10,1,8.300426831,66.70221431,6.51585615,8.440228174
0,3,10,1,8.666148171,69.64115031,6.802948331,4.406054619
0,3,10,1,8.795323761,70.6792051,6.904351497,2.981153496
0,3,10,1,12.97329484,10.42533728,29.62638373,1.319179975
0,3,10,1,13.05943355,10.49455833,29.82309387,0.663969464
0,3,10,1,13.08840122,10.51783674,29.88924569,0.443628161
0,3,10,1,24.50166173,19.68953073,20.98240004,2.491433511
0,3,10,1,24.81073319,19.93790049,21.24707846,1.261430608
0,3,10,1,24.91549709,20.02208875,21.33679474,0.844504685
0,3,10,1,34.81376453,27.97633459,13.25037266,3.540012125
0,3,10,1,35.44107369,28.48044011,13.48913109,1.801899798
0,3,10,1,35.65523086,28.65253678,13.57064088,1.208525337
0,3,10,1,44.09243584,35.4326731,6.293213483,4.483507015
0,3,10,1,45.10354617,36.24520117,6.437526969,2.293160514
0,3,10,1,45.45096738,36.52438879,6.487113612,1.540549433
1,2,9,2,0.161855236,27.93674066,0.875901543,3.535002069
1,2,9,2,0.164767504,28.43940748,0.891661672,1.799303747
1,2,9,2,0.165761689,28.61100712,0.897041841,1.206773673
1,2,9,2,0.28261291,48.7799083,0.573524272,6.172412124
1,2,9,2,0.291612678,50.33329758,0.591788071,3.184485858
1,2,9,2,0.294741344,50.87331542,0.59813727,2.145767796
1,2,9,2,0.376162598,64.92688891,0.339275812,8.215585685
1,2,9,2,0.392276504,67.70820157,0.353809576,4.283760865
1,2,9,2,0.397959042,68.68902611,0.35893488,2.897210432
1,2,9,2,0.450768649,77.80413614,0.152462226,9.84502042
1,2,9,2,0.474106594,81.83234151,0.160355755,5.17736661
1,2,9,2,0.482432358,83.26939547,0.163171755,3.512190737
1,2,9,2,0.322093606,27.79720243,0.875862549,3.517345467
1,2,9,2,0.327859583,28.29481564,0.891541853,1.790155714
1,2,9,2,0.329827726,28.46466961,0.896893784,1.200601354
1,2,9,2,0.562383956,48.53465073,0.573479692,6.141378224
1,2,9,2,0.580200097,50.07221271,0.591647343,3.167967547
1,2,9,2,0.586392337,50.60661307,0.597961754,2.13451865
1,2,9,2,0.748523366,64.59878479,0.339240711,8.174068718
1,2,9,2,0.780419374,67.35146219,0.353696405,4.261190686
1,2,9,2,0.791664147,68.3219044,0.358792685,2.881725734
1,2,9,2,0.896963028,77.40936926,0.152443325,9.795068216
1,2,9,2,0.943154333,81.39575408,0.160293767,5.149744607
1,2,9,2,0.959627115,82.81738196,0.163093398,3.493125417
1,2,9,2,0.637815697,27.5222664,0.875785719,3.482556174
1,2,9,2,0.649118658,28.00999836,0.891305833,1.772135901
1,2,9,2,0.652975865,28.17643997,0.896602169,1.188444216
1,2,9,2,1.113570206,48.05146062,0.573391864,6.080237304
1,2,9,2,1.148485529,49.55808521,0.59137022,3.135439741
1,2,9,2,1.160615664,50.08151041,0.597616185,2.112370529
1,2,9,2,1.482067653,63.95242533,0.339171564,8.092281008
1,2,9,2,1.544562835,66.64914332,0.353473603,4.216756393
1,2,9,2,1.566582491,67.59930938,0.358512806,2.851247651
1,2,9,2,1.775904692,76.6317327,0.152406092,9.696669234
1,2,9,2,1.866393704,80.53640721,0.160171755,5.09537547
1,2,9,2,1.898641339,81.92791891,0.16293921,3.455609066
1,2,9,2,2.955241337,25.50421374,0.875221782,3.22719996
1,2,9,2,3.003709188,25.92249918,0.88957598,1.640064053
1,2,9,2,3.02022037,26.06499338,0.894465918,1.099386248
1,2,9,2,5.15711489,44.50674088,0.572747549,5.631702818
1,2,9,2,5.306539147,45.79629654,0.58934256,2.897438986
1,2,9,2,5.35829021,46.24291664,0.595090016,1.950463824
1,2,9,2,6.861131953,59.21268549,0.338664509,7.492533516
1,2,9,2,7.128172303,61.51728717,0.351845583,3.892074242
1,2,9,2,7.221865762,62.32587697,0.356470279,2.628821388
1,2,9,2,8.218994564,70.93126083,0.152133156,8.975354601
1,2,9,2,8.605166676,74.26398901,0.159281182,4.698532266
1,2,9,2,8.742083209,75.44560098,0.161815499,3.182193643
1,2,9,2,16.19399865,13.97568441,0.872000179,1.768426529
1,2,9,2,16.33846553,14.10036168,0.879779304,0.892101343
1,2,9,2,16.38719566,14.14241657,0.882403281,0.596508047
1,2,9,2,28.18243485,24.32189998,0.569078601,3.077594763
1,2,9,2,28.62288302,24.70201392,0.577972425,1.562846421
1,2,9,2,28.77277445,24.83137266,0.580999133,1.047353791
1,2,9,2,37.41529781,32.29001099,0.335784335,4.085847273
1,2,9,2,38.19560485,32.96342866,0.342787216,2.08552941
1,2,9,2,38.46299051,33.19418684,0.345186874,1.400086008
1,2,9,2,44.74471875,38.61542055,0.150585888,4.886238993
1,2,9,2,45.8652619,39.58246754,0.154357015,2.504302602
1,2,9,2,46.25135318,39.9156706,0.155656384,1.683589123
1,2,9,2,0.157241245,27.14035082,4.220961241,3.434230123
1,2,9,2,0.159988431,27.61452397,4.294706289,1.747115037
1,2,9,2,0.160925616,27.77628519,4.319863953,1.171566228
1,2,9,2,0.277285286,47.860343,2.791277287,6.056054055
1,2,9,2,0.28594374,49.3548203,2.878437141,3.122579581
1,2,9,2,0.288951318,49.87393811,2.908712765,2.103615409
1,2,9,2,0.371935181,64.19722293,1.664029029,8.123256705
1,2,9,2,0.387681357,66.91506414,1.73447704,4.233580665
1,2,9,2,0.393230601,67.87288188,1.759304228,2.86278657
1,2,9,2,0.448478001,77.40876284,0.75242991,9.794991482
1,2,9,2,0.471573282,81.39508359,0.79117781,5.149702186
1,2,9,2,0.479809536,82.81668785,0.80499611,3.49309614
1,2,9,2,0.312912113,27.00482467,4.220778688,3.417081192
1,2,9,2,0.318351274,27.47423309,4.294145914,1.738239117
1,2,9,2,0.320206593,27.63435012,4.319171759,1.165579598
1,2,9,2,0.551783089,47.61977864,2.791064411,6.025614014
1,2,9,2,0.56892366,49.09903789,2.877765945,3.106396746
1,2,9,2,0.574876307,49.61276096,2.907876,2.092599309
1,2,9,2,0.740112118,63.87288039,1.663858808,8.082215713
1,2,9,2,0.77128039,66.56275303,1.733928739,4.211290654
1,2,9,2,0.782261492,67.51043998,1.758615543,2.84749926
1,2,9,2,0.892405539,77.01605054,0.752337103,9.745299257
1,2,9,2,0.938116678,80.96099622,0.790873602,5.122238357
1,2,9,2,0.954412438,82.36734683,0.804611644,3.474143542
1,2,9,2,0.619635886,26.73779273,4.220418999,3.383292051
1,2,9,2,0.630298302,27.19788466,4.293042074,1.720755111
1,2,9,2,0.633934455,27.35478763,4.317808377,1.15378803
1,2,9,2,1.092582701,47.14583271,2.790645017,5.965642815
1,2,9,2,1.126174474,48.59534507,2.87644421,3.07452912
1,2,9,2,1.137835502,49.09852791,2.906228491,2.070909653
1,2,9,2,1.465416835,63.23392899,1.663523475,8.00136539
1,2,9,2,1.526486725,65.86914445,1.732849276,4.167407443
1,2,9,2,1.547990414,66.79704614,1.757260004,2.81740927
1,2,9,2,1.766883473,76.24245979,0.752154285,9.647412215
1,2,9,2,1.856432312,80.10656506,0.790274819,5.068180227
1,2,9,2,1.888333697,81.48313578,0.803855094,3.436848714
1,2,9,2,2.871060088,24.77771586,4.217778793,3.13527186
1,2,9,2,2.916784653,25.17232629,4.284951228,1.592602133
1,2,9,2,2.93235155,25.30667116,4.30782004,1.06740124
1,2,9,2,5.06002569,43.66884528,2.787568231,5.525678901
1,2,9,2,5.203798282,44.90962615,2.866772555,2.841341145
1,2,9,2,5.253555426,45.3390384,2.894183766,1.912339459
1,2,9,2,6.784162064,58.54842282,1.661064439,7.408480407
1,2,9,2,7.045130625,60.80062397,1.724961143,3.846732412
1,2,9,2,7.13663977,61.59036279,1.747366649,2.597798392
1,2,9,2,8.177318209,70.5715871,0.750814121,8.929842943
1,2,9,2,8.559492842,73.86981639,0.785904123,4.673593763
1,2,9,2,8.694948364,75.03881959,0.798341198,3.165036153
1,2,9,2,15.7343558,13.57900516,4.202694234,1.718232342
1,2,9,2,15.87070359,13.69667551,4.239113141,0.866560936
1,2,9,2,15.91667949,13.73635347,4.251393446,0.579380853
1,2,9,2,27.65520011,23.86688781,2.770045485,3.020019366
1,2,9,2,28.07919873,24.23280552,2.81251473,1.533160556
1,2,9,2,28.22343559,24.35728428,2.826962019,1.027357383
1,2,9,2,36.99909359,31.93081997,1.647095049,4.040396697
1,2,9,2,37.76196008,32.58918617,1.681055709,2.061851845
1,2,9,2,38.02328804,32.81471645,1.692689291,1.38408046
1,2,9,2,44.52012605,38.4215934,0.743216307,4.861712891
1,2,9,2,45.62930905,39.37883639,0.761732942,2.491419271
1,2,9,2,46.01142153,39.70860567,0.768111904,1.674855404
1,2,9,2,0.121691419,21.00433502,29.99394097,2.657803523
1,2,9,2,0.123330358,21.28722128,30.39789918,1.346799403
1,2,9,2,0.123886526,21.38321763,30.53498083,0.901915265
1,2,9,2,0.232391227,40.11148219,21.47952008,5.075544576
1,2,9,2,0.23844235,41.15592587,22.03881502,2.603852126
1,2,9,2,0.240530033,41.5162666,22.23177588,1.751100103
1,2,9,2,0.333524278,57.567376,13.70092155,7.284342714
1,2,9,2,0.34613096,59.74333047,14.2187944,3.779839592
1,2,9,2,0.350547673,60.50566956,14.4002296,2.552047495
1,2,9,2,0.426279353,73.57720399,6.566710845,9.310161537
1,2,9,2,0.447091839,77.16950686,6.88732121,4.8823585
1,2,9,2,0.454488424,78.44618147,7.001263471,3.308754079
1,2,9,2,0.242169866,20.8996536,29.99293703,2.64455756
1,2,9,2,0.245414936,21.17970839,30.39484157,1.33999728
1,2,9,2,0.246516038,21.27473535,30.53121405,0.897339629
1,2,9,2,0.462451989,39.91035935,21.47814716,5.050095307
1,2,9,2,0.474431613,40.94422043,22.03452953,2.590457951
1,2,9,2,0.478563946,41.30084746,22.22645183,1.742014014
1,2,9,2,0.663685448,57.27713442,13.69966475,7.247616719
1,2,9,2,0.688640459,59.43079245,14.21478118,3.760065944
1,2,9,2,0.697381122,60.18512592,14.39520423,2.538527397
1,2,9,2,0.84823866,73.20437699,6.565940971,9.262985518
1,2,9,2,0.88943267,76.75948708,6.884810469,4.856417378
1,2,9,2,0.904067771,78.02252016,6.998096053,3.290884616
1,2,9,2,0.479559672,20.69339013,29.99095887,2.618457816
1,2,9,2,0.485921497,20.96790804,30.38881806,1.326597101
1,2,9,2,0.488079781,21.06103976,30.52379398,0.888326237
1,2,9,2,0.915720952,39.51410431,21.47544221,4.999954798
1,2,9,2,0.939200759,40.52727708,22.02608947,2.564078789
1,2,9,2,0.947297241,40.87664689,22.21596778,1.724121807
1,2,9,2,1.314119911,56.7053436,13.69718879,7.175264623
1,2,9,2,1.363020059,58.81542478,14.20687938,3.721132877
1,2,9,2,1.380138994,59.55412077,14.38531157,2.511912451
1,2,9,2,1.679457185,72.46994431,6.564424393,9.170053379
1,2,9,2,1.760161039,75.95238126,6.879868186,4.805353427
1,2,9,2,1.788813983,77.18877914,6.991862758,3.255718545
1,2,9,2,2.222336388,19.17912474,29.97643642,2.426848803
1,2,9,2,2.249633996,19.41470754,30.34464575,1.228329248
1,2,9,2,2.258882835,19.49452653,30.46940061,0.822252823
1,2,9,2,4.241691409,36.60648725,21.45559402,4.632036705
1,2,9,2,4.342258922,37.47440126,21.96429103,2.370929515
1,2,9,2,4.376849595,37.77292439,22.13925978,1.59321098
1,2,9,2,6.084660051,52.51160659,13.67902913,6.64460612
1,2,9,2,6.293757758,54.31615383,14.14910529,3.436473111
1,2,9,2,6.366687593,54.94555019,14.31306011,2.317529163
1,2,9,2,7.77338569,67.08558372,6.55330588,8.488738187
1,2,9,2,8.117941072,70.05915275,6.843781215,4.432500787
1,2,9,2,8.239682401,71.10980023,6.946414508,2.999315418
1,2,9,2,12.188986,10.51929331,29.89338493,1.331068791
1,2,9,2,12.27065141,10.58977189,30.09366864,0.669993432
1,2,9,2,12.29811693,10.61347508,30.16102761,0.447662057
1,2,9,2,23.2062457,20.02736775,21.34242038,2.53418204
1,2,9,2,23.50406358,20.28438943,21.61631881,1.283352261
1,2,9,2,23.60504219,20.37153561,21.70918726,0.859243883
1,2,9,2,33.21298755,28.66334884,13.57576177,3.626944127
1,2,9,2,33.82642023,29.19275123,13.82650152,1.846966281
1,2,9,2,34.03596449,29.37359134,13.91215244,1.238938446
1,2,9,2,42.34214426,36.54195966,6.490234383,4.623871646
1,2,9,2,43.34423516,37.40678042,6.643835598,2.366651282
1,2,9,2,43.68888971,37.70422291,6.696664497,1.590313244
1,0,4,2,0.144249738,27.93672121,0.875900933,3.552674606
1,0,4,2,0.146858439,28.44194611,0.891741266,1.808461683
1,0,4,2,0.147749101,28.61443984,0.897149467,1.212953052
1,0,4,2,0.251872093,48.77984901,0.573523575,6.203266645
1,0,4,2,0.259934302,50.34124999,0.591881571,3.200913936
1,0,4,2,0.262737637,50.88416948,0.598264886,2.156956733
1,0,4,2,0.335245911,64.92678387,0.339275263,8.256650255
1,0,4,2,0.349681917,67.72259268,0.353884777,4.306094718
1,0,4,2,0.354774222,68.7088149,0.359038286,2.912535322
1,0,4,2,0.401736639,77.8039853,0.152461931,9.89422634
1,0,4,2,0.422645384,81.85336385,0.160396949,5.204590134
1,0,4,2,0.430107156,83.29847865,0.163228745,3.530984513
1,0,4,2,0.287058283,27.79716392,0.875861336,3.552514
1,0,4,2,0.292249383,28.29984185,0.891700224,1.808378449
1,0,4,2,0.294021725,28.4714658,0.897107926,1.212896888
1,0,4,2,0.501210837,48.53453333,0.573478305,6.202777003
1,0,4,2,0.517252858,50.08795542,0.591833357,3.200653192
1,0,4,2,0.522830858,50.62809871,0.598215626,2.156779135
1,0,4,2,0.667102464,64.59857683,0.339239619,8.255782827
1,0,4,2,0.69582538,67.37994791,0.353845998,4.305622849
1,0,4,2,0.705957333,68.36107121,0.35899837,2.912211514
1,0,4,2,0.799395037,77.40907063,0.152442737,9.892980734
1,0,4,2,0.840994762,81.4373619,0.160375706,5.20390082
1,0,4,2,0.855840458,82.87493843,0.163206745,3.530508602
1,0,4,2,0.568437333,27.5221909,0.875783317,3.552197553
1,0,4,2,0.578715899,28.01985114,0.891619357,1.808214451
1,0,4,2,0.582225192,28.18976158,0.897026076,1.212786226
1,0,4,2,0.992439642,48.05123049,0.573389118,6.201812348
1,0,4,2,1.024199095,49.58893689,0.591738369,3.200139497
1,0,4,2,1.03524216,50.12361206,0.598118579,2.156429246
1,0,4,2,1.320851036,63.95201769,0.339169402,8.254074015
1,0,4,2,1.377709622,66.7049559,0.353769604,4.304693293
1,0,4,2,1.397766137,67.67603786,0.358919736,2.911573634
1,0,4,2,1.582723017,76.63114739,0.152404928,9.890527075
1,0,4,2,1.665064863,80.61791579,0.16033386,5.202543
1,0,4,2,1.694449688,82.04064914,0.163163409,3.529571152
1,0,4,2,2.633758885,25.50388958,0.875210658,3.549874836
1,0,4,2,2.681351191,25.9647476,0.891025809,1.807010728
1,0,4,2,2.69759983,26.12209059,0.896425309,1.211973985
1,0,4,2,4.596060691,44.50575373,0.572734846,6.1947357
1,0,4,2,4.742967852,45.92832284,0.591041577,3.196371224
1,0,4,2,4.794046358,46.42293933,0.597406689,2.153862631
1,0,4,2,6.11464907,59.21093823,0.338654516,8.241543668
1,0,4,2,6.3774492,61.75575186,0.353209472,4.297877562
1,0,4,2,6.470142129,62.6533398,0.358343189,2.906896661
1,0,4,2,7.32473509,70.92875357,0.152127779,9.872541075
1,0,4,2,7.705078616,74.61179355,0.160027152,5.192590871
1,0,4,2,7.840792033,75.92596852,0.16284579,3.522700387
1,0,4,2,14.43153186,13.97471109,0.871939449,3.536606737
1,0,4,2,14.69131895,14.22627478,0.887635539,1.80013522
1,0,4,2,14.78000564,14.31215416,0.892993904,1.207334699
1,0,4,2,25.11391702,24.31895228,0.569009631,6.154443547
1,0,4,2,25.91126408,25.09105984,0.587075238,3.174921138
1,0,4,2,26.18841795,25.35944059,0.593354753,2.139253967
1,0,4,2,33.3401774,32.28481573,0.335730309,8.170379773
1,0,4,2,34.76019747,33.65988599,0.350029687,4.259185711
1,0,4,2,35.2608052,34.1446473,0.355070727,2.880350296
1,0,4,2,39.87005132,38.60799073,0.150556915,9.770597707
1,0,4,2,41.91786426,40.59098148,0.158289847,5.136218476
1,0,4,2,42.64802959,41.2980339,0.16104709,3.483790684
1,0,4,2,0.140137628,27.14033247,4.220958386,3.451398939
1,0,4,2,0.142598449,27.61691747,4.295078534,1.756002801
1,0,4,2,0.143438041,27.77952052,4.320367123,1.177561203
1,0,4,2,0.247123979,47.86028593,2.791273958,6.086327067
1,0,4,2,0.254880406,49.36246651,2.878883078,3.138678658
1,0,4,2,0.257575226,49.88436986,2.909321158,2.114575684
1,0,4,2,0.331478333,64.19712023,1.664026367,8.163859929
1,0,4,2,0.345584865,66.92912004,1.734841377,4.255642303
1,0,4,2,0.350557692,67.89220314,1.759805046,2.877919522
1,0,4,2,0.399695158,77.40861352,0.752428459,9.843947452
1,0,4,2,0.42038647,81.41588184,0.791379973,5.17677314
1,0,4,2,0.427767996,82.8454556,0.805275739,3.511781073
