,HepG2,HEK293,B16,PC3,N2a,ARPE19
RF,0.061191748776161264,0.10172096038265598,0.06154188573113017,0.058485723285909716,0.07477521980631721,0.12562321835154827
MLR,0.12302551125425,0.1512067424574059,0.10425210206980534,0.12437106136497436,0.14564732549100337,0.20684733898660904
lasso,0.12165329450107458,0.16096475421192943,0.15204039430477573,0.14941641483444082,0.1450454597040404,0.20614803809933288
PLS,0.12321438506424133,0.15609917542136886,0.10553908677614082,0.12138272064764159,0.14804342864234674,0.20681192070437648
kNN,0.09416745415767609,0.13789836585807386,0.1056840018566981,0.09592603564838048,0.11756551337090082,0.15958875474834158
LGBM,0.06169714774382104,0.09978603350725175,0.05730740456584682,0.06046232689827919,0.0699808962119798,0.11392149465618989
XGB,0.06114239635657327,0.09915335477356546,0.05996318483826122,0.06308275584357076,0.06845071978978358,0.1178754263071306
DT,0.05956079776863569,0.1285492251287059,0.0689255837839449,0.06491433324271494,0.07847299035228637,0.1360969281268974
