,HepG2,HEK293,B16,PC3,N2a,ARPE19
RF,0.7364556145050214,0.7968517101168738,0.8851687016702096,0.6522023799940276,0.862510794989888,0.8143765577835783
MLR,0.45414476411834875,0.4257781649133295,0.687708265182779,0.5491424914523899,0.525049310128018,0.35957928067484574
lasso,0.2905755954943211,0.4555701987981264,0.15200673306793297,0.21226722441556875,0.5560853116810524,0.3919087831544673
PLS,0.43954742260699203,0.37121262413552086,0.7028048845220678,0.5814955790923991,0.49698806942586715,0.36061042803348275
kNN,0.3872580833029286,0.564819090027872,0.658323914749257,0.35211427448456145,0.7113879278326454,0.6509955232418143
LGBM,0.6246785573047184,0.7987039605475629,0.9001473543521701,0.603709543658474,0.8428236864466444,0.8374533434894217
XGB,0.6677102554455739,0.7788436205872613,0.8598587432977289,0.5851882232597129,0.8942510685823332,0.814048829461653
DT,0.698328451701625,0.5912447008945031,0.8152100084999973,0.5797514628258139,0.82678842471131,0.7351433044831512
