LGBM,XGB,RF,MLP,DT,kNN,PLS,MLR,lasso
0.0013469893954997647,0.05042274938426394,0.0634891956162113,0.0375074430201891,0.0010856079404466534,0.06072024164140094,0.06231357828137815,0.06755814685959671,0.07271691197010322
0.00988213852136016,0.017365068197250366,0.00521918941273779,0.003731508151694922,4.135649296939659e-05,0.00022824718643869507,0.06355931790452937,0.06459024638046115,0.076456054716635
0.05139165860485198,0.026302775955081875,0.011353649710504551,0.00898679226150606,0.03773779983457401,0.029563114449471975,0.25252103449152874,0.24822361939181656,0.2031633577305417
0.048867712923670106,0.036263898939411926,0.02761114557485527,0.003772148030915655,0.03997794320374966,0.014714395389056528,0.026285606437886883,0.029562763754173618,0.035611179896332196
0.12563035220274302,0.08506743478025655,0.14135700992555852,0.30200243768205437,0.002515853322304973,0.28069123836463783,0.08952707132294527,0.10292298066612701,0.11620122941310165
0.032671207801516056,0.006587399689001461,0.030151985111661783,0.027264047630240762,0.08224772539288672,0.1745914202620834,0.0031431779929738113,0.003436877232463331,0.04716344429160596
0.003404267140899951,0.012225300073623657,0.031919199751860965,0.026548597082691118,0.019885580369451334,0.052795380410650565,0.044647938573626283,0.04110311860248143,0.05605392171168805
0.004392172561527796,0.009942292649456091,0.016528380893300776,0.04748665579079511,0.050620347394540965,0.12394057234219102,0.005365764526249095,0.009095361604094826,0.006254425240556111
0.0065312048776581255,0.03398712752178945,0.02232139164598884,0.11587661042159181,0.07423490488006618,0.05128009712416087,0.06584418977564221,0.05019024625772395,0.039482510379872104
0.0051065910830862555,0.04613173007965088,0.053159377584780815,0.02531907320751007,0.11153329197684034,0.1091247045401978,0.14371355743337844,0.16943826271398027,0.16259368443882471
0.03724132082271697,0.0430229846311069,0.0553535980148879,7.483366728408547e-05,0.07667493796526054,0.010098160923721886,0.05976704286725487,0.04429739229685967,0.053307223934283415
0.019771358943443063,0.00732189416885376,0.034082919768403615,0.018561285573645718,0.021143507030603803,0.008142882022586952,0.02006200734044858,0.020516111230933543,0.029968052719448496
0.02346322910512557,0.02066829800605774,0.03654388957816377,0.09780993086539236,0.0521091811414392,0.4938813776287302,0.1404598685778331,0.15001670144315002,0.1473981790528242
0.08862696543122314,0.009676994594095906,0.027280552109181982,0.0414939750831336,0.12008891645988426,0.05464180365862717,0.10317156871961328,0.09156241994101208,0.048861265342526355
0.01740305747994402,0.0006808917615115928,0.031589640198511126,0.0669488580438316,0.014929693961952022,0.1276973580611625,0.3179184632172499,0.31012749740647616,0.2750535535492601
0.08149636740494015,0.046407243207627014,0.05123759305210984,0.06378790967677106,0.1172870140612075,0.1436175099731718,0.03377918531820412,0.06792949217228617,0.10491026344959031
0.0267999171370589,0.01265214081634855,0.00283317824648463,0.09310338078009497,0.002550317066446095,0.1409007826145525,0.0007819846479208414,0.005232708683999644,0.0012177348722787196
0.033254543284931826,0.09152108970705983,0.017601323407775593,0.029475341154472257,0.07307692307692307,0.01318656520539424,0.05634636744864277,0.06990727339585143,0.08071103049538966
0.038822417557275085,0.06787050016859128,0.03465751654259708,0.02255091819893862,0.03838399503722084,0.0006358403800424683,0.05045156944256127,0.047584284921517644,0.05447922580622125
0.018996469841567647,0.006192358246117802,0.02109930727874272,0.024367876843191118,0.015715467328370543,0.008822686914112903,0.020340493988067893,0.010602232508330188,0.00521503943987997
0.04835738762236258,0.01231257372202213,0.010534274193547993,0.01931262539822512,0.09725668596636337,0.03072979792404351,0.047824069311826395,0.0413428481397973,0.045827707006907886
0.03971356116630659,0.055580699808642914,0.03106932382134031,0.03904407716890573,0.05383236834849736,0.07699188159745937,0.06995002893562127,0.08258516923211953,0.09658493885485972
0.0011340971161802257,0.03415705565581942,0.015171370967741946,0.05083535555821164,0.006720430107526876,0.024786766120784995,0.1268157309696226,0.1479524791014193,0.14777396545175223
0.09305621414758952,0.09166939700803456,0.05102615798180338,0.007981597132348583,0.08798593879239042,0.05945651481901487,0.024226815726706707,0.009989209721837755,0.006151716727083145
0.010441821385781702,0.04466581393905267,0.031958746898263224,0.03589029619310946,0.06836228287841187,0.13230471903777968,0.004636216950488881,0.019223429071926812,0.04060770873675362
0.0667538391432694,0.0009974666475953964,0.0076519851116617355,0.06210031309479644,0.04399296939619515,0.025615199398679483,0.059453300610758986,0.044881377028689884,0.04241297032051142
0.004594168059554581,0.0022277534008026123,0.004267214640198504,0.03204146042357677,0.002817411083540111,0.04713587456865119,0.023368347355272268,0.03686688847374001,0.02527959533089058
0.20129680961678248,0.046047395694541804,0.0677566687344911,0.06855030393155864,0.19923490488006618,0.003120392356798965,0.1763152997774104,0.18633224987432367,0.1982853600954234
0.015020843833310815,0.04657069546215983,0.02077000620347369,0.02384773241580579,0.004652605459057074,0.002562692140462286,0.0364170316288063,0.015312793444493475,0.014553457890297578
0.042616565234495085,0.04925831698799449,0.06952155707196034,0.006395891382514174,0.06860008271298593,0.20912531552291008,0.08436132347096348,0.10182766292448264,0.10237010494296955
0.04667956548802607,0.11250400585118556,0.14320745450785757,0.07054606395005722,0.10783705541770056,0.20986078209082704,0.40446197149633,0.38183973128978455,0.3446090400634557
0.16338078079680124,0.10465366801907938,0.07142421422663375,0.046742177754675096,0.028039702233250585,0.09398400104659171,0.06035258921464137,0.045276638720826046,0.036032375907850744
0.024804933393016315,0.005573675369210607,0.0806213813068653,0.13398674963089588,0.02692307692307694,0.22925654379246896,0.1672113197698052,0.17674159195916608,0.17414927205361563
0.13241300792533123,0.12311998505154553,0.13036471257237375,0.1138747499854666,0.11834849738075542,0.10204325214304011,0.34020797024337657,0.32895968332848236,0.3205482435451399
0.028281855561535285,0.001812964677810669,0.028817721257237295,0.11544882438983245,0.0508064516129032,0.10008937041213731,0.1845885877314707,0.16993911178702104,0.17664095998527157
0.03614596240742696,0.09572279224028954,0.077034222497932,0.13913144601088487,0.04760132340777501,0.21308306331977242,0.050576912506625854,0.05131493550092488,0.06018336106765709
0.04047460781450178,0.016330601682931156,0.009731441273779985,0.008470624083859436,0.003342983181692849,0.0003729421914363482,0.005409110463335226,0.030150656556819908,0.01456835010344229
0.030681984310994143,0.09409832902640922,0.021161083540115366,0.07579358043355136,0.01530190239867657,0.04056408923972493,0.029552903855091434,0.022727733483627305,0.03190410184203049
0.027107969237088036,0.00396159291267395,0.021550610008271312,0.1573039409400119,0.007065067548938514,0.24708891759470394,0.09622462180480144,0.1091341852506477,0.11126662438158519
0.21969754038656722,0.1759674830117238,0.14229683622828812,0.05635828480766317,0.16162634408602158,0.2401452339846852,0.04457536827996697,0.054484509202243486,0.07267100637557125
0.0020723154606532303,0.0012847483158111572,0.002638027295285357,0.005372369534159531,4.135649296939659e-05,0.0,0.09184995426351276,0.09251851143091469,0.10127930787707659
0.16066133803940796,0.08944921324921595,0.16343233043837807,0.054180153015129406,0.009770471464019881,0.18704347254792325,0.08640989813754868,0.08596963160282062,0.13217970919981498
0.032643250472539964,0.05278256897890832,0.0738859594706375,0.019302065387913236,0.0017231872070581633,0.012411955880926695,0.1415023792413436,0.12800203109254857,0.12197147242479417
0.04622888911865758,0.0594986998364391,0.07891568444995847,0.12741711534982855,0.13396918941273775,0.07419103951217795,0.17792020762640623,0.1599146788605003,0.11726894786130351
0.05101715578813216,0.03605130314826965,0.02982759511993382,0.08053570702576138,0.015343258891645988,0.17376759340634096,0.3346540694681257,0.33405029491122645,0.29574711975452006
0.0012414071022946466,0.0023311231873861527,0.00036342018196846085,0.010942161702782886,0.003756548111386815,0.008118353051396202,0.049981649164452024,0.021142483639028063,0.005887653486326888
0.04971717907543085,0.06482941102054712,0.05688120347394538,0.08462315532529024,0.0705334987593052,0.22881924533411227,0.08461997739330596,0.10360031464817328,0.10973970127376748
0.02482888799914315,0.02513825020778268,0.02188714846980963,0.009664922888070082,0.06751447477253927,0.029479245702362294,0.021111263790755813,0.020534307433418303,0.011473512503983041
0.004068483496175585,0.005497336387634277,0.01791123862696443,0.0006386927620299424,0.009305210918114143,0.0,0.1068186677284628,0.11649655527643488,0.11999754617999298
0.018351684149815195,0.016508425115257186,0.03553143093465677,0.046665229888868676,0.03346429556106978,0.126428240993007,0.056431139207075126,0.05813960696664561,0.059495585601473666
0.04655791603690895,0.06677757835861475,0.006010132340776186,0.2414191165500011,0.011958919216983777,0.5871544430184317,0.29059663134948666,0.3040909457237473,0.35025079010571986
0.02966581623819367,0.03818736022617128,0.04738084160463177,0.03824559716818973,0.16232423490488004,0.04686361988516133,0.20561842599930966,0.18436340600443588,0.14730578193827495
0.10584463774378816,0.065707371366034,0.012252377998345443,0.0008085679591866013,0.09756685966363393,0.03475821703803017,0.019067373662718934,0.016425626349201694,0.0031212118490338003
0.06703569427340011,0.07411877932974476,7.80603804791391e-05,0.011054381602373875,0.1190377722635787,0.11532278126195344,0.027091859435347643,0.01138863493632547,0.00801928589535622
0.1594662626030736,0.16224191435809174,0.1711055107526885,0.1976313158950315,0.1683553901295837,0.1750471945282376,0.12167006795569138,0.12926206897541911,0.14749839997451478
0.03043324529477659,0.007956623907815041,0.03826354425144807,0.003911315891230838,0.017438654535428644,0.028388184633798497,0.005222743125028018,0.012683566991317508,0.03036431441810683
0.039390638485376314,0.01161133688377683,0.018046939619520128,0.09511469659208091,0.05350496277915631,0.13272955879376802,0.007930453861461823,0.021105093936602037,0.011510084506516943
0.07319382711543826,0.025011527577740195,0.06772358354011572,0.11848409945197899,0.03622139509236283,0.0009371683540717532,0.13983658660370749,0.13520941693740549,0.13870607454890824
0.004073258546874847,0.02148369100095815,0.051864402398676124,0.030193745779838188,0.016129032258064502,0.16420238500624587,0.10666487553350526,0.08793405146013444,0.07423664212223952
0.0751766365467047,0.08444148018598752,0.0417889267990077,0.04018160611515326,0.08664185277088504,0.01724882628331309,0.03713658595827363,0.022599649776311903,0.007628261512551526
0.04631498408775961,0.14011203641236766,0.09343620760959426,0.07936256517010842,0.04208023159636062,0.022509175254827887,0.07752656256428353,0.11321054320914536,0.11082361155663775
0.08481723439835259,0.060648196536317256,0.1496836228287846,0.23148669008568795,0.1361662531017369,0.37762863999786395,0.30627045132843284,0.3053907642560868,0.3039124654550608
0.13804552143173837,0.1893288549852332,0.13135804383788258,0.08491295610787214,0.06337882547559967,0.13280406990362245,0.01221329597193302,0.012161948923194152,0.015351311952317787
0.0012261430825354427,0.0744247711621798,0.05029027088502916,0.05312670329111971,0.012587882547559978,0.026382421584518423,0.06830954425294568,0.04973855835624401,0.05313337343990529
0.030874661378174517,0.09577677659597938,0.03540270885028962,0.05221634636288042,0.011476426799007455,0.011680417027566115,0.06980769378487617,0.048874437009016614,0.039645245434082765
0.059341407030592055,0.03197551392345416,0.031140663771712235,0.02953794993772893,0.06362696443341606,0.009676489299113508,0.0263024570538907,0.003114255698299387,0.011034558159751712
0.06764791956295742,0.08720777932526749,0.06714795285359802,0.04446232140629205,0.05800248138957814,0.02872853599566151,0.05793884992575682,0.07476476630184717,0.08104844405552711
0.030709230376715857,0.03497707101803749,0.03952026468155462,0.08129920687106745,0.04394127377998347,0.1053426868377193,0.01052385141760459,0.02863618384175698,0.0683716963900774
0.0019807088107786364,0.011669998453903846,0.06952233250620257,0.21400714736091384,0.18837882547559967,0.10826300048121987,0.2606181656599136,0.2432786852243242,0.2020528519663801
0.08665065619405254,0.13272856137691402,0.1121347704714647,0.008131783812976745,0.06880686517783297,0.2691965146349612,0.26277018718202994,0.2626661097590925,0.30387879920739397
0.017820890004131257,0.007134288549423218,0.012943031430934662,0.045899757265066864,2.954035212099756e-05,0.030889144861400517,0.06864437265037199,0.07638964446889301,0.08696851247835044
0.06822192488686829,0.009128719666854107,0.07551850703060387,0.015560389945885184,0.0568307140887786,0.02633535648089594,0.05909251542872054,0.039067229385200034,0.0324187226103331
0.03959764665953264,0.00734282141386533,0.051822011993383765,0.0759288655289852,0.024986214502343562,0.08076540190951209,0.11675880230454061,0.12143699126170726,0.10044781534995856
0.03482992192079801,0.007241359567523892,0.0017853081058726156,0.01998265823229442,0.01744727047146402,0.001760893956516671,0.03185255173549664,0.04115732311695018,0.03739275696612612
0.03197585768510356,0.0071297287940979,0.022666976840363947,0.018796431870038356,0.0029208023159636026,0.09805940554344612,0.04576803635324814,0.045123450671030095,0.04832160782452516
0.0285013105588149,0.03224481340278959,0.04104606079404466,0.0172596412579187,0.02716604631927213,0.0009173806092310499,0.00810809941939375,0.003839626212095326,0.013220325996210869
0.011603289122149172,0.033554091618216875,0.019114195616211672,0.022400445514617166,0.06270678246484698,0.012092458017808023,0.008457567460073728,0.029106915875330427,0.014594697439066301
0.031560385601634114,0.01278092882867879,0.02355433209263852,0.04514783454031185,0.007650951199338285,0.12646996165924815,0.2802112363202336,0.2596615965138739,0.21811597435729205
0.0897768247698704,0.04107597300195817,0.03377584780810686,0.02347793108635779,0.12008891645988426,0.08528778605890494,0.09931288271098151,0.09089661786055633,0.054134563274911146
0.0035221841114713463,0.012110382318496704,0.003995295698924728,0.03246868756337474,0.0014087055417700556,0.0053437946314424944,0.03783084128945366,0.05275055767391117,0.034478483839783
0.05004271002709332,0.03993297678266716,0.0437668010752692,0.03942284835956594,0.013647642679900651,0.02599352909450614,0.057517087680346135,0.08199741744826083,0.09056090211660511
0.010655650967742208,0.027844842279913767,0.04413590777502069,0.03289668718889924,0.030045492142266317,0.011938874912326813,0.059483147635869066,0.07413634630689195,0.07107777004357416
0.010692010413073959,0.01236659288406372,0.009305210918114138,0.005285123831363779,0.00010339123242349146,0.035929885022758276,0.05322751946899404,0.04249302059155787,0.06401520939010846
0.01361169442655874,0.03738033276042041,0.1176804177005793,0.010570948367284172,0.04565756823821343,0.2259346062707215,0.17727922195432594,0.1787501293974823,0.17613315509906902
0.03790682648191268,0.02058959894677248,0.033449389991728695,0.02634447086789765,0.008409153570443917,0.0713048953997909,0.07612821040365009,0.05877920239217255,0.04459459700484503
0.045212153382572756,0.05639234185218811,0.0485395988420182,0.17903239059429302,0.019885580369451334,0.03469054060358032,0.049363966782062896,0.04091762359506354,0.046568767104959274
0.010761455214012769,0.04841155003574488,0.011244830438378822,0.007266700825319404,0.0003308519437551727,0.03512590843264224,0.11510070449771014,0.12327116995603368,0.12389067960961403
0.0835846977692265,0.10454166423594088,0.09488988833746892,0.12236136715200407,0.1059760132340777,0.049117737217419105,0.007543729379060962,0.01639830507671848,0.004081288682870193
0.013260996223656665,0.000928340444296627,0.00322632340777501,0.009131685764360652,0.0014647091259994416,0.019507760552974006,0.05763617279775099,0.06803227981525936,0.07053272472436711
0.013645369213781011,0.018428761274781075,0.0651920492142266,0.026557545121335346,0.024865591397849496,0.09405509752233152,0.01896838721447497,0.04058323822433774,0.030389799712522342
0.14626581057461488,0.13965598466082774,0.09950966708023062,0.005689926297154757,0.21794871794871792,0.05457100071191889,0.09146831612980838,0.08361176540443249,0.07011238524262225
0.09372938264214725,0.024108357598113028,0.05878618693134763,0.07888759018422048,0.018341604631927133,0.014086104043428471,0.0007400529775051234,0.01762272676708765,0.02172960455484846
0.07972094030697044,0.03857657801424594,0.05034144954507852,0.005216408853213422,0.023469809760132382,0.03984643257669995,0.016878611477090688,0.0038085528069967955,0.005042558586938389
