group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-1.102,0.9303,-3.7272,1.5231,False
DT,MLP,-0.1473,1.0,-2.7725,2.4778,False
DT,MLR,3.7507,0.0003,1.1255,6.3758,True
DT,PLS,3.6618,0.0005,1.0367,6.2869,True
DT,RF,-0.7369,0.9943,-3.362,1.8883,False
DT,XGB,-1.0032,0.9593,-3.6283,1.6219,False
DT,kNN,3.488,0.0013,0.8629,6.1131,True
DT,lasso,3.8066,0.0002,1.1815,6.4318,True
LGBM,MLP,0.9547,0.9697,-1.6704,3.5798,False
LGBM,MLR,4.8527,0.0,2.2276,7.4778,True
LGBM,PLS,4.7638,0.0,2.1387,7.389,True
LGBM,RF,0.3652,1.0,-2.26,2.9903,False
LGBM,XGB,0.0988,1.0,-2.5263,2.7239,False
LGBM,kNN,4.59,0.0,1.9649,7.2152,True
LGBM,lasso,4.9087,0.0,2.2835,7.5338,True
MLP,MLR,3.898,0.0001,1.2729,6.5231,True
MLP,PLS,3.8091,0.0002,1.184,6.4343,True
MLP,RF,-0.5895,0.9988,-3.2147,2.0356,False
MLP,XGB,-0.8559,0.9847,-3.481,1.7692,False
MLP,kNN,3.6353,0.0006,1.0102,6.2605,True
MLP,lasso,3.954,0.0001,1.3288,6.5791,True
MLR,PLS,-0.0889,1.0,-2.714,2.5363,False
MLR,RF,-4.4875,0.0,-7.1127,-1.8624,True
MLR,XGB,-4.7539,0.0,-7.379,-2.1287,True
MLR,kNN,-0.2626,1.0,-2.8878,2.3625,False
MLR,lasso,0.056,1.0,-2.5692,2.6811,False
PLS,RF,-4.3987,0.0,-7.0238,-1.7735,True
PLS,XGB,-4.665,0.0,-7.2902,-2.0399,True
PLS,kNN,-0.1738,1.0,-2.7989,2.4513,False
PLS,lasso,0.1448,1.0,-2.4803,2.77,False
RF,XGB,-0.2663,1.0,-2.8915,2.3588,False
RF,kNN,4.2249,0.0,1.5997,6.85,True
RF,lasso,4.5435,0.0,1.9184,7.1686,True
XGB,kNN,4.4912,0.0,1.8661,7.1164,True
XGB,lasso,4.8099,0.0,2.1847,7.435,True
kNN,lasso,0.3186,1.0,-2.3065,2.9438,False
