P_charged_centers,N_charged_centers,cLogP,Hbond_A,Zeta,PEG_(Chol+PEG),(IL+HL),HL_(IL+HL),Lipid_NA_ratio
1,1,9.784,9,-2.356666667,0.199600798,40,0.497512438,44.24059433
1,1,9.784,9,-5.31,0.199600798,60,0.497512438,10.83814222
1,1,9.784,9,0.721666667,0.199600798,60,0.497512438,21.67628445
1,1,9.784,9,-0.501666667,0.199600798,60,0.497512438,32.51442667
1,1,9.784,9,-24.63333333,0.199600798,80,0.497512438,8.883780946
1,1,9.784,9,-6.11,0.199600798,80,0.497512438,17.76756189
1,1,9.784,9,-0.955,0.199600798,80,0.497512438,26.65134284
1,1,9.784,9,-11.77666667,0.199600798,20,0.99009901,26.47905638
1,1,9.784,9,-3.553333333,0.199600798,20,0.99009901,52.95811276
1,1,9.784,9,-1.593,0.199600798,20,0.99009901,79.43716915
1,1,9.784,9,-3.686666667,0.199600798,40,0.99009901,14.75288872
1,1,9.784,9,0.269333333,0.199600798,40,0.99009901,29.50577744
1,1,9.784,9,-2.24,0.199600798,40,0.99009901,44.25866615
1,1,9.784,9,-3.663333333,0.199600798,60,0.99009901,10.84416616
1,1,9.784,9,0.073,0.199600798,60,0.99009901,21.68833233
1,1,9.784,9,-1.161666667,0.199600798,60,0.99009901,32.53249849
1,1,9.784,9,-26.66666667,0.199600798,80,0.99009901,8.889804885
1,1,9.784,9,-6.033333333,0.199600798,80,0.99009901,17.77960977
1,1,9.784,9,-0.325333333,0.199600798,80,0.99009901,26.66941466
1,1,9.784,9,-11.36666667,0.199600798,20,1.960784314,26.49092709
1,1,9.784,9,-4.096666667,0.199600798,20,1.960784314,52.98185417
1,1,9.784,9,-3.116666667,0.199600798,20,1.960784314,79.47278126
1,1,9.784,9,-0.756333333,0.199600798,40,1.960784314,14.76475942
1,1,9.784,9,0.3774,0.199600798,40,1.960784314,29.52951884
1,1,9.784,9,-3.04,0.199600798,40,1.960784314,44.29427827
1,1,9.784,9,-2.12,0.199600798,60,1.960784314,10.85603687
1,1,9.784,9,1.195666667,0.199600798,60,1.960784314,21.71207373
1,1,9.784,9,0.16,0.199600798,60,1.960784314,32.5681106
1,1,9.784,9,-29.4,0.199600798,80,1.960784314,8.90167559
1,1,9.784,9,-10.41,0.199600798,80,1.960784314,17.80335118
1,1,9.784,9,-0.4925,0.199600798,80,1.960784314,26.70502677
1,1,9.784,9,-9.42,0.199600798,20,9.090909091,26.57812281
1,1,9.784,9,-1.686666667,0.199600798,20,9.090909091,53.15624562
1,1,9.784,9,-0.166206667,0.199600798,20,9.090909091,79.73436843
1,1,9.784,9,-2.53,0.199600798,40,9.090909091,14.85195514
1,1,9.784,9,2.476666667,0.199600798,40,9.090909091,29.70391029
1,1,9.784,9,1.541666667,0.199600798,40,9.090909091,44.55586543
1,1,9.784,9,-1.64,0.199600798,60,9.090909091,10.94323259
1,1,9.784,9,2.77,0.199600798,60,9.090909091,21.88646518
1,1,9.784,9,2.354,0.199600798,60,9.090909091,32.82969777
1,1,9.784,9,-26.83333333,0.199600798,80,9.090909091,8.988871312
1,1,9.784,9,5.42,0.199600798,80,9.090909091,17.97774262
1,1,9.784,9,7.203333333,0.199600798,80,9.090909091,26.96661394
1,1,9.784,9,2.916666667,0.199600798,20,50.0,27.07840826
1,1,9.784,9,3.96,0.199600798,20,50.0,54.15681653
1,1,9.784,9,5.006666667,0.199600798,20,50.0,81.23522479
1,1,9.784,9,4.206666667,0.199600798,40,50.0,15.3522406
1,1,9.784,9,4.25,0.199600798,40,50.0,30.7044812
1,1,9.784,9,2.72,0.199600798,40,50.0,46.0567218
1,1,9.784,9,4.343333333,0.199600798,60,50.0,11.44351804
1,1,9.784,9,5.876666667,0.199600798,60,50.0,22.88703609
1,1,9.784,9,6.29,0.199600798,60,50.0,34.33055413
1,1,9.784,9,6.303333333,0.199600798,80,50.0,9.489156766
1,1,9.784,9,11.93333333,0.199600798,80,50.0,18.97831353
1,1,9.784,9,8.72,0.199600798,80,50.0,28.4674703
1,1,9.784,9,-4.186666667,0.99009901,20,0.497512438,27.27491863
1,1,9.784,9,-2.646666667,0.99009901,20,0.497512438,54.54983727
1,1,9.784,9,-2.373333333,0.99009901,20,0.497512438,81.8247559
1,1,9.784,9,-1.616666667,0.99009901,40,0.497512438,15.0475721
1,1,9.784,9,-1.976666667,0.99009901,40,0.497512438,30.0951442
1,1,9.784,9,-2.136666667,0.99009901,40,0.497512438,45.1427163
1,1,9.784,9,-0.094333333,0.99009901,60,0.497512438,10.97178992
1,1,9.784,9,-1.95,0.99009901,60,0.497512438,21.94357984
1,1,9.784,9,-2.43,0.99009901,60,0.497512438,32.91536977
1,1,9.784,9,-15.26666667,0.99009901,80,0.497512438,8.933898833
1,1,9.784,9,-3.21,0.99009901,80,0.497512438,17.86779767
1,1,9.784,9,-4.51,0.99009901,80,0.497512438,26.8016965
1,1,9.784,9,-4.66,0.99009901,20,0.99009901,27.28094257
1,1,9.784,9,-6.34,0.99009901,20,0.99009901,54.56188515
1,1,9.784,9,-2.326666667,0.99009901,20,0.99009901,81.84282772
1,1,9.784,9,-3.043333333,0.99009901,40,0.99009901,15.05359604
1,1,9.784,9,-0.049066667,0.99009901,40,0.99009901,30.10719208
1,1,9.784,9,-1.993333333,0.99009901,40,0.99009901,45.16078812
1,1,9.784,9,-2.476666667,0.99009901,60,0.99009901,10.97781386
1,1,9.784,9,1.32,0.99009901,60,0.99009901,21.95562772
1,1,9.784,9,-1.426666667,0.99009901,60,0.99009901,32.93344158
1,1,9.784,9,-15.93333333,0.99009901,80,0.99009901,8.939922772
1,1,9.784,9,-3.53,0.99009901,80,0.99009901,17.87984554
1,1,9.784,9,-3.316666667,0.99009901,80,0.99009901,26.81976832
1,1,9.784,9,-3.213333333,0.99009901,20,1.960784314,27.29281328
1,1,9.784,9,-2.766666667,0.99009901,20,1.960784314,54.58562656
1,1,9.784,9,-1.060666667,0.99009901,20,1.960784314,81.87843984
1,1,9.784,9,-3.176666667,0.99009901,40,1.960784314,15.06546674
1,1,9.784,9,-1.57,0.99009901,40,1.960784314,30.13093349
1,1,9.784,9,0.963666667,0.99009901,40,1.960784314,45.19640023
1,1,9.784,9,-3.816666667,0.99009901,60,1.960784314,10.98968457
1,1,9.784,9,0.242266667,0.99009901,60,1.960784314,21.97936913
1,1,9.784,9,-1.88,0.99009901,60,1.960784314,32.9690537
1,1,9.784,9,-15.9,0.99009901,80,1.960784314,8.951793477
1,1,9.784,9,-5.523333333,0.99009901,80,1.960784314,17.90358695
1,1,9.784,9,-2.94,0.99009901,80,1.960784314,26.85538043
1,1,9.784,9,-5.373333333,0.99009901,20,9.090909091,27.380009
1,1,9.784,9,-2.173333333,0.99009901,20,9.090909091,54.760018
1,1,9.784,9,-0.284166667,0.99009901,20,9.090909091,82.140027
1,1,9.784,9,-0.60825,0.99009901,40,9.090909091,15.15266247
1,1,9.784,9,-3.73,0.99009901,40,9.090909091,30.30532493
1,1,9.784,9,0.813333333,0.99009901,40,9.090909091,45.4579874
1,1,9.784,9,1.84,0.99009901,60,9.090909091,11.07688029
1,1,9.784,9,-0.397333333,0.99009901,60,9.090909091,22.15376058
1,1,9.784,9,-0.254666667,0.99009901,60,9.090909091,33.23064086
1,1,9.784,9,-12.13333333,0.99009901,80,9.090909091,9.038989199
1,1,9.784,9,-6.06,0.99009901,80,9.090909091,18.0779784
1,1,9.784,9,-0.9158,0.99009901,80,9.090909091,27.1169676
1,1,9.784,9,-3.646666667,0.99009901,20,50.0,27.88029446
1,1,9.784,9,1.916666667,0.99009901,20,50.0,55.76058891
1,1,9.784,9,0.651,0.99009901,20,50.0,83.64088337
1,1,9.784,9,-1.32,0.99009901,40,50.0,15.65294792
1,1,9.784,9,2.876666667,0.99009901,40,50.0,31.30589584
1,1,9.784,9,-3.013333333,0.99009901,40,50.0,46.95884376
1,1,9.784,9,0.54,0.99009901,60,50.0,11.57716574
1,1,9.784,9,4.106666667,0.99009901,60,50.0,23.15433149
1,1,9.784,9,1.651,0.99009901,60,50.0,34.73149723
1,1,9.784,9,-0.074666667,0.99009901,80,50.0,9.539274653
1,1,9.784,9,-5.6,0.99009901,80,50.0,19.07854931
1,1,9.784,9,6.683333333,0.99009901,80,50.0,28.61782396
1,1,9.784,9,-9.106666667,9.090909091,20,0.497512438,35.49242963
1,1,9.784,9,-4.033333333,9.090909091,20,0.497512438,70.98485927
1,1,9.784,9,-5.893333333,9.090909091,20,0.497512438,106.4772889
1,1,9.784,9,-5.413333333,9.090909091,40,0.497512438,18.12913872
1,1,9.784,9,-1.593333333,9.090909091,40,0.497512438,36.25827745
1,1,9.784,9,-1.943333333,9.090909091,40,0.497512438,54.38741617
1,1,9.784,9,-3.223333333,9.090909091,60,0.497512438,12.34137509
1,1,9.784,9,-1.48,9.090909091,60,0.497512438,24.68275018
1,1,9.784,9,-2.086666667,9.090909091,60,0.497512438,37.02412526
1,1,9.784,9,-3.64,9.090909091,80,0.497512438,9.44749327
1,1,9.784,9,-33.9,9.090909091,80,0.497512438,18.89498654
1,1,9.784,9,-2.783333333,9.090909091,80,0.497512438,28.34247981
1,1,9.784,9,-6.903333333,9.090909091,20,0.99009901,35.49845357
1,1,9.784,9,-2.48,9.090909091,20,0.99009901,70.99690715
1,1,9.784,9,-1.81,9.090909091,20,0.99009901,106.4953607
1,1,9.784,9,-6.893333333,9.090909091,40,0.99009901,18.13516266
1,1,9.784,9,-3.68,9.090909091,40,0.99009901,36.27032533
1,1,9.784,9,-2.296666667,9.090909091,40,0.99009901,54.40548799
1,1,9.784,9,-3.093333333,9.090909091,60,0.99009901,12.34739903
1,1,9.784,9,-2.686666667,9.090909091,60,0.99009901,24.69479806
1,1,9.784,9,-1.29,9.090909091,60,0.99009901,37.04219708
1,1,9.784,9,-3.763333333,9.090909091,80,0.99009901,9.45351721
1,1,9.784,9,-36.3,9.090909091,80,0.99009901,18.90703442
1,1,9.784,9,-1.66,9.090909091,80,0.99009901,28.36055163
1,1,9.784,9,-8.986666667,9.090909091,20,1.960784314,35.51032428
1,1,9.784,9,-6.63,9.090909091,20,1.960784314,71.02064856
1,1,9.784,9,-6.54,9.090909091,20,1.960784314,106.5309728
1,1,9.784,9,-2.723333333,9.090909091,40,1.960784314,18.14703337
1,1,9.784,9,-2.203333333,9.090909091,40,1.960784314,36.29406674
1,1,9.784,9,-2.146666667,9.090909091,40,1.960784314,54.44110011
1,1,9.784,9,-2.57,9.090909091,60,1.960784314,12.35926973
1,1,9.784,9,-1.666333333,9.090909091,60,1.960784314,24.71853947
1,1,9.784,9,-2.12,9.090909091,60,1.960784314,37.0778092
1,1,9.784,9,-3.51,9.090909091,80,1.960784314,9.465387914
1,1,9.784,9,-36.66666667,9.090909091,80,1.960784314,18.93077583
1,1,9.784,9,-2.383333333,9.090909091,80,1.960784314,28.39616374
1,1,9.784,9,-9.563333333,9.090909091,20,9.090909091,35.59752
1,1,9.784,9,-5.376666667,9.090909091,20,9.090909091,71.19504
1,1,9.784,9,-7.476666667,9.090909091,20,9.090909091,106.79256
1,1,9.784,9,-5.483333333,9.090909091,40,9.090909091,18.23422909
1,1,9.784,9,-2.596666667,9.090909091,40,9.090909091,36.46845818
1,1,9.784,9,-1.983333333,9.090909091,40,9.090909091,54.70268727
1,1,9.784,9,-3.656666667,9.090909091,60,9.090909091,12.44646545
1,1,9.784,9,-1.370333333,9.090909091,60,9.090909091,24.89293091
1,1,9.784,9,-2.37,9.090909091,60,9.090909091,37.33939636
1,1,9.784,9,-4.92,9.090909091,80,9.090909091,9.552583636
1,1,9.784,9,-31.9,9.090909091,80,9.090909091,19.10516727
1,1,9.784,9,-2.056666667,9.090909091,80,9.090909091,28.65775091
1,1,9.784,9,-8.333333333,9.090909091,20,50.0,36.09780545
1,1,9.784,9,-7.673333333,9.090909091,20,50.0,72.19561091
1,1,9.784,9,-9.613333333,9.090909091,20,50.0,108.2934164
1,1,9.784,9,-3.126666667,9.090909091,40,50.0,18.73451455
1,1,9.784,9,-1.383333333,9.090909091,40,50.0,37.46902909
1,1,9.784,9,-1.873333333,9.090909091,40,50.0,56.20354364
1,1,9.784,9,-2.37,9.090909091,60,50.0,12.94675091
1,1,9.784,9,-1.059,9.090909091,60,50.0,25.89350182
1,1,9.784,9,-1.533333333,9.090909091,60,50.0,38.84025273
1,1,9.784,9,-3.313333333,9.090909091,80,50.0,10.05286909
1,1,9.784,9,15.6,9.090909091,80,50.0,20.10573818
1,1,9.784,9,-1.012333333,9.090909091,80,50.0,30.15860727
1,0,12.515,4,5.9,0.199600798,20,0.497512438,26.46820259
1,0,12.515,4,5.12,0.199600798,20,0.497512438,52.93640518
1,0,12.515,4,9.113333333,0.199600798,20,0.497512438,79.40460778
1,0,12.515,4,12.9,0.199600798,40,0.497512438,14.74203493
1,0,12.515,4,1.866666667,0.199600798,40,0.497512438,29.48406985
1,0,12.515,4,6.673333333,0.199600798,40,0.497512438,44.22610478
1,0,12.515,4,16.2,0.199600798,60,0.497512438,10.83331237
1,0,12.515,4,13.33333333,0.199600798,60,0.497512438,21.66662474
1,0,12.515,4,15.63333333,0.199600798,60,0.497512438,32.49993712
1,0,12.515,4,-10.96666667,0.199600798,80,0.497512438,8.878951095
1,0,12.515,4,5.703333333,0.199600798,80,0.497512438,17.75790219
1,0,12.515,4,-30.56666667,0.199600798,80,0.497512438,26.63685328
1,0,12.515,4,1.823,0.199600798,20,0.99009901,26.4694445
1,0,12.515,4,7.926666667,0.199600798,20,0.99009901,52.938889
1,0,12.515,4,2.883333333,0.199600798,20,0.99009901,79.4083335
1,0,12.515,4,12.1,0.199600798,40,0.99009901,14.74327684
1,0,12.515,4,4.013333333,0.199600798,40,0.99009901,29.48655367
1,0,12.515,4,2.956666667,0.199600798,40,0.99009901,44.22983051
1,0,12.515,4,22.76666667,0.199600798,60,0.99009901,10.83455428
1,0,12.515,4,9.33,0.199600798,60,0.99009901,21.66910856
1,0,12.515,4,19.53333333,0.199600798,60,0.99009901,32.50366284
1,0,12.515,4,7.633333333,0.199600798,80,0.99009901,8.880193004
1,0,12.515,4,7.98,0.199600798,80,0.99009901,17.76038601
