P_charged_centers,N_charged_centers,cLogP,Hbond_A,Zeta,PEG_(Chol+PEG),(IL+HL),HL_(IL+HL),Lipid_NA_ratio
1,0,12.515,4,-25.13333333,0.199600798,80,0.99009901,26.64057901
1,0,12.515,4,18.9,0.199600798,20,1.960784314,26.47189179
1,0,12.515,4,21.16666667,0.199600798,20,1.960784314,52.94378359
1,0,12.515,4,2.883333333,0.199600798,20,1.960784314,79.41567538
1,0,12.515,4,17.63333333,0.199600798,40,1.960784314,14.74572413
1,0,12.515,4,0.663333333,0.199600798,40,1.960784314,29.49144826
1,0,12.515,4,3.57,0.199600798,40,1.960784314,44.23717238
1,0,12.515,4,24.03333333,0.199600798,60,1.960784314,10.83700157
1,0,12.515,4,9.956666667,0.199600798,60,1.960784314,21.67400315
1,0,12.515,4,18.63333333,0.199600798,60,1.960784314,32.51100472
1,0,12.515,4,6.13,0.199600798,80,1.960784314,8.882640296
1,0,12.515,4,9.33,0.199600798,80,1.960784314,17.76528059
1,0,12.515,4,-27.3,0.199600798,80,1.960784314,26.64792089
1,0,12.515,4,44.06666667,0.199600798,20,9.090909091,26.48986826
1,0,12.515,4,25.86666667,0.199600798,20,9.090909091,52.97973653
1,0,12.515,4,1.388333333,0.199600798,20,9.090909091,79.46960479
1,0,12.515,4,26.16666667,0.199600798,40,9.090909091,14.7637006
1,0,12.515,4,27.06666667,0.199600798,40,9.090909091,29.5274012
1,0,12.515,4,22.36666667,0.199600798,40,9.090909091,44.2911018
1,0,12.515,4,30.7,0.199600798,60,9.090909091,10.85497804
1,0,12.515,4,15.33333333,0.199600798,60,9.090909091,21.70995609
1,0,12.515,4,20.86666667,0.199600798,60,9.090909091,32.56493413
1,0,12.515,4,15.56666667,0.199600798,80,9.090909091,8.900616766
1,0,12.515,4,18.4,0.199600798,80,9.090909091,17.80123353
1,0,12.515,4,-31.76666667,0.199600798,80,9.090909091,26.7018503
1,0,12.515,4,19.9,0.199600798,20,50.0,26.59300826
1,0,12.515,4,16.3,0.199600798,20,50.0,53.18601653
1,0,12.515,4,12.23333333,0.199600798,20,50.0,79.77902479
1,0,12.515,4,5.41,0.199600798,40,50.0,14.8668406
1,0,12.515,4,22.13333333,0.199600798,40,50.0,29.7336812
1,0,12.515,4,24.76666667,0.199600798,40,50.0,44.6005218
1,0,12.515,4,22.4,0.199600798,60,50.0,10.95811804
1,0,12.515,4,23.5,0.199600798,60,50.0,21.91623609
1,0,12.515,4,21.46666667,0.199600798,60,50.0,32.87435413
1,0,12.515,4,12.93333333,0.199600798,80,50.0,9.003756766
1,0,12.515,4,31.5,0.199600798,80,50.0,18.00751353
1,0,12.515,4,-16.6,0.199600798,80,50.0,27.0112703
1,0,12.515,4,-27.6,0.99009901,20,0.497512438,27.27008878
1,0,12.515,4,-2.563333333,0.99009901,20,0.497512438,54.54017757
1,0,12.515,4,1.926666667,0.99009901,20,0.497512438,81.81026635
1,0,12.515,4,-3.873333333,0.99009901,40,0.497512438,15.04274225
1,0,12.515,4,-3.35,0.99009901,40,0.497512438,30.0854845
1,0,12.515,4,-2.93,0.99009901,40,0.497512438,45.12822675
1,0,12.515,4,-3.706666667,0.99009901,60,0.497512438,10.96696007
1,0,12.515,4,-1.271,0.99009901,60,0.497512438,21.93392014
1,0,12.515,4,4.56,0.99009901,60,0.497512438,32.90088021
1,0,12.515,4,1.253333333,0.99009901,80,0.497512438,8.929068982
1,0,12.515,4,4.306666667,0.99009901,80,0.497512438,17.85813796
1,0,12.515,4,3.433333333,0.99009901,80,0.497512438,26.78720695
1,0,12.515,4,-30.33333333,0.99009901,20,0.99009901,27.27133069
1,0,12.515,4,3.27,0.99009901,20,0.99009901,54.54266139
1,0,12.515,4,-0.77,0.99009901,20,0.99009901,81.81399208
1,0,12.515,4,-3.76,0.99009901,40,0.99009901,15.04398416
1,0,12.515,4,-3.076666667,0.99009901,40,0.99009901,30.08796832
1,0,12.515,4,-2.876666667,0.99009901,40,0.99009901,45.13195248
1,0,12.515,4,-2.633333333,0.99009901,60,0.99009901,10.96820198
1,0,12.515,4,-2.463333333,0.99009901,60,0.99009901,21.93640396
1,0,12.515,4,2.173333333,0.99009901,60,0.99009901,32.90460594
1,0,12.515,4,-1.211333333,0.99009901,80,0.99009901,8.930310891
1,0,12.515,4,2.933333333,0.99009901,80,0.99009901,17.86062178
1,0,12.515,4,3.573333333,0.99009901,80,0.99009901,26.79093267
1,0,12.515,4,-28.56666667,0.99009901,20,1.960784314,27.27377798
1,0,12.515,4,1.826666667,0.99009901,20,1.960784314,54.54755597
1,0,12.515,4,1.6,0.99009901,20,1.960784314,81.82133395
1,0,12.515,4,-3.646666667,0.99009901,40,1.960784314,15.04643145
1,0,12.515,4,-2.73,0.99009901,40,1.960784314,30.0928629
1,0,12.515,4,-2.316666667,0.99009901,40,1.960784314,45.13929435
1,0,12.515,4,-5.89,0.99009901,60,1.960784314,10.97064927
1,0,12.515,4,-0.982333333,0.99009901,60,1.960784314,21.94129854
1,0,12.515,4,3.386666667,0.99009901,60,1.960784314,32.91194782
1,0,12.515,4,2.24,0.99009901,80,1.960784314,8.932758183
1,0,12.515,4,1.28,0.99009901,80,1.960784314,17.86551637
1,0,12.515,4,2.923333333,0.99009901,80,1.960784314,26.79827455
1,0,12.515,4,-30.76666667,0.99009901,20,9.090909091,27.29175446
1,0,12.515,4,3.026666667,0.99009901,20,9.090909091,54.58350891
1,0,12.515,4,1.253333333,0.99009901,20,9.090909091,81.87526337
1,0,12.515,4,-2.246666667,0.99009901,40,9.090909091,15.06440792
1,0,12.515,4,-2.403333333,0.99009901,40,9.090909091,30.12881584
1,0,12.515,4,-2.746666667,0.99009901,40,9.090909091,45.19322376
1,0,12.515,4,-1.385333333,0.99009901,60,9.090909091,10.98862574
1,0,12.515,4,-0.514,0.99009901,60,9.090909091,21.97725149
1,0,12.515,4,2.373333333,0.99009901,60,9.090909091,32.96587723
1,0,12.515,4,-0.684,0.99009901,80,9.090909091,8.950734653
1,0,12.515,4,2.273333333,0.99009901,80,9.090909091,17.90146931
1,0,12.515,4,4.91,0.99009901,80,9.090909091,26.85220396
1,0,12.515,4,-28.23333333,0.99009901,20,50.0,27.39489446
1,0,12.515,4,4.226666667,0.99009901,20,50.0,54.78978891
1,0,12.515,4,6.786666667,0.99009901,20,50.0,82.18468337
1,0,12.515,4,-3.153333333,0.99009901,40,50.0,15.16754792
1,0,12.515,4,-1.426666667,0.99009901,40,50.0,30.33509584
1,0,12.515,4,-1.543333333,0.99009901,40,50.0,45.50264376
1,0,12.515,4,-2.55,0.99009901,60,50.0,11.09176574
1,0,12.515,4,0.63,0.99009901,60,50.0,22.18353149
1,0,12.515,4,6.336666667,0.99009901,60,50.0,33.27529723
1,0,12.515,4,6.34,0.99009901,80,50.0,9.053874653
1,0,12.515,4,12.86666667,0.99009901,80,50.0,18.10774931
1,0,12.515,4,6.843333333,0.99009901,80,50.0,27.16162396
1,0,12.515,4,-2.183333333,9.090909091,20,0.497512438,35.48759978
1,0,12.515,4,-2.966666667,9.090909091,20,0.497512438,70.97519957
1,0,12.515,4,-2.463333333,9.090909091,20,0.497512438,106.4627993
1,0,12.515,4,-1.186666667,9.090909091,40,0.497512438,18.12430887
1,0,12.515,4,-3.813333333,9.090909091,40,0.497512438,36.24861775
1,0,12.515,4,-5.33,9.090909091,40,0.497512438,54.37292662
1,0,12.515,4,-20.13333333,9.090909091,60,0.497512438,12.33654524
1,0,12.515,4,-9.57,9.090909091,60,0.497512438,24.67309047
1,0,12.515,4,-1.092,9.090909091,60,0.497512438,37.00963571
1,0,12.515,4,-1.492333333,9.090909091,80,0.497512438,9.442663419
1,0,12.515,4,-1.123,9.090909091,80,0.497512438,18.88532684
1,0,12.515,4,-0.810666667,9.090909091,80,0.497512438,28.32799026
1,0,12.515,4,-1.883333333,9.090909091,20,0.99009901,35.48884169
1,0,12.515,4,-1.316666667,9.090909091,20,0.99009901,70.97768338
1,0,12.515,4,-2.92,9.090909091,20,0.99009901,106.4665251
1,0,12.515,4,-1.833333333,9.090909091,40,0.99009901,18.12555078
1,0,12.515,4,-6.416666667,9.090909091,40,0.99009901,36.25110157
1,0,12.515,4,-4.216666667,9.090909091,40,0.99009901,54.37665235
1,0,12.515,4,-20.63333333,9.090909091,60,0.99009901,12.33778715
1,0,12.515,4,-9.726666667,9.090909091,60,0.99009901,24.67557429
1,0,12.515,4,-1.077,9.090909091,60,0.99009901,37.01336144
1,0,12.515,4,-2.533333333,9.090909091,80,0.99009901,9.443905329
1,0,12.515,4,-0.168,9.090909091,80,0.99009901,18.88781066
1,0,12.515,4,-0.043,9.090909091,80,0.99009901,28.33171599
1,0,12.515,4,-1.640333333,9.090909091,20,1.960784314,35.49128898
1,0,12.515,4,-1.149,9.090909091,20,1.960784314,70.98257797
1,0,12.515,4,-2.276666667,9.090909091,20,1.960784314,106.473867
1,0,12.515,4,-0.863666667,9.090909091,40,1.960784314,18.12799807
1,0,12.515,4,-7.106666667,9.090909091,40,1.960784314,36.25599615
1,0,12.515,4,-2.183333333,9.090909091,40,1.960784314,54.38399422
1,0,12.515,4,-22.2,9.090909091,60,1.960784314,12.34023444
1,0,12.515,4,-14.66666667,9.090909091,60,1.960784314,24.68046888
1,0,12.515,4,-1.203333333,9.090909091,60,1.960784314,37.02070332
1,0,12.515,4,-2.56,9.090909091,80,1.960784314,9.44635262
1,0,12.515,4,-0.0463,9.090909091,80,1.960784314,18.89270524
1,0,12.515,4,-0.131666667,9.090909091,80,1.960784314,28.33905786
1,0,12.515,4,-1.79,9.090909091,20,9.090909091,35.50926545
1,0,12.515,4,-3.726666667,9.090909091,20,9.090909091,71.01853091
1,0,12.515,4,-1.776666667,9.090909091,20,9.090909091,106.5277964
1,0,12.515,4,-0.88,9.090909091,40,9.090909091,18.14597455
1,0,12.515,4,-13.16666667,9.090909091,40,9.090909091,36.29194909
1,0,12.515,4,-6.36,9.090909091,40,9.090909091,54.43792364
1,0,12.515,4,-19.56666667,9.090909091,60,9.090909091,12.35821091
1,0,12.515,4,-9.383333333,9.090909091,60,9.090909091,24.71642182
1,0,12.515,4,-1.427,9.090909091,60,9.090909091,37.07463273
1,0,12.515,4,-2.843333333,9.090909091,80,9.090909091,9.464329091
1,0,12.515,4,0.044333333,9.090909091,80,9.090909091,18.92865818
1,0,12.515,4,-0.3501,9.090909091,80,9.090909091,28.39298727
1,0,12.515,4,-2.13,9.090909091,20,50.0,35.61240545
1,0,12.515,4,-0.929,9.090909091,20,50.0,71.22481091
1,0,12.515,4,-0.883333333,9.090909091,20,50.0,106.8372164
1,0,12.515,4,-1.0292,9.090909091,40,50.0,18.24911455
1,0,12.515,4,-6.423333333,9.090909091,40,50.0,36.49822909
1,0,12.515,4,-11.56666667,9.090909091,40,50.0,54.74734364
1,0,12.515,4,-20.7,9.090909091,60,50.0,12.46135091
1,0,12.515,4,-4.423333333,9.090909091,60,50.0,24.92270182
1,0,12.515,4,-1.237,9.090909091,60,50.0,37.38405273
1,0,12.515,4,-0.065666667,9.090909091,80,50.0,9.567469091
1,0,12.515,4,2.526666667,9.090909091,80,50.0,19.13493818
1,0,12.515,4,1.341666667,9.090909091,80,50.0,28.70240727
1,1,6.12,8,-20.0,0.199600798,20,0.497512438,26.47578468
1,1,6.12,8,-2.833333333,0.199600798,20,0.497512438,52.95156936
1,1,6.12,8,-0.537666667,0.199600798,20,0.497512438,79.42735404
1,1,6.12,8,-0.144176667,0.199600798,40,0.497512438,14.74961702
1,1,6.12,8,-1.186333333,0.199600798,40,0.497512438,29.49923403
1,1,6.12,8,-1.356666667,0.199600798,40,0.497512438,44.24885105
1,1,6.12,8,-2.03,0.199600798,60,0.497512438,10.84089446
1,1,6.12,8,0.105433333,0.199600798,60,0.497512438,21.68178892
1,1,6.12,8,0.3688,0.199600798,60,0.497512438,32.52268339
1,1,6.12,8,-2.123333333,0.199600798,80,0.497512438,8.886533184
1,1,6.12,8,1.007666667,0.199600798,80,0.497512438,17.77306637
1,1,6.12,8,-0.358366667,0.199600798,80,0.497512438,26.65959955
1,1,6.12,8,-7.156666667,0.199600798,20,0.99009901,26.48453361
1,1,6.12,8,-7.346666667,0.199600798,20,0.99009901,52.96906722
1,1,6.12,8,-1.173666667,0.199600798,20,0.99009901,79.45360083
1,1,6.12,8,-0.223666667,0.199600798,40,0.99009901,14.75836595
1,1,6.12,8,-1.3988,0.199600798,40,0.99009901,29.51673189
1,1,6.12,8,-1.876666667,0.199600798,40,0.99009901,44.27509784
1,1,6.12,8,1.45,0.199600798,60,0.99009901,10.84964339
1,1,6.12,8,2.546666667,0.199600798,60,0.99009901,21.69928678
1,1,6.12,8,2.25,0.199600798,60,0.99009901,32.54893017
1,1,6.12,8,-5.656666667,0.199600798,80,0.99009901,8.895282113
1,1,6.12,8,-0.2858,0.199600798,80,0.99009901,17.79056423
1,1,6.12,8,3.186666667,0.199600798,80,0.99009901,26.68584634
1,1,6.12,8,3.713333333,0.199600798,20,1.960784314,26.50177415
1,1,6.12,8,-4.73,0.199600798,20,1.960784314,53.00354829
1,1,6.12,8,-2.64,0.199600798,20,1.960784314,79.50532244
1,1,6.12,8,1.836666667,0.199600798,40,1.960784314,14.77560648
1,1,6.12,8,5.443333333,0.199600798,40,1.960784314,29.55121296
1,1,6.12,8,-1.491333333,0.199600798,40,1.960784314,44.32681944
1,1,6.12,8,-1.055666667,0.199600798,60,1.960784314,10.86688393
1,1,6.12,8,4.203333333,0.199600798,60,1.960784314,21.73376785
1,1,6.12,8,0.894,0.199600798,60,1.960784314,32.60065178
1,1,6.12,8,-0.884,0.199600798,80,1.960784314,8.912522649
1,1,6.12,8,-0.851,0.199600798,80,1.960784314,17.8250453
1,1,6.12,8,2.053333333,0.199600798,80,1.960784314,26.73756795
1,1,6.12,8,-15.63333333,0.199600798,20,9.090909091,26.62841372
1,1,6.12,8,-3.236666667,0.199600798,20,9.090909091,53.25682744
1,1,6.12,8,-2.386666667,0.199600798,20,9.090909091,79.88524115
1,1,6.12,8,-1.123333333,0.199600798,40,9.090909091,14.90224605
1,1,6.12,8,0.326666667,0.199600798,40,9.090909091,29.80449211
1,1,6.12,8,6.206666667,0.199600798,40,9.090909091,44.70673816
1,1,6.12,8,-2.076666667,0.199600798,60,9.090909091,10.9935235
1,1,6.12,8,1.556666667,0.199600798,60,9.090909091,21.987047
1,1,6.12,8,-0.4172,0.199600798,60,9.090909091,32.9805705
1,1,6.12,8,-2.526666667,0.199600798,80,9.090909091,9.039162221
1,1,6.12,8,-0.499666667,0.199600798,80,9.090909091,18.07832444
1,1,6.12,8,-0.839666667,0.199600798,80,9.090909091,27.11748666
1,1,6.12,8,-2.03,0.199600798,20,50.0,27.35500826
1,1,6.12,8,-1.383333333,0.199600798,20,50.0,54.71001653
1,1,6.12,8,0.513666667,0.199600798,20,50.0,82.06502479
1,1,6.12,8,0.588,0.199600798,40,50.0,15.6288406
1,1,6.12,8,1.082333333,0.199600798,40,50.0,31.2576812
1,1,6.12,8,1.406666667,0.199600798,40,50.0,46.8865218
1,1,6.12,8,0.446333333,0.199600798,60,50.0,11.72011804
1,1,6.12,8,5.146666667,0.199600798,60,50.0,23.44023609
1,1,6.12,8,2.226666667,0.199600798,60,50.0,35.16035413
1,1,6.12,8,-8.26,0.199600798,80,50.0,9.765756766
1,1,6.12,8,-1.306,0.199600798,80,50.0,19.53151353
1,1,6.12,8,1.663666667,0.199600798,80,50.0,29.2972703
1,1,6.12,8,-4.956666667,0.99009901,20,0.497512438,27.27767087
1,1,6.12,8,-3.503333333,0.99009901,20,0.497512438,54.55534175
1,1,6.12,8,-2.953333333,0.99009901,20,0.497512438,81.83301262
1,1,6.12,8,-3.166666667,0.99009901,40,0.497512438,15.05032434
1,1,6.12,8,2.283333333,0.99009901,40,0.497512438,30.10064868
1,1,6.12,8,2.306666667,0.99009901,40,0.497512438,45.15097302
1,1,6.12,8,-1.85,0.99009901,60,0.497512438,10.97454216
1,1,6.12,8,0.132760333,0.99009901,60,0.497512438,21.94908432
1,1,6.12,8,-0.077333333,0.99009901,60,0.497512438,32.92362648
1,1,6.12,8,-4.35,0.99009901,80,0.497512438,8.936651071
1,1,6.12,8,-1.425333333,0.99009901,80,0.497512438,17.87330214
1,1,6.12,8,-0.192333333,0.99009901,80,0.497512438,26.80995321
1,1,6.12,8,-4.316666667,0.99009901,20,0.99009901,27.2864198
1,1,6.12,8,-3.67,0.99009901,20,0.99009901,54.5728396
1,1,6.12,8,2.13,0.99009901,20,0.99009901,81.85925941
1,1,6.12,8,-2.493333333,0.99009901,40,0.99009901,15.05907327
1,1,6.12,8,-0.763333333,0.99009901,40,0.99009901,30.11814653
1,1,6.12,8,3.32,0.99009901,40,0.99009901,45.1772198
1,1,6.12,8,0.096,0.99009901,60,0.99009901,10.98329109
1,1,6.12,8,-1.543333333,0.99009901,60,0.99009901,21.96658218
1,1,6.12,8,-0.458,0.99009901,60,0.99009901,32.94987327
1,1,6.12,8,-3.533333333,0.99009901,80,0.99009901,8.9454
1,1,6.12,8,-2.693333333,0.99009901,80,0.99009901,17.8908
1,1,6.12,8,-1.073,0.99009901,80,0.99009901,26.8362
1,1,6.12,8,-4.583333333,0.99009901,20,1.960784314,27.30366034
1,1,6.12,8,-2.473333333,0.99009901,20,1.960784314,54.60732068
1,1,6.12,8,-0.988333333,0.99009901,20,1.960784314,81.91098101
1,1,6.12,8,-0.591633333,0.99009901,40,1.960784314,15.0763138
1,1,6.12,8,-1.048,0.99009901,40,1.960784314,30.15262761
1,1,6.12,8,1.671666667,0.99009901,40,1.960784314,45.22894141
1,1,6.12,8,0.497666667,0.99009901,60,1.960784314,11.00053162
1,1,6.12,8,1.216666667,0.99009901,60,1.960784314,22.00106325
1,1,6.12,8,-0.367833333,0.99009901,60,1.960784314,33.00159487
1,1,6.12,8,-2.813333333,0.99009901,80,1.960784314,8.962640536
1,1,6.12,8,0.119166667,0.99009901,80,1.960784314,17.92528107
1,1,6.12,8,-1.521333333,0.99009901,80,1.960784314,26.88792161
1,1,6.12,8,-3.486666667,0.99009901,20,9.090909091,27.43029991
1,1,6.12,8,1.181,0.99009901,20,9.090909091,54.86059982
1,1,6.12,8,-1.583333333,0.99009901,20,9.090909091,82.29089973
1,1,6.12,8,-1.696666667,0.99009901,40,9.090909091,15.20295338
1,1,6.12,8,1.110333333,0.99009901,40,9.090909091,30.40590675
1,1,6.12,8,-0.2816,0.99009901,40,9.090909091,45.60886013
1,1,6.12,8,-0.997666667,0.99009901,60,9.090909091,11.1271712
1,1,6.12,8,1.956666667,0.99009901,60,9.090909091,22.25434239
1,1,6.12,8,0.975666667,0.99009901,60,9.090909091,33.38151359
1,1,6.12,8,-4.646666667,0.99009901,80,9.090909091,9.089280108
1,1,6.12,8,-1.383,0.99009901,80,9.090909091,18.17856022
1,1,6.12,8,0.969,0.99009901,80,9.090909091,27.26784032
1,1,6.12,8,-7.95,0.99009901,20,50.0,28.15689446
1,1,6.12,8,-4.996666667,0.99009901,20,50.0,56.31378891
1,1,6.12,8,1.496666667,0.99009901,20,50.0,84.47068337
1,1,6.12,8,-12.68333333,0.99009901,40,50.0,15.92954792
1,1,6.12,8,-0.225866667,0.99009901,40,50.0,31.85909584
1,1,6.12,8,1.199666667,0.99009901,40,50.0,47.78864376
1,1,6.12,8,1.106666667,0.99009901,60,50.0,11.85376574
1,1,6.12,8,1.159666667,0.99009901,60,50.0,23.70753149
1,1,6.12,8,0.740633333,0.99009901,60,50.0,35.56129723
1,1,6.12,8,-5.563333333,0.99009901,80,50.0,9.815874653
1,1,6.12,8,-1.49,0.99009901,80,50.0,19.63174931
1,1,6.12,8,-0.068,0.99009901,80,50.0,29.44762396
1,1,6.12,8,-4.106666667,9.090909091,20,0.497512438,35.49518187
1,1,6.12,8,-4.78,9.090909091,20,0.497512438,70.99036375
1,1,6.12,8,-3.8,9.090909091,20,0.497512438,106.4855456
1,1,6.12,8,-8.67,9.090909091,40,0.497512438,18.13189096
1,1,6.12,8,-3.373333333,9.090909091,40,0.497512438,36.26378193
1,1,6.12,8,-1.295666667,9.090909091,40,0.497512438,54.39567289
1,1,6.12,8,-0.760666667,9.090909091,60,0.497512438,12.34412733
1,1,6.12,8,0.013,9.090909091,60,0.497512438,24.68825465
1,1,6.12,8,-1.82,9.090909091,60,0.497512438,37.03238198
1,1,6.12,8,-4.656666667,9.090909091,80,0.497512438,9.450245509
1,1,6.12,8,-2.406666667,9.090909091,80,0.497512438,18.90049102
1,1,6.12,8,-2.843333333,9.090909091,80,0.497512438,28.35073653
1,1,6.12,8,-9.143333333,9.090909091,20,0.99009901,35.5039308
1,1,6.12,8,-2.086666667,9.090909091,20,0.99009901,71.0078616
1,1,6.12,8,-2.69,9.090909091,20,0.99009901,106.5117924
1,1,6.12,8,-9.543333333,9.090909091,40,0.99009901,18.14063989
1,1,6.12,8,-1.101,9.090909091,40,0.99009901,36.28127978
1,1,6.12,8,-0.806,9.090909091,40,0.99009901,54.42191968
1,1,6.12,8,-0.956333333,9.090909091,60,0.99009901,12.35287626
1,1,6.12,8,-1.070666667,9.090909091,60,0.99009901,24.70575251
1,1,6.12,8,-1.873333333,9.090909091,60,0.99009901,37.05862877
1,1,6.12,8,-7.5,9.090909091,80,0.99009901,9.458994437
1,1,6.12,8,-3.133333333,9.090909091,80,0.99009901,18.91798887
1,1,6.12,8,-1.543333333,9.090909091,80,0.99009901,28.37698331
1,1,6.12,8,-8.303333333,9.090909091,20,1.960784314,35.52117134
1,1,6.12,8,-1.67,9.090909091,20,1.960784314,71.04234267
1,1,6.12,8,-4.006666667,9.090909091,20,1.960784314,106.563514
1,1,6.12,8,-5.433333333,9.090909091,40,1.960784314,18.15788043
1,1,6.12,8,-0.782666667,9.090909091,40,1.960784314,36.31576086
1,1,6.12,8,-0.808,9.090909091,40,1.960784314,54.47364128
1,1,6.12,8,-2.59,9.090909091,60,1.960784314,12.37011679
1,1,6.12,8,-0.939333333,9.090909091,60,1.960784314,24.74023358
1,1,6.12,8,-1.427333333,9.090909091,60,1.960784314,37.11035037
1,1,6.12,8,-4.286666667,9.090909091,80,1.960784314,9.476234973
1,1,6.12,8,-3.123333333,9.090909091,80,1.960784314,18.95246995
1,1,6.12,8,-2.5,9.090909091,80,1.960784314,28.42870492
1,1,6.12,8,-5.833333333,9.090909091,20,9.090909091,35.64781091
1,1,6.12,8,-1.171666667,9.090909091,20,9.090909091,71.29562182
1,1,6.12,8,-3.613333333,9.090909091,20,9.090909091,106.9434327
1,1,6.12,8,-8.426666667,9.090909091,40,9.090909091,18.28452
1,1,6.12,8,-0.833,9.090909091,40,9.090909091,36.56904
1,1,6.12,8,-0.889,9.090909091,40,9.090909091,54.85356
1,1,6.12,8,-3.496666667,9.090909091,60,9.090909091,12.49675636
1,1,6.12,8,-1.372,9.090909091,60,9.090909091,24.99351273
1,1,6.12,8,-2.23,9.090909091,60,9.090909091,37.49026909
1,1,6.12,8,-7.86,9.090909091,80,9.090909091,9.602874545
1,1,6.12,8,-1.491,9.090909091,80,9.090909091,19.20574909
1,1,6.12,8,-2.646666667,9.090909091,80,9.090909091,28.80862364
1,1,6.12,8,-16.8,9.090909091,20,50.0,36.37440545
1,1,6.12,8,-9.796666667,9.090909091,20,50.0,72.74881091
1,1,6.12,8,-6.03,9.090909091,20,50.0,109.1232164
1,1,6.12,8,-7.93,9.090909091,40,50.0,19.01111455
1,1,6.12,8,-1.069666667,9.090909091,40,50.0,38.02222909
1,1,6.12,8,-1.002,9.090909091,40,50.0,57.03334364
1,1,6.12,8,-6.88,9.090909091,60,50.0,13.22335091
1,1,6.12,8,-0.741333333,9.090909091,60,50.0,26.44670182
1,1,6.12,8,-1.561,9.090909091,60,50.0,39.67005273
1,1,6.12,8,-13.63333333,9.090909091,80,50.0,10.32946909
1,1,6.12,8,-3.446666667,9.090909091,80,50.0,20.65893818
1,1,6.12,8,-1.356666667,9.090909091,80,50.0,30.98840727
