,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,RLU_N2a
55,236,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,60,500,8.782
56,237,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,60,500,9.016
57,238,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,80,500,10.091
58,239,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,80,500,10.023
59,240,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,80,500,9.557
60,241,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,20,100,5.733
61,242,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,20,100,5.106
62,243,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,20,100,4.29
63,244,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,40,100,4.86
64,245,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,40,100,4.875
65,246,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,40,100,4.71
66,247,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,60,100,5.024
67,248,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,60,100,4.407
68,249,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,60,100,5.472
69,250,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,80,100,4.007
70,251,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,80,100,3.892
71,252,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,80,100,5.429
72,253,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,20,100,5.635
73,254,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,20,100,5.204
74,255,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,20,100,4.533
75,256,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,40,100,5.024
76,257,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,40,100,4.883
77,258,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,40,100,5.056
78,259,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,60,100,4.997
79,260,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,60,100,4.466
80,261,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,60,100,3.219
81,262,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,80,100,3.434
82,263,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,80,100,3.611
83,264,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,80,100,3.714
84,265,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,20,100,6.026
85,266,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,20,100,5.193
86,267,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,20,100,5.333
87,268,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,40,100,5.13
88,269,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,40,100,5.333
89,270,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,40,100,5.037
90,271,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,60,100,5.609
91,272,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,60,100,4.956
92,273,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,60,100,4.771
93,274,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,80,100,5.318
94,275,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,80,100,4.043
95,276,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,80,100,6.969
96,277,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,20,100,6.457
97,278,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,20,100,5.357
98,279,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,20,100,5.71
99,280,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,40,100,6.628
100,281,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,40,100,5.943
101,282,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,40,100,5.872
102,283,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,60,100,7.681
103,284,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,60,100,6.817
104,285,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,60,100,5.756
105,286,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,80,100,8.712
106,287,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,80,100,7.524
107,288,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,80,100,7.093
108,289,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,20,100,9.043
109,290,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,20,100,8.948
110,291,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,20,100,7.891
111,292,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,40,100,9.87
112,293,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,40,100,8.838
113,294,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,40,100,8.756
114,295,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,60,100,10.216
115,296,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,60,100,8.985
116,297,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,60,100,8.301
117,298,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,80,100,10.438
118,299,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,80,100,10.235
119,300,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,80,100,9.509
120,301,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,20,10,2.639
121,302,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,20,10,2.303
122,303,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,20,10,2.197
123,304,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,40,10,2.89
124,305,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,40,10,3.178
125,306,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,40,10,3.332
126,307,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,60,10,3.178
127,308,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,60,10,3.367
128,309,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,60,10,3.97
129,310,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,80,10,3.178
130,311,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,80,10,3.497
131,312,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,80,10,4.304
132,313,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,20,10,2.398
133,314,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,20,10,1.792
134,315,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,20,10,1.099
135,316,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,40,10,1.386
136,317,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,40,10,2.944
137,318,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,40,10,2.773
138,319,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,60,10,2.565
139,320,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,60,10,3.526
140,321,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,60,10,4.22
141,322,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,80,10,3.332
142,323,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,80,10,2.773
143,324,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,80,10,3.761
144,325,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,20,10,1.792
145,326,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,20,10,1.792
146,327,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,20,10,1.609
147,328,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,40,10,1.946
148,329,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,40,10,2.708
149,330,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,40,10,2.639
150,331,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,60,10,2.079
151,332,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,60,10,3.401
152,333,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,60,10,3.584
153,334,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,80,10,3.135
154,335,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,80,10,2.89
155,336,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,80,10,3.045
156,337,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,20,10,2.708
157,338,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,20,10,1.946
158,339,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,20,10,2.485
159,340,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,40,10,2.773
160,341,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,40,10,3.871
161,342,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,40,10,3.332
162,343,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,60,10,3.091
163,344,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,60,10,4.127
164,345,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,60,10,4.875
165,346,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,80,10,6.562
166,347,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,80,10,4.828
167,348,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,80,10,4.511
168,349,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,20,10,3.584
169,350,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,20,10,2.398
170,351,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,20,10,1.792
171,352,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,40,10,5.278
172,353,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,40,10,4.466
173,354,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,40,10,3.912
174,355,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,60,10,4.511
175,356,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,60,10,6.548
176,357,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,60,10,6.623
177,358,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,80,10,6.771
178,359,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,80,10,8.226
179,360,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,80,10,7.324
180,361,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,500,5.442
181,362,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,500,5.283
182,363,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,500,5.704
183,364,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,40,500,6.038
184,365,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,40,500,5.617
185,366,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,40,500,5.58
186,367,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,60,500,4.663
187,368,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,60,500,4.407
188,369,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,500,5.17
189,370,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,500,3.401
190,371,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,500,3.584
191,372,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,500,4.736
192,373,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,500,5.583
193,374,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,500,5.288
194,375,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,500,5.442
195,376,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,500,5.557
196,377,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,40,500,5.464
197,378,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,40,500,6.014
198,379,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,60,500,4.5
199,380,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,60,500,5.273
200,381,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,500,5.67
201,382,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,500,3.892
202,383,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,500,3.555
203,384,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,500,4.984
204,385,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,500,5.521
205,386,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,500,5.537
206,387,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,500,5.886
207,388,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,500,5.328
208,389,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,40,500,5.714
209,390,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,40,500,5.513
210,391,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,60,500,4.419
211,392,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,60,500,5.242
212,393,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,500,5.1
213,394,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,500,3.871
214,395,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,500,3.135
215,396,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,500,7.315
216,397,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,500,5.598
217,398,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,500,5.591
218,399,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,500,5.268
219,400,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,40,500,5.561
220,401,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,40,500,5.553
221,402,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,40,500,5.852
222,403,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,60,500,6.014
223,404,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,60,500,5.986
224,405,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,500,7.55
225,406,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,500,6.726
226,407,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,500,6.632
227,408,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,500,7.511
228,409,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,500,8.143
229,410,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,500,7.81
230,411,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,500,7.274
231,412,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,500,10.391
232,413,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,40,500,8.141
233,414,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,40,500,4.796
234,415,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,60,500,10.373
235,416,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,60,500,9.74
236,417,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,500,7.168
237,418,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,500,8.678
238,419,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,500,9.084
239,420,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,500,8.605
240,421,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,100,4.19
241,422,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,100,4.331
242,423,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,100,2.639
243,429,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,100,4.796
244,430,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,100,2.398
245,431,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,100,3.85
246,432,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,100,3.611
247,433,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,100,2.89
248,434,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,100,3.296
249,435,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,100,1.946
250,441,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,100,4.248
251,442,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,100,1.609
252,443,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,100,3.401
253,444,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,100,2.303
254,445,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,100,5.303
255,446,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,100,4.394
256,447,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,100,1.946
257,453,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,100,4.654
258,454,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,100,2.996
259,455,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,100,3.091
260,456,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,100,3.296
261,457,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,100,6.936
262,458,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,100,6.157
263,459,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,100,3.258
264,465,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,100,5.231
265,466,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,100,5.727
266,467,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,100,6.144
267,468,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,100,3.638
268,469,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,100,8.379
269,470,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,100,4.575
270,471,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,100,3.932
271,477,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,100,6.717
272,478,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,100,9.422
273,479,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,100,4.86
274,480,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,100,5.951
275,481,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,10,2.833
276,482,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,10,2.197
277,483,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,10,2.303
278,484,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,40,10,3.466
279,489,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,10,5.124
280,490,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,10,2.944
281,491,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,10,3.178
282,492,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,10,5.153
283,493,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,10,2.996
284,494,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,10,1.946
285,495,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,10,2.079
286,496,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,10,3.332
287,501,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,10,4.635
288,502,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,10,3.526
289,503,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,10,3.584
290,504,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,10,5.176
291,505,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,10,2.89
292,506,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,10,2.079
293,507,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,10,2.565
294,508,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,10,3.466
295,513,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,10,5.964
296,514,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,10,4.29
297,515,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,10,3.466
298,516,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,10,5.38
299,517,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,10,2.639
300,518,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,10,2.303
301,519,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,10,1.946
302,520,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,40,10,4.394
303,525,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,10,4.913
304,526,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,10,3.951
305,527,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,10,4.595
306,528,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,10,5.684
307,529,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,10,7.878
308,530,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,10,6.004
309,531,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,10,4.787
310,532,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,10,9.21
311,537,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,10,7.054
312,538,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,10,6.452
313,539,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,10,7.391
314,540,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,10,6.306
315,541,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,20,500,6.196
316,542,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,20,500,5.759
317,543,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,20,500,5.384
318,544,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,500,5.242
319,545,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,40,500,5.204
320,546,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,500,5.38
321,547,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,500,4.963
322,548,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,500,4.431
323,549,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,60,500,4.357
324,550,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,80,500,4.868
325,551,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,80,500,3.219
326,552,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,80,500,3.296
327,553,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,500,6.37
328,554,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,20,500,5.737
329,555,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,20,500,5.565
330,556,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,500,4.804
