,RLU_N2a
567,0.22237160527023392
568,0.1753159451465448
569,0.06265125033611185
570,0.0
571,0.0
572,0.5972035493412207
573,0.6434525410056466
574,0.6794837321860714
575,0.6093035762301693
576,0.5345522990051088
577,0.6355203011562247
578,0.5178811508470018
579,0.5246033880075288
580,0.0
581,0.1954826566281258
582,0.3096262436138747
583,0.0
584,0.0
585,0.0
586,0.0
587,0.0
588,0.11710137133638077
589,0.0959935466523259
590,0.18244151653670337
591,0.0
592,0.04463565474589942
593,0.10849690777090615
594,0.0
595,0.0
596,0.04463565474589942
597,0.053912342027426674
598,0.16590481312180694
599,0.0
600,0.22990051089002417
601,0.2381016402258671
602,0.0
603,0.07851573003495566
604,0.18405485345522987
605,0.0
606,0.0
607,0.0
608,0.0
609,0.11427803172895945
610,0.137805861790804
611,0.0583490185533746
612,0.1253025006722237
613,0.16200591556870125
614,0.018150040333422934
615,0.09922022048937884
616,0.16778703952675456
617,0.0
618,0.0
619,0.07071793492874423
620,0.06265125033611185
621,0.11427803172895945
622,0.1329658510352245
623,0.15367034148964775
624,0.22613605808012904
625,0.07851573003495566
626,0.11710137133638077
627,0.22358160795912885
628,0.0
629,0.0
630,0.0892713094917989
631,0.08214573810164022
632,0.0
633,0.29174509276687277
634,0.3967464372143048
635,0.35842968539930087
636,0.3300618445818768
637,0.2781661737026082
638,0.3218607152460339
