,HepG2,HEK293,B16,PC3,N2a,ARPE19
RF,0.568195591826643,0.8190266103464625,0.8219111030606284,0.5884320144031615,0.8621284011175216,0.7136540077233564
MLR,0.41029190695349177,0.3876552010181837,0.5778451255283237,0.5211107187191244,0.5074378810895886,0.44356535120752616
lasso,0.365779385352808,0.31274642695764876,0.5825194264977307,0.5278762747168878,0.5454356581365383,0.4534802952073566
PLS,0.3905765720666079,0.4626544459382008,0.5747366840485725,0.5209587451761882,0.5553843889575638,0.44305178006798596
kNN,0.4568070869159295,0.5035455429355021,0.5764787598593991,0.5796405441215963,0.6177754763900203,0.5905276795692956
LGBM,0.5261528689123769,0.8025511145166602,0.8026254423836158,0.5981129820814475,0.824699081770325,0.7193555927539813
XGB,0.5544490827368649,0.7783453227205139,0.8273774419145639,0.591986122280801,0.8191961813244961,0.6885599318151581
DT,0.6565531722724168,0.6709319763051077,0.7512761782928592,0.6599519063835811,0.7548565783635208,0.6740761553804299
