,HepG2,HEK293,B16,PC3,N2a,ARPE19
RF,0.04636940921480054,0.11311766656274286,0.06137226185808924,0.051914592675432386,0.07827961013141703,0.12285860906862747
MLR,0.09573073722927969,0.1626623010506648,0.09695324051499897,0.10794231789248855,0.14114758054623236,0.1876375566303917
lasso,0.08830913632166318,0.16734560239236954,0.09773189318105473,0.10881231887438386,0.14244214267483016,0.19015413351494145
PLS,0.09459385850119315,0.16169728260796248,0.09766510676241807,0.1081208778140068,0.14216929404686765,0.18768103706793182
kNN,0.07210975539947717,0.14350788733963885,0.08940928671707882,0.07311012085046434,0.1240969347477965,0.15948393522837964
LGBM,0.047632896645005675,0.10949052770846476,0.05557711594471544,0.04940091026792155,0.07944117705860479,0.11808853282548304
XGB,0.046698014614320695,0.11384324518044762,0.056448007697237026,0.05096908583336474,0.08042434441321783,0.13856124362832906
DT,0.04269384648497244,0.1352568189139555,0.05632781214256185,0.0603587979709758,0.08959842307961033,0.1344868259803922
