,HepG2,HEK293,B16,PC3,N2a,ARPE19
RF,0.8117703491269824,0.7992434852909708,0.867532368068559,0.8844441243460831,0.8474791539135209,0.7500303041421397
MLR,0.366974704213026,0.35750035171453226,0.592806896368143,0.62277291579317,0.5251756736515168,0.45443269850335
lasso,0.3244018235321081,0.26358356173311637,0.5841033574213957,0.6288735270966308,0.5188085201425846,0.4375259400571058
PLS,[0.38614301166156545],[0.4487868379286896],[0.5911072983781537],[0.6244960620666261],[0.5333184733437524],[0.4546991208060609]
kNN,0.48738356189952187,0.4993291858502721,0.5979009197718935,0.6889041132604572,0.5152542025747481,0.5098697120547544
LGBM,0.8113567272166368,0.7867478766020614,0.8635857790471465,0.8841119428005463,0.8320973412444206,0.7723181926788779
XGB,0.8002902496616343,0.7663811266763805,0.8755462451032103,0.8667527435991305,0.8469119310918224,0.7121685854187738
DT,0.8378424683487176,0.646361479319915,0.8396638927212654,0.8000268837145152,0.791865851126266,0.6164103341430043
