,XGB,LGBM,DT,RF,PLS,kNN,MLR,lasso
0,0.013130403123795986,0.004887337144067324,0.0747674987763094,0.0012187958883994126,0.0015024664752639472,0.0,0.16561258897948838,0.036858582396266173
1,0.003709981916472316,0.013346083067947571,0.044419970631424416,0.07669603524229085,0.012519106848719527,0.09071549038334771,0.010355577846997966,0.08707478790841268
2,0.0034488714300096035,0.04319339516096605,0.16617719040626525,0.023466715614292713,0.02154399850370861,0.013959286235856289,0.127745368938617,0.027865346926588458
3,0.009444340132176876,0.03588935660869982,0.0,0.0,0.003450231718123531,0.011719546381844258,0.04029481415081446,0.08714895321583699
4,0.008817840367555618,0.0341245793159049,0.0,0.0,0.03000934408408694,0.08900147568007075,0.08980543910179947,0.08732352633260385
5,0.006090620532631874,0.0024693735480672174,0.0,0.05837983357807148,0.0160009027357524,0.0575760016405653,0.054620344427997375,0.08639909470339964
6,0.02350015752017498,0.040063848150602675,0.0,0.0,0.02221555302861819,0.0,0.012672485443415621,0.11834084272448357
7,0.010889796540141106,0.04059519607510006,0.0,0.020666911404796866,0.04197064690301215,0.10838842570860309,0.028941966757193804,0.12203746635448025
8,0.0047463225200772285,0.0052972475362590265,0.0,0.002107195301027901,0.03332676036002462,0.019886383723686136,0.07425766100554551,0.17302177022433501
9,0.022717883810400963,0.002857497974462384,0.0,0.042900146842878135,0.04479154053798155,0.09896214844494972,0.0011401328379101645,0.13819458600274326
10,0.012128534726798534,0.0020732185778557606,0.0,0.04883015173764073,0.05855344699307573,0.08613635058409924,0.06119141821412833,0.13647707397593412
11,0.012772924266755581,0.018225143434719447,0.0,0.0,0.017423347499116545,0.0064914321684106414,0.05257355957942506,0.13669409820567813
12,0.018045831471681595,0.001247836350868165,0.0,0.010843122858541365,0.012436445754992406,0.21503324877277802,0.04046535117670877,0.1574590679506219
13,0.019748812541365623,0.025221913707372496,0.0,0.0017205090553108183,0.0423540751017093,0.05338115275963612,0.05250766314071443,0.16123620929580687
14,0.002123860642313957,0.015123046940544583,0.0,0.0,0.06045294537767524,0.12758219866938705,0.006631579977169509,0.156654065356732
15,0.003938617650419474,0.0002736267433854031,0.0,0.0,0.04354499959923748,0.3420988565509175,0.05425744116096145,0.18444592754161018
16,0.035187769681215286,0.006417663713985064,0.05115026921194321,0.0,0.07181223776895108,0.0,0.046370829681776166,0.2034346048695374
17,0.0026749945245683193,0.002848358368726786,0.0,0.01595814977973569,0.03390953555548064,0.09406698566371441,0.06611420114280164,0.18014655586243689
18,0.0025058710016310215,0.0019456458186816654,0.06081742535487028,0.011858786098874204,0.06033888247986071,0.19186155166466667,0.061756672535364335,0.09276849290898836
19,0.017576720729211293,0.0017759904684470404,0.012041116005873709,0.01873837493881547,0.08399635124565773,0.014802123857074401,0.01293687149509587,0.09963459873043812
20,0.008317362517118454,0.015555221142203585,0.0,5.506607929515406e-05,0.07170964067512293,0.012745576229114142,0.004153997921566472,0.10996789282064684
21,0.0011170200305059552,0.0036885715324470702,0.0,0.005079539892315223,0.01906224726849433,0.0,0.04436988284466875,0.11535263719891456
22,0.016235798597335815,0.010922328975778389,0.0,0.0,0.026330517407795503,0.012411692708344293,0.05387944263749396,0.13305098309639826
23,0.0012381502892822027,0.019145974254447435,0.0,0.023428781204111595,0.04261864181623522,0.08303187975312883,0.04686773825237857,0.1237988054610562
24,0.004608287010341883,0.013502875667743667,0.05249632892804698,0.0,0.05694916990063735,0.0,0.0202623968941223,0.1252212222058974
25,0.0034515615552663803,0.03533779017742157,0.0,0.0,0.031327299803059525,0.00993236413682027,0.062069893095086905,0.14663602689619468
26,0.005050437059253454,0.026700088394546347,0.0,0.0011637298091042587,0.016834357085344573,0.0,0.0524292173990557,0.13265048075002725
27,0.007686057593673468,0.05234210774694437,0.0,0.0,0.050391316648478415,0.026284152642190813,0.0601282767477529,0.05453503875017472
28,0.010756484232842922,0.04714963928592373,0.0,0.034094468918257466,0.044950279114580424,0.06526192819579844,0.04393369822718143,0.05246003603823584
29,0.015154736116528511,0.032160199445496813,0.0,0.031189427312775332,0.06448684228259001,0.14447843095900606,0.04127851142259042,0.05555455965712501
30,0.0167086124420166,0.023100108912114496,0.0,0.03342143906020557,0.04848238830217573,0.15122936613057847,0.020253353928923617,0.08975511576309017
31,0.005487116053700447,0.020443600906654286,0.0,0.019085903083700444,0.038278067066544505,0.0,0.02195528034581423,0.13042232038077095
32,0.00422078650444746,0.011561410054960202,0.0,0.02467082721488008,0.04767443036379922,0.051518424506841576,0.019085547709048512,0.10175921318192387
33,0.018995031714439392,0.005041869592337235,0.0,0.08038056779246204,0.024335020468929366,0.04822953802608799,0.0013046776339389215,0.10402308797945883
34,0.004921813495457172,0.01825289247357193,0.0,0.05407611355849243,0.003171344809959259,0.10399818380702353,0.040960357249585015,0.1319024836646844
35,0.0032084998674690723,0.0626598399918662,0.0231767009300049,0.03469530102790015,0.01778404519689708,0.014194386405875517,0.0033151565571695016,0.1187672699212664
36,0.007176235318183899,0.02600840330948402,0.0231767009300049,0.029914341654429757,0.009506508425399088,0.13118657338096015,0.021239384950014054,0.11841775446243123
37,0.010224075056612492,0.023594161579981718,0.0,0.07642070484581495,0.0028570585846954683,0.051536275238916254,0.017711536429040737,0.11950362995550115
38,0.004960748367011547,0.03357835829882285,0.0,0.021784140969162993,0.006416374056680857,0.009976940762453326,0.02104438175479022,0.08808135365030051
39,0.021566474810242653,0.009721138642641432,0.05249632892804698,0.09377998042094951,0.006901384882493117,0.07755131638666833,0.03411034658867433,0.08597633831791389
40,0.11807319521903992,0.013391890624016156,0.0,0.01780714635340183,0.014302774015427094,0.018449857735656515,0.031360947991424255,0.08458628352773936
41,0.007374474313110113,0.022146230959295566,0.0,0.15363191385217823,0.026327849934486697,0.18773234905318772,0.057008610301109666,0.11894427639734177
42,0.013631701469421387,0.021509648298067056,0.0,0.009546010768477789,0.03245097895995176,0.004577438559362865,0.08122122832979292,0.1351708851453861
43,0.13912429885571342,0.010541035932424744,0.1064610866372981,0.031020558002936842,0.001096750692907572,0.10865584331931179,0.09382118608786118,0.13444102408838582
44,0.036431081582096014,0.009448034047096637,0.024779735682819368,0.06005384238864411,0.023703215036868494,0.057516273561043094,0.02889507195420586,0.06449047059356303
45,0.0646006984894204,0.01039259336717067,0.0,0.04958272148800783,0.0011798740303070876,0.039848864877467784,0.061588257217561004,0.032895763037700476
46,0.04826408997178078,0.025691573223725922,0.0,0.08870900636319132,0.01633190832245332,0.22769734522340374,0.035460978142609706,0.013681802580463753
47,0.06755057903944828,0.0046755661655380615,0.20499877630934898,0.1863203622124326,0.02834400949401277,0.10623795395065941,0.13874979011916855,0.150640525986754
48,0.07405474441371246,0.04598958116183582,0.02328071463534019,0.24616984826235927,0.04383992035955697,0.34703866862457167,0.04363352142416852,0.021760933868229325
49,0.021407260754151558,0.016395947559778835,0.1125795398923152,0.1473568281938325,0.01935650065732529,0.1562267292840916,0.007157190446743154,0.06081568988818465
50,0.04096873538095436,0.026779838334504414,0.07880567792462065,0.03069505628977004,0.04044322669303556,0.17221746702620555,0.010262626281464573,0.06009485297945683
51,0.000506088079418987,0.0012074101037457888,0.07880567792462065,0.08196891825746455,0.033473932077670174,0.10784422510762569,0.003482059086918788,0.05897377972282528
52,0.03609834611415863,0.024179480198020346,0.11285487028879099,0.18222099853157112,0.016873285760220874,0.1749696977332115,0.01634572908055701,0.033698418125986715
53,0.11482303301478736,0.033482175635281795,0.0,0.13973201174743013,0.05097741927615683,0.10149935519741435,0.03582188982518637,0.09251685586412046
54,0.0931125283241272,0.00613709718478352,0.23479564366128242,0.031658100832109765,0.0320376645908506,0.06830635771356519,0.033703383070743664,0.09216695196670918
55,0.18420243998456098,0.015056986623608055,0.20509055310817426,0.13661282427802257,0.05473277175765285,0.02766986747282263,0.05492893348007291,0.09177180557510292
56,0.16823741675473525,0.01007951622107189,0.0,0.06663117963778764,0.025586794348300232,0.10100059054390392,0.02944991471261961,0.07176395290267318
57,0.07810901082793231,0.01649327546646583,0.13445301027900142,0.011683798335780714,0.03758244408903558,0.0011076462603231015,0.33236177957117563,0.3191204666145037
58,0.05515983329499635,0.0017443074361654758,0.11285487028879099,0.005925110132158589,0.0022959871951701016,0.004921519104401861,0.27818874900260493,0.2687228565518519
59,0.06113223810290458,0.02061755586668976,0.035119921683798315,0.05302741067058245,0.04911366233949922,0.044696279869780295,0.14624742275060193,0.10561883961000434
60,0.0048804981634020805,0.000816495174970457,0.14424253548702887,0.023766519823788537,0.0391763991960037,0.063980936049785,0.2291379985976259,0.22343326851553136
61,0.005294392816722393,0.0008992763252859041,0.3210352422907488,0.01627630934899657,0.04548134474289377,0.04118649349965184,0.40149071159930516,0.33310578935575585
62,0.026882356429213605,0.001941709319598301,0.0,0.014642682329906993,0.0030537591823641963,0.00679228029160022,0.009203545213645442,0.03953444047872423
63,0.018789302557706833,0.002541789454163264,0.11588350465002448,0.0011698482623592743,0.014858251885215737,0.05276241901112863,0.013599169912685033,0.05286569104248732
64,0.025571133941411972,0.004903198879401349,0.3053414096916299,0.008394517865883504,0.0005517991298979869,0.0,0.03255286021413173,0.08534537674927599
65,0.009661408141255379,0.007339071602536022,0.08186490455212919,0.001634850709740578,0.015282270902758396,0.012953466717430962,0.02904667273181263,0.08542090235199654
66,0.0010496178874745965,0.005453417017637875,0.0,0.02607072931962799,0.003116994024747924,0.05398146014271036,0.007153329209586473,0.009773443009410604
